NPC编号	对象类型	名称	模型编号	NPC类型	NPC种类ID	响应范围	触发事件编号	触发类型	触发任务ID	是否可见	交互顺序	脚本编号	AI编辑包	触发条件	世界触发器相关	存在时间	触发高度
event_hsp_mxm20	EventNpc	华山	npc\worldnpc140	47	4	2		2	30334	1	1						
event_hsp_mxm21	EventNpc	诸葛云	npc\worldnpc140	47	4	5	6700	4	30331	1	1						
																	
																	
Event_hsp_cc_16950	EventNpc	1	npc\worldnpc140	47	4	5	6691	4	30401	1	1						
Event_hsp_cc_16953	EventNpc	2	npc\worldnpc140	47	4	2		2	30403	1	1						
Event_hsp_cc_16958	EventNpc	3	npc\worldnpc140	47	4	2		2	30406	1	1						
Event_hsp_cc_16967	EventNpc	4	npc\worldnpc140	47	4	2		2	30410	1	1						
																	
																	
EventNpc_ssgrc_001	EventNpc	浮萍起点	npc\worldnpc140	47	4	10		2	21406	1							
EventNpc_ssgrc_002	EventNpc	浮萍终点	npc\worldnpc140	47	4	10		2	21406	1							
EventNpc_ssgrc_004	EventNpc	交猴子处	npc\worldnpc140	47	4	10		2		1			3533	111127			
																	
EventNpc_yxy_hs_001	EventNpc	普通日常触发npc	npc\worldnpc140	47	4	2		2	30343	1	1						
EventNpc_yxy_hs_002	EventNpc	普通日常触发npc	npc\worldnpc140	47	4	2		2	30341	1	1						
EventNpc_yxy_hs_003	EventNpc	后山	npc\worldnpc140	47	4	2		2	30381	1	1						
EventNpc_yxy_hs_004	EventNpc	剑冢	npc\worldnpc140	47	4	2		2	30383	1	1						
																	
																	
		//神水宫入门															
EventNpc_ssg_rm_01	EventNpc	神水宫入门	npc\worldnpc140	47	4	10	8628	8		1				27737			
EventNpc_ssg_rm_02	EventNpc	神水宫入门	npc\worldnpc140	47	4	20	8629	8		1				111077			
EventNpc_ssg_rm_03	EventNpc	电影触发	npc\worldnpc065	47	4	20	9694	4	21423	1	1						
EventNpc_ssg_rm_04	EventNpc	神水宫入门	npc\worldnpc140	47	4	20	8629	8		1				111314			
EventNpc_ssg_rm_05	EventNpc	水下迷宫	npc\worldnpc140	172	4	2		6		1	1		3605		1		
																	
																	
		//神水宫周常任务															
EventNpc_zcrw_001	EventNpc	待定	npc\worldnpc140	47	4	10				1							
EventNpc_zcrw_002	EventNpc	待定	npc\worldnpc140	47	4	10				1							
EventNpc_zcrw_003	EventNpc	待定	npc\worldnpc140	47	4	10				1							
EventNpc_zcrw_004	EventNpc	待定	npc\worldnpc140	47	4	10				1							
EventNpc_zcrw_005	EventNpc	待定	npc\worldnpc140	47	4	10				1							
EventNpc_zcrw_006	EventNpc	待定	npc\worldnpc140	47	4	10				1							
EventNpc_zcrw_007	EventNpc	待定	npc\worldnpc140	47	4	10				1							
EventNpc_zcrw_008	EventNpc	待定	npc\worldnpc140	47	4	10				1							
EventNpc_zcrw_009	EventNpc	待定	npc\worldnpc140	47	4	10				1							
EventNpc_zcrw_010	EventNpc	待定	npc\worldnpc140	47	4	10				1							
																	
		//华山派触发															
Event_hsp_jumpqz	EventNpc	华山派气宗跳墙触发	npc\fbmac004012y	52	4	1				0			3573				
Event_hsp_jumprk	EventNpc	华山派入口跳墙触发	npc\fbmac004012y	52	4	1				0			3575				
Event_hsp_jumpzj	EventNpc	华山派折剑跳墙触发	npc\fbmac004012y	52	4	1				0			3576				
Event_hsp_jumplh	EventNpc	华山派莲花跳墙触发	npc\fbmac004012y	52	4	1				0			3577				
Event_hsp_jumpzx	EventNpc	华山派谪仙跳墙触发	npc\fbmac004012y	52	4	1				0			3579				
																	
EventNpc_ssg_zyb001	EventNpc	神水会武触发用	npc\worldnpc140	47	4	25		2		1							
EventNpc_ssg_zyb002	EventNpc	神水会武触发用	npc\worldnpc140	47	4	25		2		1							
																	
EventNpc_bubble_01	EventNpc	水中气泡	npc\itemnpc057	47	4	1							3584				
																	
		//六内主线															
eventnpc_6n_yxy_001	EventNpc	客栈	npc\worldnpc140	47	4	2		2	61026	1	1						
eventnpc_6n_yxy_002	EventNpc	洛阳	npc\worldnpc140	47	4	2		2	61035	1	1						
eventnpc_6n_yxy_003	EventNpc	晴瑶宫展示动画触发	npc\worldnpc140	47	4	2		2		1	1						
eventnpc_6n_yxy_004	EventNpc	晴瑶宫前	npc\worldnpc140	47	4	2		2	61039	1	1						
eventnpc_6n_yxy_005	EventNpc	使用道具触发npc	npc\worldnpc140	47	4	2		2	61036	1	1						
eventnpc_6n_yxy_006	EventNpc	车夫触发	npc\worldnpc140	47	4	2		2	61037	1	1						
event_6n_mxm01	EventNpc	金陵	npc\worldnpc140	47	4	2		2	61002	1	1						
event_6n_mxm02	EventNpc	客栈	npc\worldnpc140	47	4	2		2	61010	1	1						
event_6n_mxm03	EventNpc	客栈	npc\worldnpc140	47	4	2		2	61011	1	1						
event_6n_mxm04	EventNpc	洛阳	npc\worldnpc140	47	4	2		2	61012	1	1						
event_6n_mxm05	EventNpc	跟随	npc\worldnpc140	47	4	2		2	61012	1	1						
event_6n_mxm06	EventNpc	潜入	npc\worldnpc140	47	4	2		2	61003	1	1						
Event_jyz_6n_47046	EventNpc	创建安若素	npc\itemnpc057e	47	4	2		2	47046	1	1						
Event_jyz_6n_47046a	EventNpc	创建安若素	npc\itemnpc057e	47	4	2		2	47046	1	1						
																	
																	
		//成都君子传奇第三章															
EventNpc_jzcq_yxc001	EventNpc	君子传奇进分组	npc\worldnpc140	47	4	5	8646	8		1				27880			
EventNpc_jzcq_yxc002	EventNpc	君子传奇进分组	npc\worldnpc140	47	4	5		2		1							
EventNpc_jzcq_yxc003	EventNpc	君子传奇进分组	npc\worldnpc140	47	4	5		2		1							
EventNpc_jzcq_010	EventNpc	洛阳城坐标NPC	npc\worldnpc140	47	4	5		2		1							
EventNpc_jzcq_011	EventNpc	触发播放电影NPC	npc\worldnpc140	47	4	5	9705	4	34199	1							
EventNpc_jzcq_012	EventNpc	触发NPC进入分组场景	npc\worldnpc140	47	4	5		2		1							
EventNpc_jzcq_013	EventNpc	触发NPC成都	npc\worldnpc140	47	4	5		2	34202	1							
EventNpc_jzcq_014	EventNpc	触发NPC成都街上游荡	npc\worldnpc140	47	4	5		2	34203	1							
EventNpc_jzcq_015	EventNpc	触发NPC醉酒楼，在二楼	npc\worldnpc140	47	4	5		2	34204	1							
EventNpc_jzcq_016	EventNpc	触发NPC成都大牢	npc\worldnpc140	47	4	5		2	34205	1							
EventNpc_jzcq_017	EventNpc	护送前往坐标	npc\worldnpc140	47	4	5		2		1							
EventNpc_jzcq_018	EventNpc	太湖地宫触发NPC1	npc\worldnpc140	47	4	2	8656	8		1				111595			
EventNpc_jzcq_019	EventNpc	太湖地宫触发NPC2	npc\worldnpc140	47	4	5		2	34210	1							
EventNpc_jzcq_020	EventNpc	触发NPC	npc\worldnpc140	47	4	5		2	34210	1							
EventNpc_jzcq_021	EventNpc	触发NPC	npc\worldnpc140	47	4	5	8655	8	34201	1	1			111673			
																	
		//凤凰誓剧情第三章															
EventNpc_zx_fhs_001	EventNpc	传出用NPC（寨门口）	npc\itemnpc057	47	4	25											
EventNpc_zx_fhs_002	EventNpc	传入用NPC（救拉姆）	npc\itemnpc057	47	4	25											
EventNpc_zx_fhs_003	EventNpc	传出用NPC（救拉姆）	npc\itemnpc057	47	4	50											
EventNpc_zx_fhs_004	EventNpc	传入用NPC（救卓玛）	npc\itemnpc057	47	4	25											
EventNpc_zx_fhs_005	EventNpc	传出用NPC（救卓玛）	npc\itemnpc057	47	4	50											
EventNpc_zx_fhs_006	EventNpc	传入用NPC（冲古寺）	npc\itemnpc057	47	4	25											
EventNpc_zx_fhs_007	EventNpc	传入用NPC（江湖客）	npc\itemnpc057	47	4	25											
EventNpc_zx_fhs_008	EventNpc	传出用NPC（江湖客）	npc\itemnpc057	47	4	50											
EventNpc_zx_fhs_009	EventNpc	尼车班姿家中	npc\itemnpc057	47	4	25											
																	
Event_6n_cc_61063	EventNpc	551场景进入盖章	npc\worldnpc140	47	4	2		2	61016	1	1						
																	
																	
		剑无名剧情第三章															
EventNpc_jian_3_001	EventNpc	电影触发	npc\worldnpc140	47	4	10	9715	4	28102	1	1						
EventNpc_jian_3_002	EventNpc	分组传送	npc\worldnpc140	47	4	20	8664	8		1				27885			
EventNpc_jian_3_003	EventNpc	分组传送	npc\worldnpc065	47	4	20	8665	8		1				27886			
																	
																	
		//天山剧情第三章															
EventNpc_tianshang001	EventNpc	天山触发NPC	npc\worldnpc140	47	4	10		2	22243	1							
EventNpc_tianshang002	EventNpc	天山触发NPC	npc\worldnpc140	47	4	10		2	22245	1							
EventNpc_tianshang003	EventNpc	天山触发NPC	npc\worldnpc140	47	4	10		2	22247	1							
EventNpc_tianshang004	EventNpc	天山触发NPC	npc\worldnpc140	47	4	10		2	22249	1							
EventNpc_tianshang005	EventNpc	天山触发NPC	npc\worldnpc140	47	4	10		2	22251	1							
EventNpc_tianshang006	EventNpc	天山触发NPC	npc\worldnpc140	47	4	10		2	22255	1							
EventNpc_tianshang007	EventNpc	天山触发NPC	npc\worldnpc140	47	4	10		2	22257	1							
EventNpc_tianshang014	EventNpc	天山触发NPC	npc\worldnpc140	47	4	10		2	22241	1							
EventNpc_tianshang009	EventNpc	天山触发NPC	npc\worldnpc140	47	4	10	8661	8	22244	1	1			27920			
EventNpc_tianshang010	EventNpc	天山触发NPC	npc\worldnpc140	47	4	10	8662	8	22247	1	1			111647			
EventNpc_tianshang011	EventNpc	天山触发NPC	npc\worldnpc140	47	4	10	8663	8	22249	1	1			111648			
EventNpc_tianshang012	EventNpc	天山触发NPC	npc\worldnpc140	47	4	5		2		1	1						
EventNpc_tianshang013	EventNpc	天山触发NPC	npc\worldnpc140	47	4	5		2		1	1						
																	
EventNpc_jiebai_gd	EventNpc	结拜关刀boss触发	npc\worldnpc140	47	4	5				1							
																	
	//侠客岛																
event_xkd_mxm01	EventNpc	倭寇	npc\worldnpc140	47	4	2	5256	4	71012	1	2						
event_xkd_mxm02	EventNpc	商讨	npc\worldnpc140	47	4	2		2	71003	1	1						
	//镇派																
eventnpc_zp_cc_71021	EventNpc	触发NPC	npc\worldnpc140	47	4	2		2	71012	1							
eventnpc_zp_cc_71023	EventNpc	触发NPC	npc\worldnpc140	47	4	2		2	71013	1							
eventnpc_zp_cc_71027	EventNpc	触发NPC	npc\worldnpc140	47	4	2		2	71017	1							
eventnpc_zp_cc_71029	EventNpc	触发NPC	npc\worldnpc140	47	4	2		2	71018	1							
																	
eventnpc_xkd_01	EventNpc	挖宝1	npc\worldnpc140	47	4	3		2		1							
eventnpc_xkd_02	EventNpc	挖宝2	npc\worldnpc140	47	4	3		2		1							
eventnpc_xkd_03	EventNpc	挖宝3	npc\worldnpc140	47	4	3		2		1							
eventnpc_xkd_04	EventNpc	挖宝1	npc\worldnpc140	47	4	15		2		1							
eventnpc_xkd_05	EventNpc	挖宝2	npc\worldnpc140	47	4	15		2		1							
eventnpc_xkd_06	EventNpc	挖宝3	npc\worldnpc140	47	4	15		2		1							
eventnpc_xkd_07	EventNpc	护送点1	npc\worldnpc140	47	4	3		2		1							
eventnpc_xkd_08	EventNpc	护送点2	npc\worldnpc140	47	4	30		2		1							
eventnpc_xkd_09	EventNpc	分组1	npc\worldnpc140	47	4	30		2		1							
eventnpc_xkd_10	EventNpc	分组2	npc\worldnpc140	47	4	30		2		1							
																	
																	
		//侠客岛															
newworld_event_xiake_008	EventNpc	忍者事件隐藏NPC	npc\worldnpc140	47	4	25		2		1							
newworld_event_xiake_018	EventNpc	打晕事件隐藏NPC	npc\worldnpc140	47	4	25		2		1							
newworld_event_xiake_020	EventNpc	放火事件隐藏NPC	npc\worldnpc140	47	4	25		2		1							
newworld_event_xiake_035	EventNpc	发奖隐藏NPC大	npc\worldnpc140	47	4	25		2		1							
newworld_event_xiake_036	EventNpc	发奖隐藏NPC小	npc\worldnpc140	47	4	25		2		1							
newworld_event_xiake_037	EventNpc	发奖隐藏NPC豹子	npc\worldnpc140	47	4	25		2		1							
newworld_event_xiake_038	EventNpc	计时NPC	npc\worldnpc140	47	4	25		2		1							
newworld_event_xiake_085	EventNpc	长老事件触发结束	npc\worldnpc140	47	4	100		2		1							
newworld_event_xiake_088	EventNpc	隐藏NPC	npc\worldnpc140	47	4	25		2		1							
newworld_event_xiake_089	EventNpc	隐藏计数面板NPC	npc\worldnpc140	47	4	25		2		1							
newworld_event_xiake_090	EventNpc	终点隐藏NPC	npc\worldnpc140	47	4	25		2		1							
newworld_event_xiake_091	EventNpc	钦差事件结束发奖	npc\worldnpc140	47	4	25		2		1							
newworld_event_xiake_119	EventNpc	打架事件隐藏NPC	npc\worldnpc140	47	4	25		2		1							
newworld_event_xiake_120	EventNpc	放火事件隐藏NPC	npc\worldnpc140	47	4	25		2		1							
newworld_event_xiake_212	EventNpc	侠客洞事件	npc\worldnpc140	47	4	40		2		1							
newworld_event_xiake_shp_001	EventNpc	100F	npc\worldnpc140	47	4	100		2		1						3000	
																	
																	
EventNpc_pld_guj001	EventNpc	蓬莱棋士触发	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld_guj002	EventNpc	蓬莱书生触发	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld_guj003	EventNpc	蓬莱画师触发	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld_guj004	EventNpc	蓬莱摘桃触发	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld_guj005	EventNpc	蓬莱试炼1触发	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld_guj006	EventNpc	蓬莱试炼2触发	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld_guj007	EventNpc	蓬莱试炼3触发	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld_guj008	EventNpc	蓬莱试炼4触发	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld_guj009	EventNpc	蓬莱试炼5触发	npc\worldnpc140	47	4	25		2		1							
																	
		//蓬莱岛秘境触发用															
EventNpc_pld8671	EventNpc	魔剑门守护事件	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld8672	EventNpc	清音壁守护事件	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld8673	EventNpc	神月宫守护事件	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld8674	EventNpc	生死判守护事件	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld8675	EventNpc	神秘老人事件	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld8676	EventNpc	秘境宝箱事件	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld8677	EventNpc	魔剑门内应事件	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld8678	EventNpc	清音壁内应事件	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld8679	EventNpc	神月宫内应事件	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld8680	EventNpc	蓬莱村事件	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld8681	EventNpc	魔剑大会初级试炼	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld8682	EventNpc	魔剑大会中级试炼	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld8683	EventNpc	魔剑大会高级试炼	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld8684	EventNpc	魔剑大会终级试炼	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld8685	EventNpc	问剑事件触发用	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld8686	EventNpc	剑元归灵触发用	npc\worldnpc140	47	4	1		2		1							
EventNpc_pld8687	EventNpc	魔门至宝	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld8688	EventNpc	魔门守护	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld8689	EventNpc	魔门练体	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld8690	EventNpc	蓬莱岛行为14	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld8691	EventNpc	蓬莱岛行为15	npc\worldnpc140	47	4	25		2		1							
																	
EventNpc_pld_lzy001	EventNpc	蓬莱画师触发	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld_lzy002	EventNpc	蓬莱书生触发	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld_lzy003	EventNpc	蓬莱棋士触发	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld_lzy004	EventNpc	蓬莱悟道触发	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld_lzy005	EventNpc	蓬莱画师触发2	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld_lzy006	EventNpc	蓬莱画师触发3	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld_lzy007	EventNpc	神月试练触发	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld_lzy008	EventNpc	神月试练触发	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld_lzy009	EventNpc	神月试练触发	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld_lzy010	EventNpc	神月试练触发	npc\worldnpc140	47	4	25		2		1							
EventNpc_pld_lzy011	EventNpc	仙鹤触发	npc\worldnpc140	47	4	25		2		1							
																	
	//东海引导																
EventNpc_donghao_yd_001	EventNpc	隐藏NPC	npc\worldnpc140	47	4	25		2		1							
EventNpc_donghao_yd_002	EventNpc	隐藏NPC	npc\worldnpc140	47	4	25		2		1							
																	
eventnpc_wjd_06_01	EventNpc	事件06触发NPC1	npc\itemnpc057	47	4	2		2		1							
eventnpc_wjd_06_02	EventNpc	事件06触发NPC2	npc\itemnpc057	47	4	2		2		1							
eventnpc_wjd_06_03	EventNpc	事件06触发NPC3	npc\itemnpc057	47	4	2		2		1							
eventnpc_wjd_11_01	EventNpc	事件11触发NPC1	npc\itemnpc057	47	4	2		2		1							
eventnpc_wjd_11_02	EventNpc	事件11触发NPC2	npc\itemnpc057	47	4	2		2		1							
eventnpc_wjd_11_03	EventNpc	事件11触发NPC3	npc\itemnpc057	47	4	2		2		1							
eventnpc_wjd_12_01	EventNpc	事件12触发NPC1	npc\itemnpc057	47	4	2		2		1							
eventnpc_wjd_12_02	EventNpc	事件12触发NPC2	npc\itemnpc057	47	4	2		2		1							
eventnpc_wjd_12_03	EventNpc	事件12触发NPC3	npc\itemnpc057	47	4	2		2		1							
																	
EventNpc_wjd_01	EventNpc	活动管理NPC	npc\itemnpc057k	47	4	0		6		0							
EventNpc_wjd_02	EventNpc	传令兵终点NPC	npc\itemnpc057k	47	4	12		6		0			3898				
EventNpc_wjd_03	EventNpc	大船触发NPC	npc\itemnpc057k	47	4	25		6		0							
																	
EventNpc_dhpvp_001	EventNpc	东海PVP活动	npc\itemnpc057	47	4	25		2		1							
EventNpc_dhpvp_002	EventNpc	东海PVP活动	npc\itemnpc057	47	4	25		2		1							
EventNpc_dhpvp_003	EventNpc	东海PVP活动	npc\itemnpc057	47	4	25		2		1							
EventNpc_dhpvp_004	EventNpc	东海PVP活动	npc\itemnpc057	47	4	25		2		1							
EventNpc_dhpvp_005	EventNpc	东海PVP活动	npc\itemnpc057	47	4	25		2		1							
EventNpc_dhpvp_006	EventNpc	东海PVP活动	npc\itemnpc057	47	4	25		2		1							
EventNpc_dhpvp_007	EventNpc	东海PVP活动	npc\itemnpc057	47	4	25		2		1							
EventNpc_dhpvp_008	EventNpc	东海PVP活动	npc\itemnpc057	47	4	25		2		1							
EventNpc_dhpvp_009	EventNpc	东海PVP活动	npc\itemnpc057	47	4	25		2		1							
EventNpc_dhpvp_010	EventNpc	东海PVP活动	npc\itemnpc057	47	4	25		2		1							
EventNpc_dhpvp_011	EventNpc	东海PVP活动	npc\itemnpc057	47	4	25		2		1							
EventNpc_dhpvp_012	EventNpc	东海PVP活动	npc\itemnpc057	47	4	25		2		1							
EventNpc_dhpvp_013	EventNpc	东海PVP活动	npc\itemnpc057	47	4	25		2		1							
EventNpc_dhpvp_014	EventNpc	蓬莱岛行为8	npc\itemnpc057	47	4	25		2		1							
EventNpc_dhpvp_015	EventNpc	蓬莱岛行为8	npc\itemnpc057	47	4	25		2		1							
																	
EventNpc_ssl_01	EventNpc	第一段电影	npc\worldnpc140	47	4	2		2	69	1							
																	
eventnpc_wjd_20_01	EventNpc	事件20触发	npc\itemnpc057_shyb005	52	4	2		2		0							
eventnpc_wjd_20_02	EventNpc	事件20触发	npc\itemnpc057	47	4	2		2		1							
eventnpc_wjd_25_01	EventNpc	事件25触发	npc\itemnpc057	47	4	10		2		1							
																	
eventnpc_xkd_shiju_01	EventNpc	触发1	npc\worldnpc140	47	4	30		2		1							
eventnpc_xkd_shiju_02	EventNpc	触发2	npc\worldnpc140	47	4	5		2		1							
																	
	//蓬莱岛																
event_pld_baochuan01	EventNpc	删除宝船	npc\worldnpc140	47	4	2		2		1							
event_pld_baochuan02	EventNpc	触发停靠报时	npc\worldnpc140	47	4	2		2		1							
eventnpc_wjd_29_01	EventNpc	事件29触发	npc\itemnpc057_shyb005	52	4	2		2		0			4043				
																	
EventNpc_pld8690_1	EventNpc	剑阵触发1	npc\worldnpc140	47	4	1		2		1							
EventNpc_pld8690_2	EventNpc	剑阵触发2	npc\worldnpc140	47	4	1		2		1							
EventNpc_pld8690_3	EventNpc	剑阵触发3	npc\worldnpc140	47	4	1		2		1							
EventNpc_pld8690_4	EventNpc	剑阵触发4	npc\worldnpc140	47	4	1		2		1							
EventNpc_pld8690_5	EventNpc	剑阵触发5	npc\worldnpc140	47	4	1		2		1							
																	
EventNpc_pld_lzy_sydh	EventNpc	神月大会触发	npc\worldnpc140	47	4	25		2		1							
																	
eventnpc_wjd_37_01	EventNpc	事件37触发	npc\itemnpc057_shyb005	52	4	2		2		0							
eventnpc_wjd_37_02	EventNpc	事件37触发	npc\itemnpc057_shyb005	52	4	2		2		0							
eventnpc_wjd_37_03	EventNpc	事件37触发	npc\itemnpc057_shyb005	52	4	2		2		0							
																	
	//五仙教																
EventNpc_wxj_lpf8831	EventNpc	巡视五仙教	npc\worldnpc140	47	4	25		2		1							
EventNpc_wxj_lpf8832	EventNpc	虿盆争斗	npc\worldnpc140	47	4	25		2		1							
EventNpc_wxj_lpf8833	EventNpc	守卫山门	npc\worldnpc140	47	4	25		2		1							
																	
Event_wxj_gujzlcy001	EventNpc	照料草药	npc\worldnpc140	47	4	1		2	30002	1							
																	
EventNpc_wxj_shp_001	EventNpc	五仙教入门	npc\worldnpc140	47	4	25	8845	8		1				28109			
EventNpc_wxj_shp_002	EventNpc	五仙教入门	npc\worldnpc140	47	4	25	8846	8		1				28122			
EventNpc_wxj_shp_003	EventNpc	五仙教入门	npc\worldnpc140	47	4	25	8850	8		1				28231			
EventNpc_wxj_shp_004	EventNpc	五仙教入门	npc\worldnpc140	47	4	25	8851	8		1				28232			
EventNpc_wxj_shp_005	EventNpc	五仙教入门	npc\worldnpc140	47	4	25	8852	8		1				28233			
EventNpc_wxj_shp_006	EventNpc	五仙教入门	npc\worldnpc140	47	4	25	8853	8		1				28234			
																	
																	
		//五仙教剧情															
EventNpc_wxj_zyb_001	EventNpc	离开	npc\worldnpc140	47	4	2		2	30202	1	2						
EventNpc_wxj_zyb_002	EventNpc	成都	npc\worldnpc140	47	4	2		2	30204	1	1						
EventNpc_wxj_zyb_003	EventNpc	念萝坝附近	npc\worldnpc140	47	4	2	9749	4	30205	1	1						
EventNpc_wxj_zyb_004	EventNpc	霓裳宫旧址	npc\worldnpc140	47	4	2		2	30205	1	3						
EventNpc_wxj_zyb_005	EventNpc	霓裳宫旧址	npc\worldnpc140	47	4	2		2	30205	1	4						
EventNpc_wxj_zyb_006	EventNpc	霓裳宫旧址	npc\worldnpc140	47	4	2		2	30205	1	5						
EventNpc_wxj_zyb_007	EventNpc	离开	npc\worldnpc140	47	4	2	9750	4	30208	1	1						
EventNpc_wxj_zyb_008	EventNpc	教主	npc\worldnpc140	47	4	2	9751	4	30209	1	2						
EventNpc_wxj_zyb_009	EventNpc	离开	npc\worldnpc140	47	4	2	9752	4	30210	1	1						
EventNpc_wxj_zyb_010	EventNpc	离开	npc\worldnpc140	47	4	2		2	30210	1	3						
																	
																	
EventNpc_mdss_yxc001	EventNpc	谋夺神水触发	npc\worldnpc140	47	4	10		2		1							
EventNpc_mdss_yxc002	EventNpc	谋夺神水触发	npc\worldnpc140	47	4	10		2		1							
																	
EventNpc_wxj_sfdt_001	EventNpc	山风锻体	npc\worldnpc140	47	4	1		2		1							
EventNpc_wxj_sfdt_002	EventNpc	山风锻体	npc\worldnpc140	47	4	1		2		1							
EventNpc_wxj_sfdt_003	EventNpc	山风锻体	npc\worldnpc140	47	4	1		2		1							
EventNpc_wxj_sfdt_004	EventNpc	山风锻体	npc\worldnpc140	47	4	1		2		1							
EventNpc_wxj_sfdt_005	EventNpc	山风锻体	npc\worldnpc140	47	4	1		2		1							
EventNpc_wxj_sfdt_006	EventNpc	山风锻体	npc\worldnpc140	47	4	20		2		1							
																	
event_wxj_glrm_01	EventNpc	五仙教关联入门	npc\worldnpc140	47	4	5	9746	4	30121	1							
event_wxj_glrm_02	EventNpc	五仙教关联入门	npc\worldnpc140	47	4	15	8848	8		1				112983			
event_wxj_glrm_03	EventNpc	五仙教关联入门	npc\worldnpc140	47	4	15	8811	8		1				28248			
																	
event_lxxz_cc_26115	EventNpc	凌霄仙主-动画	npc\worldnpc140	47	4	10	1084	4	27567	1	1						
																	
EventNpc_wxj_jgjz_001	EventNpc		npc\worldnpc140	47	4	5		2		1							
EventNpc_wxj_jgjz_002	EventNpc		npc\worldnpc140	47	4	5		2		1							
EventNpc_wxj_jgjz_003	EventNpc		npc\worldnpc140	47	4	5		2		1							
																	
		//无极岛补充任务															
EventNpc_wjd_wjd_001	EventNpc	蓬莱岛触发	npc\worldnpc140	47	4	5		2	70503	1	1						
EventNpc_wjd_wjd_002	EventNpc	侠客岛触发	npc\worldnpc140	47	4	5		2	70503	1	2						
EventNpc_wjd_wjd_003	EventNpc	柳望生刷出点	npc\worldnpc140	47	4	5		2	70505	1	3						
EventNpc_wjd_wjd_005	EventNpc	血刀电影触发点	npc\worldnpc140	47	4	5		2	70508	1	4						
EventNpc_wjd_wjd_006	EventNpc	报复事件触发点	npc\worldnpc140	47	4	5		2	70511	1	2						
EventNpc_wjd_wjd_007	EventNpc	足轻事件触发点	npc\worldnpc140	47	4	5		2	70514	1	3						
EventNpc_wjd_wjd_008	EventNpc	码头事件触发点	npc\worldnpc140	47	4	5		2	70516	1	2						
EventNpc_wjd_wjd_009	EventNpc	周荣事发电影触发点	npc\worldnpc140	47	4	5		2	70517	1	1						
EventNpc_wjd_wjd_010	EventNpc	围剿电影触发点	npc\worldnpc140	47	4	5		2	70517	1	3						
																	
		//达摩派															
event_dmp_mxm01	EventNpc	前往洛阳	npc\worldnpc140	47	4	2		2	21711	1	2						
event_dmp_mxm02	EventNpc	前往达摩	npc\worldnpc140	47	4	2		2	21717	1	2						
																	
		//达摩行医济世															
EventNpc_dmp_xyjs_001	EventNpc	峨眉触发NPC	npc\worldnpc140	47	4	5		2	21741	1	1						
EventNpc_dmp_xyjs_002	EventNpc	达摩山脚下触发	npc\worldnpc140	47	4	5		2	21742	1	1						
																	
		//达摩铜人伏魔															
EventNpc_dmp_trfm_001	EventNpc	勇铜人触发	npc\worldnpc140	47	4	5		2		1							
EventNpc_dmp_trfm_002	EventNpc	毅铜人触发	npc\worldnpc140	47	4	5		2		1							
EventNpc_dmp_trfm_003	EventNpc	信铜人触发	npc\worldnpc140	47	4	5		2		1							
EventNpc_dmp_trfm_004	EventNpc	仁铜人触发	npc\worldnpc140	47	4	5		2		1							
EventNpc_dmp_trfm_005	EventNpc	万铜人触发	npc\worldnpc140	47	4	5		2		1							
EventNpc_dmp_trfm_006	EventNpc	铜人进入场景触发	npc\worldnpc140	47	4	5		2		1							
																	
		//达摩传灯祈福															
EventNpc_dmp_trfm_007	EventNpc	祈福进入场景触发	npc\worldnpc140	47	4	5		2		1							
																	
