NPC±àºÅ	¶ÔÏóÀàÐÍ	Ãû³Æ	Ä£ÐÍ±àºÅ			NPCÖÖÀàID	ÏìÓ¦·¶Î§	Ñ¡Ôñ²Ù×÷·ÖÀà	½Å±¾±àºÅ	²É¼¯·¶Î§	²É¼¯¶¯×÷Ãû	¶ÁÌõÊ±¼ä(ms)	µôÂä	ÎÞÊ°È¡ÎïÏûÊ§Ê±¼ä£¨s£©	×î´óÏûÊ§Ê±¼ä(s)	±¦Ïä¿ªÆôÇ°ÌØÐ§	±¦Ïä¿ªÆôºóÌØÐ§	Ô¿³×ÊýÁ¿	Ô¿³×id	NPCÌØÐ§Ãû³Æ	Êó±êÐÎ×´	¿ªÆôÌõ¼þ	Ëõ·Å	·ÖÅäÀàÐÍ	´æÔÚÊ±¼ä	´óÌÓÉ±×¨ÓÃ	ÍÅ¶ÓÏÔÊ¾µÀ¾ß																
BoxTG1404	BoxNpc	½ð½£ÊÌÅ® °¢Ðå	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_14	6000	6000						28			1																			
BoxTG141	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia14	6000	6000						28			2																			
BoxTG142	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi14	6000	6000						28			2																			
BoxTG143	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing14	6000	6000						28			2																			
																																											
		//¹ÅÄ¹ÅÉ																																									
BoxTG1501	BoxNpc	ÑîÐ°	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_15	6000	6000						28			1																			
BoxTG1502	BoxNpc	Ñî³ØÈï	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_15	6000	6000						28			1																			
BoxTG1503	BoxNpc	º«ÜÆÐÄ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_15	6000	6000						28			1																			
BoxTG1504	BoxNpc	°àÆÅÆÅ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_15	6000	6000						28			1																			
BoxTG151	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia15	6000	6000						28			2																			
BoxTG152	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi15	6000	6000						28			2																			
BoxTG153	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing15	6000	6000						28			2																			
																																											
		//ãåÔÆ×¯																																									
BoxTG1601	BoxNpc	×¯í²ÏÍ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_16	6000	6000						28			1																			
BoxTG1602	BoxNpc	ÔÆËØÎÊ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_16	6000	6000						28			1																			
BoxTG1603	BoxNpc	×¯Ð¡ÏÉ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_16	6000	6000						28			1																			
BoxTG1604	BoxNpc	ÎÀÎÞ·ç	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_16	6000	6000						28			1																			
BoxTG1605	BoxNpc	×¯ÇàÇà	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_16	6000	6000						28			1																			
BoxTG1606	BoxNpc	ÐìÔÆêÉ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_16	6000	6000						28			1																			
BoxTG1607	BoxNpc	×¯Ã÷Öé	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_16	6000	6000						28			1																			
BoxTG161	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia16	6000	6000						28			2																			
BoxTG162	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi16	6000	6000						28			2																			
BoxTG163	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing16	6000	6000						28			2																			
																																											
		//Ê®¶þÁ¬»·Îë																																									
BoxTG1701	BoxNpc	³ð°ÙËê	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_17	6000	6000						28			1																			
BoxTG1702	BoxNpc	³ðÈü¶ù	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_17	6000	6000						28			1																			
BoxTG1703	BoxNpc	°ÙÏþÉú	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_17	6000	6000						28			1																			
BoxTG1704	BoxNpc	ÍõÇà	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_17	6000	6000						28			1																			
BoxTG1705	BoxNpc	ÐÜÆëÉ½	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_17	6000	6000						28			1																			
BoxTG1706	BoxNpc	Ñ¦¶ñ»¢	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_17	6000	6000						28			1																			
BoxTG1707	BoxNpc	Ô¬ð¯	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_17	6000	6000						28			1																			
BoxTG1708	BoxNpc	ÑÖÐ¡Áú	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_17	6000	6000						28			1																			
BoxTG1709	BoxNpc	Áº²»·²	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_17	6000	6000						28			1																			
BoxTG1710	BoxNpc	¹ËËÕ½¿	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_17	6000	6000						28			1																			
BoxTG1711	BoxNpc	½ðÂÖÍõ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_17	6000	6000						28			1																			
BoxTG1712	BoxNpc	Ê¬»§»§	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_17	6000	6000						28			1																			
BoxTG1713	BoxNpc	¹×Ä¾ÀÏÈË	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_17	6000	6000						28			1																			
BoxTG1714	BoxNpc	µóÅô	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_17	6000	6000						28			1																			
BoxTG1715	BoxNpc	ÂóÐã	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_17	6000	6000						28			1																			
BoxTG1716	BoxNpc	½ª×ÓÆæ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_17	6000	6000						28			1																			
BoxTG1717	BoxNpc	·ëÕýºá	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_17	6000	6000						28			1																			
BoxTG171	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia17	6000	6000						28			2																			
BoxTG172	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi17	6000	6000						28			2																			
BoxTG173	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing17	6000	6000						28			2																			
																																											
		//¶«·½ÊÀ¼Ò																																									
BoxTG1801	BoxNpc	¶«·½³Ç	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_18	6000	6000						28			1																			
BoxTG1802	BoxNpc	Áú×ÏæÌ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_18	6000	6000						28			1																			
BoxTG1803	BoxNpc	¶«·½Óð	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_18	6000	6000						28			1																			
BoxTG1804	BoxNpc	¶«·½ÈÊ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_18	6000	6000						28			1																			
BoxTG1805	BoxNpc	ÆëÕÑ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_18	6000	6000						28			1																			
BoxTG1806	BoxNpc	¶«·½°ÁÑ©	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_18	6000	6000						28			1																			
BoxTG1807	BoxNpc	¶«·½ÜÆ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_18	6000	6000						28			1																			
BoxTG1808	BoxNpc	ÈîºìÖñ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_18	6000	6000						28			1																			
BoxTG1809	BoxNpc	¶«·½ÑÇÁâ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_18	6000	6000						28			1																			
BoxTG1810	BoxNpc	¶«·½Ò£	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_18	6000	6000						28			1																			
BoxTG1811	BoxNpc	ÄÏ¹¬Á¯	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_18	6000	6000						28			1																			
BoxTG1812	BoxNpc	¶«·½Ñã	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_18	6000	6000						28			1																			
BoxTG1813	BoxNpc	¶«·½Ê¿Í¢	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_18	6000	6000						28			1																			
BoxTG1814	BoxNpc	¶«·½ÑÔÉÙ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_18	6000	6000						28			1																			
BoxTG181	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia18	6000	6000						28			2																			
BoxTG182	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi18	6000	6000						28			2																			
BoxTG183	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing18	6000	6000						28			2																			
																																											
		//Ä½ÈÝÉ½×¯																																									
BoxTG1901	BoxNpc	Ä½ÈÝÇ§Çï	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_19	6000	6000						28			1																			
BoxTG1902	BoxNpc	Ä½ÈÝÍò´ú	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_19	6000	6000						28			1																			
BoxTG1903	BoxNpc	Ä½ÈÝË¾³½	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_19	6000	6000						28			1																			
BoxTG1904	BoxNpc	Ä½ÈÝÇä	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_19	6000	6000						28			1																			
BoxTG1905	BoxNpc	Ä½ÈÝÇ¬	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_19	6000	6000						28			1																			
BoxTG1906	BoxNpc	¶¡²»Ñï	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_19	6000	6000						28			1																			
BoxTG1907	BoxNpc	Îâ²»¹§	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_19	6000	6000						28			1																			
BoxTG1908	BoxNpc	Èç×í	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_19	6000	6000						28			1																			
BoxTG1909	BoxNpc	ÈçÃÎ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_19	6000	6000						28			1																			
BoxTG1910	BoxNpc	ÀîÁîÔÃ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_19	6000	6000						28			1																			
BoxTG1911	BoxNpc	Ä½ÈÝæÌ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_19	6000	6000						28			1																			
BoxTG1912	BoxNpc	Ä½ÈÝË«	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_19	6000	6000						28			1																			
BoxTG1913	BoxNpc	Ä½ÈÝÏÉ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_19	6000	6000						28			1																			
BoxTG1914	BoxNpc	Èç³Õ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_19	6000	6000						28			1																			
BoxTG1915	BoxNpc	ÈçÔÆ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_19	6000	6000						28			1																			
BoxTG191	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia19	6000	6000						28			2																			
BoxTG192	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi19	6000	6000						28			2																			
BoxTG193	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing19	6000	6000						28			2																			
																																											
		//ÑàÃÅÊÀ¼Ò																																									
BoxTG2001	BoxNpc	Ñà°Ù¿à	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_20	6000	6000						28			1																			
BoxTG2002	BoxNpc	ÑàÄÏÌì	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_20	6000	6000						28			1																			
BoxTG2003	BoxNpc	ÑàÇçÑ©	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_20	6000	6000						28			1																			
BoxTG2004	BoxNpc	Ñà¹Âºè	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_20	6000	6000						28			1																			
BoxTG2005	BoxNpc	Ã·Âå³¾	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_20	6000	6000						28			1																			
BoxTG2006	BoxNpc	Ñà»ª·ã	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_20	6000	6000						28			1																			
BoxTG2007	BoxNpc	Ñà°×Â¥	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_20	6000	6000						28			1																			
BoxTG2008	BoxNpc	ÄÏ¹¬Ò÷	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_20	6000	6000						28			1																			
BoxTG2009	BoxNpc	ÑàÆß	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_20	6000	6000						28			1																			
BoxTG2010	BoxNpc	»ªÇàÔÆ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_20	6000	6000						28			1																			
BoxTG2011	BoxNpc	Çñ½£Ãù	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_20	6000	6000						28			1																			
BoxTG2012	BoxNpc	½ðÑà×Ó	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_20	6000	6000						28			1																			
BoxTG2013	BoxNpc	ÒøÑà×Ó	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_20	6000	6000						28			1																			
BoxTG2014	BoxNpc	ÓñÑà×Ó	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_20	6000	6000						28			1																			
BoxTG201	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia20	6000	6000						28			2																			
BoxTG202	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi20	6000	6000						28			2																			
BoxTG203	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing20	6000	6000						28			2																			
																																											
		//ËØÔÆ¹¬																																									
BoxTG2101	BoxNpc	ÔÆÂü	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_21	6000	6000						28			1																			
BoxTG2102	BoxNpc	ËÕÔÆÃÎ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_21	6000	6000						28			1																			
BoxTG2103	BoxNpc	¶ÎÔÆêØ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_21	6000	6000						28			1																			
BoxTG2104	BoxNpc	³þÔÆÒ¥	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_21	6000	6000						28			1																			
BoxTG2105	BoxNpc	ÁøÔÆÑÌ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_21	6000	6000						28			1																			
BoxTG2106	BoxNpc	¶ÅÔÆÜ·	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_21	6000	6000						28			1																			
BoxTG2107	BoxNpc	Ê·ÔÆ·É	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_21	6000	6000						28			1																			
BoxTG211	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia21	6000	6000						28			2																			
BoxTG212	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi21	6000	6000						28			2																			
BoxTG213	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing21	6000	6000						28			2																			
																																											
		//ÁèÏö³Ç																																									
BoxTG2201	BoxNpc	ÍûÔÂÀÏÈË	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_22	6000	6000						28			1																			
BoxTG2202	BoxNpc	Ðþ¼øÉñÉ®	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_22	6000	6000						28			1																			
BoxTG2203	BoxNpc	ÍòÈË½Ü	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_22	6000	6000						28			1																			
BoxTG2204	BoxNpc	Ñ¦»¢É½	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_22	6000	6000						28			1																			
BoxTG2205	BoxNpc	ÏòÍíÇç	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_22	6000	6000						28			1																			
BoxTG2206	BoxNpc	Äô·ç	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_22	6000	6000						28			1																			
BoxTG2207	BoxNpc	ÓñîÎº®	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_22	6000	6000						28			1																			
BoxTG2208	BoxNpc	Ñ¦ç±Å®	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_22	6000	6000						28			1																			
BoxTG2209	BoxNpc	ÔÆÍû	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_22	6000	6000						28			1																			
BoxTG2210	BoxNpc	ÑÖÅí	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_22	6000	6000						28			1																			
BoxTG221	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia22	6000	6000						28			2																			
BoxTG222	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi22	6000	6000						28			2																			
BoxTG223	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing22	6000	6000						28			2																			
																																											
		//É±ÈË×¯																																									
BoxTG2301	BoxNpc	¼§Ôá»¨	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_23	6000	6000						28			1																			
BoxTG2302	BoxNpc	¼§¿àÇé	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_23	6000	6000						28			1																			
BoxTG2303	BoxNpc	¼§±¯Çé	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_23	6000	6000						28			1																			
BoxTG2304	BoxNpc	¼§·òÈË	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_23	6000	6000						28			1																			
BoxTG2305	BoxNpc	¼§Áè·ï	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_23	6000	6000						28			1																			
BoxTG2306	BoxNpc	¼§ÁèÑà	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_23	6000	6000						28			1																			
BoxTG2307	BoxNpc	¶«¹ù¸ß	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_23	6000	6000						28			1																			
BoxTG231	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia23	6000	6000						28			2																			
BoxTG232	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi23	6000	6000						28			2																			
BoxTG233	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing23	6000	6000						28			2																			
																																											
		//´óÄ®¹í³Ç																																									
BoxTG2401	BoxNpc	À×ÐÐ¿Õ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_24	6000	6000						28			1																			
BoxTG2402	BoxNpc	ÖìÔÊžÉ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_24	6000	6000						28			1																			
BoxTG2403	BoxNpc	ºÚÄª¶û	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_24	6000	6000						28			1																			
BoxTG2404	BoxNpc	ºÚÕäÖé	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_24	6000	6000						28			1																			
BoxTG2405	BoxNpc	¶ËÄ¾ì÷	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_24	6000	6000						28			1																			
BoxTG2406	BoxNpc	Õ²åÓ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_24	6000	6000						28			1																			
BoxTG2407	BoxNpc	Å·Ñô»­ÉÈ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_24	6000	6000						28			1																			
BoxTG2408	BoxNpc	ÁÖÂü¶ù	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_24	6000	6000						28			1																			
BoxTG2409	BoxNpc	·®Ò»À¤	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_24	6000	6000						28			1																			
BoxTG2410	BoxNpc	Ç§×¾´óÊ¦	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_24	6000	6000						28			1																			
BoxTG2411	BoxNpc	Ìú³ßµÀ³¤	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_24	6000	6000						28			1																			
BoxTG2412	BoxNpc	ÈÊ²¨ÇÐ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_24	6000	6000						28			1																			
BoxTG2413	BoxNpc	ÖîÊ®Èý	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_24	6000	6000						28			1																			
BoxTG241	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia24	6000	6000						28			2																			
BoxTG242	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi24	6000	6000						28			2																			
BoxTG243	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing24	6000	6000						28			2																			
																																											
		//ÌìÍâÌì																																									
