NPC编号	ini注释名称	对象类型	NPC类型	实力包编号	级别	修为经验	怪物强度	掉落	掉落数量	走路速度	跑步速度	武器持握方式	是否转身	模型编号	模型半径	图片	npc声音	材质类型	脚本编号	技能表	AI类型	主动被动	响应范围	锁定位移攻击	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	刷新时间	触发特效	巡逻模式	巡逻半径	路径ID	是否随机出现	武器名称	武器类型	出生状态	表现AI包编号	NPC种类ID	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻击防御比重	防御概率	"战斗频率,毫秒"	无法被硬直	锁定技能间隔	召唤类型	召唤ID	召唤半径	表演概率	表演时间	"追击范围,米"	只关心距离脱离战斗	附加随机能力编号	普通攻击	势力归属	势力关系表	AI编辑包	直接触发	NPC可战斗设置	动作集	存在时间	缩放尺寸	格挡类型
swremon_tsp02	天山派高级弟子（武当刷）	CommonNpc	2	6	70		2			4	5			npc\worldnpc1694	1					"Npc_ts_tyjf01,1,0;Npc_ts_tyjf02,1,0;Npc_ts_tyjf03,1,0;Npc_ts_tyjf04,1,0;Npc_ts_tyjf04_hide,1,0;Npc_ts_tyjf05,1,0;Npc_ts_tyjf06,1,0;Npc_ts_tyjf07,1,0;Npc_ts_tyjf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			Npc_ts_tyjf01	1110	"1111,0"	5493	1	1	2H			
swremon_tsp03	天山派低级弟子（少林刷）	CommonNpc	2	4	65		2			4	5			npc\worldnpc1694	1					"Npc_ts_tyjf01,1,0;Npc_ts_tyjf02,1,0;Npc_ts_tyjf03,1,0;Npc_ts_tyjf04,1,0;Npc_ts_tyjf04_hide,1,0;Npc_ts_tyjf05,1,0;Npc_ts_tyjf06,1,0;Npc_ts_tyjf07,1,0;Npc_ts_tyjf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			Npc_ts_tyjf01	1110	"1111,0"	5493	1	1	2H			
swremon_tsp04	天山派高级弟子（少林刷）	CommonNpc	2	6	70		2			4	5			npc\worldnpc1694	1					"Npc_ts_tyjf01,1,0;Npc_ts_tyjf02,1,0;Npc_ts_tyjf03,1,0;Npc_ts_tyjf04,1,0;Npc_ts_tyjf04_hide,1,0;Npc_ts_tyjf05,1,0;Npc_ts_tyjf06,1,0;Npc_ts_tyjf07,1,0;Npc_ts_tyjf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			Npc_ts_tyjf01	1110	"1111,0"	5493	1	1	2H			
swremon_tsp05	天山派低级弟子（峨眉刷）	CommonNpc	2	4	65		2			4	5			npc\worldnpc1694	1					"Npc_ts_tyjf01,1,0;Npc_ts_tyjf02,1,0;Npc_ts_tyjf03,1,0;Npc_ts_tyjf04,1,0;Npc_ts_tyjf04_hide,1,0;Npc_ts_tyjf05,1,0;Npc_ts_tyjf06,1,0;Npc_ts_tyjf07,1,0;Npc_ts_tyjf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			Npc_ts_tyjf01	1110	"1111,0"	5493	1	1	2H			
swremon_tsp06	天山派高级弟子（峨眉刷）	CommonNpc	2	6	70		2			4	5			npc\worldnpc1694	1					"Npc_ts_tyjf01,1,0;Npc_ts_tyjf02,1,0;Npc_ts_tyjf03,1,0;Npc_ts_tyjf04,1,0;Npc_ts_tyjf04_hide,1,0;Npc_ts_tyjf05,1,0;Npc_ts_tyjf06,1,0;Npc_ts_tyjf07,1,0;Npc_ts_tyjf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			Npc_ts_tyjf01	1110	"1111,0"	5493	1	1	2H			
swremon_tsp07	天山派低级弟子（丐帮刷）	CommonNpc	2	4	65		2			4	5			npc\worldnpc1694	1					"Npc_ts_tyjf01,1,0;Npc_ts_tyjf02,1,0;Npc_ts_tyjf03,1,0;Npc_ts_tyjf04,1,0;Npc_ts_tyjf04_hide,1,0;Npc_ts_tyjf05,1,0;Npc_ts_tyjf06,1,0;Npc_ts_tyjf07,1,0;Npc_ts_tyjf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			Npc_ts_tyjf01	1110	"1111,0"	5493	1	1	2H			
swremon_tsp08	天山派高级弟子（丐帮刷）	CommonNpc	2	6	70		2			4	5			npc\worldnpc1694	1					"Npc_ts_tyjf01,1,0;Npc_ts_tyjf02,1,0;Npc_ts_tyjf03,1,0;Npc_ts_tyjf04,1,0;Npc_ts_tyjf04_hide,1,0;Npc_ts_tyjf05,1,0;Npc_ts_tyjf06,1,0;Npc_ts_tyjf07,1,0;Npc_ts_tyjf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			Npc_ts_tyjf01	1110	"1111,0"	5493	1	1	2H			
swremon_tsp09	天山派低级弟子（唐门刷）	CommonNpc	2	4	65		2			4	5			npc\worldnpc1694	1					"Npc_ts_tyjf01,1,0;Npc_ts_tyjf02,1,0;Npc_ts_tyjf03,1,0;Npc_ts_tyjf04,1,0;Npc_ts_tyjf04_hide,1,0;Npc_ts_tyjf05,1,0;Npc_ts_tyjf06,1,0;Npc_ts_tyjf07,1,0;Npc_ts_tyjf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			Npc_ts_tyjf01	1110	"1111,0"	5493	1	1	2H			
swremon_tsp10	天山派高级弟子（唐门刷）	CommonNpc	2	6	70		2			4	5			npc\worldnpc1694	1					"Npc_ts_tyjf01,1,0;Npc_ts_tyjf02,1,0;Npc_ts_tyjf03,1,0;Npc_ts_tyjf04,1,0;Npc_ts_tyjf04_hide,1,0;Npc_ts_tyjf05,1,0;Npc_ts_tyjf06,1,0;Npc_ts_tyjf07,1,0;Npc_ts_tyjf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			Npc_ts_tyjf01	1110	"1111,0"	5493	1	1	2H			
swremon_tsp11	天山派低级弟子（锦衣卫刷）	CommonNpc	2	4	65		2			4	5			npc\worldnpc1694	1					"Npc_ts_tyjf01,1,0;Npc_ts_tyjf02,1,0;Npc_ts_tyjf03,1,0;Npc_ts_tyjf04,1,0;Npc_ts_tyjf04_hide,1,0;Npc_ts_tyjf05,1,0;Npc_ts_tyjf06,1,0;Npc_ts_tyjf07,1,0;Npc_ts_tyjf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			Npc_ts_tyjf01	1110	"1111,0"	5493	1	1	2H			
swremon_tsp12	天山派高级弟子（锦衣卫刷）	CommonNpc	2	6	70		2			4	5			npc\worldnpc1694	1					"Npc_ts_tyjf01,1,0;Npc_ts_tyjf02,1,0;Npc_ts_tyjf03,1,0;Npc_ts_tyjf04,1,0;Npc_ts_tyjf04_hide,1,0;Npc_ts_tyjf05,1,0;Npc_ts_tyjf06,1,0;Npc_ts_tyjf07,1,0;Npc_ts_tyjf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			Npc_ts_tyjf01	1110	"1111,0"	5493	1	1	2H			
swremon_tsp13	天山派低级弟子（极乐谷刷）	CommonNpc	2	4	65		2			4	5			npc\worldnpc1694	1					"Npc_ts_tyjf01,1,0;Npc_ts_tyjf02,1,0;Npc_ts_tyjf03,1,0;Npc_ts_tyjf04,1,0;Npc_ts_tyjf04_hide,1,0;Npc_ts_tyjf05,1,0;Npc_ts_tyjf06,1,0;Npc_ts_tyjf07,1,0;Npc_ts_tyjf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			Npc_ts_tyjf01	1110	"1111,0"	5493	1	1	2H			
swremon_tsp14	天山派高级弟子（极乐谷刷）	CommonNpc	2	6	70		2			4	5			npc\worldnpc1694	1					"Npc_ts_tyjf01,1,0;Npc_ts_tyjf02,1,0;Npc_ts_tyjf03,1,0;Npc_ts_tyjf04,1,0;Npc_ts_tyjf04_hide,1,0;Npc_ts_tyjf05,1,0;Npc_ts_tyjf06,1,0;Npc_ts_tyjf07,1,0;Npc_ts_tyjf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			Npc_ts_tyjf01	1110	"1111,0"	5493	1	1	2H			
swremon_tsp15	天山派低级弟子（君子堂刷）	CommonNpc	2	4	65		2			4	5			npc\worldnpc1694	1					"Npc_ts_tyjf01,1,0;Npc_ts_tyjf02,1,0;Npc_ts_tyjf03,1,0;Npc_ts_tyjf04,1,0;Npc_ts_tyjf04_hide,1,0;Npc_ts_tyjf05,1,0;Npc_ts_tyjf06,1,0;Npc_ts_tyjf07,1,0;Npc_ts_tyjf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			Npc_ts_tyjf01	1110	"1111,0"	5493	1	1	2H			
swremon_tsp16	天山派高级弟子（君子堂刷）	CommonNpc	2	6	70		2			4	5			npc\worldnpc1694	1					"Npc_ts_tyjf01,1,0;Npc_ts_tyjf02,1,0;Npc_ts_tyjf03,1,0;Npc_ts_tyjf04,1,0;Npc_ts_tyjf04_hide,1,0;Npc_ts_tyjf05,1,0;Npc_ts_tyjf06,1,0;Npc_ts_tyjf07,1,0;Npc_ts_tyjf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			Npc_ts_tyjf01	1110	"1111,0"	5493	1	1	2H			
swremon_tsp17	天山派低级弟子（锦衣卫刷）	CommonNpc	2	4	65		2			4	5			npc\worldnpc1694	1					"Npc_ts_tyjf01,1,0;Npc_ts_tyjf02,1,0;Npc_ts_tyjf03,1,0;Npc_ts_tyjf04,1,0;Npc_ts_tyjf04_hide,1,0;Npc_ts_tyjf05,1,0;Npc_ts_tyjf06,1,0;Npc_ts_tyjf07,1,0;Npc_ts_tyjf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			Npc_ts_tyjf01	1110	"1111,0"	5493	1	1	2H			
swremon_tsp18	天山派高级弟子（锦衣卫刷）	CommonNpc	2	6	70		2			4	5			npc\worldnpc1694	1					"Npc_ts_tyjf01,1,0;Npc_ts_tyjf02,1,0;Npc_ts_tyjf03,1,0;Npc_ts_tyjf04,1,0;Npc_ts_tyjf04_hide,1,0;Npc_ts_tyjf05,1,0;Npc_ts_tyjf06,1,0;Npc_ts_tyjf07,1,0;Npc_ts_tyjf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1			0	2	8	60	40	-1									1																						1500	1	1000	0					50			Npc_ts_tyjf01	1110	"1111,0"	5493	1	1	2H			
																																																																																
																																																																																
	//跨服门派战天山派攻方大营镇守boss																																																																															
boss_crosssschoolfight_tsp18	天山派镇守大将(青罴)冰仙子-白诺离 单剑女	BossNpc	3	94	42		3			1.25	5			npc\worldnpc1691	1				npc\schoolnpc\schoolfight_help_boss.lua	"Npc_ts_tyjf01,1,30;Npc_ts_tyjf02,1,30;Npc_ts_tyjf03,1,30;Npc_ts_tyjf04,1,30;Npc_ts_tyjf04_hide,1,30;Npc_ts_tyjf05,1,30;Npc_ts_tyjf06,1,30;Npc_ts_tyjf07,1,30;Npc_ts_tyjf08,1,30;jn_tg_yanxing,1,30;jn_tg_yanxing_back,1,0"	7		25	1	2	8	60	40	-1									1																						1500	1	1000	0					50	1		Npc_ts_tyjf01	1110	"1111,0"	1526	1	1	0H			
	//跨服门派战天山派守方大营镇守boss																																																																															
boss_crosssschoolfight_tsp17	天山派镇守大将(青罴)冰仙子-白诺离 单剑女	BossNpc	3	94	42		3			1.25	5			npc\worldnpc1691	1				npc\schoolnpc\schoolfight_help_boss.lua	"Npc_ts_tyjf01,1,30;Npc_ts_tyjf02,1,30;Npc_ts_tyjf03,1,30;Npc_ts_tyjf04,1,30;Npc_ts_tyjf04_hide,1,30;Npc_ts_tyjf05,1,30;Npc_ts_tyjf06,1,30;Npc_ts_tyjf07,1,30;Npc_ts_tyjf08,1,30;jn_tg_yanxing,1,30;jn_tg_yanxing_back,1,0"	7		25	1	2	8	60	40	-1									1																						1500	1	1000	0					50	1		Npc_ts_tyjf01	1111	"1110,0"	1526	1	1	0H			
																																																																																
																																																																																
	新门派战普通怪物NPC																																																																															
	//锦衣卫-school01																																																																															
newschoolwar3_swmon_jyw01	锦衣卫试百户	CommonNpc	2	4	60		2			1.25	5	hand1_2		npc\monster179	0.885	icon\monster\monster179.png				"Npc_jy_yzq01,1,10;Npc_jy_yzq02,1,10;Npc_jy_yzq03,1,10;Npc_jy_yzq04,1,10;Npc_jy_yzq05,1,10;Npc_jy_yzq06,1,10;Npc_jy_yzq07,1,10;Npc_jy_yzq07_sky,1,10;Npc_jy_yzq08,1,10"	7			1	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jyw02	锦衣卫守卫	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\monster121	1.058118	icon\monster\monster121.png				"Npc_jy_yzq01,1,10;Npc_jy_yzq02,1,10;Npc_jy_yzq03,1,10;Npc_jy_yzq04,1,10;Npc_jy_yzq05,1,10;Npc_jy_yzq06,1,10;Npc_jy_yzq07,1,10;Npc_jy_yzq07_sky,1,10;Npc_jy_yzq08,1,10"	7			1	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jyw03	锦衣卫护卫	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\monster502	0.935	icon\monster\monster502.png				"Npc_jy_yzq01,1,10;Npc_jy_yzq02,1,10;Npc_jy_yzq03,1,10;Npc_jy_yzq04,1,10;Npc_jy_yzq05,1,10;Npc_jy_yzq06,1,10;Npc_jy_yzq07,1,10;Npc_jy_yzq07_sky,1,10;Npc_jy_yzq08,1,10"	7			1	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jyw04	锦衣卫旗手	CommonNpc	2	4	60		2			1.25	5	hand1_2		npc\monster134	0.879219	icon\monster\monster134.png				"Npc_jy_yzq01,1,10;Npc_jy_yzq02,1,10;Npc_jy_yzq03,1,10;Npc_jy_yzq04,1,10;Npc_jy_yzq05,1,10;Npc_jy_yzq06,1,10;Npc_jy_yzq07,1,10;Npc_jy_yzq07_sky,1,10;Npc_jy_yzq08,1,10"	7			1	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jyw05	锦衣卫将军	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster486	0.99	icon\monster\monster486.png				"Npc_jy_yzq01,1,10;Npc_jy_yzq02,1,10;Npc_jy_yzq03,1,10;Npc_jy_yzq04,1,10;Npc_jy_yzq05,1,10;Npc_jy_yzq06,1,10;Npc_jy_yzq07,1,10;Npc_jy_yzq07_sky,1,10;Npc_jy_yzq08,1,10"	7			1	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jyw06	锦衣卫百户	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\monster105	0.99	icon\monster\monster105.png				"Npc_jy_yzq01,1,10;Npc_jy_yzq02,1,10;Npc_jy_yzq03,1,10;Npc_jy_yzq04,1,10;Npc_jy_yzq05,1,10;Npc_jy_yzq06,1,10;Npc_jy_yzq07,1,10;Npc_jy_yzq07_sky,1,10;Npc_jy_yzq08,1,10"	7			1	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jyw07	锦衣卫总旗	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\monster383	0.97	icon\monster\monster383.png				"Npc_jy_yzq01,1,10;Npc_jy_yzq02,1,10;Npc_jy_yzq03,1,10;Npc_jy_yzq04,1,10;Npc_jy_yzq05,1,10;Npc_jy_yzq06,1,10;Npc_jy_yzq07,1,10;Npc_jy_yzq07_sky,1,10;Npc_jy_yzq08,1,10"	7			1	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jyw08	锦衣卫校尉	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster484	0.99	icon\monster\monster484.png				"Npc_jy_yzq01,1,10;Npc_jy_yzq02,1,10;Npc_jy_yzq03,1,10;Npc_jy_yzq04,1,10;Npc_jy_yzq05,1,10;Npc_jy_yzq06,1,10;Npc_jy_yzq07,1,10;Npc_jy_yzq07_sky,1,10;Npc_jy_yzq08,1,10"	7			1	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jyw09	锦衣卫力士	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster485	0.99	icon\monster\monster485.png				"Npc_jy_yzq01,1,10;Npc_jy_yzq02,1,10;Npc_jy_yzq03,1,10;Npc_jy_yzq04,1,10;Npc_jy_yzq05,1,10;Npc_jy_yzq06,1,10;Npc_jy_yzq07,1,10;Npc_jy_yzq07_sky,1,10;Npc_jy_yzq08,1,10"	7			1	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jyw10	锦衣卫小旗	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster382	0.97	icon\monster\monster382.png				"Npc_jy_yzq01,1,10;Npc_jy_yzq02,1,10;Npc_jy_yzq03,1,10;Npc_jy_yzq04,1,10;Npc_jy_yzq05,1,10;Npc_jy_yzq06,1,10;Npc_jy_yzq07,1,10;Npc_jy_yzq07_sky,1,10;Npc_jy_yzq08,1,10"	7			1	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jyw11	锦衣卫护卫	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\monster121	0.935	icon\monster\monster121.png				"Npc_jy_yzq01,1,10;Npc_jy_yzq02,1,10;Npc_jy_yzq03,1,10;Npc_jy_yzq04,1,10;Npc_jy_yzq05,1,10;Npc_jy_yzq06,1,10;Npc_jy_yzq07,1,10;Npc_jy_yzq07_sky,1,10;Npc_jy_yzq08,1,10"	7			1	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
																																																																																
	//丐帮-school02																																																																															
newschoolwar3_swmon_gb01	小乞丐	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\worldnpc259	0.939861	icon\monster\monster126.png				"Npc_gb_lhz01,1,10;Npc_gb_lhz02,1,10;Npc_gb_lhz03,1,10;Npc_gb_lhz04,1,10;Npc_gb_lhz05,1,10;Npc_gb_lhz06,1,10;Npc_gb_lhz07,1,10;Npc_gb_lhz08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_gb02	丐帮守卫	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\worldnpc061	0.939861	icon\monster\monster140.png				"Npc_gb_lhz01,1,10;Npc_gb_lhz02,1,10;Npc_gb_lhz03,1,10;Npc_gb_lhz04,1,10;Npc_gb_lhz05,1,10;Npc_gb_lhz06,1,10;Npc_gb_lhz07,1,10;Npc_gb_lhz08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_gb03	丐帮习武弟子	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\worldnpc202	0.939861	icon\monster\monster145.png				"Npc_gb_lhz01,1,10;Npc_gb_lhz02,1,10;Npc_gb_lhz03,1,10;Npc_gb_lhz04,1,10;Npc_gb_lhz05,1,10;Npc_gb_lhz06,1,10;Npc_gb_lhz07,1,10;Npc_gb_lhz08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_gb04	污衣乞丐	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\worldnpc081	0.939861	icon\monster\monster155.png				"Npc_gb_lhz01,1,10;Npc_gb_lhz02,1,10;Npc_gb_lhz03,1,10;Npc_gb_lhz04,1,10;Npc_gb_lhz05,1,10;Npc_gb_lhz06,1,10;Npc_gb_lhz07,1,10;Npc_gb_lhz08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_gb05	净衣乞丐	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\worldnpc060	0.939861	icon\monster\monster509.png				"Npc_gb_lhz01,1,10;Npc_gb_lhz02,1,10;Npc_gb_lhz03,1,10;Npc_gb_lhz04,1,10;Npc_gb_lhz05,1,10;Npc_gb_lhz06,1,10;Npc_gb_lhz07,1,10;Npc_gb_lhz08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_gb06	污衣棍丐	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\worldnpc492_1	0.939861	icon\monster\monster512.png				"Npc_gb_lhz01,1,10;Npc_gb_lhz02,1,10;Npc_gb_lhz03,1,10;Npc_gb_lhz04,1,10;Npc_gb_lhz05,1,10;Npc_gb_lhz06,1,10;Npc_gb_lhz07,1,10;Npc_gb_lhz08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_gb07	净衣掌丐	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\worldnpc493	0.939861	icon\monster\monster514.png				"Npc_gb_lhz01,1,10;Npc_gb_lhz02,1,10;Npc_gb_lhz03,1,10;Npc_gb_lhz04,1,10;Npc_gb_lhz05,1,10;Npc_gb_lhz06,1,10;Npc_gb_lhz07,1,10;Npc_gb_lhz08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_gb08	长老护法	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\worldnpc159	0.939861	icon\monster\monster516.png				"Npc_gb_lhz01,1,10;Npc_gb_lhz02,1,10;Npc_gb_lhz03,1,10;Npc_gb_lhz04,1,10;Npc_gb_lhz05,1,10;Npc_gb_lhz06,1,10;Npc_gb_lhz07,1,10;Npc_gb_lhz08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_gb09	上天沟守卫	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\worldnpc563	0.939861	icon\monster\monster512.png				"Npc_gb_lhz01,1,10;Npc_gb_lhz02,1,10;Npc_gb_lhz03,1,10;Npc_gb_lhz04,1,10;Npc_gb_lhz05,1,10;Npc_gb_lhz06,1,10;Npc_gb_lhz07,1,10;Npc_gb_lhz08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_gb10	法华寺守卫	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\monster115	0.939861	icon\monster\monster527.png				"Npc_gb_lhz01,1,10;Npc_gb_lhz02,1,10;Npc_gb_lhz03,1,10;Npc_gb_lhz04,1,10;Npc_gb_lhz05,1,10;Npc_gb_lhz06,1,10;Npc_gb_lhz07,1,10;Npc_gb_lhz08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
																																																																																
	//君子堂-school03																																																																															
newschoolwar3_swzhenfa_jz01	君子堂守卫弟子	CommonNpc	2	4	60		2			1.25	5	sword2_1		npc\monster160	0.939861	icon\monster\monster160.png				"Npc_jz_xytf01,1,10;Npc_jz_xytf02,1,10;Npc_jz_xytf03,1,10;Npc_jz_xytf04,1,10;Npc_jz_xytf05,1,10;Npc_jz_xytf06,1,10;Npc_jz_xytf07,1,10"	1			0	2	120	120	120	120000						s_r_220			1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swzhenfa_jz02	君子堂守卫	CommonNpc	2	4	60		2			1.25	5	sword2_1		npc\worldnpc191	0.939861	icon\funcnpc\worldnpc191.png				"Npc_jz_xytf01,1,10;Npc_jz_xytf02,1,10;Npc_jz_xytf03,1,10;Npc_jz_xytf04,1,10;Npc_jz_xytf05,1,10;Npc_jz_xytf06,1,10;Npc_jz_xytf07,1,10"	1			0	2	120	120	120	120000						s_r_202			1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swzhenfa_jz03	琴仙居守卫	CommonNpc	2	4	70		2			1.25	5	sword2_2		npc\worldnpc204	0.939861	icon\funcnpc\worldnpc204.png				"Npc_jz_xytf01,1,10;Npc_jz_xytf02,1,10;Npc_jz_xytf03,1,10;Npc_jz_xytf04,1,10;Npc_jz_xytf05,1,10;Npc_jz_xytf06,1,10;Npc_jz_xytf07,1,10"	1			0	2	120	120	120	120000						s_r_235			1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swzhenfa_jz04	棋仙居守卫	CommonNpc	2	4	70		2			1.25	5	sword3_1		npc\worldnpc358	0.939861	icon\funcnpc\worldnpc358.png				"Npc_jz_xytf01,1,10;Npc_jz_xytf02,1,10;Npc_jz_xytf03,1,10;Npc_jz_xytf04,1,10;Npc_jz_xytf05,1,10;Npc_jz_xytf06,1,10;Npc_jz_xytf07,1,10"	1			0	2	120	120	120	120000						s_r_206			1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swzhenfa_jz05	墨池守卫	CommonNpc	2	4	70		2			1.25	5	sword5_1		npc\worldnpc253	0.939861	icon\funcnpc\worldnpc253.png				"Npc_jz_xytf01,1,10;Npc_jz_xytf02,1,10;Npc_jz_xytf03,1,10;Npc_jz_xytf04,1,10;Npc_jz_xytf05,1,10;Npc_jz_xytf06,1,10;Npc_jz_xytf07,1,10"	1			0	2	120	120	120	120000						s_r_236			1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swzhenfa_jz06	书台低级守卫	CommonNpc	2	4	65		2			1.25	5	sword3_1		npc\worldnpc101	0.939861	icon\funcnpc\worldnpc101.png			npc\clone\schoolwar7\swzhenfa_jzt03_assist.lua	"Npc_jz_xytf01,1,10;Npc_jz_xytf02,1,10;Npc_jz_xytf03,1,10;Npc_jz_xytf04,1,10;Npc_jz_xytf05,1,10;Npc_jz_xytf06,1,10;Npc_jz_xytf07,1,10"	1			0	2	120	120	120	120000						s_r_211			1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swzhenfa_jz07	书台高级守卫	CommonNpc	2	4	70		2			1.25	5	sword6_1		npc\worldnpc358	0.939861	icon\funcnpc\worldnpc253.png			npc\clone\schoolwar7\swzhenfa_jzt03_assist.lua	"Npc_jz_xytf01,1,10;Npc_jz_xytf02,1,10;Npc_jz_xytf03,1,10;Npc_jz_xytf04,1,10;Npc_jz_xytf05,1,10;Npc_jz_xytf06,1,10;Npc_jz_xytf07,1,10"	1			0	2	120	120	120	120000						s_r_249			1																						1500	1	1000	0					50				639			1	1				
																																																																																
	//极乐谷-school04																																																																															
