NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数00000000'01	身份参数2	身份参数3	对话规则	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	空闲状态对话	碰撞时对话	AI条件执行编码表	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	势力归属	势力关系表	战斗开始的召唤ID	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	AI编辑包	是否可见	缩放比例	刷新时间	直接触发	防御概率属性	是否预载入	缩放比例	据点属性
schoolpose_flagnpcmj01	CommonNpc	师门阶位战装饰大旗			172								npc\itemnpc1581																																																																																																	
schoolpose_blookEffect_mj01	CommonNpc	师门阶位战围栏（大）			172								npc\itemnpc057n																																																																																																	
schoolpose_blookEffect_mj02	CommonNpc	师门阶位战围栏（小）			172								npc\itemnpc057n																																																																																																	
																																																																																																														
	//明教门派战																																																																																																													
schoolwar_flag_mj	CommonNpc	明教大旗			172								npc\itemnpc1581																																																																																																	
schoolwar_command_mj	CommonNpc	明教指挥使		8	81	2	2			1	5	hand1_1	npc\worldnpc_schoolwar_006							0			3	0	0			10																																																																																		
funcnpc_schoolwar009a	CommonNpc	明教	镇派兵器管理员		81	2	2					hand1_1	npc\worldnpc1614		icon\funcnpc\monster208.png					0								5				1																																																																														
funcnpc_schoolwar009b	CommonNpc	明教	镇派兵器管理员		81	2	2					hand1_1	npc\worldnpc1614		icon\funcnpc\monster208.png					0								5				1																																																																														
																																																																																																														
	//天山派师门大会																																																																																																													
schoolpose_flagnpctsp01	CommonNpc	师门阶位战装饰大旗			172								npc\itemnpc1651																																																																																											"2,2,2"						
schoolpose_blookEffect_tsp01	CommonNpc	师门阶位战围栏（大）			172								npc\itemnpc057n																																																																																																	
schoolpose_blookEffect_tsp02	CommonNpc	师门阶位战围栏（小）			172								npc\itemnpc057n																																																																																																	
																																																																																																														
	//新门派战																																																																																																													
schoolwar_gujmpz_01	NewSchoolFightStrongPoint	争夺点功能(金)			225								npc\itemnpc057															20																																																																																		1
schoolwar_gujmpz_02	NewSchoolFightStrongPoint	争夺点功能(金2)			225								npc\itemnpc057															20																																																																																		2
schoolwar_gujmpz_03	NewSchoolFightStrongPoint	争夺点功能(水)			225								npc\itemnpc057															20																																																																																		3
schoolwar_gujmpz_04	NewSchoolFightStrongPoint	争夺点功能(水2)			225								npc\itemnpc057															20																																																																																		4
schoolwar_gujmpz_05	NewSchoolFightStrongPoint	争夺点功能(木)			225								npc\itemnpc057															20																																																																																		5
schoolwar_gujmpz_06	NewSchoolFightStrongPoint	争夺点功能(木2)			225								npc\itemnpc057															20																																																																																		6
