NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	NPC对话类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	模型半径	图片	出生状态	组成材料	武器名称	NPC种类ID	脚本编号	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	恩怨响应包编号			建筑耐久	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	驿站	对话规则	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	是否有帮派仓库	AI条件执行编码表	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	势力归属	势力关系表	战斗开始的召唤ID	主功能类型	主功能类型	是否是门牌	公会功能类型	相关属性包	对应等级	所属帮会地块编号	AI编辑包	直接触发	npc功能分类	NPC优先显示	随机商店ID
Guildfuncnpc332	GuildFuncNpc	金库管理员		8	72		2	2			0	0	#REF!	npc\worldnpc105		icon\funcnpc\worldnpc105.png				0	npc\guild_bank_npc.lua		0	0	0			20																																																																							10			1401					
Guildfuncnpc333	GuildFuncNpc	金库管理员		8	72		2	2			0	0	#REF!	npc\worldnpc105		icon\funcnpc\worldnpc105.png				0	npc\guild_bank_npc.lua		0	0	0			20																																																																							10			1404					
Guildfuncnpc334	GuildFuncNpc	金库管理员		8	72		2	2			0	0	#REF!	npc\worldnpc105		icon\funcnpc\worldnpc105.png				0	npc\guild_bank_npc.lua		0	0	0			20																																																																							10			1602					
Guildfuncnpc335	GuildFuncNpc	金库管理员		8	72		2	2			0	0	#REF!	npc\worldnpc105		icon\funcnpc\worldnpc105.png				0	npc\guild_bank_npc.lua		0	0	0			20																																																																							10			1603					
																																																																																																											
Guildfuncnpc351	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			1701					
Guildfuncnpc352	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			1702					
Guildfuncnpc353	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			1703					
Guildfuncnpc354	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			1704					
Guildfuncnpc355	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			101					
Guildfuncnpc356	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			102					
Guildfuncnpc357	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			103					
Guildfuncnpc358	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			401					
Guildfuncnpc359	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			403					
Guildfuncnpc360	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			201					
Guildfuncnpc361	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			202					
Guildfuncnpc362	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			301					
Guildfuncnpc363	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			302					
Guildfuncnpc364	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			501					
Guildfuncnpc365	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			503					
Guildfuncnpc366	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			601					
Guildfuncnpc367	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			602					
Guildfuncnpc368	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			701					
Guildfuncnpc369	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			703					
Guildfuncnpc370	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			801					
Guildfuncnpc371	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			803					
Guildfuncnpc372	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			902					
Guildfuncnpc373	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			903					
Guildfuncnpc374	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			1001					
Guildfuncnpc375	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			1003					
Guildfuncnpc376	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			1101					
Guildfuncnpc377	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			1102					
Guildfuncnpc378	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			1202					
Guildfuncnpc379	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			1203					
Guildfuncnpc380	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			1301					
Guildfuncnpc381	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			1304					
Guildfuncnpc382	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			1401					
Guildfuncnpc383	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			1404					
Guildfuncnpc384	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			1602					
Guildfuncnpc385	GuildFuncNpc	演武堂教头		8	72		2	2			0	0	#REF!	npc\worldnpc288		icon\funcnpc\worldnpc288.png				0	npc\guild_func_npc.lua		0	0	0			20																																																																							9			1603					
																																																																																																											
Guildfuncnpc011	GuildFuncNpc	宣战令牌子		8	76		2	2			0	0	#REF!	npc\itemnpc022						0																																																																																							
Guildfuncnpc012	GuildFuncNpc	免战牌牌子		8	76		2	2			0	0	#REF!	npc\itemnpc057b						0																																																																																							
Guildfuncnpc100	GuildFuncNpc	火炮机关			76		2	2			0	0	#REF!	npc\fbmac002001						0			0	0	0			100																																																																							1	50							
Guildwarorgan001	GuildFuncNpc	末日滚油机			76		2	2			0	0	#REF!	npc\warorgan001						0	War\GuildWar\guild_war_oril_machine.lua		0	0	0			100																																			71	40		1			1		1				"test_dimian,1,0"		-1																1621											1			
Guildwarorgan002	GuildFuncNpc	销魂香炉			76		2	2			0	0	#REF!	npc\warorgan002						0	War\GuildWar\guild_war_fog_stove.lua		0	0	0			5																																			71	40		1			1		1						-1																1621											1			
Guildwarorgan003	GuildFuncNpc	混元霹雳炮			76		2	2			0	0	#REF!	npc\warorgan009						0	War\GuildWar\guild_war_pili_pao.lua		0	0	0			100																																			71	40		1			1		1						-1																1621											1			
Guildwarorgan004	GuildFuncNpc	砖面刀阵			76		2	2			0	0	#REF!	npc\box004						0	War\GuildWar\guild_war_knife_area.lua		0	0	0			4																																			71	40		1			1								-1																											1			
Guildwarorgan005	GuildFuncNpc	喷火石狮			76		2	2			0	0	#REF!	npc\warorgan005						0	War\GuildWar\guild_war_fire_lion.lua		0	0	0			20																																			71	40		1			1						"bangpaijiguan_01,1,0"		-1																1621											1			
Guildwarorgan006	GuildFuncNpc	霹雳炮子母弹			76		2	2			0	0	#REF!	npc\fbmac021075						0	War\GuildWar\guild_war_zimu_dan.lua		0	0	0			5																																																																												1			
Guildwarorgan007	GuildFuncNpc	滚油机炮弹			76		2	2			0	0	#REF!	npc\fbmac021075						0			0	0	0			6																																																																												1			
Guildwarorgan008	GuildFuncNpc	石门		8	76		2	2			0	0	#REF!	npc\warorgan008		icon\funcnpc\clonedoor.png				0	War\GuildWar\guild_war_stone_door.lua		0	0	0			100																																			38	25		1			1								-1					1											1621														
																																																																																																											
	//坑位NPC																																																																																																										
KengWeiNpc001	GuildFuncNpc	布蒲团		8	76	1	2	2			0	0	#REF!	npc\putuan01						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	1	1						
KengWeiNpc002	GuildFuncNpc	布蒲团		8	76	1	2	2			0	0	#REF!	npc\putuan02						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	2	2						
KengWeiNpc003	GuildFuncNpc	布蒲团		8	76	1	2	2			0	0	#REF!	npc\putuan03						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	3	3						
KengWeiNpc004	GuildFuncNpc	布蒲团		8	76	1	2	2			0	0	#REF!	npc\putuan04						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	4	4						
KengWeiNpc005	GuildFuncNpc	布蒲团		8	76	1	2	2			0	0	#REF!	npc\putuan05						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	5	5						
KengWeiNpc006	GuildFuncNpc	木人桩		8	76	1	2	2			0	0	#REF!	npc\1701_murenzhuang1						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	6	1						
KengWeiNpc007	GuildFuncNpc	木人桩		8	76	1	2	2			0	0	#REF!	npc\1701_murenzhuang2						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	7	2						
KengWeiNpc008	GuildFuncNpc	木人桩		8	76	1	2	2			0	0	#REF!	npc\1701_murenzhuang3						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	8	3						
KengWeiNpc009	GuildFuncNpc	木人桩		8	76	1	2	2			0	0	#REF!	npc\1701_murenzhuang4						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	9	4						
KengWeiNpc010	GuildFuncNpc	木人桩		8	76	1	2	2			0	0	#REF!	npc\1701_murenzhuang5						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	10	5						
KengWeiNpc011	GuildFuncNpc	梅花桩		8	76	1	2	2			0	0	#REF!	npc\1701_meihuazhuang1						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	11	1						
KengWeiNpc012	GuildFuncNpc	梅花桩		8	76	1	2	2			0	0	#REF!	npc\1701_meihuazhuang2						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	12	2						
KengWeiNpc013	GuildFuncNpc	梅花桩		8	76	1	2	2			0	0	#REF!	npc\1701_meihuazhuang3						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	13	3						
KengWeiNpc014	GuildFuncNpc	梅花桩		8	76	1	2	2			0	0	#REF!	npc\1701_meihuazhuang4						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	14	4						
KengWeiNpc015	GuildFuncNpc	梅花桩		8	76	1	2	2			0	0	#REF!	npc\1701_meihuazhuang5						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	15	5						
KengWeiNpc016	GuildFuncNpc	布蒲团		8	76	1	2	2			0	0	#REF!	npc\putuan01						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	16	1						
KengWeiNpc017	GuildFuncNpc	布蒲团		8	76	1	2	2			0	0	#REF!	npc\putuan02						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	17	2						
KengWeiNpc018	GuildFuncNpc	布蒲团		8	76	1	2	2			0	0	#REF!	npc\putuan03						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	18	3						
KengWeiNpc019	GuildFuncNpc	布蒲团		8	76	1	2	2			0	0	#REF!	npc\putuan04						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	19	4						
KengWeiNpc020	GuildFuncNpc	布蒲团		8	76	1	2	2			0	0	#REF!	npc\putuan05						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	20	5						
KengWeiNpc021	GuildFuncNpc	坐垫		8	76	1	2	2			0	0	#REF!	npc\1701_csykengwei1						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	21	1						
KengWeiNpc022	GuildFuncNpc	坐垫		8	76	1	2	2			0	0	#REF!	npc\1701_csykengwei2						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	22	2						
KengWeiNpc023	GuildFuncNpc	坐垫		8	76	1	2	2			0	0	#REF!	npc\1701_csykengwei3						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	23	3						
KengWeiNpc024	GuildFuncNpc	坐垫		8	76	1	2	2			0	0	#REF!	npc\1701_csykengwei4						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	24	4						
KengWeiNpc025	GuildFuncNpc	坐垫		8	76	1	2	2			0	0	#REF!	npc\1701_csykengwei5						0	npc\guild_func_npc.lua		0	0	0			100																																																																							2	25	5						
																																																																																																											
																																																																																																											
	//聚义厅雇佣NPC																																																																																																										
Guildgyfuncnpc001	GuildFuncNpc	武学助教		8	72		2	2			1.25	5	hand1_1	npc\fbnpc021016		icon\funcnpc\worldnpc234.png				0	npc\guild_func_npc.lua		0	0	0			10				1																															56	40	1000	1					60						-1							2000	30		2000						1621						4								
Guildgyfuncnpc002	GuildFuncNpc	武学教渝		8	72		2	2			1.25	5	hand1_1	npc\monster109		icon\funcnpc\worldnpc239.png				0	npc\guild_func_npc.lua		0	0	0			10				1																															56	40	1000	1					60						-1							2000	30		2000						1621						4								
Guildgyfuncnpc003	GuildFuncNpc	武学教头		8	72		2	2			1.25	5	hand1_1	npc\monster124		icon\funcnpc\worldnpc234.png				0	npc\guild_func_npc.lua		0	0	0			10				1																															56	40	1000	1					60						-1							2000	30		2000						1621						4								
Guildgyfuncnpc004	GuildFuncNpc	武学教授		8	72		2	2			1.25	5	hand1_1	npc\monster377		icon\funcnpc\worldnpc175.png				0	npc\guild_func_npc.lua		0	0	0			10				1																															56	40	1000	1					60						-1							2000	30		2000						1621						4								
Guildgyfuncnpc005	GuildFuncNpc	武学宗师		8	72		2	2			1.25	5	hand1_1	npc\worldnpc030		icon\funcnpc\worldnpc030.png				0	npc\guild_func_npc.lua		0	0	0			10				1																															56	40	1000	1					60						-1							2000	30		2000						1621						4								
Guildgyfuncnpc006	GuildFuncNpc	助教		8	72		2	2			1.25	5	hand1_1	npc\fbnpc015003		icon\funcnpc\worldnpc102.png				0	npc\guild_func_npc.lua		0	0	0			10				1																															56	40	1000	1					60						-1							2000	30		2000						1621						4								
Guildgyfuncnpc007	GuildFuncNpc	经师		8	72		2	2			1.25	5	hand1_1	npc\worldnpc357		icon\funcnpc\worldnpc357.png				0	npc\guild_func_npc.lua		0	0	0			10				1																															56	40	1000	1					60						-1							2000	30		2000						1621						4								
Guildgyfuncnpc008	GuildFuncNpc	讲师		8	72		2	2			1.25	5	hand1_1	npc\monster375		icon\funcnpc\worldnpc137.png				0	npc\guild_func_npc.lua		0	0	0			10				1																															56	40	1000	1					60						-1							2000	30		2000						1621						4								
Guildgyfuncnpc009	GuildFuncNpc	教授		8	72		2	2			1.25	5	hand1_1	npc\worldnpc140		icon\funcnpc\worldnpc300.png				0	npc\guild_func_npc.lua		0	0	0			10				1																															56	40	1000	1					60						-1							2000	30		2000						1621						4								
Guildgyfuncnpc010	GuildFuncNpc	夫子		8	72		2	2			1.25	5	hand1_1	npc\worldnpc001a		icon\funcnpc\worldnpc313.png				0	npc\guild_func_npc.lua		0	0	0			10				1																															56	40	1000	1					60						-1							2000	30		2000						1621						4								
Guildgyfuncnpc011	GuildFuncNpc	普通护卫		8	72		2	2			1.25	5	hand1_1	npc\funcnpc031		icon\monster\monster235.png				0	War\GuildWar\guild_war_bodyguard.lua		3	0	0			10				1																															76	40	1000	1					60				"jn_Guild001,1,0"		-1							2000	30		2000						1621						6					1			
Guildgyfuncnpc012	GuildFuncNpc	中级护卫		8	72		2	2			1.25	5	hand1_1	npc\worldnpc035		icon\monster\monster264.png				0	War\GuildWar\guild_war_bodyguard.lua		3	0	0			10				1																															77	40	1000	1					60				"jn_Guild002,1,0"		-1							2000	30		2000						1621						6					1			
Guildgyfuncnpc013	GuildFuncNpc	高级护卫		8	72		2	2			1.25	5	hand1_1	npc\fbboss00096		icon\monster\monster272.png				0	War\GuildWar\guild_war_bodyguard.lua		3	0	0			10				1																															78	40	1000	1					60				"jn_Guild003,1,0"		-1							2000	30		2000						1621						6					1			
Guildgyfuncnpc014	GuildFuncNpc	精英护卫		8	72		2	2			1.25	5	hand1_1	npc\fbboss00093		icon\funcnpc\worldnpc494.png				0	War\GuildWar\guild_war_bodyguard.lua		3	0	0			10				1																															79	40	1000	1					60				"jn_Guild004,1,0"		-1							2000	30		2000						1621						6					1			
Guildgyfuncnpc015	GuildFuncNpc	无敌护卫		8	72		2	2			1.25	5	hand1_1	npc\fbboss00241		icon\monster\fbboss00016.png				0	War\GuildWar\guild_war_bodyguard.lua		3	0	0			10				1																															80	40	1000	1					60				"jn_Guild005,1,0"		-1							2000	30		2000						1621						6					1			
Guildgyfuncnpc016	GuildFuncNpc	普通高手		8	72		2	2			1.25	5	hand1_1	npc\monster298		icon\funcnpc\worldnpc362.png				0	War\GuildWar\guild_war_bodyguard.lua		3	0	0			10				1																															82	40	1000	1					60				"jn_Guild006,1,0"		-1							2000	30		2000						1621						6					1			
Guildgyfuncnpc017	GuildFuncNpc	中级高手		8	72		2	2			1.25	5	hand1_1	npc\worldnpc053		icon\funcnpc\worldnpc522.png				0	War\GuildWar\guild_war_bodyguard.lua		3	0	0			10				1																															83	40	1000	1					60				"jn_Guild007,1,0"		-1							2000	30		2000						1621						6					1			
Guildgyfuncnpc018	GuildFuncNpc	高级高手		8	72		2	2			1.25	5	hand1_1	npc\fbboss00128		icon\funcnpc\worldnpc572.png				0	War\GuildWar\guild_war_bodyguard.lua		3	0	0			10				1																															84	40	1000	1					60				"jn_Guild008,1,0"		-1							2000	30		2000						1621						6					1			
Guildgyfuncnpc019	GuildFuncNpc	精英高手		8	72		2	2			1.25	5	hand1_1	npc\fbboss00096		icon\monster\monster492.png				0	War\GuildWar\guild_war_bodyguard.lua		3	0	0			10				1																															85	40	1000	1					60				"jn_Guild009,1,0"		-1							2000	30		2000						1621						6					1			
Guildgyfuncnpc020	GuildFuncNpc	神秘高手		8	72		2	2			1.25	5	hand1_1	npc\worldnpc051		icon\monster\fbboss00016.png				0	War\GuildWar\guild_war_bodyguard.lua		3	0	0			10				1																															86	40	1000	1					60				"jn_Guild010,1,0"		-1							2000	30		2000						1621						6					1			
																																																																																																											
																																																																																																											
npc_guildwar_difeng_000	GuildFuncNpc	宣战管理员		8	81		2	2			2	5	hand1_1	npc\worldnpc1120		icon\funcnpc\worldnpc036.png				0			3	0	0			8																	shop_guild_difen																																																													1	
npc_guildwar_difeng_001	GuildFuncNpc	随机商店测试		8	81		2	2			2	5	hand1_1	npc\worldnpc1120		icon\funcnpc\worldnpc036.png				0			3	0	0			8																																																																														1	Shop_random_01
																														 																																																																													
	//帮战NPC																																																																																																										
Guildfuncnpc400	GuildFuncNpc	宣战管理员		8	215		2	2			2	5	hand1_1	npc\worldnpc036		icon\funcnpc\worldnpc036.png				0			3	0	0			8																	Shop_GN_Xuanzhanguanli						1354;1355;1357;1358;1367;1368;1369;1370;1371;1372;1373;1374;							2																																									11							1	
GuildWarCarriage	GuildFuncNpc	马车		8	72		2	2			0	0	#N/A	npc\old_mache001		icon\monster\monster550.png				0	War\GuildWar\carriage.lua		0	0	0			2																																																																															
Guildqizhi01	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				1701					
Guildqizhi02	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				1703					
Guildqizhi03	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				101					
Guildqizhi04	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				103					
Guildqizhi05	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				401					
Guildqizhi06	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				402					
Guildqizhi07	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				201					
Guildqizhi08	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				202					
Guildqizhi09	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				301					
Guildqizhi10	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				302					
Guildqizhi11	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				501					
Guildqizhi12	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				503					
Guildqizhi13	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				601					
Guildqizhi14	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				602					
Guildqizhi15	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				701					
Guildqizhi16	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				703					
Guildqizhi17	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				801					
Guildqizhi18	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				803					
Guildqizhi19	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				902					
Guildqizhi20	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				903					
Guildqizhi21	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				1003					
Guildqizhi22	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				1001					
Guildqizhi23	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				1101					
Guildqizhi24	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				1102					
Guildqizhi25	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				1202					
Guildqizhi26	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				1203					
Guildqizhi27	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				1301					
Guildqizhi28	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				1304					
Guildqizhi29	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				1401					
Guildqizhi30	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				1404					
Guildqizhi31	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				1602					
Guildqizhi32	GuildBuildingNpc	帮会旗帜			76		0	0			0	0		npc\Guildqizhi01						0			0	0	0			0																																																																				12	0	0				1603					
