NPC±àºÅ	¶ÔÏóÀàĞÍ	Ãû³Æ	Ä£ĞÍ±àºÅ	Í·Ïñ	NPCÀàĞÍ	NPCÖÖÀàID	ÏìÓ¦·¶Î§	Ñ¡Ôñ²Ù×÷·ÖÀà	Êó±êĞÎ×´	½Å±¾±àºÅ	²É¼¯·¶Î§	²É¼¯Ê±ÌØĞ§Ãû	²É¼¯ºóÌØĞ§Ãû	²É¼¯ºóÌØĞ§³ÖĞøÊ±¼ä£¨ºÁÃë£©	²É¼¯¶¯×÷Ãû	Ë¢ĞÂÊ±¼ä£¨ms£©	¶ÁÌõÊ±¼ä(ms)	²É¼¯ÀàĞÍ	²ÎÊı1	²ÎÊı2	»ØÊÕ	µôÂä	²É¼¯µØµã	×î¶à¿É²É¼¯´ÎÊı	ÌåÁ¦	¹¤¾ßÏŞÖÆID£¨²»ÌîĞ´±íÊ¾Ã»ÓĞÏŞÖÆ£©	¶àÈËÍ¬Ê±²É¼¯£¨Ìî1ÔÊĞí£©	AI±à¼­°ü	´æÔÚÊ±¼ä
Gather0027yl	MineNpc	½ğ½Ú²İ	npc\itemnpc064	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	34332	0		taskitem_yl050		1					
Gather0028yl	MineNpc	À¶Èï»¨	npc\itemnpc066	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26300	0		taskitem_yl051		1					
Gather0029yl	MineNpc	¾ç¶¾òÚò¼	npc\fbnpc019019	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26300	0		taskitem_yl052		1					
Gather0030yl	MineNpc	ÓñÇà¹½	npc\itemnpc440	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26300	0		taskitem_yl053		1					
Gather0031yl	MineNpc	ÃÜº¯	npc\itemnpc026	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26304	0		taskitem_yl054		1					
Gather0032yl	MineNpc	Íõ×íµÄ½£	npc\itemnpc647	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	2000	1	48012	0		taskitem_yl056		1			1		
Gather0033yl	MineNpc	ÓñÖñ½õ	npc\itemnpc453	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	2000	1	48019	0		useitem_112m		999999			1		
Gather0035yl	MineNpc	ÇàĞ«¶¾ÖÑ	npc\itemnpc569	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	2000	1	48028	0		taskitem_yl061		999999			1		
Gather0036yl	MineNpc	åôÒ¶	npc\itemnpc215	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	2000	1	48029	0		taskitem_yl062		999999			1		
Gather0037yl	MineNpc	ÄîÀ¶»¨	npc\itemnpc054	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	2000	1	34023	0		useitem_118m		999999			1		
Gather0038yl	MineNpc	ÂíÇ®×Ó	npc\itemnpc166	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	2000	1	34024	0		taskitem_yl073		999999			1		
Gather0039yl	MineNpc	Ñó½ğ»¨	npc\itemnpc228	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	2000	1	34024	0		taskitem_yl074		999999			1		
Gather0040yl	MineNpc	»ÆÜÎ	npc\itemnpc054	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	2000	1	34024	0		taskitem_yl075		999999			1		
Gather0041yl	MineNpc	·ÉïÚ	npc\itemnpc202	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	2000	1	48017	0		task_jl_48017		1					
Gather0042yl	MineNpc	Âé´ü	npc\itemnpc560	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	48021	-1				99999			1		
Gather0043yl	MineNpc	±»¶¾ËÀµÄÅ£	npc\monster551	icon\monster\monster551.png	153	3	20	2	28	npc\gather_npc.lua	3		light_move_97	1000	interact017	5000	2000	1	42018	2				999999			1		
Gather0044yl	MineNpc	¿à¾é»¨	npc\itemnpc054	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	2000	1	42008	0		taskitem_yl085		999999			1		
Gather0045yl	MineNpc	ÒÅÂäµÄÊé±¾	npc\itemnpc053a	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	2000	1	42027	0		taskitem_170y		999999			1		
Gather0046yl	MineNpc	Ä¾²ñ	npc\itemnpc038	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact021b	2000	5000	1	34041	0		taskitem_yl088		999999			1		
Gather0047yl	MineNpc	ÇåÇí²İ	npc\itemnpc054	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	2000	1	34048	0		useitem_129m		999999			1		
Gather0048yl	MineNpc	ºĞ×Ó	npc\itemnpc428	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3000	1	34062	0		taskitem_yl092		999999			1		
Gather0049yl	MineNpc	À¼»¨	npc\itemnpc228	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	2000	2000	1	86918	0		taskitem_yl096		999999			1		
Gather0050yl	MineNpc	»³¾Õ»¨	npc\itemnpc215	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3000	1	34065	0		taskitem_yl097		999999			1		
Gather0051yl	MineNpc	»³Å£Ï¥	npc\itemnpc219	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3000	1	34065	0		taskitem_yl098		999999			1		
																													
																													
																													
Gather00002wy	MineNpc	ÅîÀ³Ò©²Ä	npc\itemnpc204	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	30691	0		taskitem_007wy		3					
Gather00003wy	MineNpc	ÊÔÒ©Îï	npc\itemnpc206	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	30687	0		taskitem_005wy		3					
Gather00004wy	MineNpc	ÃûÈËÊé»­	npc\itemnpc039	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact041	5000	3500	1	30712	0		taskitem_008wy		1					
Gather00005wy	MineNpc	»ê¹û	npc\itemnpc169	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact041	5000	3500	1	30719	1		taskitem_010wy		1					
				icon\funcnpc\task.png				2	28																				
				icon\funcnpc\task.png				2	28																				
Gather0001kh	MineNpc	»¨	npc\itemnpc219	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83601	0		taskitem_001kh		1					
Gather0002kh	MineNpc	Óã	npc\cj_101011	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83607	0		taskitem_002kh		1					
Gather0003kh	MineNpc	Ä¾²ñ	npc\itemnpc038	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83615	0		taskitem_004kh		1					
Gather0004kh	MineNpc	Ò©²İ	npc\itemnpc066	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	84561	0		taskitem_007kh		1					
Gather0005kh	MineNpc	·Å»ğµã1	npc\itemnpc087	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3	light_move_97	light_move_98	4000	interact041	5000	3500	1	30284	1	taskitem_011kh			1					
Gather0006kh	MineNpc	·Å»ğµã2	npc\itemnpc087	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3	light_move_97	light_move_98	4000	interact041	5000	3500	1	30284	2	taskitem_011kh			1					
Gather0007kh	MineNpc	·Å»ğµã3	npc\itemnpc087	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3	light_move_97	light_move_98	4000	interact041	5000	3500	1	30284	3	taskitem_011kh			1					
Gather0008kh	MineNpc	ÈıË¿Çà²İ	npc\cj_150200	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	30485	0		useitem_002kh		1					
Gather0009kh	MineNpc	³µÇ°×Ó	npc\itemnpc054	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	30515	0		taskitem_018kh		1					
Gather0010kh	MineNpc	İ¡Âé²İ	npc\itemnpc215	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	30515	0		taskitem_019kh		1					
Gather0011kh	MineNpc	»îÒ¶²İ	npc\cj_040003	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	30515	0		taskitem_020kh		1					
Gather0012kh	MineNpc	×ÓÒ¹»¨	npc\cj_040048	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26697	0		taskitem_023kh		1					
Gather0013kh	MineNpc	Ò¹ÏÄ²İ	npc\cj_040201	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26697	0		taskitem_024kh		1					
Gather0014kh	MineNpc	ÏÄ×Ó»¨	npc\cj_106016c	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26697	0		taskitem_025kh		1					
Gather0015kh	MineNpc	ÍòÁé²İ	npc\cj_040037	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26703	0		taskitem_026kh		1					
Gather0016kh	MineNpc	ÁÆÉËÒ©²İ	npc\cj_040025	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26717	0		taskitem_027kh		1					
				icon\funcnpc\task.png				2	28																				
				icon\funcnpc\task.png				2	28																				
				icon\funcnpc\task.png				2	28																				
				icon\funcnpc\task.png				2	28																				
				icon\funcnpc\task.png				2	28																				
				icon\funcnpc\task.png				2	28																				
				icon\funcnpc\task.png				2	28																				
				icon\funcnpc\task.png				2	28																				
				icon\funcnpc\task.png				2	28																				
				icon\funcnpc\task.png				2	28																				
				icon\funcnpc\task.png				2	28																				
				icon\funcnpc\task.png				2	28																				
				icon\funcnpc\task.png				2	28																				
				icon\funcnpc\task.png				2	28																				
				icon\funcnpc\task.png				2	28																				
Gather0001cc	MineNpc	Á¸Ê³	npc\itemnpc005a	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83902	0		taskitem_001cc		1					
Gather0002cc	MineNpc	É³´ü	npc\itemnpc017	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83904	0		taskitem_002cc		1					
Gather0003cc	MineNpc	¼ıÊ¸	npc\itemnpc205	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83906	0		taskitem_003cc		1					
Gather0004cc	MineNpc	Ë®Áé²İ	npc\cj_040004	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83907	0		taskitem_004cc		1					
Gather0005cc	MineNpc	²ÊĞÇ»¨	npc\cj_040003	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83909	0		taskitem_005cc		1					
Gather0006cc	MineNpc	ÊéÉúµÄ°ü¹ü	npc\itemnpc005	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83911	0		taskitem_006cc		1					
Gather0007cc	MineNpc	´óÀíÊ¯¿é	npc\1701_csykengwei	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83914	0		taskitem_007cc		1					
Gather0008cc	MineNpc	×°ÓĞ²ÆÎïµÄ±¦Ïä	npc\itemnpc005a	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83917	0		taskitem_008cc		1					
Gather0009cc	MineNpc	Ò¶Ñ©²İ	npc\cj_040003	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83918	0		taskitem_009cc		1					
Gather0010cc	MineNpc	¡¶Ê«ÎÄÑ¡¼¯Ò»¡·	npc\itemnpc021	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83920	0		taskitem_010cc		1					
Gather0011cc	MineNpc	¡¶Ê«ÎÄÑ¡¼¯¶ş¡·	npc\itemnpc021	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83920	0		taskitem_011cc		1					
Gather0012cc	MineNpc	É³°ü	npc\itemnpc017	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83853	0		taskitem_013cc		1					
Gather0013cc	MineNpc	ĞĞ½ÅÉÌÈËµÄ»õÎï	npc\itemnpc005	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83856	0		taskitem_015cc		1					
Gather0014cc	MineNpc	×°ÓĞ°ÙĞÕ²ÆÎïµÄÏä×Ó	npc\itemnpc005a	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83857	0		taskitem_016cc		1					
Gather0015cc	MineNpc	½ğ»¨¿ó	npc\cj_102001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83858	0		taskitem_017cc		1					
Gather0016cc	MineNpc	Òø»¨¿ó	npc\cj_102006	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83858	0		taskitem_018cc		1					
Gather0017cc	MineNpc	ÆæÒìµÄÊ¯Í·	npc\cj_106026b	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83861	0		taskitem_020cc		1					
Gather0018cc	MineNpc	Êá×±Ï»	npc\itemnpc005	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83861	0		taskitem_021cc		1					
Gather0019cc	MineNpc	ÔÂÓ¢Ê¯	npc\cj_102018	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83862	0		taskitem_022cc		1					
Gather0020cc	MineNpc	ºµÁé²İ	npc\cj_040003	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83864	0		taskitem_023cc		1					
Gather0021cc	MineNpc	¿İÄ¾²Î	npc\cj_040004	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83866	0		taskitem_024cc		1					
Gather0022cc	MineNpc	²¦¹Ä	npc\itemnpc022	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83868	0		taskitem_025cc		1					
Gather0023cc	MineNpc	Ä¾²Ä	npc\itemnpc038	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	83869	0		taskitem_026cc		1					
Gather0024cc	MineNpc	Åå½£	npc\itemnpc150	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	28361	0		taskitem_031cc		1					
Gather0025cc	MineNpc	¼ª°×²İ	npc\cj_160001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	28364	0		taskitem_033cc		1					
Gather0026cc	MineNpc	»¹»ê²İ	npc\cj_040048	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	28391	0		taskitem_038cc		1					
Gather0027cc	MineNpc	½ğ´´²İ	npc\cj_040007	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	28398	0		taskitem_039cc		1					
Gather0028cc	MineNpc	¸Ê¹û	npc\cj_040049	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	28426	0		taskitem_041cc		5					
Gather0029cc	MineNpc	Ïã²İ	npc\itemnpc054	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	28434	0		taskitem_042cc		1					
Gather0030cc	MineNpc	ÊÖïí	npc\itemnpc170	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	28435	0		taskitem_043cc		1					
Gather0031cc	MineNpc	µÆÓÍ	npc\npcitem052	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	28438	0		useitem_016cc		1					
Gather0032cc	MineNpc	Ä¾ÁÏ	npc\itemnpc038	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	28449	0		taskitem_048cc		1					
Gather0033cc	MineNpc	Ä°Ïã»¨	npc\itemnpc054	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	28461	0		taskitem_049cc		1					
Gather0034cc	MineNpc	ÇàÖñ	npc\cj_030001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	0	3500	1	28626	0		taskitem_051cc		10000000					
Gather0035cc	MineNpc	ÑüÅÆ	npc\itemnpc474	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	28651	0		taskitem_054cc		1					
Gather0036cc	MineNpc	Ò»·âÃÜĞÅ	npc\itemnpc475	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	28361	0		taskitem_032cc		1					
Gather0037cc	MineNpc	ĞÇËŞÅÉÒÂ·ş	npc\itemnpc136	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	28361	0		useitem_013cc		1					
Gather0038cc	MineNpc	³¤ÀÖÃÅÎï×Ê	npc\itemnpc005	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	0	3500	1	42013	0		taskitem_055cc		10000000					
									28																				
									28																				
									28																				
								2	28																				
Gather0001xk	MineNpc	Ò°Éú²İÒ©	npc\itemnpc054	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	15000	5000	1	34393	0		taskitem_002xk		1					
Gather0002xk	MineNpc	Ú¤Ëª¹½¶Ñ	npc\itemnpc440	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	34402	0		taskitem_006xk		1					
								2	28																				
Gather0001lv	MineNpc	·¢ô¢	npc\itemnpc087	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	30649	0		taskitem_6lv		1					
Gather0002lv	MineNpc	ĞÅ¼ã	npc\itemnpc021	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	30665	1		taskitem_8lv		1					
Gather0003lv	MineNpc	Ğ¡Ä¾½£	npc\itemnpc509	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	30646	0		taskitem_9lv		1					
Gather0004lv	MineNpc	·Å»ğ	npc\itemnpc057	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3	light_move_98	light_move_112	4000	interact041	5000	3500	1	22262	1				1					
									28																				
Gather0001mm	MineNpc	Ä¢¹½	npc\cj_ty0004b	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26241	0		taskitem_001mm		1					
Gather0002mm	MineNpc	¡¶Ò©ÎïÖ¾¡·	npc\itemnpc021	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26252	0		taskitem_004mm		1					
Gather0003mm	MineNpc	¡¶¶¾ÎïÖ¾¡·	npc\itemnpc049	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26252	0		taskitem_005mm		1					
Gather0004mm	MineNpc	²İÒ©	npc\itemnpc218	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26256	0		taskitem_007mm		1					
Gather0005mm	MineNpc	ÄıÑª²İ	npc\itemnpc168	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26263	0		taskitem_008mm		1					
Gather0006mm	MineNpc	ÃÀ¾Æ	npc\itemnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26267	0		taskitem_009mm		1					
									28																				
									28																				
Gather0001hw	MineNpc	Ò»¸ö°ü¹ü	npc\itemnpc428	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26194	0		taskitem_001hw		1					
Gather0002hw	MineNpc	°ü¸¤	npc\itemnpc165	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26199	0		taskitem_002hw		1					
Gather0003hw	MineNpc	Á¸Ê³	npc\itemnpc165	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26203	0		taskitem_003hw		1					
Gather0004hw	MineNpc	·Å»ğµã	npc\itemnpc038	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3	light_move_98	light_move_112	20000	interact041	5000	5000	1	26214	2	taskitem_60j			1					
Gather0005hw	MineNpc	Ò»¿éÄ¨²¼	npc\itemnpc478	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26200	0		taskitem_004hw		1					
Gather0006hw	MineNpc	Âé´ü	npc\itemnpc165	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	80711	0				1					
Gather0007hw	MineNpc	Ñª¼£	npc\itemnpc162	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0				1					
Gather0008hw	MineNpc	Óñ»ª±Ê	npc\itemnpc176	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0				1					
									28																				
									28																				
Gather0001jx	MineNpc	¾´Ê¦²è	npc\itemnpc161	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	35000	3500	1	26399	0		useitem_006jx		1					
Gather0002jx	MineNpc	ÄıÑª²İ	npc\itemnpc168	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	30000	3500	1	26402	0		taskitem_006jx		1					
Gather0003jx	MineNpc	¿İÄ¾²Î	npc\cj_040004	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	30000	3500	1	26402	0		taskitem_007jx		1					
Gather0004jx	MineNpc	Ö¹Ñª²İ	npc\itemnpc168	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	30000	3500	1	40194	0		useitem_007jx		1					
									28																				
									28																				
Gather0001yb	MineNpc	ÈË²Î	npc\itemnpc054	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26481	0		taskitem_001yb		1					
Gather0002yb	MineNpc	»¹»ê²İ	npc\itemnpc168	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26485	0		taskitem_038cc		1					
Gather0003yb	MineNpc	Ç§ÄêÁéÖ¥	npc\cj_106022c	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26498	0		taskitem_107y		1					
Gather0004yb	MineNpc	²İİ®	npc\cj_ts0002b	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26515	0		taskitem_010yb		5					
Gather0005yb	MineNpc	Çé»¨	npc\itemnpc219	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26521	0		taskitem_013yb		5					
Gather0006yb	MineNpc	ÁîÅÆ	npc\itemnpc040	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	26497	0		taskitem_004yb		1					
									28																				
Gather0001cyh	Minenpc	µñ»¨Êá×±Ì¨	npc\itemnpc511	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1	85632	0		taskitem_183sl		1					
Gather0002cyh	MineNpc	½õºĞ	npc\itemnpc201	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact041	5000	4000	1	85633	0		taskitem_50y		1					
Gather0003cyh	MineNpc	µñ»¨Ä¾Ïä	npc\itemnpc005a	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	3500	1		0		taskitem_183sl		1					
Gather0004cyh	MineNpc	Ïä×Ó	npc\itemnpc005a	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	85506	0		taskitem_186sl		1					
Gather0005cyh	MineNpc	Ê®°ËÑ§Ê¿	npc\cj_160050	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	80624	0		taskitem_004cyh		1					
Gather0006cyh	MineNpc	×´Ôªºì	npc\cj_160300	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	4				interact017		5000	1	80624	0		taskitem_005cyh		1					
Gather0007cyh	MineNpc	ç³×¦Ü½ÈØ	npc\cj_040051	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	5				interact017		5000	1	80624	0		taskitem_006cyh		1					
Gather0008cyh	MineNpc	·ÛÏ¼	npc\cj_160100	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	5				interact017		5000	1	80624	0		taskitem_007cyh		1					
Gather0009cyh	MineNpc	¿İÎ®µÄ²è»¨	npc\cj_ty0003c	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	6				interact017		5000	1		0				1					
Gather0010cyh	MineNpc	¿İÎ®µÄÊ®°ËÑ§Ê¿	npc\cj_ty0004c	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	80640	0		taskitem_014cyh		1					
Gather0011cyh	MineNpc	×À×Ó	npc\itemnpc510	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	80647	0		taskitem_015cyh		1					
Gather0012cyh	MineNpc	ÑÎ°ü	npc\itemnpc165	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	80673	0		taskitem_018cyh		1					
Gather0013cyh	MineNpc	ÑÎ°ïÔËÑÎ	npc\itemnpc165	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1		0				1					
Gather0014cyh	MineNpc	ÏÊ¹û´¢±¸	npc\itemnpc520	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	38162	0		taskitem_384		10					
jztnpccyh_001	MineNpc	ÌìÃÅÇÙ	npc\npcitem449	icon\funcnpc\task.png	153	3	20	2	28	npc\qing_npc.lua	3				interact011	10000	10000	1	46008	-1				99999			1		
