NPC编号	对象类型	名称	模型编号	头像	NPC类型	NPC种类ID	响应范围	选择操作分类	鼠标形状	脚本编号	采集范围	采集动作名	刷新时间（ms）	读条时间(ms)	采集类型	参数1	参数2	钓鱼难度	回收	掉落	掉落物品	采集地点	最多可采集次数	体力	消耗工具耐久	排行榜积分	影响时间	运营管理读取类别	运营管理读取名称	分解技能等级	身份掉落包	生活掉落包	生活心得	工具限制ID（不填写表示没有限制）	选中是否有绿色光圈	非vip采集次数	等同最多可采集次数	无拾取物消失时间	最大消失时间	AI编辑包	模型路径	限制包	NPC优先显示	是否求助	呼叫半径	采集成功添加BUFF
jh_sh_gathernpc_1027	MineNpc	龙胆草	npc\npcitem746	icon\funcnpc\cj_150001.png	145	2	20	7	7		2	interact017	20000	1000	2	sh_ds							1		0			13	13			6053	0			1	1		3							
jh_sh_gathernpc_1028	MineNpc	黄芪	npc\npcitem747	icon\funcnpc\cj_150001.png	144	2	20	7	7		2	interact017	20000	1000	2	sh_ys							1		0			13	13			6054	0			1	1		3							
																																														
																																														
	//江湖采集植物-合成材料（沙漠）																																													
jh_sh_gathernpc_1003_a	MineNpc	野山灵芝	npc\itemnpc1400_a	icon\funcnpc\cj_150001.png	144	2	20	7	7		2	interact017	20000	1000	2	sh_ys							1		0			13	13			6033	0			1	1		3							
jh_sh_gathernpc_1004_a	MineNpc	百年何首乌	npc\itemnpc1399_a	icon\funcnpc\cj_150001.png	144	2	20	7	7		2	interact017	20000	1000	2	sh_ys							1		0			13	13			6034	0			1	1		3							
jh_sh_gathernpc_1005_a	MineNpc	野山人参	npc\itemnpc1451_a	icon\funcnpc\cj_150001.png	144	2	20	7	7		2	interact017	20000	1000	2	sh_ys							1		0			13	13			6035	0			1	1		3							
																																														
jh_sh_gathernpc_1007_a	MineNpc	七夜寒	npc\itemnpc1401_a	icon\funcnpc\cj_150001.png	145	2	20	7	7		2	interact017	20000	1000	2	sh_ds							1		0			13	13			6037	0			1	1		3							
jh_sh_gathernpc_1008_a	MineNpc	金银花	npc\itemnpc1450_a	icon\funcnpc\cj_150001.png	145	2	20	7	7		2	interact017	20000	1000	2	sh_ds							1		0			13	13			6038	0			1	1		3							
																																														
jh_sh_gathernpc_1015_a	MineNpc	大枣	npc\itemnpc1403_a	icon\funcnpc\cj_150001.png	201	2	20	7	7		2	interact041	20000	1000	2	sh_nf							1		0			13	13			6041	0			1	1		3							
																																														
																																														
																																														
																																														
	//江湖采集植物-食物（农夫）																																													
jh_sh_gathernpc_1013	MineNpc	青稞	npc\cj_040051	icon\funcnpc\cj_150001.png	201	2	20	7	7		2	interact041	20000	1000	2	sh_nf							1		0			13	13			6039	0			1	1		3							
jh_sh_gathernpc_1014	MineNpc	土豆	npc\cj_040007	icon\funcnpc\cj_150001.png	201	2	20	7	7		2	interact041	20000	1000	2	sh_nf							1		0			13	13			6040	0			1	1		3							
jh_sh_gathernpc_1015	MineNpc	大枣	npc\itemnpc1403	icon\funcnpc\cj_150001.png	201	2	20	7	7		2	interact041	20000	1000	2	sh_nf							1		0			13	13			6041	0			1	1		3							
jh_sh_gathernpc_1016	MineNpc	玉米	npc\npcitem742	icon\funcnpc\cj_150001.png	201	2	20	7	7		2	interact041	20000	1000	2	sh_nf							1		0			13	13			6042	0			1	1		3							
jh_sh_gathernpc_1017	MineNpc	小麦	npc\cj_040051	icon\funcnpc\cj_150001.png	201	2	20	7	7		2	interact041	20000	1000	2	sh_nf							1		0			13	13			6043	0			1	1		3							
jh_sh_gathernpc_1018	MineNpc	浆果	npc\cj_ts0002b	icon\funcnpc\cj_150001.png	201	2	20	7	7		2	interact041	20000	1000	2	sh_nf							1		0			13	13			6044	0			1	1		3							
jh_sh_gathernpc_1019	MineNpc	蘑菇	npc\cj_ty0004b	icon\funcnpc\cj_150001.png	201	2	20	7	7		2	interact041	20000	1000	2	sh_nf							1		0			13	13			6045	0			1	1		3							
jh_sh_gathernpc_1020	MineNpc	野莓	npc\cj_ts0002b	icon\funcnpc\cj_150001.png	201	2	20	7	7		2	interact041	20000	1000	2	sh_nf							1		0			13	13			6046	0			1	1		3							
jh_sh_gathernpc_1021	MineNpc	水稻	npc\cj_040051	icon\funcnpc\cj_150001.png	201	2	20	7	7		2	interact041	20000	1000	2	sh_nf							1		0			13	13			6047	0			1	1		3							
jh_sh_gathernpc_1022	MineNpc	甘薯	npc\cj_040007	icon\funcnpc\cj_150001.png	201	2	20	7	7		2	interact041	20000	1000	2	sh_nf							1		0			13	13			6048	0			1	1		3							
jh_sh_gathernpc_1023	MineNpc	花生	npc\npcitem738	icon\funcnpc\cj_150001.png	201	2	20	7	7		2	interact041	20000	1000	2	sh_nf							1		0			13	13			6049	0			1	1		3							
jh_sh_gathernpc_1024	MineNpc	甜菜	npc\cj_040001	icon\funcnpc\cj_150001.png	201	2	20	7	7		2	interact041	20000	1000	2	sh_nf							1		0			13	13			6050	0			1	1		3							
																																														
hzdd_gmp_gj_003	MineNpc	水稻	npc\cj_040051	icon\funcnpc\cj_150001.png	201	2	20	7	7		2	interact041	20000	1000	2	sh_nf							1		0			13	13			6055	0			1	1		3							
																																														
																																														
																																														
	//渔夫																																													
jh_sh_gathernpc_1025	MineNpc	鳊鱼群	npc\cj_101004	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	1000	2	sh_yf	1	1					1		0			13	13			6051	0	207		1	1		3							
jh_sh_gathernpc_1026	MineNpc	青鱼群	npc\cj_101004	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	1000	2	sh_yf	1	1					1		0			13	13			6052	0	207		1	1		3							
																																														
	//结拜玩法																																													
Gather_jiebai_1	MineNpc	矿	npc\cj020140_a	npc\cj020140_a	153	4	20	2	9		3	interact041	10000	3000	4					Gather_jiebai_1	item_jiebai_001		10	0				13	13						1											
																																														
																																														
	//烟雨之乱																																													
Gather_yyzl_001	MineNpc	药材堆	npc\fbmac009005_xjh_1	icon\funcnpc\task.png	153	4	5	2	28		2	interact041	5000	3000	4					drop_yyzl_004			1														1									
Gather_yyzl_002	MineNpc	药材堆	npc\fbmac009005_xjh_1	icon\funcnpc\task.png	153	4	5	2	28		2	interact041	5000	3000	4					drop_yyzl_005			1														1									
Gather_yyzl_003	MineNpc	药材堆	npc\fbmac009005_xjh_1	icon\funcnpc\task.png	153	4	5	2	28		2	interact041	5000	3000	4					drop_yyzl_006			1														1									
Gather_yyzl_004	MineNpc	货物	npc\itembeiyuan002	icon\funcnpc\task.png	153	4	5	2	28		2	interact041	5000	3000	4					drop_yyzl_003			1														1									buff_yyzl_005
Gather_yyzl_005	MineNpc	柴堆	npc\itemnpc206	icon\funcnpc\task.png	153	4	5	2	28		2	offact021	5000	60000	4					drop_yyzl_002			1														1									
																																														
	//蓬莱岛草药																																													
tigenpc_01	MineNpc	洛神花	npc\itemnpc1533		468	7	20	7	7		2.5	interact017	20000	5000	4					comd_hd_tige01			1	8												1	1		1							
tigenpc_02	MineNpc	宁静草	npc\itemnpc1529		468	7	20	7	7		2.5	interact017	20000	5000	4					comd_hd_tige02			1	8												1	1		1							
tigenpc_07	MineNpc	龙牙草	npc\itemnpc1528		468	7	20	7	7		2.5	interact017	20000	5000	4					comd_hd_tige07			1	8												1	1		1							
tigenpc_08	MineNpc	风流果	npc\itemnpc1531		468	7	20	7	7		2.5	interact017	20000	5000	4					comd_hd_tige08			1	8												1	1		1							
tigenpc_03	MineNpc	双生万年蕈	npc\itemnpc1527		468	7	20	7	7		2.5	interact017	20000	5000	4					comd_hd_tige03			1	8												1	1		1							
tigenpc_01_1	MineNpc	洛神花	npc\itemnpc1533		468	7	20	7	7		2.5	interact017	20000	5000	4					hd_tige01			1	8												1	1		1							
tigenpc_08_1	MineNpc	风流果	npc\itemnpc1531		468	7	20	7	7		2.5	interact017	20000	5000	4					hd_tige08			1	8												1	1		1							
																																														
	//蓬莱岛																																													
Gather_pld_001	MineNpc	锦盒	npc\itemnpc590	icon\funcnpc\itemboxnpc002.png	153	4	20	2	9		3	interact041	8000	3000	4					drop_box_88_pld01			9999999	0				13	13						1											
Gather_pld_002	MineNpc	普通矿石	npc\cj_102003	icon\funcnpc\cj_020020.png	153	4	20	2	6		3	interact006a	8000	5000	4					drop_box_pld_002			1	0				13	13						1											
Gather_pld_003	MineNpc	稀有矿石	npc\cj_102016	icon\funcnpc\cj_020020.png	153	4	20	2	6		3	interact006a	8000	5000	4					drop_box_pld_003			1	0				13	13						1											
Gather_pld_004	MineNpc	银矿	npc\cj020040	icon\funcnpc\cj_020020.png	153	4	20	2	6		3	interact006a	8000	5000	4					drop_box_pld_004			1	0				13	13						1											
Gather_pld_005	MineNpc	金矿	npc\cj020040	icon\funcnpc\cj_020020.png	153	4	20	2	6		3	interact006a	8000	5000	4					drop_box_pld_005			1	0				13	13						1											
Gather_pld_006	MineNpc	草	npc\cj_106001a1	icon\funcnpc\cj_150001.png	153	4	20	2	7		3	interact017	8000	5000	4					drop_pld_lzy_002			1	0				13	13						1											
Gather_pld_008	MineNpc	被啃过的莴苣	npc\cj_040001	icon\funcnpc\cj_150001.png	153	4	20	2	7		3	interact017	8000	5000	4					drop_pld_lzy_004			9999999	0				13	13						1											
Gather_pld_009	MineNpc	竹子	npc\cj_030001	icon\funcnpc\cj_150001.png	153	4	20	2	7		3	interact007a	8000	5000	4					drop_pld_lzy_006			5	0				13	13						1											
Gather_pld_010	MineNpc	普通木材	npc\box001	icon\funcnpc\cj_030050.png	153	4	20	14	14		2	interact007a	20000	5000	4								1	1				13	13						1											
Gather_pld_011	MineNpc	稀有木材	npc\box001	icon\funcnpc\cj_030050.png	153	4	20	14	14		2	interact007a	20000	5000	4								1	1				13	13						1											
Gather_pld_012	MineNpc	天山雪莲	npc\itemnpc1402	icon\funcnpc\cj_150001.png	153	4	20	7	7		2	interact017	2000	1000	4					drop_item_pld008			9999999	1				13	13						1											
Gather_pld_013	MineNpc	百叶草	npc\itemnpc1402	icon\funcnpc\cj_150001.png	153	4	20	7	7		2	interact017	2000	1000	4					drop_item_pld010			9999999	1				13	13						1											buff_Gather_pld_013
																																														
																																														
	//侠客岛																																													
Gather_xiakedao_shuzhi	MineNpc	枯树枝	npc\itemnpc206	icon\funcnpc\task.png	153	4	5	2	9		3	interact017	8000	3000	4					drop_item_xiakedao_shuzhi			1	0				13	13						1											
Gather_xiakedao_nisha	MineNpc	泥沙	npc\cj_040101	icon\funcnpc\task.png	153	4	5	2	9		3	interact017	8000	3000	4					drop_item_xiakedao_nisha			1	0				13	13						1											
Gather_xiakedao_guoshu	MineNpc	果树	npc\cj_040020	icon\funcnpc\task.png	153	4	5	2	9		3	interact017	8000	3000	4					drop_item_xiakedao_guozi			1	0				13	13						1											
gather_xiakedao_xiancha	MineNpc	仙茶	npc\cj_040051	icon\funcnpc\task.png	153	4	5	2	9		3	interact017	8000	3000	4					drop_item_xiakedao_xiancha			1	0				13	13						1											
																																														
npc_xkd_cj_01	MineNpc	芨芨草	npc\cj_ty0003a	icon\funcnpc\task.png	153	4	5	2	9		3	interact017	8000	3000	4					drop_xkd_envet_03			1	0				13	13						1		1		3							buf_xkd_envet_03
npc_xkd_cj_02	MineNpc	残破书籍	npc\itemnpc686	icon\funcnpc\task.png	153	4	5	2	9		3	interact017	8000	3000	4					drop_xkd_envet_04			1	0				13	13						1		1		3							buf_xkd_envet_04
npc_xkd_cj_03	MineNpc	草药2	npc\itemnpc064	icon\funcnpc\task.png	153	4	5	2	9		3	interact017	8000	3000	4					drop_xkd_envet_05			1	0				13	13						1		1		3							
npc_xkd_cj_04	MineNpc	鳊鱼群	npc\cj_101004	icon\funcnpc\task.png	153	4	5	2	9		3	interact017	8000	3000	4					drop_xkd_envet_06			1	0				13	13						1		1		3							
boxnpc_xkd_02	MineNpc	宝箱1	npc\itemnpc589	icon\funcnpc\task.png	161	4	5	2	9		3	interact017	8000	3000	4					drop_xkd_envet_09			1	0				13	13						1		1		3							buf_xkd_envet_10
boxnpc_xkd_03	MineNpc	宝箱2	npc\itemnpc589	icon\funcnpc\task.png	161	4	5	2	9		3	interact017	8000	3000	4					drop_xkd_envet_09			1	0				13	13						1		1		3							buf_xkd_envet_11
																																														
Gather_pld_box	MineNpc	宝箱	npc\itemboxnpc001	icon\funcnpc\task.png	153	4	5	2	9		3	interact017	-1	3000	4					Drop_pld_dy_10			1	0				13	13						1			1	1							buf_pld_dy_03
																																														
	//无极岛																																													
Gather_wjd_xx_001	MineNpc	磨刀石	npc\npcitem740	icon\funcnpc\task.png	153	4	5	2	9		3	interact017	8000	3000	4					drop_wjd_xx_001			1	0											1											
Gather_wjd_xx_002	MineNpc	无极岛鱼群   	npc\cj_101004	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	7					6									7000		222		5	5									
Gather_wjd_xx_003	MineNpc	紫菜	npc\itemnpc051	icon\funcnpc\task.png	153	4	5	7	7		3	interact017	8000	3000	4					drop_wjd_xx_003			1	0											1											
Gather_wjd_xx_004	MineNpc	火堆	npc\guildeffect009	icon\funcnpc\task.png	153	4	5	7	9		3	interact017	-1	3000	4					drop_wjd_xx_004			9999	0											1											
Gather_wjd_xx_005	MineNpc	凝血草	npc\itemnpc054	icon\funcnpc\task.png	152	4	5	7	7		3	interact017	5000	3000	4					drop_wjd_xx_005			1	0											1											
																																														
	//蓬莱岛--钓鱼																																													
pld_gujdiaoyu_001	MineNpc	青蟹群	npc\cj_101008	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	7				蓬莱岛	9999999	25	25			13	13			7002	0	223		10	10		3							buff_gujpldlfy001
pld_gujdiaoyu_002	MineNpc	金线鱼群	npc\cj_101009	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	7				蓬莱岛	9999999	25	25			13	13			7003	0	223		10	10		3							buff_gujpldlfy001
pld_gujdiaoyu_003	MineNpc	卷口鱼群	npc\cj_101007	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	7				蓬莱岛	9999999	25	25			13	13			7004	0	224		10	10		3							buff_gujpldlfy001
pld_gujdiaoyu_004	MineNpc	白鳞鱼群	npc\cj_101008	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	7				蓬莱岛	9999999	25	25			13	13			7005	0	224		10	10		3							buff_gujpldlfy001
pld_gujdiaoyu_005	MineNpc	银鼓鱼群	npc\cj_101009	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	7				蓬莱岛	9999999	25	25			13	13			7006	0	225		10	10		3							buff_gujpldlfy001
pld_gujdiaoyu_006	MineNpc	昂丝鱼群	npc\cj_101004	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	7				蓬莱岛	9999999	25	25			13	13			7007	0	225		10	10		3							buff_gujpldlfy001
pld_gujdiaoyu_007	MineNpc	大口鲶群	npc\cj_101006	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	7				蓬莱岛	9999999	25	25			13	13			7008	0	226		10	10		3							buff_gujpldlfy001
pld_gujdiaoyu_008	MineNpc	叶结鱼群	npc\cj_101008	icon\funcnpc\cj_010001.png	141	2	40	8	8		20	interact006	20000	5000	2	sh_yf	1	7				蓬莱岛	9999999	25	25			13	13			7009	0	226		10	10		3							buff_gujpldlfy001
pld_gujdiaoyu_009	MineNpc	金银花	npc\itemnpc1450_a	icon\funcnpc\cj_150001.png	153	4	20	2	9		2	interact017	20000	5000	4					drop_item_pld_gujqybzs_01			1					13	13							1	1		3							
pld_gujdiaoyu_010	MineNpc	铁剑	npc\bag_wnhg03		153	4	20	2	9		2	interact017	20000	5000	4					drop_item_pld_gujqybzs_03			1					13	13							1	1		3							
pld_gujdiaoyu_011	MineNpc	草药1	npc\cj_150150	icon\funcnpc\itemnpc214.png	153	4	20	2	9		8	interact017	20000	5000	4					drop_item_pld_gujzhaitzozi_01			1					13	13							1	1		3							buff_pldguj_qinbi02
pld_gujdiaoyu_012	MineNpc	草药2	npc\cj_150250	icon\funcnpc\itemnpc214.png	153	4	20	2	9		8	interact017	20000	5000	4					drop_item_pld_gujzhaitzozi_02			1					13	13							1	1		3							buff_pldguj_qinbi03
																																														
		//五仙教入门任务																																												
Gather_wuxianjiao_rumen_001	MineNpc	蝎子	npc\monster013	icon\funcnpc\task.png	153	4	5	2	9		3	interact017	8000	3000	4					drop_wuxianjiao_rumen_xiezi			1	0				13	13						1											
Gather_wuxianjiao_rumen_002	MineNpc	蛇	npc\monster117	icon\funcnpc\task.png	153	4	5	2	9		3	interact017	8000	3000	4					drop_wuxianjiao_rumen_she			1	0				13	13						1											
Gather_wuxianjiao_rumen_003	MineNpc	蛤蟆	npc\petm_c_0300	icon\funcnpc\task.png	153	4	5	2	9		3	interact017	8000	3000	4					drop_wuxianjiao_rumen_hama			1	0				13	13						1											
Gather_wuxianjiao_rumen_004	MineNpc	蜘蛛	npc\monster006	icon\funcnpc\task.png	153	4	5	2	9		3	interact017	8000	3000	4					drop_wuxianjiao_rumen_zhizhu			1	0				13	13						1											
Gather_wuxianjiao_rumen_005	MineNpc	蜈蚣	npc\fbnpc019019	icon\funcnpc\task.png	153	4	5	2	9		3	interact017	8000	3000	4					drop_wuxianjiao_rumen_wugong			1	0				13	13						1											
Gather_wxj_jgjz002	MineNpc	竹子	npc\cj_030001	icon\funcnpc\cj_150001.png	153	4	20	2	7		3	interact007a	8000	5000	4					drop_wxjlzy_jgjz_001			9999999	0				13	13						1											
																																														
Gather_sneakon_01	MineNpc	情报收集	npc\itemnpc591a	icon\funcnpc\task.png	153	4	20	2	2		2	interact017	-1	2000	4					drop_sneakon_01			1	0				13	13						1											
																																														
Gather_zmjh_001	MineNpc	蒲团	npc\itemnpc063		109	4	1	2	2		2	ng_state_1	2000	60000	3								1	0				13	13						1								1			buff_zmjh_001
																																														
																																														
																																														
																																														
																																														
mrsj_mtsz_002	GardenPlant	落地秀才	npc\cj_040001	icon\funcnpc\cj_040001.png	752	4	9	2	9		3	interact017	-1	3000	4					drop_mrsj_mtsz_002			1	0				13	13						1								1			
mrsj_mtsz_003	GardenPlant	红妆素裹	npc\cj_040021	icon\funcnpc\cj_040021.png	752	4	9	2	9		3	interact017	-1	3000	4					drop_mrsj_mtsz_003			1	0				13	13						1								1			
mrsj_mtsz_004	GardenPlant	十八学士	npc\cj_040041	icon\funcnpc\cj_040041.png	752	4	9	2	9		3	interact017	-1	3000	4					drop_mrsj_mtsz_004			1	0				13	13						1								1			
mrsj_mtsz_005	GardenPlant	抓破美人脸	npc\cj_040048	icon\funcnpc\cj_040048.png	752	4	9	2	9		3	interact017	-1	3000	4					drop_mrsj_mtsz_005			1	0				13	13						1								1			
																																														
		//三盟争霸-争夺																																												
Gather_smzb_yq	MineNpc	勇气之剑（迷雾谷）	npc\itemnpc1405		109	4	20	2	2		2	interact017	-1	5000	3								1	0				13	13						1								1			buff_smzb_yq
Gather_smzb_zh	MineNpc	正魂之剑（绝命谷）	npc\itemnpc1405		109	4	20	2	2		2	interact017	-1	5000	3								1	0				13	13						1								1			buff_smzb_zh
Gather_smzb_ww	MineNpc	无畏之剑（战歌盆地）	npc\itemnpc1405		109	4	20	2	2		2	interact017	-1	5000	3								1	0				13	13						1								1			buff_smzb_ww
Gather_smzb_xl	MineNpc	心灵之剑（试炼场）	npc\itemnpc1405		109	4	20	2	2		2	interact017	-1	5000	3								1	0				13	13						1								1			buff_smzb_xl
																																														
Gather_smzb_yq_d	MineNpc	勇气之剑(东)	npc\itemnpc1405		109	4	20	2	2		2	interact017	-1	5000	3								1	0				13	13						1								1			buff_smzb_yq
Gather_smzb_zh_n	MineNpc	正魂之剑(南)	npc\itemnpc1405		109	4	20	2	2		2	interact017	-1	5000	3								1	0				13	13						1								1			buff_smzb_zh
Gather_smzb_ww_x	MineNpc	无畏之剑(西)	npc\itemnpc1405		109	4	20	2	2		2	interact017	-1	5000	3								1	0				13	13						1								1			buff_smzb_ww
Gather_smzb_xl_b	MineNpc	心灵之剑（北）	npc\itemnpc1405		109	4	20	2	2		2	interact017	-1	5000	3								1	0				13	13						1								1			buff_smzb_xl
																																														
Gather_qynew_dy_06	MineNpc	宝箱	npc\itemboxnpc002	icon\funcnpc\task.png	153	4	5	2	9		3	interact017	-1	3000	4					drop_item_qynew_01			1	0				13	13						1					4967						buf_qynew_dy_06
																																														
																																														
		//家园种植																																												
home_smalltree_01	VegetablePlant	枫树种子	npc\cj_040015		752	4	9	2	9		3	interact017	-1	3000	4					drop_homeplant_001			1	0				13	13						1								1			
home_smalltree_02	VegetablePlant	柳树种子	npc\cj_040015		752	4	9	2	9		3	interact017	-1	3000	4					drop_homeplant_002			1	0				13	13						1								1			
home_smalltree_03	VegetablePlant	桃花树种子	npc\cj_040015		752	4	9	2	9		3	interact017	-1	3000	4					drop_homeplant_003			1	0				13	13						1								1			
home_smalltree_04	VegetablePlant	樱花树种子	npc\cj_040015		752	4	9	2	9		3	interact017	-1	3000	4					drop_homeplant_004			1	0				13	13						1								1			
home_plant_01	VegetablePlant	盆栽1	npc\cj_040046		752	4	9	2	9		3	interact017	-1	3000	4								1	0				13	13						1								1			
home_plant_02	VegetablePlant	盆栽2	npc\cj_040046		752	4	9	2	9		3	interact017	-1	3000	4					drop_homeplant_005			1	0				13	13						1								1			
home_plant_03	VegetablePlant	盆栽3	npc\cj_040046		752	4	9	2	9		3	interact017	-1	3000	4					drop_homeplant_006			1	0				13	13						1								1			
home_plant_04	VegetablePlant	盆栽4	npc\cj_040046		752	4	9	2	9		3	interact017	-1	3000	4					drop_homeplant_007			1	0				13	13						1								1			
home_smalltree_05	VegetablePlant	杉树	npc\cj_040015		752	4	9	2	9		3	interact017	-1	3000	4					drop_homeplant_008			1	0				13	13						1								1			
home_smalltree_06	VegetablePlant	松树	npc\cj_040015		752	4	9	2	9		3	interact017	-1	3000	4					drop_homeplant_009			1	0				13	13						1								1			
home_smalltree_07	VegetablePlant	双生树	npc\cj_040015		752	4	9	2	9		3	interact017	-1	3000	4					drop_homeplant_010			1	0				13	13						1								1			
home_smalltree_08	VegetablePlant	铁树银花	npc\cj_040015		752	4	9	2	9		3	interact017	-1	3000	4					drop_homeplant_011			1	0				13	13						1								1			
																																														
boxnpc_wbwf_sx_06_01	MineNpc	七叶一枝花	npc\itemnpc1450_a		161	4	3	7	7		3	interact017	30000	2000	4					drop_boxnpc_wbwf_sx_06_01			1	0											1								1			
