NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	空闲状态对话	碰撞时对话	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	禁播受击动作	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	势力归属	势力关系表	战斗开始的召唤ID	NPC交互停留时间	门派职权	初始动作固定帧播放	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	AI编辑包	善恶参数	直接触发	对话类型	地位评分	世界触发器相关	报复等级	报复手段	是否可结婚	格挡方式(-1表示不格挡)	模型缩放	存在时间	退出发声对话	是否预载入模型	是否可被捕捉	捕捉道具	桃花岛骑鱼QTE	天气包	只关心距离脱离战斗	优先显示	动作集
wssz_284	CommonSeizeNpc	稀世江南顽猴		8	327	2	2			2	4	hand_0	npc\petm_030201			icon\prop\prop_pet_hou.png					0				3	0	0			20				1																		17	70		1					10	20	30				0						0			2000	15		2000						1410		0	10																								1							-1	"2,2,2"				4	item_wssz_trainpat_66					
wssz_285	CommonSeizeNpc	稀世赤炎鸟		8	327	2	2			2	4	hand_0	npc\petm_020201			icon\prop\prop_pet_niao.png					0				3	0	0			20				1																		17	70		1					10	20	30				0						0			2000	15		2000						1410		0	10																								1							-1	"2,2,2"				4	item_wssz_trainpat_67					
wssz_286	CommonSeizeNpc	稀世白雕		8	327	2	2			2	4	hand_0	npc\petm_040201			icon\prop\prop_pet_ying.png					0				3	0	0			20				1																		17	70		1					10	20	30				0						0			2000	15		2000						1410		0	10																								1							-1	"2,2,2"				4	item_wssz_trainpat_68					
wssz_287	CommonSeizeNpc	棕熊		8	327	2	2			3	4	hand_0	npc\monster002			icon\monster\monster002.png					0	npc\clone\clone004\FunnpcClone0047006.lua			3	0	0			20				1																		293	60		1			1		10	20	30				1	-1					0			2000	30		2000						1		0	10																						2458		1	1						-1	"1.5,1.5,1.5"										
wssz_288	CommonSeizeNpc	黑豹		8	327	2	2			3	4	hand_0	npc\monster615			icon\monster\monster002.png					0	npc\clone\clone004\FunnpcClone0047006.lua			3	0	0			20				1																		293	60		1			1		10	20	30				1	-1					0			2000	30		2000						1		0	10																						2464		1	1						-1	"2,2,2"										
wssz_289	CommonSeizeNpc	白虎		8	327	2	2			3	4	hand_0	npc\monster003			icon\monster\monster003.png					0	npc\clone\clone004\FunnpcClone0047006.lua			3	0	0			20				1																		293	60		1			1		10	20	30				1	-1					0			2000	30		2000						1		0	10																						2465		1	1						-1	"2.5,2.5,2.5"										
wssz_290	CommonSeizeNpc	雄狮		8	327	2	2			3	4	hand_0	npc\monster611			icon\monster\monster018.png					0	npc\clone\clone004\FunnpcClone0047006.lua			3	0	0			20				1																		293	60		1			1		10	20	30				1	-1					0			2000	30		2000						1		0	10																						2466		1	1						-1	"1.5,1.5,1.5"										
wssz_291	CommonSeizeNpc	巨鹰		8	327	2	2			3	4	hand_0	npc\fbboss00361			icon\monster\fbboss00361.png					0	npc\clone\clone004\FunnpcClone0047006.lua			3	0	0			20				1																		293	60		1			1		10	20	30				1	-1					0			2000	30		2000						1		0	10																						2467		1	1						-1	"4,4,4"										
wssz_292	CommonNpc	棕熊		8	119	2	2			3	10	hand_0	npc\monster002			icon\monster\monster002.png					0				3	0	0			20				1																		293	40		1			1		10	20	30				1	-1					0			2000	30		2000						1		0	10																						2458		1	1						-1	"1.5,1.5,1.5"										
wssz_293	CommonNpc	黑豹		8	119	2	2			3	15	hand_0	npc\monster615			icon\monster\monster002.png					0				3	0	0			20				1																		293	40		1			1		10	20	30				1	-1					0			2000	30		2000						1		0	10																						2464		1	1						-1	"2,2,2"										
wssz_294	CommonNpc	白虎		8	119	2	2			3	15	hand_0	npc\monster003			icon\monster\monster003.png					0				3	0	0			20				1																		293	40		1			1		10	20	30				1	-1					0			2000	30		2000						1		0	10																						2465		1	1						-1	"2.5,2.5,2.5"										
wssz_295	CommonNpc	雄狮		8	119	2	2			3	15	hand_0	npc\monster611			icon\monster\monster018.png					0				3	0	0			20				1																		293	40		1			1		10	20	30				1	-1					0			2000	30		2000						1		0	10																						2466		1	1						-1	"1.5,1.5,1.5"										
wssz_296	CommonNpc	巨鹰		8	119	2	2			3	15	hand_0	npc\fbboss00361			icon\monster\fbboss00361.png					0				3	0	0			20				1																		293	40		1			1		10	20	30				1	-1					0			2000	30		2000						1		0	10																						2467		1	1						-1	"4,4,4"										
npc_itemskill_wssz_001	CommonNpc	幼兽1兔子		8	166	2	2			3	15	hand_0	npc\monster118			icon\monster\monster118.png					0				3	0	0			20				1																		1	20		1					10	20	30				1						0			2000	15		2000						1410		0	10																								1							-1	"0.5,0.5,0.5"		npc_itemskill_wssz_001_end								
npc_itemskill_wssz_002	CommonNpc	幼兽2残暴野狼		8	166	2	2			3	15	hand_0	npc\petm_c_1500_wssz			icon\monster\monster137.png					0				3	0	0			20				1																		1	40		1					10	20	30				1						0			2000	15		2000						1410		0	10																								1							-1	"0.5,0.5,0.5"		npc_itemskill_wssz_002_end								
npc_itemskill_wssz_003	CommonNpc	幼兽3棕熊		8	166	2	2			1.25	4	hand_0	npc\monster002			icon\monster\monster002.png					0				3	0	0			20				1																		1	50		1					10	20	30				1						0			2000	15		2000						1410		0	10																								1							-1	"0.5,0.5,0.5"		npc_itemskill_wssz_003_end								
npc_itemskill_wssz_004	CommonNpc	幼兽4白熊		8	166	2	2			1.25	4	hand_0	npc\petm_Y_1203			icon\monster\monster002.png					0				3	0	0			20				1																		1	50		1					10	20	30				1						0			2000	15		2000						1410		0	10																								1							-1	"0.5,0.5,0.5"		npc_itemskill_wssz_004_end								
npc_itemskill_wssz_005	CommonNpc	幼兽5豹		8	166	2	2			2	8	hand_0	npc\monster615			icon\monster\monster615.png					0				3	0	0			20				1																		1	60		1					10	20	30				1						0			2000	15		2000						1410		0	10																								1							-1	"0.5,0.5,0.5"		npc_itemskill_wssz_005_end								
npc_itemskill_wssz_006	CommonNpc	幼兽6凶暴野猪		8	166	2	2			2	5	hand_0	npc\monster106			icon\monster\monster106.png					0				3	0	0			20				1																		1	40		1					10	20	30				1						0			2000	15		2000						1410		0	10																								1							-1	"0.5,0.5,0.5"		npc_itemskill_wssz_006_end								
npc_itemskill_wssz_007	CommonNpc	幼兽7狮虎兽		8	166	2	2			2	7	hand_0	npc\monster018			icon\monster\monster018.png					0				3	0	0			20				1																		4	70		1					10	20	30				1						0			2000	15		2000						1410		0	10																								1							-1	"0.5,0.5,0.5"		npc_itemskill_wssz_007_end								
npc_itemskill_wssz_008	CommonNpc	幼兽8巨大野象		8	166	2	2			1.25	4	hand_0	npc\monster023			icon\monster\monster023.png					0				3	0	0			20				1																		4	70		3					10	20	30				1						0			2000	15		2000						1410		0	10																								1							-1	"0.5,0.5,0.5"		npc_itemskill_wssz_008_end								
npc_itemskill_wssz_009	CommonNpc	幼兽9白虎		8	166	2	2			2	7	hand_0	npc\monster003			icon\monster\monster003.png					0				3	0	0			20				1																		4	70		1					10	20	30				1						0			2000	15		2000						1410		0	10																								1							-1	"0.5,0.5,0.5"		npc_itemskill_wssz_009_end								
npc_itemskill_wssz_010	CommonNpc	幼兽10狮子		8	166	2	2			2	7	hand_0	npc\monster611			icon\monster\monster611.png					0				3	0	0			20				1																		4	70		1					10	20	30				1						0			2000	15		2000						1410		0	10																								1							-1	"0.5,0.5,0.5"		npc_itemskill_wssz_010_end								
Gathernpc_itemskill_wssz_001	CommonNpc	驯兽1兔子		8	166	2	2			2	7	hand_0	npc\monster118			icon\monster\monster118.png					0				3	0	0			20				1																		1	20		1					10	20	30				1						0			2000	15		2000						1410		0	10																								1							-1			gathernpc_itemskill_wssz_001_end								
Gathernpc_itemskill_wssz_002	CommonNpc	驯兽2残暴野狼		8	166	2	2			2	7	hand_0	npc\petm_c_1500_wssz			icon\monster\monster137.png					0				3	0	0			20				1																		1	40		1					10	20	30				1						0			2000	15		2000						1410		0	10																								1							-1			gathernpc_itemskill_wssz_002_end								
Gathernpc_itemskill_wssz_003	CommonNpc	驯兽3棕熊		8	166	2	2			1.25	4	hand_0	npc\monster002			icon\monster\monster002.png					0				3	0	0			20				1																		1	50		1					10	20	30				1						0			2000	15		2000						1410		0	10																								1							-1			gathernpc_itemskill_wssz_003_end								
Gathernpc_itemskill_wssz_004	CommonNpc	驯兽4白熊		8	166	2	2			1.25	4	hand_0	npc\petm_Y_1203			icon\monster\monster002.png					0				3	0	0			20				1																		1	50		1					10	20	30				1						0			2000	15		2000						1410		0	10																								1							-1			gathernpc_itemskill_wssz_004_end								
Gathernpc_itemskill_wssz_005	CommonNpc	驯兽5豹		8	166	2	2			2	8	hand_0	npc\monster615			icon\monster\monster615.png					0				3	0	0			20				1																		1	60		1					10	20	30				1						0			2000	15		2000						1410		0	10																								1							-1			gathernpc_itemskill_wssz_005_end								
Gathernpc_itemskill_wssz_006	CommonNpc	驯兽6凶暴野猪		8	166	2	2			2	5	hand_0	npc\monster106			icon\monster\monster106.png					0				3	0	0			20				1																		1	40		1					10	20	30				1						0			2000	15		2000						1410		0	10																								1							-1			gathernpc_itemskill_wssz_006_end								
Gathernpc_itemskill_wssz_007	CommonNpc	驯兽7狮虎兽		8	166	2	2			2	7	hand_0	npc\monster018			icon\monster\monster018.png					0				3	0	0			20				1																		4	70		1					10	20	30				1						0			2000	15		2000						1410		0	10																								1							-1			gathernpc_itemskill_wssz_007_end								
Gathernpc_itemskill_wssz_008	CommonNpc	驯兽8巨大野象		8	166	2	2			1.25	4	hand_0	npc\monster023			icon\monster\monster023.png					0				3	0	0			20				1																		4	70		3					10	20	30				1						0			2000	15		2000						1410		0	10																								1							-1			gathernpc_itemskill_wssz_008_end								
Gathernpc_itemskill_wssz_009	CommonNpc	驯兽9白虎		8	166	2	2			2	7	hand_0	npc\monster003			icon\monster\monster003.png					0				3	0	0			20				1																		4	70		1					10	20	30				1						0			2000	15		2000						1410		0	10																								1							-1			gathernpc_itemskill_wssz_009_end								
Gathernpc_itemskill_wssz_010	CommonNpc	驯兽10狮子		8	166	2	2			2	7	hand_0	npc\monster611			icon\monster\monster611.png					0				3	0	0			20				1																		4	70		1					10	20	30				1						0			2000	15		2000						1410		0	10																								1							-1			gathernpc_itemskill_wssz_010_end								
wssz_501	CommonNpc	离开分组（大范围）		8	202	2	2			1.25	4	hand1_1	npc\itemnpc057								0				3	0	0			100				1																		1	2		1					10	20	30				1						1			2000	15		2000						1401		0	10																								1							-1			wssz_046_end								
wssz_502	CommonNpc	鹰巢		8	166	2	2			1.25	4	hand1_1	npc\itemnpc227								0				3	0	0			20				1									1									1	2		1					10	20	30				1						1			2000	15		2000						1401		0	10																								1							-1											
wssz_503	CommonNpc	幼鹰		8	166	2	2			1.25	4	hand_0	npc\fbboss00361			icon\monster\fbboss00361.png					0				3	0	0			10				1																		4	20		1					10	20	30				1						0			2000	15		2000						1420		0	10																								1							-1											
wssz_504	CommonNpc	幼鹰（死）		8	166	2	2			1.25	4	hand_0	npc\fbboss00361			icon\monster\fbboss00361.png					0				3	0	0			10				1																		4	20		1					10	20	30				1						1			2000	15		2000						1401		0	10																								1							-1											
wssz_505	CommonNpc	掏蛋村民甲		8	166	2	2			1.25	4	hand1_1	npc\worldnpc550			icon\funcnpc\worldnpc550.png					0				3	0	0			10				1																		4	20		1					10	20	30				1						1			2000	15		2000						1401		0	10																								1							-1											
wssz_506	CommonNpc	掏蛋村民乙		8	166	2	2			1.25	4	hand1_1	npc\monster066			icon\monster\monster066.png					0				3	0	0			10				1																		4	20		1					10	20	30				1						1			2000	15		2000						1401		0	10																								1							-1											
wssz_507	CommonNpc	血迹		8	109	2	2			1.25	4	hand1_1	npc\itemnpc162								0				3	0	0			10				1																		4	20		1					10	20	30				1						1			2000	15		2000						1401		0	10																								1							-1											
wssz_508	CommonNpc	取胆村民		8	166	2	2			1.25	4	hand1_1	npc\worldnpc164	1		icon\funcnpc\worldnpc164.png					0				3	0	0			10				1																		4	20		1					10	20	30				1						1			2000	15		2000						1401		0	10																								1							-1											
wssz_509	CommonNpc	勇猛青年		8	166	2	2			1.25	4	hand1_2	npc\worldnpc101	1		icon\funcnpc\worldnpc101.png					0				3	0	0			20				1									1									1	2		1											1						1			2000	15		2000						1401		0	10																								1							-1											
wssz_510	CommonNpc	发怒的熊		8	166	2	2			1.25	4	hand_0	npc\monster002	1		icon\monster\monster002.png					0				3	0	0			10				1																		113	20		1											0						0			2000	15		2000						1420		0	10																								1							-1											
wssz_511	CommonNpc	狡猾狐狸		8	166	2	2			1.25	4	hand_0	npc\petm_c_0900			icon\monster\monster009.png					0	Adventure\sz\qy_suzhou_taopao.lua			3	0	0			10				1																		13	20		1											1						0			2000	15		2000						1420		0	10																								1							-1											
wssz_512	CommonNpc	日常任务49238		8	166	2	2			1.25	4	hand_0	npc\g_wssz02	2							0				3	0	0			10				1																		1	16		1											0						0			2000	15		2000						1401		0	10																								1																		
wssz_513	CommonNpc			8	166	2	2			1.25	4	hand_0	npc\monster600			icon\monster\monster600.png					0				3	0	0			10				1																		294	20		1											1						0			2000	15		2000						1420		0	10																								1																		
wssz_514	CommonNpc	离开分组（大范围）		8	202	2	2			1.25	4	hand1_1	npc\itemnpc057								0				3	0	0			100				1																		1	2		1					10	20	30				1						1			2000	15		2000						1401		0	10																								1							-1			wssz_046_end								
wssz_515	CommonNpc	日常任务49238		8	166	2	2			1.25	4	hand_0	npc\g_wssz02								0				3	0	0			10				1																		1	16		1											0						0			2000	15		2000						1401		0	10																								1																		
wssz_516	CommonNpc	赵三同		8	119	2	2			1.25	4	hand1_1	npc\b_wssz01	1		icon\funcnpc\worldnpc155.png					0				3	0	0			20				1																		1	2		1					10	20	30				1						1			2000	15		2000						1401		0	10																								1							-1			wssz_049_end								
wssz_517	CommonNpc	装备商人		8	119	2	2			1.25	4	hand1_1	npc\g_wssz01	2		icon\funcnpc\worldnpc155.png					0				3	0	0			20				1																		1	2		1					10	20	30				1					1	1			2000	15		2000						1401		0	10			Shop_wssz_004																					1							-1											
wssz_518	CommonNpc	仓库商人		8	119	2	2			1.25	4	hand1_1	npc\worldnpc1237	2		icon\monster\monster227.png					0				3	0	0			20				1																		1	2		1					10	20	30				1									2000	15		2000						1401		0	10					1																			1							-1											
wssz_519	CommonNpc	受伤的幼鹰		8	166	2	2			1.25	4	hand1_1	npc\fbboss00361			icon\monster\fbboss00361.png					0				3	0	0			20				1																		113	20		1											1									2000	15		2000						1401		0	10																								1																		
wssz_520	CommonNpc	巨熊		8	166	2	2			1.25	4	hand_0	npc\monster002			icon\monster\monster002.png					0				3	0	0			20				1																		5	36		1						2	2				1									2000	15		2000						1420		0	10																								1							-1											
wssz_521	CommonNpc	全副武装的村民2		8	166	2	2			1.25	4	hand1_1	npc\worldnpc164	1		icon\funcnpc\worldnpc164.png					0				3	0	0			20				1									1									1	2		1					10	20	30				1						1			2000	15		2000						1401		0	10																								1							-1			wssz_017_end								
wssz_522	CommonNpc	镜像wssz_521		8	166	2	2			1.25	4	hand1_1	npc\worldnpc164	1		icon\funcnpc\worldnpc164.png					0				3	0	0			20				1																		1	2		1					10	20	30				1						1			2000	15		2000						1401		0	10																								1							-1											
wssz_523	CommonNpc	镜像wssz_508		8	166	2	2			1.25	4	hand1_1	npc\worldnpc164	1		icon\funcnpc\worldnpc164.png					0				3	0	0			10				1																		4	20		1					10	20	30				1						1			2000	15		2000						1401		0	10																								1							-1											
wssz_524	CommonNpc	猎豹		8	166	2	2			1.25	4	hand_0	npc\monster612	1		icon\monster\monster612.png					0				3	0	0			20				1																		294	20		1						2	2				1	-1					0			2000	15		2000						1420		0	10																								1							-1			wssz_026_end								
wssz_525	CommonNpc	大虎		8	166	2	2			1.25	4	hand_0	npc\monster003			icon\monster\monster003.png					0				3	0	0			20				1																		294	20		1						120	120				1	-1					0			2000	15		2000						1420		0	10																								1							-1											
wssz_526	CommonNpc	掏蛋村民		8	166	2	2			1.25	4	hand1_1	npc\monster066	1		icon\monster\monster066.png					0	npc\npc_qiecuo_change.lua			3	0	0			20				1									1									2	36		1					10	20	30				1									2000	15		2000						1		0	10																								1							-1											
wssz_527	CommonNpc	豹孩子		8	166	2	2			1.25	4	hand_0	npc\fbboss003006	1		icon\monster\fbboss003006.png					0				3	0	0			20				1																		294	20		1					3600	7200	7200				1	-1								2000	15		2000						1420		0	10																								1							-1											
wssz_528	CommonNpc	老蒋（仓库）		8	482	2	2			1.25	4	hand1_1	npc\b_wssz02	1		icon\funcnpc\worldnpc492.png					0				3	0	0			20				1									1									1	80		1											1						1			2000	15		2000						1		0	10					1																		1																			
																																																																																																																																	
xjz_012	CommonNpc	生存试炼提示圈		8	98	0	0			1.25	4	hand1_1	npc\itemnpc057_tg1	1		icon\monster\monster446.png					0				3	0	0			2	prop_QiTaMenPai_3		Home_135	1			7	2	11	talkrule070211												1	2		1											1						1			2000	2		2000								0	10																							1			2						"4,0.1,4"	5000	xjz_012_end								
xjz_013	CommonNpc	生存试炼火		8	98	0	0			5	5	hand1_1	npc\itemnpc057_huo			icon\monster\monster446.png					0				3	0	0			2	prop_QiTaMenPai_3		Home_135	1			7	2	11	talkrule070211												1	2		1											1						1			2000	2		2000								0	10																							1			2						"3,3,3"										
xjz_014	CommonNpc	生存试炼火2		8	98	0	0			1.25	4	hand1_1	npc\itemnpc057_lx05			icon\monster\monster446.png					0				3	0	0			2	prop_QiTaMenPai_3		Home_135	1			7	2	11	talkrule070211												1	2		1											1						1			2000	2		2000								0	10																							1			2						"3,3,3"	5000									
xjz_015	CommonNpc	生存试炼治疗		8	98	0	0			1.25	4	hand1_1	npc\itemnpc057_lx05			icon\monster\monster446.png					0				3	0	0			2	prop_QiTaMenPai_3		Home_135	1			7	2	11	talkrule070211												1	2		1											1						1			2000	2		2000								0	10																							1			2							5000									
xjz_016	CommonNpc	生存试炼小旋风		8	98	0	0			1.25	4	hand1_1	npc\itemnpc057_ride01			icon\monster\monster446.png					0				3	0	0			2	prop_QiTaMenPai_3		Home_135	1			7	2	11	talkrule070211												1	2		1											1						1			2000	2		2000								0	10																							1			2							5000									
																																																																																																																																	
xjz_zx_001	CommonNpc	曹腾		8	98	2	2			1.25	4	hand1_1	npc\worldnpc315			icon\funcnpc\worldnpc315.png					0				3	0	0			20				1			7	3	11				1									1	67		1											1						1			2000	15		2000						1		0	10																						2509	1			8								xjz_zx_001_end								
xjz_zx_002	CommonNpc	周云鹏		8	98	2	2			1.25	4	hand1_1	npc\worldnpc292			icon\funcnpc\worldnpc292.png					0				3	0	0			20				1			7	3	11				1									1	67		1											1						1			2000	15		2000						1		0	10																							1			8								xjz_zx_001_end								
xjz_zx_003	CommonNpc	货商		8	98	2	2			1.25	4	hand1_1	npc\worldnpc136			icon\funcnpc\worldnpc136.png					0				3	0	0			20				1			7	3	11				1									1	67		1											1						1			2000	15		2000						1		0	10								38873;	38872;														1			8								xjz_zx_001_end								
xjz_zx_004	CommonNpc	东方士廷		8	98	2	2			1.25	4	hand1_1	npc\worldnpc239			icon\funcnpc\worldnpc239.png					0				3	0	0			20				1			7	3	11				1									1	67		1											1						1			2000	15		2000						1		0	10								38874;38875;	38873;38874;													2510	1			8								xjz_zx_001_end								
xjz_zx_005	CommonNpc	沈小溪		8	98	2	2			1.25	4	hand1_1	npc\worldnpc1200			icon\funcnpc\worldnpc1200.png					0				3	0	0			20				1			7	3	11				1									1	67		1											1						1			2000	15		2000						1		0	10																						2511	1			8								xjz_zx_001_end								
xjz_zx_006	CommonNpc	王天怀		8	98	2	2			1.25	4	hand1_1	npc\worldnpc1204			icon\funcnpc\worldnpc1204.png					0				3	0	0			20				1			7	3	11				1									1	67		1											1						1			2000	15		2000						1		0	10									38875;													2512	1			8								xjz_zx_001_end								
xjz_zx_007	CommonNpc	徐子凌		8	98	2	2			1.25	4	hand1_1	npc\monster518			icon\monster\monster518.png					0				3	0	0			20				1			7	3	11				1									1	67		1											1						1			2000	15		2000						1		0	10								38876;															1			8								xjz_zx_001_end								
xjz_zx_008	CommonNpc	徐子凌		8	98	2	2			1.25	4	hand1_1	npc\monster518			icon\monster\monster518.png					0				3	0	0			20				1			7	3	11				1									1	67		1											1						1			2000	15		2000						1		0	10								38892;	38891;														1			8								xjz_zx_001_end								
xjz_zx_009	CommonNpc	周云鹏		8	98	2	2			1.25	4	hand1_1	npc\worldnpc292			icon\funcnpc\worldnpc292.png					0				3	0	0			20				1			7	3	11				1									1	67		1											1						1			2000	15		2000						1		0	10								38893;	38892;													2514	1			8								xjz_zx_001_end								
xjz_zx_010	CommonNpc	东方士廷		8	98	2	2			1.25	4	hand1_1	npc\worldnpc239			icon\funcnpc\worldnpc239.png					0				3	0	0			20				1			7	3	11				1									1	67		1											1						1			2000	15		2000						1		0	10																							1			8								xjz_zx_001_end								
xjz_zx_011	CommonNpc	傅博渊		8	98	2	2			1.25	4	hand1_1	npc\worldnpc192			icon\funcnpc\worldnpc192.png					0				3	0	0			20				1			7	3	11				1									1	67		1											1						1			2000	15		2000						1		0	10								38895;	38894;														1			8								xjz_zx_001_end								
																																																																																																																																	
		//桃花岛桃花阵																																																																																																																															
THZ_qishi	CommonNpc	起始点		8	172	2	2						npc\itemnpc854																		20																																																																																																		
THZ_xiu	CommonNpc	休		8	202	2	2						npc\itemnpc057																		5																																																																																																		
THZ_sheng	CommonNpc	生		8	202	2	2						npc\itemnpc057																		5																																																																																																		
THZ_si	CommonNpc	死		8	202	2	2						npc\itemnpc057																		5																																																																																																		
THZ_shang	CommonNpc	伤		8	202	2	2						npc\itemnpc057																		5																																																																																																		
THZ_jing1	CommonNpc	惊		8	202	2	2						npc\itemnpc057																		5																																																																																																		
THZ_jing2	CommonNpc	景		8	202	2	2						npc\itemnpc057																		5																																																																																																		
THZ_du	CommonNpc	杜		8	202	2	2						npc\itemnpc057																		5																																																																																																		
THZ_kai	CommonNpc	开		8	202	2	2						npc\itemnpc057																		5																																																																																																		
																																																																																																																																	
THZ_hong	CommonNpc	红		8	172								npc\itemnpc858																		5																																																																																																		
THZ_cheng	CommonNpc	橙		8	172								npc\itemnpc856																		5																																																																																																		
THZ_huang	CommonNpc	黄		8	172								npc\itemnpc859																		5																																																																																																		
THZ_lv	CommonNpc	绿		8	172								npc\itemnpc860																		5																																																																																																		
THZ_qing	CommonNpc	青		8	172								npc\itemnpc861																		5																																																																																																		
THZ_lan	CommonNpc	蓝		8	172								npc\itemnpc857																		5																																																																																																		
THZ_zi	CommonNpc	紫		8	172								npc\itemnpc862																		5																																																																																																		
THZ_bai	CommonNpc	白		8	172								npc\itemnpc855																		5																																																																																																		
xjz_018	ForceNpc	资质审核		8	98	2	2			1.25	4	hand1_1	npc\worldnpc067	1		icon\monster\monster446.png					0				3	0	0			20	prop_QiTaMenPai_3		Home_135	1			7	2	11	talkrule070211												1	2		1											1						1			2000	15		2000								0	10								38926;															1			2								xjz_018_end								
xjz_020	CommonNpc	书童		8	98	2	2			1.25	4	hand1_1	npc\worldnpc398	1		icon\monster\monster446.png					0				3	0	0			20	prop_QiTaMenPai_3		Home_135	1			7	2	11	talkrule070211												1	2		1											1						1			2000	15		2000								0	10																							1			2								xjz_020_end								
xjz_021	CommonNpc	接引弟子		8	98	2	2			1.25	4	hand1_1	npc\worldnpc292	1		icon\monster\monster446.png					0				3	0	0			20	prop_QiTaMenPai_3		Home_135	1			7	2	11	talkrule070211			1									30	2		1											1						1			2000	15		2000						1		0	10								38900;38914;38920;38916;	38904;38920;38926;1332;														1			2								xjz_026_end								
xjz_025	CommonNpc	徐漠风		8	98	2	2			1.25	4	hand1_1	npc\worldnpc059	1		icon\monster\monster446.png					0				3	0	0			20	prop_QiTaMenPai_3		Home_135	1			7	2	11	talkrule070211												80	80		2											1						1			2000	15		2000								0	10								38909;38910;38930;	38908;38909;38930;														1			2								xjz_025_end								
xjz_026	ForceNpc	奇遇入门审核		8	98	2	2			1.25	4	hand1_1	npc\worldnpc292	1		icon\monster\monster446.png					0				3	0	0			20	prop_QiTaMenPai_3		Home_135	1			7	2	11	talkrule070211			1									30	2		1											1						1			2000	15		2000						1		0	10								38927;38931;38932;	38927;38931;38932;														1			2								xjz_026_end								
																																																																																																																																	
yhg_mrrw_01	CommonNpc	移花宫minigame1		8	116	2	2			1.25	4	hand1_2	npc\worldnpc1163			icon\funcnpc\worldnpc1163					0	npc\clone\CJ\npc_talk_minigame.lua			3	0	0			20																						1	2		1																	1			2000	15		2000								0	10																																										
yhg_mrrw_02	CommonNpc	移花宫minigame1		8	116	2	2			1.25	4	hand1_2	npc\worldnpc1163			icon\funcnpc\worldnpc1163					0	npc\clone\CJ\npc_talk_minigame.lua			3	0	0			20																						1	2		1																	1			2000	15		2000								0	10																																										
yhg_mrrw_03	CommonNpc	移花宫minigame1		8	116	2	2			1.25	4	hand1_2	npc\worldnpc1163			icon\funcnpc\worldnpc1163					0	npc\clone\CJ\npc_talk_minigame.lua			3	0	0			20																						1	2		1																	1			2000	15		2000								0	10																																										
yhg_mrzd	CommonNpc	移花宫minigame1		8	116	2	2			1.25	4	hand1_2	npc\worldnpc1163			icon\funcnpc\worldnpc1163					0				3	0	0			20																						1	2		1																	1			2000	15		2000								0	10																																										
yhg_txcl_yanchi	CommonNpc	解救少女指引人		8	82	2	2			1.25	4	hand1_1	npc\worldnpc1158			icon\funcnpc\worldnpc1158					0				3	0	0			20																						1	2		1																	1			2000	15		2000								0	10																																		yhg_mrrw_03_end								
																																																																																																																																	
wgm_001	CommonNpc	魏无言		8	120	2	2			1.25	4	hand1_1	npc\worldnpc1185	1	1.2	icon\funcnpc\worldnpc604.png					0				3	0	0			20				1									1									1	100		1											1						1			2000	15		2000						1		0	10								49802;49799;49575;52035;	49651;49804;49799;52035;49828														1											wgm_001_end								
wgm_002	CommonNpc	高升		8	120	2	2			1.25	4	hand1_1	npc\worldnpc1187	1	1.2	icon\funcnpc\worldnpc604.png					0				3	0	0			20				1									1									1	100		1											1						1			2000	15		2000						1		0	10								49794;	49519;														1											wgm_002_end								
wgm_003	CommonNpc	李德忠		8	120	2	2			1.25	4	hand1_1	npc\worldnpc1186	1	1.2	icon\funcnpc\worldnpc604.png					0				3	0	0			20				1									1									1	100		1											1						1			2000	15		2000						1		0	10								49795;															1											wgm_003_end								
wgm_004	CommonNpc	寇海		8	120	2	2			1.25	4	hand1_1	npc\worldnpc1188	1	1.2	icon\funcnpc\worldnpc604.png					0				3	0	0			20				1									1									1	100		1											1						1			2000	15		2000						1		0	10																							1											wgm_004_end								
wgm_005	CommonNpc	周林		8	120	2	2			1.25	4	hand1_1	npc\worldnpc1189	1	1.2	icon\funcnpc\worldnpc604.png					0				3	0	0			20				1									1									1	100		1											1						1			2000	15		2000						1		0	10																							1											wgm_005_end								
