NPC编号	对象类型	ini注释名称	NPC乞讨信息	AI编辑包	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器名称	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	空闲状态对话	碰撞时对话	锁定位移攻击	禁播受击动作	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	势力归属	势力关系表	战斗开始的召唤ID	修理时间	修理动作	修理范围	普通攻击	技能表	无拾取物消失时间	AI编辑包	NPC交互停留时间	直接触发	脱战回血	镖车寻路	世界触发器相关	存在时间	捐献类型	使用轻功	天气包	缩放尺寸	跟随距离	跟随位置	是否镖道扬威镖车	镖车能否修复	镖车能否控制	移动状态	优先显示	不进入战斗
hl_ma_04	CommonNpc	黑马			0	300	0	0			1	1		hand_0	npc\ride_wedding_0301											3			HL_JL4_02		0																																																							1	-1			1	0	0			200000	0																					1														
hl_ma_05	CommonNpc	白马			0	300	0	0			1	1		hand_0	npc\ride_wedding_0401											3			HL_JL5_02		0																																																							1	-1			1	0	0			200000	0																					1														
																																																																																																																																			
Marry_01_01	CommonNpc	丫鬟			8	301	0	2			1	1		hand_0	npc\worldnpc1125											3					0																																																																																																				
Marry_01_02	CommonNpc	丫鬟			8	301	0	2			1	1		hand_0	npc\worldnpc1125											3					0																																																																																																				
Marry_01_03	CommonNpc	丫鬟			8	301	0	2			1	1		hand_0	npc\worldnpc1125											3					0																																																																																																				
Marry_01_04	CommonNpc	丫鬟			8	301	0	2			1	1		hand_0	npc\worldnpc1125											3					0																																																																																																				
Marry_01_05	CommonNpc	撒花丫鬟			8	301	0	2			1	1		hand_0	npc\worldnpc1125_a											3					0																																																																																																				
																																																																																																																																			
Marry_03_01	CommonNpc	唢呐			8	301	0	2			1	1		hand_0	npc\worldnpc1127a											3					0																																																																																																				
Marry_03_02	CommonNpc	吹笙			8	301	0	2			1	1		hand_0	npc\worldnpc1127b											3					0																																																																																																				
Marry_03_03	CommonNpc	敲锣			8	301	0	2			1	1		hand_0	npc\worldnpc1127c											3					0																																																																																																				
Marry_03_04	CommonNpc	华盖			8	301	0	2			1	1		hand_0	npc\worldnpc1127d											3					0																																																																																																				
Marry_03_05	CommonNpc	喜牌			8	301	0	2			1	1		hand_0	npc\worldnpc1127e											3					0																																																																																																				
																																																																																																																																			
																																																																																																																																			
Marry_03_06	CommonNpc	唢呐			8	301	0	2			1	1		hand_0	npc\worldnpc1127a											3			HL_JL1_03		0																																																																																																				
																																																																																																																																			
macyhg_001	CommonNpc	衣架			8	109	2	2			0	0		hand_0	npc\itemnpc083			icon\funcnpc\worldnpc205.png					3			3					20																																																																																																				
macyhg_002	CommonNpc	刀类武器			8	202	2	2			0	0		hand_0	npc\npcitem024			icon\funcnpc\worldnpc205.png					3			3					20																																																																																																				
macyhg_004	CommonNpc	剑类武器			8	202	2	2			0	0		hand_0	npc\npcitem204			icon\funcnpc\worldnpc205.png					3			3					20																																																																																																				
Collect_lmrc_05	CommonNpc	刀类武器			8	202	2	2			0	0		hand_0	npc\npcitem024			icon\funcnpc\worldnpc205.png					3			3					20																																																																																																				
	//新手引导																																																																																																																																		
Npc_yd_sh_qdz_01	CommonNpc	刘锋（金石名匠）			8	82	2	2		1	1.25	4		hand1_1	npc\worldnpc234	1		icon\funcnpc\worldnpc234.png					0			3	0	0			20																													1199;	1649;													90												0																																												1	
Npc_yd_sh_yyz_01	CommonNpc	沈梦（刺绣名家）			8	84	2	2		1	1.25	4		hand1_1	npc\worldnpc013	2		icon\funcnpc\worldnpc013.png					0			3	0	0			20																													1195;	1657;													90												0																																												1	
Npc_yd_sh_cd_01	CommonNpc	卢旭（武器大师）			8	98	2	2		1	1.25	4		hand1_1	npc\worldnpc734	1		icon\funcnpc\worldnpc734.png					0			3	0	0			20																													1197;	1659;													90												0																																												1	
Npc_yd_sh_jmy_01	CommonNpc	金忠良(制甲大师)			8	85	2	2		1	1.25	4		hand1_1	npc\worldnpc494	1		icon\funcnpc\worldnpc494.png					0			3	0	0			20																													1196;	1658;													90												0																																												1	
Npc_yd_sh_erg_01	CommonNpc	李辰洋（烹调大师）			8	83	2	2		1	1.25	4		hand1_1	npc\worldnpc162	1		icon\funcnpc\worldnpc162.png					0			3	0	0			20																													1198;	1660;													90												0																																												1	
																																																																																																																																			
Npc_fastgrow_01	CommonNpc	飞升服务NPC			8	98	2	2		1	1.25	4		hand1_1	npc\fbfunnpc00121	1							0			3	0	0			20																									98																		160												0																																													
																																																																																																																																			
	//移花宫																																																																																																																																		
yhg_sl_cj_001	CommonNpc	遮挡物			8	172					1.25	4		hand1_2	npc\itemnpc823			icon\npc\itemnpc823.png					0			3	0	0			20																																																																																																				
yhg_swhd_001	CommonNpc	空模型				202									npc\itemnpc057								0																																																																																										2307						1200000												
yhg_swhd_002	CommonNpc	金				81									npc\itemnpc057								0																																																																																																												
yhg_swhd_003	CommonNpc	木				81									npc\itemnpc057								0																																																																																																												
yhg_swhd_004	CommonNpc	水				81									npc\itemnpc057								0																																																																																																												
yhg_swhd_005	CommonNpc	火				81									npc\itemnpc057								0																																																																																																												
yhg_swhd_006	CommonNpc	土				81									npc\itemnpc057								0																																																																																																												
																																																																																																																																			
	//吴真大闹																																																																																																																																		
qinyunbiaoche_1	CommonNpc	运粮NPC			0	301	2	2			0.5	0.5		hand_0	npc\worldnpc296a			icon\funcnpc\worldnpc296_large.png								3	0	0	wuzhen_1		200																						1	1																			6	50		1					2					1	-1			1	0	0			200000	0								1421									2246																		
																																																																																																																																			
bukuai_si_1	CommonNpc	捕快尸体			8	301	2	2			#N/A	#N/A		hand_0	npc\itemnpc230			icon\funcnpc\itemnpc230.png					0			3	0	0			20																																																																																																				
bukuai_si_2	CommonNpc	捕快尸体			8	301	2	2			#N/A	#N/A		hand_0	npc\itemnpc230			icon\funcnpc\itemnpc230.png					0			3	0	0			20																																																																																																				
bukuai_si_3	CommonNpc	捕快尸体			8	301	2	2			#N/A	#N/A		hand_0	npc\itemnpc230			icon\funcnpc\itemnpc230.png					0			3	0	0			20																																																																																																				
bukuai_si_4	CommonNpc	捕快尸体			8	301	2	2			#N/A	#N/A		hand_0	npc\itemnpc230			icon\funcnpc\itemnpc230.png					0			3	0	0			20																																																																																																				
bukuai_si_5	CommonNpc	捕快尸体			8	301	2	2			#N/A	#N/A		hand_0	npc\itemnpc230			icon\funcnpc\itemnpc230.png					0			3	0	0			20																																																																																																				
bukuai_si_6	CommonNpc	捕快尸体			8	301	2	2			#N/A	#N/A		hand_0	npc\itemnpc230			icon\funcnpc\itemnpc230.png					0			3	0	0			20																																																																																																				
bukuai_si_7	CommonNpc	捕快尸体			8	301	2	2			#N/A	#N/A		hand_0	npc\itemnpc230			icon\funcnpc\itemnpc230.png					0			3	0	0			20																																																																																																				
bukuai_si_8	CommonNpc	捕快尸体			8	301	2	2			#N/A	#N/A		hand_0	npc\itemnpc230			icon\funcnpc\itemnpc230.png					0			3	0	0			20																																																																																																				
bukuai_si_9	CommonNpc	捕快尸体			8	301	2	2			#N/A	#N/A		hand_0	npc\itemnpc230			icon\funcnpc\itemnpc230.png					0			3	0	0			20																																																																																																				
																																																																																																																																			
bukuai_si_10	CommonNpc	捕快尸体			8	301	2	2			#N/A	#N/A		hand_0	npc\kqshiti01			icon\monster\fbnpc00006.png					0			3	0	0			20																																																																																																				
bukuai_si_11	CommonNpc	捕快尸体			8	301	2	2			#N/A	#N/A		hand_0	npc\kqshiti02			icon\monster\fbnpc00006.png					0			3	0	0			20																																																																																																				
bukuai_si_12	CommonNpc	捕快尸体			8	301	2	2			#N/A	#N/A		hand_0	npc\kqshiti03			icon\monster\fbnpc00006.png					0			3	0	0			20																																																																																																				
bukuai_si_13	CommonNpc	捕快尸体			8	301	2	2			#N/A	#N/A		hand_0	npc\kqshiti07			icon\monster\fbnpc00006.png					0			3	0	0			20																																																																																																				
																																																																																																																																			
																																																																																																																																			
	//桃花岛																																																																																																																																		
thd_rc_002	CommonNpc	珍珠采集加快呼吸消耗			8	172	2	2			#N/A	#N/A		hand_0	npc\itemnpc057								0			3	0	0			20																																																																																		2287																		
thd_rc_003	CommonNpc	珍珠采集加快游泳速度			8	172	2	2			#N/A	#N/A		hand_0	npc\itemnpc057								0			3	0	0			20																																																																																		2288																		
thd_rc_004	CommonNpc	珍珠采集减缓呼吸消耗			8	172	2	2			#N/A	#N/A		hand_0	npc\itemnpc057								0			3	0	0			20																																																																																		2289																		
thd_rc_005	CommonNpc	珍珠采集减缓游泳速度			8	172	2	2			#N/A	#N/A		hand_0	npc\itemnpc057								0			3	0	0			20																																																																																		2290																		
																																																																																																																																			
	//演武堂教学																																																																																																																																		
Npc_yd_wg_jx_wd01	CommonNpc	武馆首席弟子			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc288	1		icon\funcnpc\worldnpc288.png					0			3	0	0			20				2									1																1141;1651;1652;1653;1654;1655;	1152;1141;1651;1652;1653;1654;												1	1											"jn_WuG_1_010,1,10;jn_WuG_1_011,1,10;jn_WuG_1_012,1,10"	0						1			7500	15		2000						1									520																		
Npc_yd_wg_jx_wd02	CommonNpc	武馆教学（键位）			8	81	2	2		1	1.25	4		hand1_1	npc\monster265	1		icon\monster\monster265.png					0	npc\npc_fight_guid_synthetic_3.lua		3	0	0			20				1									1																													24	1											"CS_jh_cqgf01_m,1,0;CS_jh_cqgf02_m,1,0;"	1						1			2000	15		2000						1									520																		
Npc_yd_wg_jx_wd03	CommonNpc	武馆学徒（防御）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc224	1		icon\funcnpc\worldnpc224.png					0	npc\npc_fight_guid_parry.lua		3	0	0			20				1									1																													24	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		2000						1																											
Npc_yd_wg_jx_wd04	CommonNpc	武馆学徒（破防）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc090	1		icon\funcnpc\worldnpc090.png					0	npc\npc_fight_guid_virtual.lua		3	0	0			20				2									1																													27	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		2000						1									5254																		
Npc_yd_wg_jx_wd05	CommonNpc	武馆学徒（怒气）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc227	2		icon\funcnpc\worldnpc227.png					0	npc\npc_fight_guid_synthetic_2.lua		3	0	0			20				2									1																													27	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		30000						1									5254																		
Npc_yd_wg_jx_sl01	CommonNpc	武馆首席弟子			8	81	2	2		1	1.25	4		hand1_1	npc\monster126	1		icon\monster\monster126.png					0			3	0	0			20				2									1																1140;1661;1662;1663;1664;1665;	1151;1140;1661;1662;1663;1664;												1	1											"jn_WuG_1_010,1,10;jn_WuG_1_011,1,10;jn_WuG_1_012,1,10"	0						1			7500	15		2000						1									520																		
Npc_yd_wg_jx_sl02	CommonNpc	武馆教学（键位）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc099	1		icon\funcnpc\worldnpc099.png					0	npc\npc_fight_guid_synthetic_3.lua		3	0	0			20				2									1																													24	1											"CS_jh_cqgf01_m,1,0;CS_jh_cqgf02_m,1,0;"	1						1			2000	15		2000						1									520																		
Npc_yd_wg_jx_sl03	CommonNpc	武馆学徒（防御）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc153	1		icon\funcnpc\worldnpc153.png					0	npc\npc_fight_guid_parry.lua		3	0	0			20				2									1																													24	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		2000						1																											
Npc_yd_wg_jx_sl04	CommonNpc	武馆学徒（破防）			8	81	2	2		1	1.25	4		hand1_1	npc\monster527	1		icon\monster\monster527.png					0	npc\npc_fight_guid_virtual.lua		3	0	0			20				2									1																													27	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		2000						1									5254																		
Npc_yd_wg_jx_sl05	CommonNpc	武馆学徒（怒气）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc099	1		icon\funcnpc\worldnpc099.png					0	npc\npc_fight_guid_synthetic_2.lua		3	0	0			20				2									1																													27	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		30000						1									5254																		
Npc_yd_wg_jx_em01	CommonNpc	武馆首席弟子			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc055	2		icon\funcnpc\worldnpc055.png					0			3	0	0			20				2									1																1142;1666;1667;1668;1669;1670;	1153;1142;1666;1667;1668;1669;												1	1											"jn_WuG_1_010,1,10;jn_WuG_1_011,1,10;jn_WuG_1_012,1,10"	0						1			7500	15		2000						1									520																		
Npc_yd_wg_jx_em02	CommonNpc	武馆教学（键位）			8	81	2	2		1	1.25	4		hand1_1	npc\fbnpc00242	1		icon\funcnpc\fbnpc00242.png					0	npc\npc_fight_guid_synthetic_3.lua		3	0	0			20				2									1																													24	1											"CS_jh_cqgf01_m,1,0;CS_jh_cqgf02_m,1,0;"	1						1			2000	15		2000						1									520																		
Npc_yd_wg_jx_em03	CommonNpc	武馆学徒（防御）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc381	2		icon\funcnpc\worldnpc381.png					0	npc\npc_fight_guid_parry.lua		3	0	0			20				2									1																													24	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		2000						1																											
Npc_yd_wg_jx_em04	CommonNpc	武馆学徒（破防）			8	81	2	2		1	1.25	4		hand1_1	npc\monster212	2		icon\monster\monster212.png					0	npc\npc_fight_guid_virtual.lua		3	0	0			20				2									1																													27	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		2000						1									5254																		
Npc_yd_wg_jx_em05	CommonNpc	武馆学徒（怒气）			8	81	2	2		1	1.25	4		hand1_1	npc\monster208	2		icon\monster\monster208.png					0	npc\npc_fight_guid_synthetic_2.lua		3	0	0			20				2									1																													27	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		30000						1									5254																		
Npc_yd_wg_jx_gb01	CommonNpc	武馆首席弟子			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc081	1		icon\funcnpc\worldnpc081.png					0			3	0	0			20				2									1																1143;1671;1672;1673;1674;1675;	1154;1143;1671;1672;1673;1674;												1	1											"jn_WuG_1_010,1,10;jn_WuG_1_011,1,10;jn_WuG_1_012,1,10"	0						1			7500	15		2000						1									520																		
Npc_yd_wg_jx_gb02	CommonNpc	武馆教学（键位）			8	81	2	2		1	1.25	4		hand1_1	npc\monster165	1		icon\funcnpc\fbboss00202.png					0	npc\npc_fight_guid_synthetic_3.lua		3	0	0			20				2									1																													24	1											"CS_jh_cqgf01_m,1,0;CS_jh_cqgf02_m,1,0;"	1						1			2000	15		2000						1									520																		
Npc_yd_wg_jx_gb03	CommonNpc	武馆学徒（防御）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc061	2		icon\funcnpc\worldnpc061.png					0	npc\npc_fight_guid_parry.lua		3	0	0			20				2									1																													24	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		2000						1																											
Npc_yd_wg_jx_gb04	CommonNpc	武馆学徒（破防）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc498	1		icon\funcnpc\worldnpc498.png					0	npc\npc_fight_guid_virtual.lua		3	0	0			20				2									1																													27	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		2000						1									5254																		
Npc_yd_wg_jx_gb05	CommonNpc	武馆学徒（怒气）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc060	1		icon\funcnpc\worldnpc060.png					0	npc\npc_fight_guid_synthetic_2.lua		3	0	0			20				2									1																													27	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		30000						1									5254																		
Npc_yd_wg_jx_tm01	CommonNpc	武馆首席弟子			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc732	1		icon\funcnpc\worldnpc732.png					0			3	0	0			20				2									1																1144;1676;1677;1678;1679;1680;	1155;1144;1676;1677;1678;1679;												1	1											"jn_WuG_1_010,1,10;jn_WuG_1_011,1,10;jn_WuG_1_012,1,10"	0						1			7500	15		2000						1									520																		
Npc_yd_wg_jx_tm02	CommonNpc	武馆教学（键位）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc247	1		icon\funcnpc\worldnpc247.png					0	npc\npc_fight_guid_synthetic_3.lua		3	0	0			20				2									1																													24	1											"CS_jh_cqgf01_m,1,0;CS_jh_cqgf02_m,1,0;"	1						1			2000	15		2000						1									520																		
Npc_yd_wg_jx_tm03	CommonNpc	武馆学徒（防御）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc730	2		icon\funcnpc\worldnpc730.png					0	npc\npc_fight_guid_parry.lua		3	0	0			20				2									1																													24	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		2000						1																											
Npc_yd_wg_jx_tm04	CommonNpc	武馆学徒（破防）			8	81	2	2		1	1.25	4		hand1_1	npc\monster166	1		icon\funcnpc\fbboss00123.png					0	npc\npc_fight_guid_virtual.lua		3	0	0			20				2									1																													27	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		2000						1									5254																		
Npc_yd_wg_jx_tm05	CommonNpc	武馆学徒（怒气）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc728	1		icon\funcnpc\worldnpc728.png					0	npc\npc_fight_guid_synthetic_2.lua		3	0	0			20				2									1																													27	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		30000						1									5254																		
Npc_yd_wg_jx_jz01	CommonNpc	武馆首席弟子			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc191	1		icon\funcnpc\worldnpc191.png					0			3	0	0			20				2									1																1147;1681;1682;1683;1684;1685;	1158;1147;1681;1682;1683;1684;												1	1											"jn_WuG_1_010,1,10;jn_WuG_1_011,1,10;jn_WuG_1_012,1,10"	0						1			7500	15		2000						1									520																		
Npc_yd_wg_jx_jz02	CommonNpc	武馆教学（键位）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc253	1		icon\funcnpc\worldnpc590.png					0	npc\npc_fight_guid_synthetic_3.lua		3	0	0			20				2									1																													24	1											"CS_jh_cqgf01_m,1,0;CS_jh_cqgf02_m,1,0;"	1						1			2000	15		2000						1									520																		
Npc_yd_wg_jx_jz03	CommonNpc	武馆学徒（防御）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc254	2		icon\funcnpc\worldnpc254.png					0	npc\npc_fight_guid_parry.lua		3	0	0			20				2									1																													24	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		2000						1																											
Npc_yd_wg_jx_jz04	CommonNpc	武馆学徒（破防）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc080	2		icon\funcnpc\worldnpc080.png					0	npc\npc_fight_guid_virtual.lua		3	0	0			20				2									1																													27	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		2000						1									5254																		
Npc_yd_wg_jx_jz05	CommonNpc	武馆学徒（怒气）			8	81	2	2		1	1.25	4		hand1_1	npc\boss041	1		icon\funcnpc\boss041.png					0	npc\npc_fight_guid_synthetic_2.lua		3	0	0			20				2									1																													27	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		30000						1									5254																		
Npc_yd_wg_jx_jy01	CommonNpc	武馆首席弟子			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc789	1		icon\funcnpc\worldnpc789.png					0			3	0	0			20				2									1																1145;1686;1687;1688;1689;1690;	1156;1145;1686;1687;1688;1689;												1	1											"jn_WuG_1_010,1,10;jn_WuG_1_011,1,10;jn_WuG_1_012,1,10"	0						1			7500	15		2000						1									520																		
Npc_yd_wg_jx_jy02	CommonNpc	武馆教学（键位）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc796_01	1		icon\monster\monster179.png					0	npc\npc_fight_guid_synthetic_3.lua		3	0	0			20				2									1																													24	1											"CS_jh_cqgf01_m,1,0;CS_jh_cqgf02_m,1,0;"	1						1			2000	15		2000						1									520																		
Npc_yd_wg_jx_jy03	CommonNpc	武馆学徒（防御）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc799_02	1		icon\funcnpc\fbnpc00034r.png					0	npc\npc_fight_guid_parry.lua		3	0	0			20				2									1																													24	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		2000						1																											
Npc_yd_wg_jx_jy04	CommonNpc	武馆学徒（破防）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc798	1		icon\funcnpc\worldnpc798.png					0	npc\npc_fight_guid_virtual.lua		3	0	0			20				2									1																													27	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		2000						1									5254																		
Npc_yd_wg_jx_jy05	CommonNpc	武馆学徒（怒气）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc799	1		icon\funcnpc\fbnpc00494.png					0	npc\npc_fight_guid_synthetic_2.lua		3	0	0			20				2									1																													27	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		30000						1									5254																		
Npc_yd_wg_jx_jl01	CommonNpc	武馆首席弟子			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc786	1		icon\funcnpc\worldnpc786.png					0			3	0	0			20				2									1																1146;1691;1692;1693;1694;1695;	1157;1146;1691;1692;1693;1694;												1	1											"jn_WuG_1_010,1,10;jn_WuG_1_011,1,10;jn_WuG_1_012,1,10"	0						1			7500	15		2000						1									520																		
Npc_yd_wg_jx_jl02	CommonNpc	武馆教学（键位）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc544	1		icon\funcnpc\worldnpc544.png					0	npc\npc_fight_guid_synthetic_3.lua		3	0	0			20				2									1																													24	1											"CS_jh_cqgf01_m,1,0;CS_jh_cqgf02_m,1,0;"	1						1			2000	15		2000						1									520																		
Npc_yd_wg_jx_jl03	CommonNpc	武馆学徒（防御）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc784	2		icon\funcnpc\worldnpc784.png					0	npc\npc_fight_guid_parry.lua		3	0	0			20				2									1																													24	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		2000						1																											
Npc_yd_wg_jx_jl04	CommonNpc	武馆学徒（破防）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc544	1		icon\funcnpc\worldnpc545.png					0	npc\npc_fight_guid_virtual.lua		3	0	0			20				2									1																													27	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		2000						1									5254																		
Npc_yd_wg_jx_jl05	CommonNpc	武馆学徒（怒气）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc785	1		icon\funcnpc\worldnpc785.png					0	npc\npc_fight_guid_synthetic_2.lua		3	0	0			20				2									1																													27	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		30000						1									5254																		
Npc_yd_wg_jx_mj01	CommonNpc	武馆首席弟子			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc1616			icon\funcnpc\worldnpc288.png					0			3	0	0			20				2									1																73176;73177;73178;73179;73180;73181;	73175;73176;73177;73178;73179;73180;												1	1											"jn_WuG_1_010,1,10;jn_WuG_1_011,1,10;jn_WuG_1_012,1,10"	0						1			7500	15		2000						1									520																		
Npc_yd_wg_jx_mj02	CommonNpc	武馆教学（键位）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc1617			icon\monster\monster265.png					0	npc\npc_fight_guid_synthetic_3.lua		3	0	0			20				1									1																													1	1											"CS_jh_cqgf01_m,1,0;CS_jh_cqgf02_m,1,0;"	1						1			2000	15		2000						1									520																		
Npc_yd_wg_jx_mj03	CommonNpc	武馆学徒（防御）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc1604			icon\funcnpc\worldnpc224.png					0	npc\npc_fight_guid_parry.lua		3	0	0			20				1									1																													24	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		2000						1																											
Npc_yd_wg_jx_mj04	CommonNpc	武馆学徒（破防）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc1604			icon\funcnpc\worldnpc090.png					0	npc\npc_fight_guid_virtual.lua		3	0	0			20				2									1																													24	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		2000						1									5254																		
Npc_yd_wg_jx_mj05	CommonNpc	武馆学徒（怒气）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc1606			icon\funcnpc\worldnpc227.png					0	npc\npc_fight_guid_synthetic_2.lua		3	0	0			20				2									1																													27	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		30000						1									5254																		
Npc_yd_wg_jx_ts01	CommonNpc	武馆首席弟子			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc1693			icon\funcnpc\worldnpc288.png					0			3	0	0			20				2									1																74261;74262;74263;74264;74265;74266;	74260;74261;74262;74263;74264;74265;												1	1											"jn_WuG_1_010,1,10;jn_WuG_1_011,1,10;jn_WuG_1_012,1,10"	0						1			7500	15		2000						1									520																		
Npc_yd_wg_jx_ts02	CommonNpc	武馆教学（键位）			8	81	2	2		1	1.25	4		hand1_1	npc\worldnpc1696			icon\monster\monster265.png					0	npc\npc_fight_guid_synthetic_3.lua		3	0	0			20				1									1																													1	1											"CS_jh_cqgf01_m,1,0;CS_jh_cqgf02_m,1,0;"	1						1			2000	15		2000						1									520																		
Npc_yd_wg_jx_ts03	CommonNpc	武馆学徒（防御）			8	81	2	2		1	1.25	4		hand1_2	npc\worldnpc1692			icon\funcnpc\worldnpc224.png					0	npc\npc_fight_guid_parry.lua		3	0	0			20				1									1																													24	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		2000						1																											
Npc_yd_wg_jx_ts04	CommonNpc	武馆学徒（破防）			8	81	2	2		1	1.25	4		hand1_2	npc\worldnpc1692			icon\funcnpc\worldnpc090.png					0	npc\npc_fight_guid_virtual.lua		3	0	0			20				2									1																													24	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		2000						1									5254																		
Npc_yd_wg_jx_ts05	CommonNpc	武馆学徒（怒气）			8	81	2	2		1	1.25	4		hand1_2	npc\worldnpc1691			icon\funcnpc\worldnpc227.png					0	npc\npc_fight_guid_synthetic_2.lua		3	0	0			20				2									1																													27	1											"CS_jh_cqgf01_m,1,0;"	0						1			2000	15		30000						1									5254																		
																																																																																																																																			
	//龙虎争霸赛场景npc																																																																																																																																		
huashan_leitai01	CommonNpc	莲花灯			8	230	2	2							npc\itemnpc057x			icon\funcnpc\itemnpc057x.png					4								20																																																																																		2011																		
huashannpc_leitai01	CommonNpc	擂台场景npc			8	335	2	2			1.25	4		hand1_1	npc\worldnpc002			icon\npc\worldnpc002.png					0			3	0	0			20																																																																																		2011																		
huashannpc_leitai02	CommonNpc	擂台场景npc			8	335	2	2			1.25	4		hand1_2	npc\worldnpc011			icon\npc\worldnpc011.png					0			3	0	0			20																																																																																		2011																		
