NPC±àºÅ	¶ÔÏóÀàÐÍ	ini×¢ÊÍÃû³Æ	NPCÆòÌÖÐÅÏ¢	±íÏÖAI°ü±àºÅ	NPCÀàÐÍ	Ñ¡Ôñ²Ù×÷	Êó±êÐÎ×´	ÊÇ·ñ×ªÉí	×ßÂ·ËÙ¶È	ÅÜ²½ËÙ¶È	ÎäÆ÷³ÖÎÕ·½Ê½	Ä£ÐÍ±àºÅ	ÐÔ±ð	Ä£ÐÍ°ë¾¶	Í¼Æ¬	³öÉú×´Ì¬	npcÉùÒô	×é³É²ÄÁÏ	ÎäÆ÷Ãû³Æ	NPCÖÖÀàID	½Å±¾±àºÅ	ÊÇ·ñÄÜ½ÓïÚ	´¥·¢ÌØÐ§	AIÀàÐÍ	Ñ²ÂßÄ£Ê½	Ñ²Âß°ë¾¶	Â·¾¶ID	ÊÇ·ñËæ»ú³öÏÖ	ÏìÓ¦·¶Î§	ÃÅÅÉ	³ÆºÅ	¼®¹á	ÕóÓª	Ãû×Ö±íÐòºÅ	ÉúÆ½±íÐòºÅ	Éí·Ý²ÎÊý01	Éí·Ý²ÎÊý2	Éí·Ý²ÎÊý3	¶Ô»°¹æÔò	Ìß¹Ý×¨ÓÃ¹ØÁªNPC	ÉúÆ½	ÄÜ·ñÇÐ´è	Ëæ»ú¶Ô»°	ÏÂÆåÍæ¼ÒµÄ×îÐ¡µÈ¼¶	NPCÉíÉÏ¹ÒµÄÆåÆ×°ü	NPCÊÂ¼þ°ü±àºÅ	½øÈëÇÐ´èÇ°¶Ô»°	½áÊøÇÐ´èºó¶Ô»°	¿ÕÏÐ×´Ì¬¶Ô»°	Åö×²Ê±¶Ô»°	ÊµÁ¦°ü±àºÅ	¼¶±ð	ÐÞÎª¾­Ñé	¹ÖÎïÇ¿¶È	µôÂä	ÎäÆ÷ÀàÐÍ	Ëø¶¨Î»ÒÆ¹¥»÷	½û²¥ÊÜ»÷¶¯×÷	Ê°È¡È¨ÏÞÇå¿ÕÊ±¼ä	ÎÞÊ°È¡ÎïÏûÊ§Ê±¼ä	×î´óÏûÊ§Ê±¼ä	¸½¼ÓËæ»úÄÜÁ¦±àºÅ	ÆÕÍ¨¹¥»÷	¼¼ÄÜ±í	±»¶¯	¹Ì¶¨NPCÖØÉúÊ±¼ä	µÐÈËNPC±àºÅ±í	¶ÓÓÑ±àºÅ	ÄÜ·ñ¹¥»÷	ÄÜ²»ÄÜ±»¹¥»÷	²»ÄÜ±»É±ËÀ	¹¥·À±ÈÖØ	·ÀÓù¸ÅÂÊ	"Õ½¶·ÆµÂÊ,ºÁÃë"	"×·»÷·¶Î§,Ã×"	ÎÞ·¨±»Ó²Ö±	Ëø¶¨¼¼ÄÜ¼ä¸ô	ÕÙ»½ID	ÕÙ»½°ë¾¶	ÕÙ»½ÀàÐÍ	±íÑÝ¸ÅÂÊ	±íÑÝÊ±¼ä	ÊÆÁ¦¹éÊô	ÊÆÁ¦¹ØÏµ±í	Õ½¶·¿ªÊ¼µÄÕÙ»½ID	NPC½»»¥Í£ÁôÊ±¼ä	È¨ÖØ	³õÊ¼¶¯×÷¹Ì¶¨Ö¡²¥·Å	Åö×²¶Ô»°¹æÔò	ÉÌµêID	Ï´ºìÃû¹¦ÄÜ	²Ö¿âID	Ö°ÒµID	±¦Ê¯ÓÎÏ·NPC ID	½ÓÈÎÎñ±í	½»ÈÎÎñ±í	¿ÉÒÔ¼ÓÈëµÄÃÅÅÉ±í	¿É»ñµÃµÄÉí·Ý±í	¸´»îµã	Âä½Åµã	æäÕ¾	ÊäÈë¹ØÏµ°ü±àºÅ	ÊÇ·ñÓÐ¹«»á¹¦ÄÜ	°ïÅÉµØ¿é¹ºÂò	ÊÇ·ñÓÐÃÅÅÉÕ½¹¦ÄÜ	ÔËïÚ±àºÅ	ÊÇ·ñÓÐ°ïÅÉ²Ö¿â	ËùÊô°ï»áµØ¿é±àºÅ	AI±à¼­°ü	ÉÆ¶ñ²ÎÊý	Ö±½Ó´¥·¢	´æÔÚÊ±¼ä	µØÎ»ÆÀ·Ö	ÊÀ½çÊÂ¼þÏà¹Ø	±¨¸´µÈ¼¶	±¨¸´ÊÖ¶Î	ÊÇ·ñ¿É½á»é	ÍË³ö·¢Éù¶Ô»°	ÌìÆø°ü	NPCÓÅÏÈÏÔÊ¾	Ê¹ÓÃÇá¹¦	Ê±¼äÖá	Ëõ·Å	²»ÄÜÒÆ¶¯	²»ÄÜ·´»÷
jl303	CommonNpc			8	95	2	2		1	4	hand1_1	npc\worldnpc105			icon\funcnpc\worldnpc105.png					0				3	0	0			20				1			7	2	10	talkrule070210							296;297;298;299;300																																								10				Shop_jiu_00100																				1			3												
jl304	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc008			icon\funcnpc\worldnpc008.png					0				3	0	0			20				1			7	5	1	talkrule070501							296;297;298;299;300																																								10																								1			1												
jl305	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc541			icon\funcnpc\worldnpc541.png					0				3	0	0			20				1			7	5	1	talkrule070501							296;297;298;299;300																																								10																								1			1												
jl306	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc559			icon\funcnpc\worldnpc559.png					0				3	0	0			20				1			6	2	2	talkrule060202							296;297;298;299;300																																								10																								1			4												
jl307	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc561			icon\funcnpc\worldnpc561.png					0				3	0	0			20				1			6	2	2	talkrule060202							296;297;298;299;300																																								10																								1			4												
jl308	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc157			icon\funcnpc\worldnpc157.png					0				3	0	0			20				1			6	2	2	talkrule060202							296;297;298;299;300																																								10																								1			4												
jl309	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc553			icon\funcnpc\worldnpc553.png					0				3	0	0			20				1			6	2	2	talkrule060202							296;297;298;299;300																																								10																								1			4												
jl310	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc550			icon\funcnpc\worldnpc550.png					0				3	0	0			20				1			6	2	2	talkrule060202							296;297;298;299;300																																								10																								1			4												
jl311	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc551			icon\funcnpc\worldnpc551.png					0				3	0	0			20				1			6	2	2	talkrule060202							296;297;298;299;300																																								10																								1			4												
jl312	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc552			icon\funcnpc\worldnpc552.png					0				3	0	0			20				1			6	2	2	talkrule060202							296;297;298;299;300																																								10																								1			4												
jl313	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc559			icon\funcnpc\worldnpc559.png					0				3	0	0			20				1			6	2	2	talkrule060202							296;297;298;299;300																																								10																								1			4												
jl314	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc202			icon\funcnpc\worldnpc202.png					0				3	0	0			20				1			6	2	2	talkrule060202							296;297;298;299;300																																								10																								1			4												
jl315	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc384			icon\funcnpc\worldnpc384.png					0				3	0	0			20				1			6	2	2	talkrule060202							296;297;298;299;300																																								10																								1			4												
jl316	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc419			icon\funcnpc\worldnpc419.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2						2						
jl317	CommonNpc		1	8	95	2	2		1	4.8	hand1_2	npc\worldnpc196			icon\funcnpc\worldnpc196.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2						2						
jl318	CommonNpc		1	8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc181			icon\funcnpc\worldnpc181.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2						2						
jl319	CommonNpc		1	8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc415			icon\funcnpc\worldnpc415.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2						2						
jl320	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc535			icon\funcnpc\worldnpc535.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2						20						
jl321	CommonNpc		1	8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc416			icon\funcnpc\worldnpc416.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2						2						
jl322	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc132			icon\funcnpc\worldnpc132.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2						20						
jl323	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc511			icon\funcnpc\worldnpc511.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2						2						
jl324	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc155			icon\funcnpc\worldnpc155.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2						5						
jl325	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc408			icon\funcnpc\worldnpc408.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2						20						
jl326	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc534			icon\funcnpc\worldnpc534.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2						20						
jl327	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc353			icon\funcnpc\worldnpc353.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl328	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc355			icon\funcnpc\worldnpc355.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl329	CommonNpc		1	8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc104			icon\funcnpc\worldnpc104.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2						2						
jl330	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc165			icon\funcnpc\worldnpc165.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2						20						
jl331	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc409			icon\funcnpc\worldnpc409.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl332	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc556			icon\funcnpc\worldnpc556.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2						2						
jl333	CommonNpc		1	8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc440			icon\funcnpc\worldnpc440.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2						3						
jl334	CommonNpc		1	8	95	2	2		1.2	4.8	hand1_2	npc\worldnpc182			icon\funcnpc\worldnpc182.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl335	CommonNpc		1	8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc407			icon\funcnpc\worldnpc407.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2						2						
jl336	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc361			icon\funcnpc\worldnpc361.png					0				3	0	0			20				1			7	1	14	talkrule070114							296;297;298;299;300																																								10																								1			3												
jl337	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc362			icon\funcnpc\worldnpc362.png					0				3	0	0			20				1			7	1	14	talkrule070114							296;297;298;299;300																																								10																								1			3												
jl338	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc363			icon\funcnpc\worldnpc363.png					0				3	0	0			20				1			7	1	14	talkrule070114							296;297;298;299;300																																								10																								1			3												
jl339	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc219			icon\funcnpc\worldnpc219.png					0				3	0	0			20				1			7	1	14	talkrule070114							296;297;298;299;300																																								10																								1			3												
jl340	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc256			icon\funcnpc\worldnpc256.png					0				3	0	0			20				1			7	1	14	talkrule070114							296;297;298;299;300																																								10																								1			3												
jl341	CommonNpc		3	8	95	2	2		0.7	1	hand1_1	npc\worldnpc108			icon\funcnpc\worldnpc108.png					0				3	0	0			20				1			7	2	9	talkrule070209							296;297;298;299;300																																								10																								1			4												
jl342	CommonNpc		3	8	95	2	2		1.25	4	hand1_1	npc\worldnpc214			icon\funcnpc\worldnpc214.png					0				3	0	0			20				1			7	2	9	talkrule070209							296;297;298;299;300																																								10																								1			4												
jl343	CommonNpc		3	8	95	2	2		1.25	4	hand1_1	npc\monster039			icon\monster\monster039.png					0				3	0	0			20				1			7	2	9	talkrule070209							296;297;298;299;300																																								10																								1			4												
jl344	CommonNpc		3	8	95	2	2		1.25	4	hand1_1	npc\worldnpc239			icon\funcnpc\worldnpc239.png					0				3	0	0			20				1			7	2	9	talkrule070209							296;297;298;299;300																																								10																								1			4												
jl345	CommonNpc		3	8	95	2	2		1.25	4	hand1_1	npc\worldnpc535			icon\funcnpc\worldnpc535.png					0				3	0	0			20				1			7	2	9	talkrule070209							296;297;298;299;300																																								10																								1			4												
jl346	CommonNpc		3	8	95	2	2		1.25	4	hand1_1	npc\worldnpc536			icon\funcnpc\worldnpc536.png					0				3	0	0			20				1			7	2	9	talkrule070209							296;297;298;299;300																																								10																								1			4												
jl347	CommonNpc		2	8	95	2	2		1.25	4	hand1_1	npc\worldnpc354			icon\funcnpc\worldnpc354.png					0				3	0	0			20				1			7	5	3	talkrule070503							296;297;298;299;300																																								10																								1			1												
jl348	CommonNpc		2	8	95	2	2		1.25	4	hand1_1	npc\worldnpc353			icon\funcnpc\worldnpc353.png					0				3	0	0			20				1			7	5	3	talkrule070503							296;297;298;299;300																																								10																								1			1												
jl349	CommonNpc		2	8	95	2	2		1.25	4	hand1_1	npc\worldnpc390			icon\funcnpc\worldnpc390.png					0				3	0	0			20				1			7	5	3	talkrule070503							296;297;298;299;300																																								10																								1			1												
jl350	CommonNpc		2	8	95	2	2		1.25	4	hand1_1	npc\worldnpc562			icon\funcnpc\worldnpc562.png					0				3	0	0			20				1			7	5	3	talkrule070503							296;297;298;299;300																																								10																								1			1												
jl351	CommonNpc		3	8	95	2	2		1.25	4	hand1_1	npc\worldnpc194			icon\funcnpc\worldnpc194.png					0				3	0	0			20				1			7	2	9	talkrule070209							296;297;298;299;300																																								10																								1			4												
jl352	CommonNpc		3	8	95	2	2		1.25	4	hand1_1	npc\worldnpc314			icon\funcnpc\worldnpc314.png					0				3	0	0			20				1			7	2	9	talkrule070209							296;297;298;299;300																																								10																								1			4												
jl353	CommonNpc			8	95	2	2		1	4	hand1_2	npc\worldnpc188			icon\funcnpc\worldnpc188.png					0				3	0	0			20				1			7	3	1	talkrule070301							296;297;298;299;300																																								10																								1			2												
jl354	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc350			icon\funcnpc\worldnpc350.png					0				3	0	0			20				1			7	3	1	talkrule070301							296;297;298;299;300																																								10																								1			2						2						
jl355	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc351			icon\funcnpc\worldnpc351.png					0				3	0	0			20				1			7	3	1	talkrule070301							296;297;298;299;300																																								10																								1			2												
jl356	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc352			icon\funcnpc\worldnpc352.png					0				3	0	0			20				1			7	3	1	talkrule070301							296;297;298;299;300																																								10																								1			2												
jl357	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc185			icon\funcnpc\worldnpc185.png					0				3	0	0			20				1			7	3	1	talkrule070301							296;297;298;299;300																																								10																								1			2						8						
jl358	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc466			icon\funcnpc\worldnpc466.png					0				3	0	0			20				1			7	3	1	talkrule070301							296;297;298;299;300																																								10																								1			2												
jl359	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc448			icon\funcnpc\worldnpc448.png					0				3	0	0			20				1			7	3	1	talkrule070301							296;297;298;299;300																																								10																								1			2												
jl360	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc449			icon\funcnpc\worldnpc449.png					0				3	0	0			20				1			7	3	1	talkrule070301							296;297;298;299;300																																								10																								1			2												
jl361	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc450			icon\funcnpc\worldnpc450.png					0				3	0	0			20				1			7	3	1	talkrule070301							296;297;298;299;300																																								10																								1			2												
jl362	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc184			icon\funcnpc\worldnpc184.png					0				3	0	0			20				1			7	3	2	talkrule070302							296;297;298;299;300																																								10																								1			4												
jl363	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc462			icon\funcnpc\worldnpc462.png					0				3	0	0			20				1			7	3	2	talkrule070302							296;297;298;299;300																																								10																								1			4												
jl364	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc491			icon\funcnpc\worldnpc491.png					0				3	0	0			20				1			7	2	11	talkrule070211							296;297;298;299;300																																								10																								1			2												
jl365	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc132			icon\funcnpc\worldnpc132.png					0				3	0	0			20				1			7	2	11	talkrule070211							296;297;298;299;300																																								10																								1			2												
jl366	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc135			icon\funcnpc\worldnpc135.png					0				3	0	0			20				1			7	2	11	talkrule070211							296;297;298;299;300																																								10																								1			2												
jl367	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc155			icon\funcnpc\worldnpc155.png					0				3	0	0			20				1			7	2	11	talkrule070211							296;297;298;299;300																																								10																								1			2												
jl368	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc409			icon\funcnpc\worldnpc409.png					0				3	0	0			20				1			7	2	11	talkrule070211							296;297;298;299;300																																								10																								1			2												
jl369	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc408			icon\funcnpc\worldnpc408.png					0				3	0	0			20				1			7	2	11	talkrule070211							296;297;298;299;300																																								10																								1			2												
jl370	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc155			icon\funcnpc\worldnpc155.png					0				3	0	0			20				1			7	2	12	talkrule070212							296;297;298;299;300																																								10																								1			2												
jl371	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc483			icon\funcnpc\worldnpc483.png					0				3	0	0			20				1			7	2	12	talkrule070212							296;297;298;299;300																																								10																								1			2												
jl372	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc484			icon\funcnpc\worldnpc484.png					0				3	0	0			20				1			7	2	12	talkrule070212							296;297;298;299;300																																								10																								1			2												
jl373	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc486			icon\funcnpc\worldnpc486.png					0				3	0	0			20				1			7	2	12	talkrule070212							296;297;298;299;300																																								10																								1			2						5						
jl374	CommonNpc		1	8	95	2	2		1	4	hand1_1	npc\worldnpc156			icon\funcnpc\worldnpc485.png					0				3	0	0			20				1			7	2	12	talkrule070212							296;297;298;299;300																																								10																								1			2												
jl375	CommonNpc		3	8	95	2	2		1.25	4	hand1_1	npc\worldnpc452			icon\funcnpc\worldnpc452.png					0				3	0	0			20				1			7	2	10	talkrule070210							296;297;298;299;300																																								10				shop_tea_1001																				1			3												
jl376	CommonNpc		3	8	95	2	2		1	4	hand1_1	npc\worldnpc105			icon\funcnpc\worldnpc105.png					0				3	0	0			20				1			7	2	10	talkrule070210							296;297;298;299;300																																								10																								1			3												
jl377	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc008			icon\funcnpc\worldnpc008.png					0				3	0	0			20				1			7	5	1	talkrule070501							296;297;298;299;300																																								10																								1			1												
jl378	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc541			icon\funcnpc\worldnpc541.png					0				3	0	0			20				1			7	5	1	talkrule070501							296;297;298;299;300																																								10																								1			1												
jl379	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc008			icon\funcnpc\worldnpc008.png					0				3	0	0			20				1			7	5	1	talkrule070501							296;297;298;299;300																																								10																								1			1												
jl380	CommonNpc		1	8	95	2	2		1.25	4	hand1_1	npc\worldnpc541			icon\funcnpc\worldnpc541.png					0				3	0	0			20				1			7	5	1	talkrule070501							296;297;298;299;300																																								10																								1			1												
jl381	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc410			icon\funcnpc\worldnpc410.png					0				3	0	0			20				1			7	5	4	talkrule070504							296;297;298;299;300																																								10																								1			2												
jl382	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc181			icon\funcnpc\worldnpc181.png					0				3	0	0			20				1			7	5	4	talkrule070504							296;297;298;299;300																																								10																								1			2												
jl383	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc464			icon\funcnpc\worldnpc464.png					0				3	0	0			20				1			7	5	4	talkrule070504							296;297;298;299;300																																								10																								1			2												
jl384	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc370			icon\funcnpc\worldnpc370.png					0				3	0	0			20				1			7	5	4	talkrule070504							296;297;298;299;300																																								10																								1			2						6						
jl385	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc372			icon\funcnpc\worldnpc372.png					0				3	0	0			20				1			7	5	4	talkrule070504							296;297;298;299;300																																								10																								1			2												
jl386	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc193			icon\funcnpc\worldnpc193.png					0				3	0	0			20				1			7	2	10	talkrule070210							296;297;298;299;300																																								10																								1			3												
jl387	CommonNpc		4	8	95	2	2		1.25	4	hand1_1	npc\worldnpc520			icon\funcnpc\worldnpc520.png					0				3	0	0			20				1			7	1	14	talkrule070114							296;297;298;299;300																																								10																								1			3												
jl388	CommonNpc		4	8	95	2	2		1.25	4	hand1_1	npc\worldnpc521			icon\funcnpc\worldnpc521.png					0				3	0	0			20				1			7	1	14	talkrule070114							296;297;298;299;300																																								10																								1			3												
jl389	CommonNpc		4	8	95	2	2		1.25	4	hand1_1	npc\worldnpc533			icon\funcnpc\worldnpc533.png					0				3	0	0			20				1			7	1	14	talkrule070114							296;297;298;299;300																																								10																								1			3												
jl390	CommonNpc		4	8	95	2	2		1.25	4	hand1_1	npc\worldnpc519			icon\funcnpc\worldnpc519.png					0				3	0	0			20				1			7	1	14	talkrule070114							296;297;298;299;300																																								10																								1			3												
jl391	CommonNpc		4	8	95	2	2		1.25	4	hand1_1	npc\worldnpc356			icon\funcnpc\worldnpc356.png					0				3	0	0			20				1			7	1	14	talkrule070114							296;297;298;299;300																																								10																								1			3												
jl392	CommonNpc		4	8	95	2	2		1.25	4	hand1_1	npc\worldnpc358			icon\funcnpc\worldnpc358.png					0				3	0	0			20				1			7	1	14	talkrule070114							296;297;298;299;300																																								10																								1			3												
jl393	CommonNpc		5	8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc508			icon\funcnpc\worldnpc508.png					0				3	0	0			20				1			7	2	6	talkrule070206							296;297;298;299;300																																								10																								1			2						8						
jl394	CommonNpc		5	8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc528			icon\funcnpc\worldnpc528.png					0				3	0	0			20				1			7	2	6	talkrule070206							296;297;298;299;300																																								10																								1			2												
jl395	CommonNpc		5	8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc532			icon\funcnpc\worldnpc532.png					0				3	0	0			20				1			7	2	6	talkrule070206							296;297;298;299;300																																								10																								1			2												
jl396	CommonNpc		5	8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc505			icon\funcnpc\worldnpc505.png					0				3	0	0			20				1			7	2	6	talkrule070206							296;297;298;299;300																																								10																								1			2												
jl397	CommonNpc		5	8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc448			icon\funcnpc\worldnpc448.png					0				3	0	0			20				1			7	2	6	talkrule070206							296;297;298;299;300																																								10																								1			2												
jl398	CommonNpc		5	8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc449			icon\funcnpc\worldnpc449.png					0				3	0	0			20				1			7	2	6	talkrule070206							296;297;298;299;300																																								10																								1			2												
jl399	CommonNpc		5	8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc450			icon\funcnpc\worldnpc450.png					0				3	0	0			20				1			7	2	6	talkrule070206							296;297;298;299;300																																								10																								1			2												
jl400	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc410			icon\funcnpc\worldnpc410.png					0				3	0	0			20				1			7	5	4	talkrule070504							296;297;298;299;300																																								10																								1			2												
jl401	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc464			icon\funcnpc\worldnpc464.png					0				3	0	0			20				1			7	5	4	talkrule070504							296;297;298;299;300																																								10																								1			2												
jl402	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc181			icon\funcnpc\worldnpc181.png					0				3	0	0			20				1			7	5	4	talkrule070504							296;297;298;299;300																																								10																								1			2												
jl403	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc370			icon\funcnpc\worldnpc370.png					0				3	0	0			20				1			7	5	4	talkrule070504							296;297;298;299;300																																								10																								1			2						6						
jl404	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc372			icon\funcnpc\worldnpc372.png					0				3	0	0			20				1			7	5	4	talkrule070504							296;297;298;299;300																																								10																								1			2												
jl405	CommonNpc			8	95	2	2		1.3	4.8	hand1_1	npc\worldnpc187			icon\funcnpc\worldnpc187.png					0				3	0	0			20				1			7	3	1	talkrule070301							296;297;298;299;300																																								10																								1			2												
jl406	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc531			icon\funcnpc\worldnpc531.png					0				3	0	0			20				1			7	3	1	talkrule070301							296;297;298;299;300																																								10																								1			2												
jl407	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc530			icon\funcnpc\worldnpc530.png					0				3	0	0			20				1			7	3	1	talkrule070301							296;297;298;299;300																																								10																								1			2												
jl408	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc529			icon\funcnpc\worldnpc529.png					0				3	0	0			20				1			7	3	1	talkrule070301							296;297;298;299;300																																								10																								1			2												
jl409	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc310			icon\funcnpc\worldnpc310.png					0				3	0	0			20				1			7	2	10	talkrule070210							296;297;298;299;300																																								10																								1			3												
jl410	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc465			icon\funcnpc\worldnpc465.png					0				3	0	0			20				1			7	2	10	talkrule070210							296;297;298;299;300																																								10																								1			3												
jl411	CommonNpc			8	95	2	2		1	4	hand1_1	npc\worldnpc011			icon\funcnpc\worldnpc011.png					0				3	0	0			20				1			7	2	9	talkrule070209							296;297;298;299;300																																								10																								1			4												
jl412	CommonNpc			8	95	2	2		1.25	4	hand1_2	npc\worldnpc136			icon\funcnpc\worldnpc136.png					0				3	0	0			20				1			7	5	5	talkrule070505							296;297;298;299;300																																								10																								1			3												
