NPC编号	对象类型	ini注释名称	脚本编号	Npc类型	实力包编号	级别	修为经验	怪物强度	掉落	表现AI包编号	AI类型	主动被动	响应范围	NPC种类ID	模型编号	性别	模型半径	图片	npc声音	材质类型	脚本编号	技能表	护送类型	护送目标场景编号	护送目标点X	护送目标点Z	能否攻击	能不能被攻击	不能被杀死	护送事件表	锁定位移攻击	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	触发特效	巡逻模式	巡逻半径	"追击范围,米"	路径ID	是否随机出现	武器持握方式	武器名称	武器类型	刷新时间	随机动作	出生状态	走路速度	跑步速度	能否移动	是否转身	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	进入切磋前对话	结束切磋后对话	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	战斗AI命令表	敌人NPC编号表	队友编号	攻击防御比重	"战斗频率,毫秒"	使用锁定技能概率	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	附加随机能力编号	普通攻击	是否停止AI	AI编辑包	生存时间	轻功	直接触发	缩放	格挡方式(-1表示不格挡)	破防几率	动作集	势力归属
monthd001001	AttackNpc	水贼喽啰		6	1	32		1			1	1	10	0	npc\monster051	1	0.919118	icon\funcnpc\worldnpc051.png				"jn_qbyfz_002,1,90;jn_qbyfz_003,1,100"					0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monthd001002	AttackNpc	水贼劫匪		6	1	32		1			1	1	10	0	npc\monster239	1	0.919118	icon\funcnpc\worldnpc239.png				"jn_qbyfz_002,1,90;jn_qbyfz_003,1,100"					0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
monthd001003	AttackNpc	水贼头目		6	2	42		1			1	1	10	0	npc\monster447	1	0.919118	icon\funcnpc\worldnpc447.png				"jn_qbyfz_002,1,90;jn_qbyfz_003,1,100"					0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4																																									
Convoy39707	ConvoyNpc	桃儿		110	1	26		1			4	0	6	0	npc\monster212	2		icon\monster\monster212.png					1	286	-766	42	1	1														hand1_1			-1			4	4.5																																									
Convoy39744	ConvoyNpc	段海清		110	1	26		1			4	0	6	0	npc\worldnpc1173	1		icon\funcnpc\worldnpc1173.png					1	286	-500	143	1	1				2	40	20	60		0	5	15			hand1_1			-1			3	4.5																																									
																																																																																										
Convoy_yhg_001	ConvoyNpc	琴师	npc\npc_convoy.lua	110	1	67		1			4	1	1	0	npc\worldnpc242	2		icon\funcnpc\worldnpc204.png					1	281	529	709	1	0				2	40	20	60		0	0	0			hand1_2			-1			4	4																																									
Convoy_yhg_002	ConvoyNpc	书生	npc\npc_convoy.lua	110	1	67		1			4	1	1	0	npc\worldnpc377	2		icon\funcnpc\worldnpc204.png					1	281	680	652	1	0				2	40	20	60		0	0	0			hand1_2			-1			4	4																																									
Convoy_yhg_003	ConvoyNpc	画家	npc\npc_convoy.lua	110	1	67		1			4	1	1	0	npc\monster331	2		icon\funcnpc\worldnpc204.png					1	281	513	606	1	0				2	40	20	60		0	0	0			hand1_2			-1			4	4																																									
Convoy_yhg_004	ConvoyNpc	棋师	npc\npc_convoy.lua	110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc203.png					1	281	397	703	1	0				2	40	20	60		0	0	0			hand1_2			-1			4	4																																									
		//万兽山庄																																																																																								
Convoy_wssz_01	ConvoyNpc			110	1	67		1			4	1	1	0	npc\monster440a		1						1	6	580.848	434.967	0	0				2	40	20	60		0	0	0			hand1_1			-1			5	4																																									
Convoy_wssz_02	ConvoyNpc			110	1	67		1			4	1	1	0	npc\petm_y_1203		1						1	6	563.203	927.254	0	0				2	40	20	60		0	0	0						-1			5	4																																									
Convoy_wssz_03	ConvoyNpc			110	1	67		1			4	1	1	0	npc\monster066		1	icon\monster\monster066.png					1	6	464.821	912.504	0	0				2	40	20	60		0	0	0			hand1_1			-1			5	4																																									
Convoy_wssz_04	ConvoyNpc			110	1	67		1			4	1	1	0	npc\worldnpc428		1	icon\funcnpc\worldnpc428.png					1	6	611.382	931.936	0	0				2	40	20	60		0	0	0			hand1_1			-1			5	4																																									
Convoy_wssz_05	ConvoyNpc			110	1	67		1			4	1	1	0	npc\worldnpc436		1	icon\funcnpc\worldnpc436.png					1	6	340.748	928.836	0	0				2	40	20	60		0	0	0			hand1_1			-1			5	4																																									
Convoy_wssz_06	ConvoyNpc			110	1	67		1			4	1	1	0	npc\worldnpc101	1	1	icon\funcnpc\worldnpc101.png					1	6	162.913	564.19	0	0				2	40	20	60		0	0	0			hand1_1			-1			5	4																																									
Convoy_wssz_07	ConvoyNpc	49241幼鹰		110	1	67		1			4	1	1	0	npc\fbboss00361	1	1	icon\monster\fbboss00361.png					3	6			1	0		"1,304;60,305;90,0"		2	40	20	60		0	0	0			hand_0			-1			3	4																																									
Summon_wssz_001	AttackNpc	49241饥饿的狮虎兽		110	1	67		1			4	1	15	0	npc\monster018	1	1	icon\monster\monster018.png									0	0				2	40	20	60		0	0	0			hand_0			-1			3	4																																									
Summon_wssz_002	AttackNpc	49241饥饿的白虎		110	1	67		1			4	1	15	0	npc\monster003	1	1	icon\monster\monster003.png									0	0				2	40	20	60		0	0	0			hand_0			-1			3	4																																									
																																																																																										
		//徐家庄入门																																																																																								
Summon_xjzrm_01	AttackNpc	徐云铮	npc\npc_task_summon.lua	6	73	1		7			0	0	15	0	npc\worldnpc1174	1	1	icon\funcnpc\worldnpc1174.png				"Npc_xjz_xyz01,1,50;Npc_xjz_xyz02,1,50;Npc_xjz_xyz05,1,50"					0	0				2	40	20	1		0	5	15			hand1_1			-1			5	5																						1000		2000																	
Convoy_xjzrm_01	ConvoyNpc	徐家庄入门		202	1	67		1			4	1	1	0		1	1						3	1			1	1	1	"1,280;30,0"		2	40	20	60		0	0	0			hand1_1			-1			5	4																																									
xjz_rm_001	AttackNpc	恶匪		6	1	2		1			1	1	10	0	npc\monster446	1	0.907274	icon\monster\monster446.png									0	0				2	15	1	15		0	5	15	xjz_ef_001		hand1_1			-1			1.25	4																																									
xjz_zc_tm	AttackNpc	吴志明		6	2	160		7			1	0	50	0	npc\worldnpc319	1	0.907274	icon\funcnpc\worldnpc319.png				"Npc_wd_qfjf01,1,0;Npc_wd_qfjf02,1,0;Npc_wd_qfjf03,1,0;Npc_wd_qfjf04,1,0;Npc_wd_qfjf05,1,0;Npc_wd_qfjf06,1,0;Npc_wd_qfjf07,1,0;Npc_wd_qfjf02_sky,1,0;Npc_wd_qfjf06_sky,1,0"					0	0				2	15	15	15		0	0	-1			sword1_1	s_r_217		-1			3	5																						1000		2000									1239			1					
xjz_zc_cj	AttackNpc	杨天娇		6	2	160		7			1	0	50	0	npc\worldnpc109	2	0.907274	icon\funcnpc\worldnpc109.png				"Npc_tm_jsc01,1,0;Npc_tm_jsc02,1,0;Npc_tm_jsc03,1,0;Npc_tm_jsc04,1,0;Npc_tm_jsc05,1,0;Npc_tm_jsc06,1,0;Npc_tm_jsc07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0;Npc_tm_fbpg,1,0"					0	0				2	15	15	15		0	0	-1			knife1_2	k_r_405		-1			3	5																						1000		2000									2059			1					
																																																																																										
		//桃花岛																																																																																								
Convoy_thd_007	ConvoyNpc	李涵秋		110	130	40		1			4	1	1	0	npc\monster149_02	2	1	icon\monster\monster331.png					3	286			0	0		"1,281;120,0"		2	40	20	60		0	0	10			hand1_2			-1			3	5																																									
Summon_thd_020	AttackNpc	吴滔天		6	88	80		1			1	0	15	0	npc\monster190	1	0.915409	icon\monster\monster190.png				"jn_tg07_012,1,30;jn_tg07_013,1,30;jn_tg07_016,1,0;jn_tg07_017,1,60;jn_tg07_018,1,60;jn_tg07_019,1,20"					0	0				2	1	1	1		0	0	50			hand1_1			-1			3	5													talk_beginfight_51									1000		2000									1939			1					
month_thd01	AttackNpc	江大勇		6	1	80		1			1	0	15	0	npc\worldnpc217	1	0.915409	icon\funcnpc\worldnpc217.png				"jn_tg07_021,1,0;jn_tg07_022,1,30;jn_tg07_024,1,30;jn_tg07_025,1,30;jn_tg07_026,1,30;jn_tg07_027,1,0"					0	0				2	1	1	1		0	0	50			hand1_1			-1			3	5																						1000		2000									1940			1					
month_thd02	AttackNpc	粮仓守卫		6	1	40		1			1	0	15	0	npc\worldnpc270	1	1										0	0				2	40	20	60		0	0	50			hand1_1			-1			1.25	4																																				1					
month_thd03	AttackNpc	岗哨守卫		6	1	40		1			1	0	15	0	npc\worldnpc355	1	1										0	0				2	40	20	60		0	0	50			hand1_1			-1			1.25	4																																				1					
Npc_wmp_2n_zyf_l02	ConvoyNpc	无门派-徐家庄踢馆-赵一峰		110	112	99		1			4	0	6	0	npc\worldnpc394	1	1					"Npc_sl_lzs01,6,0;Npc_sl_lzs02,6,0;Npc_sl_lzs03,7,0;Npc_sl_lzs04,3,0;Npc_sl_lzs05,6,0;Npc_sl_lzs06,6,0;Npc_sl_lzs07,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	2	17								2	40	20	60		0	0	0			hand1_1			-1			5	4																						1000		2000							Npc_sl_lzs01		2342								
monthd001004	AttackNpc	蜂群		6	1	67		1			1	0	10	0	npc\itemnpc400	1	1	icon\funcnpc\itemnpc400.png				"jn_mf_01,0,100"					0	0				2	1	1	1		0	5	15			hand1_1			-1			4	4																																									
																																																																																										
		//无门派																																																																																								
Convoy1703	ConvoyNpc	徐伊菲		110	1	10		1			4	0	5	0	npc\worldnpc379	2	2.647447	icon\monster\worldnpc379.png					1	72	635.4	793.5	1	1				2	40	20	60		0	0	50	AI_groupscene008_001		hand1_2			-1			4	4.5																																									
Convoy1705	ConvoyNpc	徐伊菲		110	1	10		1			4	0	5	0	npc\worldnpc379	2	2.647447	icon\monster\worldnpc379.png					1	72	677.9	811.6	1	1				2	40	20	60		0	0	50	AI_groupscene008_002		hand1_2			-1			4	4.5																																									
Npc_wmp_1n_cc_jb	ConvoyNpc	无门派-陈宸-解绑护送		110	1	1		1			4	0	10	0	npc\worldnpc433	2	0.896868	icon\monster\monster052.png			npc\npc_convoy.lua		1	17	947	694	1	1	1			2	40	20	60		0	0	50			hand1_2			-1			4	4.5																																	2453								
		//移花宫-天香茶林																																											-1			5	5																																									
Convoy_yhg_txc01	ConvoyNpc	被困民女		110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc204.png					1	1	384.663	883.115	1	0				2	40	20	60		0	0	0			hand1_2			-1			5	5																																	2298					-1			
Convoy_yhg_txc02	ConvoyNpc	被困民女		110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc204.png					1	1	384.663	883.115	1	0				2	40	20	60		0	0	0			hand1_2			-1			5	5																																	2298					-1			
Convoy_yhg_txc03	ConvoyNpc	被困民女		110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc204.png					1	1	384.663	883.115	1	0				2	40	20	60		0	0	0			hand1_2			-1			5	5																																	2298					-1			
Convoy_yhg_txc04	ConvoyNpc	被困民女		110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc204.png					1	1	384.663	883.115	1	0				2	40	20	60		0	0	0			hand1_2			-1			5	5																																	2298					-1			
Convoy_yhg_txc05	ConvoyNpc	被困民女		110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc204.png					1	1	384.663	883.115	1	0				2	40	20	60		0	0	0			hand1_2			-1			5	5																																	2298					-1			
Convoy_yhg_txc06	ConvoyNpc	被困民女		110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc204.png					1	1	384.663	883.115	1	0				2	40	20	60		0	0	0			hand1_2			-1			5	5																																	2298					-1			
Convoy_yhg_txc07	ConvoyNpc	被困民女		110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc204.png					1	1	384.663	883.115	1	0				2	40	20	60		0	0	0			hand1_2			-1			5	5																																	2298					-1			
Convoy_yhg_txc08	ConvoyNpc	被困民女		110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc204.png					1	1	384.663	883.115	1	0				2	40	20	60		0	0	0			hand1_2			-1			5	5																																	2298					-1			
Convoy_yhg_txc09	ConvoyNpc	被困民女		110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc204.png					1	1	384.663	883.115	1	0				2	40	20	60		0	0	0			hand1_2			-1			5	5																																	2298					-1			
Convoy_yhg_txc10	ConvoyNpc	被困民女		110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc204.png					1	1	384.663	883.115	1	0				2	40	20	60		0	0	0			hand1_2			-1			5	5																																	2298					-1			
Convoy_yhg_txc11	ConvoyNpc	被困民女		110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc204.png					1	1	384.663	883.115	1	0				2	40	20	60		0	0	0			hand1_2			-1			5	5																																	2298					-1			
Convoy_yhg_txc12	ConvoyNpc	被困民女		110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc204.png					1	1	384.663	883.115	1	0				2	40	20	60		0	0	0			hand1_2			-1			5	5																																	2298					-1			
Convoy_yhg_txc13	ConvoyNpc	被困民女		110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc204.png					1	1	384.663	883.115	1	0				2	40	20	60		0	0	0			hand1_2			-1			5	5																																	2298					-1			
Convoy_yhg_txc14	ConvoyNpc	被困民女		110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc204.png					1	1	384.663	883.115	1	0				2	40	20	60		0	0	0			hand1_2			-1			5	5																																	2298					-1			
Convoy_yhg_txc15	ConvoyNpc	被困民女		110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc204.png					1	1	384.663	883.115	1	0				2	40	20	60		0	0	0			hand1_2			-1			5	5																																	2298					-1			
Convoy_yhg_txc16	ConvoyNpc	被困民女		110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc204.png					1	1	384.663	883.115	1	0				2	40	20	60		0	0	0			hand1_2			-1			5	5																																	2298					-1			
Convoy_yhg_txc17	ConvoyNpc	被困民女		110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc204.png					1	1	384.663	883.115	1	0				2	40	20	60		0	0	0			hand1_2			-1			5	5																																	2298					-1			
Convoy_yhg_txc18	ConvoyNpc	被困民女		110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc204.png					1	1	384.663	883.115	1	0				2	40	20	60		0	0	0			hand1_2			-1			5	5																																	2298					-1			
Convoy_yhg_txc19	ConvoyNpc	被困民女		110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc204.png					1	1	384.663	883.115	1	0				2	40	20	60		0	0	0			hand1_2			-1			5	5																																	2298					-1			
Convoy_yhg_txc20	ConvoyNpc	被困民女		110	1	67		1			4	1	1	0	npc\worldnpc204	2		icon\funcnpc\worldnpc204.png					1	1	384.663	883.115	1	0				2	40	20	60		0	0	0			hand1_2			-1			5	5																																	2298					-1			
																																																																																							-1			
		//桃花岛日常																																																																																								
month_cc003	AttackNpc	潜入的外派弟子		6	4	60		1			1	0	15	0	npc\monster058	2																2	40	20	60		0	0	50			hand1_2			-1			1.25	4																																									
month_cc004	AttackNpc	入岛的锦衣卫弟子		6	4	60		1			1	0	15	0	npc\monster290	1																2	40	20	60		0	0	50			hand1_1			-1			1.25	4																																									
month_cc005	AttackNpc	入岛的丐帮弟子		6	4	60		1			1	0	15	0	npc\monster196	1																2	40	20	60		0	0	50			hand1_1			-1			1.25	4																																									
month_cc006	AttackNpc	入岛的君子堂弟子		6	4	60		1			1	0	15	0	npc\monster517	1																2	40	20	60		0	0	50			hand1_1			-1			1.25	4																																									
month_cc007	AttackNpc	入岛的极乐谷弟子		6	4	60		1			1	0	15	0	npc\monster378	1																2	40	20	60		0	0	50			hand1_1			-1			1.25	4																																									
month_cc008	AttackNpc	入岛的唐门弟子		6	4	60		1			1	0	15	0	npc\monster536	2																2	40	20	60		0	0	50			hand1_2			-1			1.25	4																																									
month_cc009	AttackNpc	入岛的峨眉弟子		6	4	60		1			1	0	15	0	npc\worldnpc013	2																2	40	20	60		0	0	50			hand1_2			-1			1.25	4																																									
month_cc010	AttackNpc	入岛的武当弟子		6	4	60		1			1	0	15	0	npc\monster563	1																2	40	20	60		0	0	50			hand1_1			-1			1.25	4																																									
month_cc011	AttackNpc	入岛的少林弟子		6	4	60		1			1	0	15	0	npc\monster527	1																2	40	20	60		0	0	50			hand1_1			-1			1.25	4																																									
																																																																																										
Convoy_yhg_xrrm	ConvoyNpc	花奴		110	1	67		1			4	1	1	0	npc\worldnpc1163	2		icon\funcnpc\worldnpc1163					2	281	373	653	1	1				2	40	20	60		0	0	0			hand1_2			-1			4	4																																									
		//下山历练																																																																																								
Convoy45902	ConvoyNpc	少林原地保护（净缘）		110	31	20		1			4	0	6	0	npc\monster140	1	0.857726	icon\monster\monster140.png					3				0	0		"1,282;60,282;120,0"		2	40	20	60		0	0	0			hand1_2			-1			1.3	4.5						1																3500																			
Convoy45905	ConvoyNpc	峨眉原地保护（柳凤）		110	31	20		1			4	0	6	0	npc\worldnpc597	2	0.857726	icon\funcnpc\worldnpc597.png					3				0	0		"1,283;60,283;120,0"		2	40	20	60		0	0	0			hand1_2			-1			1.3	4.5						1																3500																			
Convoy45908	ConvoyNpc	武当原地保护（袁天明）		110	31	20		1			4	0	6	0	npc\worldnpc224	1	0.9	icon\funcnpc\worldnpc224.png					3				0	0		"1,284;60,284;120,0"		2	40	20	60		0	0	0			hand1_2			-1			1.3	4.5						1																3500																			
Convoy45911	ConvoyNpc	丐帮原地保护（仲昊）		110	31	20		1			4	0	6	0	npc\worldnpc081	1	0.9	icon\funcnpc\worldnpc081.png					3				0	0		"1,285;60,285;120,0"		2	40	20	60		0	0	0			hand1_2			-1			1.3	4.5						1																3500																			
Convoy45914	ConvoyNpc	唐门原地保护（党箱）		110	31	20		1			4	0	6	0	npc\worldnpc246	1	0.8	icon\funcnpc\worldnpc387.png					3				0	0		"1,286;60,286;120,0"		2	40	20	60		0	0	0			hand1_2			-1			1.3	4.5						1																3500																			
Convoy45917	ConvoyNpc	极乐谷原地保护（杭绪）		110	31	20		1			4	0	6	0	npc\worldnpc785	1	0.85	icon\funcnpc\worldnpc393.png					3				0	0		"1,287;60,287;120,0"		2	40	20	60		0	0	0			hand1_2			-1			1.3	4.5						1																3500																			
Convoy45920	ConvoyNpc	锦衣卫原地保护（扫地仆人）		110	31	20		1			4	0	6	0	npc\worldnpc136	1	0.9	icon\funcnpc\worldnpc136.png					3				0	0		"1,288;60,288;120,0"		2	40	20	60		0	0	0			hand1_2			-1			1.3	4.5						1																3500																			
Convoy45922	ConvoyNpc	君子堂原地保护(欧阳帆云)		110	31	20		1			4	0	6	0	npc\worldnpc191	1	0.9	icon\funcnpc\worldnpc253.png					3				0	0		"1,289;60,289;120,0"		2	40	20	60		0	0	0			hand1_2			-1			1.3	4.5						1																3500																			
		//移花宫																																																																																								
monrm_yhg_001	AttackNpc	人贩子		6	1	67		1			1	0	10	0	npc\monster122	1	0.919509	icon\monster\monster122.png				"fb_Npc_sl_djgq02,1,70;fb_Npc_sl_djgq03,1,70;fb_Npc_sl_djgq04,1,70;fb_Npc_sl_djgq05,1,70;fb_Npc_sl_djgq06,1,70;fb_Npc_sl_djgq07,1,70;fb_Npc_sl_djgq08,1,70;jn_tg_yanxing,1,70;"					0	0				2	40	20	30		0	5	15			hand1_1			-1			1.25	4						1																3500																			
monrm_yhg_002	AttackNpc	大黄		112	1	20		1			1	0	10	1	npc\petm_z_1503		0.919509	icon\monster\monster122.png									0	0				2	2	2	2		0	5	15			hand_0			-1			1.25	4						1																3500														1					
monrm_yhg_003	AttackNpc	大猴子		112	1	60		1			1	0	10	1	npc\monster600		0.919509	icon\monster\monster600.png									0	0				2	2	2	2		0	5	15			hand_0			-1			1.25	4																						2500														2	"2,2,2"				
xibanhuwei001	AttackNpc	戏班护卫		6	6	23		2			1	0	10	0	npc\monster616	1	0.906333	icon\monster\monster616.png									0	0				2	30	30	30		0	5	15			hand1_1			-1			1.25	4																						3500																			
																																																																																										
																																																																																										
		//金针沈家																																																																																								
Convoy_jzsj_04	ConvoyNpc	金针沈家入门护送	npc\npc_convoy.lua	110	1	67		1			4	1	1	0	npc\worldnpc1253	1	1						2	17	328.708	810.768	1	1	1			2	40	20	60		1	0	0			hand1_1			-1			1.25	4						1																3500																			
Convoy_jzsj_01	ConvoyNpc			110	1	67		1			4	1	1	0	npc\worldnpc296	0	1						2	17	497.732	866.689	0	1	1			2	40	20	60		1	0	0			hand_0			-1			3	4																																	2417								
Convoy_jzsj_02	ConvoyNpc			110	1	67		1			4	1	1	0	npc\worldnpc1147	1	1						1	17	271.858	821.256	0	0				2	40	20	60		0	0	0			hand1_1			-1			5	4																																									
Convoy_jzsj_03	ConvoyNpc			110	1	67		1			4	1	1	0	npc\worldnpc296	1	1						1	17	260.806	752.359	0	0				2	40	20	60		0	0	0			hand1_1			-1			5	4																																									
Convoy_jzsj_05	ConvoyNpc	41503沈沧海		110	1	67		1			4	1	1	0	npc\worldnpc1203	1	1						2	17	356	799	0	1	1			2	40	20	60		1	0	0			hand1_1			-1			2	4																																									
Convoy_jzsj_06	ConvoyNpc	41564		110	1	67		1			4	1	1	0	npc\cj_160050	1	1						3	17			1	0	0	"1,306;40,307;80,308;120,309;150,0"		2					0	0	0			hand1_1			-1			0	0	1																															1						-1			
																																																																																										
		//无根门																																																																																								
Convoy_wgm_001	ConvoyNpc	王俊亦		110	49	67		1			4	1	1	0	npc\fbfunnpc00002	1	1	icon\funcnpc\worldnpc435.png					3	15			0	0		"1,290;180,291;300,0"		2	40	20	60		0	0	0			hand1_1			-1			3	5																																									
Convoy_wgm_002	ConvoyNpc	曾锋		110	49	67		1			4	1	1	0	npc\fbfunnpc00030	1	1	icon\funcnpc\worldnpc435.png					3	15			0	0		"1,292;180,293;300,0"		2	40	20	60		0	0	0			hand1_1			-1			3	5																																									
Convoy_wgm_003	ConvoyNpc	叶俊义		110	49	67		1			4	1	1	0	npc\fbfunnpc00222	1	1	icon\funcnpc\worldnpc435.png					3	15			0	0		"1,294;180,295;300,0"		2	40	20	60		0	0	0			hand1_1			-1			3	5																																									
Convoy_wgm_004	ConvoyNpc	张臻羿		110	49	67		1			4	1	1	0	npc\fbfunnpc00241	1	1	icon\funcnpc\worldnpc435.png					3	15			0	0		"1,296;180,297;300,0"		2	40	20	60		0	0	0			hand1_1			-1			3	5																																									
Convoy_wgm_005	ConvoyNpc	雷雨		110	49	67		1			4	1	1	0	npc\fbfunnpc003020	1	1	icon\funcnpc\worldnpc435.png					3	15			0	0		"1,298;180,299;300,0"		2	40	20	60		0	0	0			hand1_1			-1			3	5																																									
Convoy_wgm_006	ConvoyNpc	张朋		110	49	67		1			4	1	1	0	npc\fbnpc00499	1	1	icon\funcnpc\worldnpc435.png					3	15			0	0		"1,300;180,291;301,0"		2	40	20	60		0	0	0			hand1_1			-1			3	5																																									
Convoy_wgm_007	ConvoyNpc	董淑明		110	49	67		1			4	1	1	0	npc\worldnpc205	1	1	icon\funcnpc\worldnpc435.png					3	15			0	0		"1,302;180,291;303,0"		2	40	20	60		0	0	0			hand1_1			-1			3	5																																									
																																																																																										
																																																																																										
Summon_wgm_001	BossNpc	少林杀手(达摩棍法)		184	293	60		7			5	0	15	0	npc\b_killer04	1	0.915409					"fb_Npc_sl_dmgf01,1,0;fb_Npc_sl_dmgf02,1,0;fb_Npc_sl_dmgf03,1,0;fb_Npc_sl_dmgf04,1,0;fb_Npc_sl_dmgf05,1,0;fb_Npc_sl_dmgf06,1,0;fb_Npc_sl_dmgf07,1,0;fb_Npc_sl_dmgf07_sky,1,0"					0	0				2	40	20	1		0	0	-1						-1			3	5																						1000		2000							fb_Npc_sl_dmgf01		1533		15	1		11	1	7h	1
Summon_wgm_002	BossNpc	武当杀手（清风剑法）		184	293	60		7			5	0	15	0	npc\b_killer04	1	0.915409					"fb_Npc_wd_qfjf01,1,0;fb_Npc_wd_qfjf02,1,0;fb_Npc_wd_qfjf03,1,0;fb_Npc_wd_qfjf04,1,0;fb_Npc_wd_qfjf05,1,0;fb_Npc_wd_qfjf06,1,0;fb_Npc_wd_qfjf07,1,0;fb_Npc_wd_qfjf02_sky,1,0;fb_Npc_wd_qfjf06_sky,1,0"					0	0				2	40	20	1		0	0	-1						-1			3	5																						1000		2000							fb_Npc_wd_qfjf03		1534		15	1		11	1	2h	1
Summon_wgm_003	BossNpc	峨眉杀手（离别刺）		184	293	60		7			5	0	15	0	npc\g_killer04	2	0.915409					"fb_Npc_em_lbc01,1,0;fb_Npc_em_lbc02,1,0;fb_Npc_em_lbc03,1,0;fb_Npc_em_lbc04,1,0;fb_Npc_em_lbc06,1,0;fb_Npc_em_lbc07,1,0;fb_Npc_em_lbc08,1,0;fb_Npc_em_lbc03_sky,1,0;fb_Npc_em_lbc06_sky,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"					0	0				2	40	20	1		0	0	-1						-1			3	5																						1000		2000							fb_Npc_em_lbc01		1567		15	1		11	1	6h	1
Summon_wgm_004	BossNpc	丐帮杀手（莲花掌）		184	293	60		7			5	0	15	0	npc\b_killer04	1	0.915409					"fb_Npc_gb_lhz01,1,0;fb_Npc_gb_lhz02,1,0;fb_Npc_gb_lhz03,1,0;fb_Npc_gb_lhz04,1,0;fb_Npc_gb_lhz05,1,0;fb_Npc_gb_lhz06,1,0;fb_Npc_gb_lhz07,1,0;fb_Npc_gb_lhz08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0;"					0	0				2	40	20	1		0	0	-1						-1			3	5																						1000		2000							fb_Npc_gb_lhz01		1604		15	1		11	1	0h	1
Summon_wgm_005	BossNpc	唐门杀手（迷魂镖）		184	293	60		7			5	0	15	0	npc\b_killer04	1	0.915409					"fb_Npc_tm_mhb01,1,0;fb_Npc_tm_mhb02,1,0;fb_Npc_tm_mhb03,1,0;fb_Npc_tm_mhb04,1,0;fb_Npc_tm_mhb05,1,0;fb_Npc_tm_mhb06,1,0;jn_tg_yanxing_back,1,0"					0	0				2	40	20	1		0	0	-1						-1			3	5																						1000		2000							fb_Npc_tm_fbpg		1580		15	1		11	1	0h	1
Summon_wgm_006	BossNpc	君子堂杀手（无涯剑法）		184	293	60		7			5	0	15	0	npc\b_killer04	1	0.915409					"fb_Npc_jz_wyjf01,1,0;fb_Npc_jz_wyjf02,1,0;fb_Npc_jz_wyjf03,1,0;fb_Npc_jz_wyjf04,1,0;fb_Npc_jz_wyjf05,1,0;fb_Npc_jz_wyjf06,1,0;fb_Npc_jz_wyjf07,1,0;fb_Npc_jz_wyjf08,1,0;"					0	0				2	40	20	1		0	0	-1						-1			3	5																						1000		2000							fb_Npc_jz_wyjf01		1562		15	1		11	1	5h	1
Summon_wgm_007	BossNpc	锦衣卫杀手（断情七绝）		184	293	60		7			5	0	15	0	npc\g_killer04	2	0.915409					"fb_Npc_jy_dqd01,1,0;fb_Npc_jy_dqd02,1,0;fb_Npc_jy_dqd03,1,0;fb_Npc_jy_dqd04,1,0;fb_Npc_jy_dqd05,1,0;fb_Npc_jy_dqd06,1,0;fb_Npc_jy_dqd07,1,0;jn_tg_yanxing,1,0;fb_Npc_jh_dldm05,1,0"					0	0				2	40	20	1		0	0	-1						-1			3	5																						1000		2000							fb_Npc_jy_dqd01		1576		15	1		11	1	1h	1
