NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	空闲状态对话	碰撞时对话	仇恨	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	禁播受击动作	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	婚宴npc类型	势力归属	势力关系表	战斗开始的召唤ID	NPC交互停留时间	权重	初始动作固定帧播放	碰撞对话规则	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	AI编辑包	善恶参数	直接触发	脱战回血	格挡方式(-1表示不格挡)	超过距离就脱战	使用轻功	破防几率	破防技能	防御CD	世界触发器相关	存在时间	是否理会玩家	缩放尺寸	跟随距离	跟随位置	是否跨场景	跟随角度	NPC所属势力	动作集	大逃杀专用	团队显示道具
Worldjl10026_004	CommonNpc	书院巡逻者-四内		8	95	2	2			1.25	5	hand1_1	npc\worldnpc565								0				3	0	0	mst_city03_01		10																							76	84			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001		0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10027_004	CommonNpc	书院巡逻者-四内		8	95	2	2			1.25	5	hand1_1	npc\worldnpc565								0				3	0	0	mst_city03_02		10																							76	84			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001		0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10028_004	CommonNpc	书院巡逻者-四内		8	95	2	2			1.25	5	hand1_1	npc\worldnpc565								0				3	0	0	mst_city03_03		10																							76	84			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001		0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10029_004	CommonNpc	书院巡逻者-四内		8	95	2	2			1.25	5	hand1_1	npc\worldnpc565								0				3	0	0	mst_city03_04		10																							76	84			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001		0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10030_004	CommonNpc	书院巡逻者-四内		8	95	2	2			1.25	5	hand1_1	npc\worldnpc565								0				3	0	0	mst_city03_05		10																							76	84			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001		0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10031_004	CommonNpc	书院巡逻者-四内		8	95	2	2			1.25	5	hand1_1	npc\worldnpc565								0				3	0	0	mst_city03_06		10																							76	84			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001		0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10032_004	CommonNpc	书院巡逻者-四内		8	95	2	2			1.25	5	hand1_1	npc\worldnpc565								0				3	0	0	mst_city03_07		10																							76	84			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001		0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10033_004	CommonNpc	书院巡逻者-四内		8	95	2	2			1.25	5	hand1_1	npc\worldnpc565								0				3	0	0	mst_city03_08		10																							76	84			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_001		0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10034_004	CommonNpc	青龙使者-四内		8	95	2	2			1.25	4	sword1_1	npc\worldnpc565							s_r_npcitem391	0				3	0	0	mst_city03_18		10																							93	84			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_004	"jn_jlqz_sx_ql01,1,0"	0	-1								1000	15		1000							1	"699,0"																									2555		1		-1																	
Worldjl10035_004	CommonNpc	白虎使者-四内		8	95	2	2			1.25	4	blade1_1	npc\worldnpc565							b_r_npcitem326	0				3	0	0			10																							93	84			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_005	"jn_jlqz_sx_bh01,1,0"	0	-1								1000	15		1000							1	"699,0"																									2556		1		-1																	
Worldjl10036_004	CommonNpc	朱雀使者-四内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc565								0				3	0	0			10																							93	84			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_006	"jn_jlqz_sx_zq01,1,0"	0	-1								1000	15		1000							1	"699,0"																									2557		1		-1																	
Worldjl10037_004	CommonNpc	玄武使者-四内		8	95	2	2			1.25	4	lstuff1_1	npc\worldnpc565							lst_r_npcitem316	0				3	0	0			10																							93	84			drop_jlqz_jiedu_006		1	1	15	3	60		jn_jlqz_pt_007	"jn_jlqz_sx_xw01,1,0;jn_jlqz_sx_xw02,1,0"	0	-1								1000	15		1000							1	"699,0"																									2558		1		-1																	
Worldjl10038_004	CommonNpc	少林弟子2-四内		8	95	2	2			1.25	4	lstuff1_1	npc\monster155							lst_r_npcitem210	0				3	0	0	mst_city03_13		10																							76	84					1	1	15	3	60		jlgc_sl_dmgf_001	"jn_jlqz_001,1,0;jlgc_sl_dmgf_001,1,0;jlgc_sl_dmgf_002,1,0;jlgc_sl_dmgf_003,1,0;jlgc_sl_dmgf_004,10;jlgc_sl_dmgf_005,1,0;jlgc_sl_dmgf_006,1,0;jlgc_sl_dmgf_007,1,0;jlgc_sl_dmgf_008,1,0"	0	-1								2000	15		1000							699	"1,0"																									2581		1																			
Worldjl10039_004	CommonNpc	武当弟子2-四内		8	95	2	2			1.25	4	sword1_1	npc\monster565							s_r_npcitem087	0				3	0	0	mst_city03_15		10																							76	84					1	1	15	3	60		jlgc_wd_qfjf_003	"jn_jlqz_001,1,0;jlgc_wd_qfjf_001,1,0;jlgc_wd_qfjf_002,1,0;jlgc_wd_qfjf_003,1,0;jlgc_wd_qfjf_004,1,0;jlgc_wd_qfjf_005,1,0;jlgc_wd_qfjf_006,1,0;jlgc_wd_qfjf_007,1,0;jlgc_wd_qfjf_008,1,0;jlgc_wd_qfjf_009,1,0"	0	-1								2000	15		1000							699	"1,0"																									2582		1																			
Worldjl10040_004	CommonNpc	丐帮弟子2-四内		8	95	2	2			1.25	4	hand1_1	npc\monster165								0				3	0	0	mst_city03_14		10																							76	84					1	1	15	3	60		jlgc_gb_lhz_002	"jn_jlqz_001,1,0;jlgc_gb_lhz_001,1,0;jlgc_gb_lhz_002,1,0;jlgc_gb_lhz_003,1,0;jlgc_gb_lhz_004,1,0;jlgc_gb_lhz_005,1,0;jlgc_gb_lhz_006,1,0;jlgc_gb_lhz_007,1,0;jlgc_gb_lhz_008,1,0"	0	-1								2000	15		1000							699	"1,0"																									2583		1																			
Worldjl10041_004	CommonNpc	极乐谷弟子2-四内		8	95	2	2			1.25	4	dcrutch1_1	npc\worldnpc785							db_rl_npcitem323	0				3	0	0	mst_city03_16		10																							76	84					1	1	15	3	60		jlgc_jl_zfd_002	"jn_jlqz_001,1,0;jlgc_jlg_zfd_001,1,0;jlgc_jl_zfd_002,1,0;jlgc_jl_zfd_003,1,0;jlgc_jl_zfd_004,1,0;jlgc_jl_zfd_005,1,0;jlgc_jl_zfd_006,1,0;jlgc_jl_zfd_007,1,0;jlgc_jl_zfd_008,1,0"	0	-1								2000	15		1000							699	"1,0"																									2586		1																			
Worldjl10042_004	CommonNpc	唐门弟子2-四内		8	95	2	2			1.25	4	knife1_1	npc\worldnpc732							k_r_npcitem307	0				3	0	0	mst_city03_11		10																							76	84					1	1	15	3	60		jlgc_tm_jsc_001	"jn_jlqz_001,1,0;jlgc_tm_jsc_001,1,0;jlgc_tm_jsc_002,1,0;jlgc_tm_jsc_003,1,0;jlgc_tm_jsc_004,1,0;jlgc_tm_jsc_005,1,0;jlgc_tm_jsc_006,1,0;jlgc_tm_jsc_007,1,0"	0	-1								2000	15		1000							699	"1,0"																									2585		1																			
Worldjl10043_004	CommonNpc	君子堂弟子2-四内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc253								0				3	0	0	mst_city03_12		10																							76	84					1	1	15	3	60		jlgc_jzt_xytf_001	"jn_jlqz_001,1,0;jlgc_jzt_xytf_001,1,0;jlgc_jzt_xytf_002,1,0;jlgc_jzt_xytf_003,1,0;jlgc_jzt_xytf_004,1,0;jlgc_jzt_xytf_005,1,0;jlgc_jzt_xytf_006,1,0;jlgc_jzt_xytf_007,1,0;jlgc_jzt_xytf_008,1,0;jlgc_jzt_xytf_009,1,0;jlgc_jzt_xytf_010,1,0;jlgc_jzt_xytf_011,1,0;jlgc_jzt_xytf_012,1,0;jlgc_jzt_xytf_013,1,0;jlgc_jzt_xytf_014,1,0"	0	-1								2000	15		1000							699	"1,0"																									2584		1																			
Worldjl10044_004	CommonNpc	锦衣卫弟子2-四内		8	95	2	2			1.25	4	hand1_1	npc\worldnpc798								0				3	0	0	mst_city03_17		10																							76	84					1	1	15	3	60		jlgc_jy_yzq_009	"jn_jlqz_001,1,0;jlgc_jyw_yzq_001,1,0;jlgc_jyw_yzq_002,1,0;jlgc_jyw_yzq_003,1,0;jlgc_jyw_yzq_004,1,0;jlgc_jyw_yzq_005,1,0;jlgc_jyw_yzq_006,1,0;jlgc_jyw_yzq_007,1,0;jlgc_jyw_yzq_008,1,0;jlgc_jyw_yzq_009,1,0"	0	-1								2000	15		1000							699	"1,0"																									2587		1																			
Worldjl10045_004	CommonNpc	书院巡逻者-四内		8	95	2	2			1.25	5	hand1_1	npc\worldnpc565								0				3	0	0	mst_city03_09		10																							76	84					1	1	15	3	60		jn_jlqz_pt_001		0	-1								1000	15		1000							1	"699,0"																											1		-1																	
Worldjl10046_004	CommonNpc	书院巡逻者-四内		8	95	2	2			1.25	5	hand1_1	npc\worldnpc565								0				3	0	0	mst_city03_10		10																							76	84					1	1	15	3	60		jn_jlqz_pt_001		0	-1								1000	15		1000							1	"699,0"																											1		-1																	
																																																																																																																																					
christmas_milu1	CommonNpc	麋鹿王		8	604	2	2			1.25	5	hand_0	npc\monster008a								0				3	0	0	christmas_milu_walk		10																						1	86	160			drop_haiwai_christmas_milu1 		1	1	15	1800	1800				0	-1								1000	15		1000							1																										3440			5	-1									"2,2,2"								
christmas_milu2	CommonNpc	麋鹿		8	604	2	2			1.25	5	hand_0	npc\monster008b								0				3	0	0			10																						1	81	160			drop_haiwai_christmas_milu2		1	1	15	10	300				0	-1								1000	15		1000							1																										3440			5	-1		15								8	9		1.57				
																																																																																																																																					
EventNpc_jlpj_01	BossNpc	控制刷新		8	52	2	2			1.25	5.5	lspear1s_1	npc\itemnpc057	1	1						0				3	0	0			0																							1	1		1			1	1	240	30	300				0	-1				1	1			1000	0		1000							556	"555,0"																									2852				-1																	
Jlpanjun_boss_01	BossNpc	叛军偏将		8	605	2	2			1.25	10	lspear1s_1	npc\fbnpc004008_pjr	1	1	icon\monster\monster074.png					0				3	0	0			8																							802	160		1	drop_Jlpanjun_boss_01		1	1	240	30	300			"jn_pjpj_01,1,30;jn_pjpj_02,1,10;jn_pjpj_03,1,0;jn_pjpj_04,1,0;jn_pjpj_05,1,0;jn_pjpj_06,1,0"	0	-1		Jlpanjun_boss_01;Jlpanjun_boss_02;Jlpanjun_boss_03;Jlpanjun_mon_01;Jlpanjun_mon_02						1000	10		1000							556	"555,0"																									2854		1	1	-1	1								"1.1,1.1,1.1"								1
Jlpanjun_boss_02	BossNpc	叛军校尉		8	605	2	2			1.25	6	blade4_1	npc\fbnpc004001	1	1	icon\monster\monster074.png					0				3	0	0			8																							82	160		1	drop_Jlpanjun_boss_02		1	1	240	30	300			"jn_pjxw_01,1,30;jn_pjxw_02,1,30;jn_pjxw_03,1,0;jn_pjxw_04,1,0;jn_pjxw_05,1,0"	0	-1		Jlpanjun_boss_01;Jlpanjun_boss_02;Jlpanjun_boss_03;Jlpanjun_mon_01;Jlpanjun_mon_02						1000	10		1000							556	"555,0"																									2855		1	1	-1	1								"1.1,1.1,1.1"								
Jlpanjun_boss_03	BossNpc	叛军队长		8	605	2	2			1.25	6	lspear1s_1	npc\monster105	1	1	icon\monster\monster074.png				lsp_r_npcitem155	0				3	0	5			8																							81	160		1	drop_Jlpanjun_boss_03		1	1	240	30	300			"jn_pjdz_01,1,30;jn_pjdz_02,1,30;jn_pjdz_03,1,0;jn_pjdz_04,1,0;jn_pjdz_05,1,0"	0	-1		Jlpanjun_boss_01;Jlpanjun_boss_02;Jlpanjun_boss_03;Jlpanjun_mon_01;Jlpanjun_mon_02						1000	10		1000							556	"555,0"																									2856		1	1	-1	1																
Jlpanjun_mon_01	CommonNpc	叛军士兵		8	12	2	2			1.25	5	lspear1s_1	npc\fbnpc004007	1	1	icon\monster\monster074.png					0				3	0	10			8																							57	160		1	drop_Jlpanjun_mon_01				240	30	300			"jn_pjqb_01,1,30;jn_pjqb_02,1,30"	0	-1		Jlpanjun_boss_01;Jlpanjun_boss_02;Jlpanjun_boss_03;Jlpanjun_mon_01;Jlpanjun_mon_02						1000	10		1000							556	"555,0"																									2857		1	1	-1																	
Jlpanjun_mon_02	CommonNpc	弓箭手		8	12	2	2			1.25	4	hand1_1	npc\fbnpc004007f	1	1	icon\monster\monster074.png					0				3	0	10			8																							57	160		1	drop_Jlpanjun_mon_01				240	30	300		jn_pjjs_01	"jn_pjjs_02,1,30"	0	-1		Jlpanjun_boss_01;Jlpanjun_boss_02;Jlpanjun_boss_03;Jlpanjun_mon_01;Jlpanjun_mon_02						1000	10		1000							556	"555,0"																									2858		1	1	-1																	
		//金陵活动																																																																																																																																			
monc032104	CommonNpc	皇陵守卫士兵		8	12	2	2			1.25	4	hand1_1	npc\monster482	1		icon\monster\monster482.png					0				3	0	0																										34	1							30	10	60			"baijiaquan_nan,1,30;baijiatui_nan,1,30"										100	15		100							555	"556,0"																									822		1																			
																																																																																																																																					
AI_shl	BossNpc	圣火令		8	95	2	2			1.25	6	knife1_2	npc\worldnpc1313	1						k_r_npcitem307	0				3	0	0			10																							51	61							15	3	60		Npc_xy_shl01	"Npc_xy_shl01,1,0;Npc_xy_shl02,1,0;Npc_xy_shl03,1,0;Npc_xy_shl04,1,0;Npc_xy_shl05,1,0;Npc_xy_shl06,1,0;Npc_xy_shl07,1,0;Npc_xy_shl08,1,0;Npc_xy_shl01_1,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									2987		1		19	15																
AI_yywd	BossNpc	圆月弯刀		8	95	2	2			1.25	6	blade1_1	npc\monster255	1						b_r_npcitem318	0				3	0	0			10																							51	61							15	3	60		Npc_jh_yywd01	"Npc_jh_yywd01,1,0;Npc_jh_yywd02,1,0;Npc_jh_yywd03,1,0;Npc_jh_yywd04,1,0;Npc_jh_yywd05,1,0;Npc_jh_yywd06,1,0;Npc_jh_yywd07,1,0;Npc_jh_yywd08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									2986		1		19	15																
AI_xyjj	BossNpc	西洋击剑		8	95	2	2			1.25	6	sword1_2	npc\worldnpc1312	1						s_r_npcitem087	0				3	0	0			10																							51	61							15	3	60		Npc_by_xyjj01	"Npc_by_xyjj01,1,0;Npc_by_xyjj02,1,0;Npc_by_xyjj03,1,0;Npc_by_xyjj04,1,0;Npc_by_xyjj05,1,0;Npc_by_xyjj06,1,0;Npc_by_xyjj07,1,0;Npc_by_xyjj03_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3077		1		19	15																
AI_ktdj	BossNpc	困天刀诀		8	95	2	2			1.25	6	blade1_1	npc\worldnpc534	1						b_r_npcitem318	0				3	0	0			10																							51	61							15	3	60		Npc_xy_ktdj01	"Npc_xy_ktdj01,1,0;Npc_xy_ktdj02,1,0;Npc_xy_ktdj03,1,0;Npc_xy_ktdj04,1,0;Npc_xy_ktdj05,1,0;Npc_xy_ktdj06,1,0;Npc_xy_ktdj07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3078		1		19	15																
AI_whjf	BossNpc	万花剑法		8	95	2	2			1.25	6	sword1_1	npc\monster160	1						s_r_npcitem087	0				3	0	0			10																							51	61							15	3	60		Npc_jh_whjf01	"Npc_jh_whjf01,1,0;Npc_jh_whjf02,1,0;Npc_jh_whjf03,1,0;Npc_jh_whjf04,1,0;Npc_jh_whjf05,1,0;Npc_jh_whjf06,1,0;Npc_jh_whjf07,1,0;Npc_jh_whjf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3089		1		19	15																
AI_jlsd	BossNpc	金鹿神刀		8	95	2	2			1.25	6	dsword3_1	npc\worldnpc1271	1						db_rl_npcitem323	0				3	0	0			10																							51	61							15	3	60		Npc_xy_jlsd01	"Npc_xy_jlsd01,1,0;Npc_xy_jlsd02,1,0;Npc_xy_jlsd03,1,0;Npc_xy_jlsd04,1,0;Npc_xy_jlsd05,1,0;Npc_xy_jlsd06,1,0;Npc_xy_jlsd07,1,0;Npc_xy_jlsd04_1,1,0;Npc_xy_jlsd04_2,1,0;Npc_xy_jlsd07_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3090		1		19	15																
AI_xhmd	BossNpc	血海魔刀		8	95	2	2			1.25	6	blade1_1	npc\monster378	1						b_r_npcitem318	0				3	0	0			10																							51	61							15	3	60		Npc_by_xhmdl01	"Npc_by_xhmdl01,1,0;Npc_by_xhmdl02,1,0;Npc_by_xhmdl03,1,0;Npc_by_xhmdl04,1,0;Npc_by_xhmdl05,1,0;Npc_by_xhmdl06,1,0;Npc_by_xhmdl07,1,0;Npc_by_xhmdl08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3091		1		19	15																
AI_txxhjp	BossNpc	太玄镶华剑谱		8	95	2	2			1.25	6	sword1_1	npc\monster196	1						s_r_npcitem087	0				3	0	0			10																							51	61							15	3	60		Npc_dh_txxhjp01	"Npc_dh_txxhjp01,1,0;Npc_dh_txxhjp02,1,0;Npc_dh_txxhjp03,1,0;Npc_dh_txxhjp04,1,0;Npc_dh_txxhjp05,1,0;Npc_dh_txxhjp06,1,0;Npc_dh_txxhjp07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3105		1		19	15																
AI_xlxf	BossNpc	血龙邪斧		8	95	2	2			1.25	6	dsword3_1	npc\monster268	1						db_rl_npcitem323	0				3	0	0			10																							51	61							15	3	60		Npc_by_xlxf01	"Npc_by_xlxf01,1,0;Npc_by_xlxf02,1,0;Npc_by_xlxf03,1,0;Npc_by_xlxf04,1,0;Npc_by_xlxf05,1,0;Npc_by_xlxf06,1,0;Npc_by_xlxf07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3101		1		19	15																
AI_wgl	BossNpc	舞鬼箓		8	95	2	2			1.25	6	dsword1_1	npc\worldnpc1204	1						ds_rl_npcitem324	0				3	0	0			10																							51	61							15	3	60		Npc_by_wgl01	"Npc_by_wgl01,1,0;Npc_by_wgl02,1,0;Npc_by_wgl03,1,0;Npc_by_wgl04,1,0;Npc_by_wgl05,1,0;Npc_by_wgl06,1,0;Npc_by_wgl07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3102		1		19	15																
AI_nrjbd	BossNpc	男人见不得		8	95	2	2			1.25	6	hand1_1	npc\monster290	1							0				3	0	0			10																							51	61							15	3	60		Npc_xy_nrjbd01	"Npc_xy_nrjbd01,1,0;Npc_xy_nrjbd02,1,0;Npc_xy_nrjbd03,1,0;Npc_xy_nrjbd04,1,0;Npc_xy_nrjbd05,1,0;Npc_xy_nrjbd06,1,0;Npc_xy_nrjbd07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3103		1		19	15																
AI_gxcj	BossNpc	姑洗刺诀		8	95	2	2			1.25	6	dknife2_1	npc\worldnpc785	1						dk_rl_npcitem209	0				3	0	0			10																							51	61							15	3	60		Npc_by_gxcj01	"Npc_by_gxcj01,1,0;Npc_by_gxcj02,1,0;Npc_by_gxcj03,1,0;Npc_by_gxcj04,1,0;Npc_by_gxcj05,1,0;Npc_by_gxcj06,1,0;Npc_by_gxcj07,1,0;Npc_by_gxcj04_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3104		1		19	15																
AI_bxjf	BossNpc	辟邪剑法		8	95	2	2			1.25	6	sword1_1	npc\monster290	1						s_r_npcitem417	0				3	0	0			10																							51	61							15	3	60		Npc_jh_bxjf08	"Npc_jh_bxjf01,1,0;Npc_jh_bxjf02,1,0;Npc_jh_bxjf03,1,0;Npc_jh_bxjf04,1,0;Npc_jh_bxjf05,1,0;Npc_jh_bxjf06,1,0;Npc_jh_bxjf07,1,0;Npc_jh_bxjf08,1,0;Npc_jh_bxjf07_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									2985		1		19	15																
																																																																																																																																					
		//长风镖局入店打尖																																																																																																																																			
monm_lmbj001	CommonNpc	劫匪喽啰		8	12	2	2	10		1.25	4	hand1_1	npc\worldnpc552	1	0.91	icon\funcnpc\worldnpc552.png					0				3	0	0			50																							101	60		1					15	300	300				0	-1	ForceEscortNpc_lm003;monm_lmbj004			1				2000	50		2000							1		0																													15																
monm_lmbj002	CommonNpc	劫匪精英		8	12	2	2	10		1.25	4	hand1_1	npc\monster115	1	0.905	icon\monster\monster074.png					0				3	0	0			50																							101	60		1					15	300	300			"Npc_jl_fgz01,6,0;Npc_jl_fgz02,6,0;Npc_jl_fgz05,6,0;Npc_jl_fgz06,6,0"	0	-1	ForceEscortNpc_lm003;monm_lmbj004			1				2000	50		2000							1		0																								2364					15																
monm_lmbj003	CommonNpc	劫匪头目		8	12	2	2	10		1.25	4	blade1_1	npc\fb_monster074	1	0.8						0				3	0	0			50																							58	60		1			1		15	60	60			"Npc_jh_jwdf01,6,0;Npc_jh_jwdf02,6,0;Npc_jh_jwdf03,6,0;Npc_jh_jwdf04,6,0;Npc_jh_jwdf05,6,0;Npc_jh_jwdf06,6,0;Npc_jh_jwdf07,6,0;Npc_jh_jwdf01,6,0;Npc_jh_jwdf08,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1	ForceEscortNpc_lm003;monm_lmbj004			1				2000	50		2000							1		0																								1525					15																
monm_lmbj004	CommonNpc	镖师护卫		8	12	2	2			1.25	4	hand1_1	npc\worldnpc207	1							0				3	0	0			10																							8	60							15	300	300		lmbj_djzd_001		0	-1	monm_lmbj001;monm_lmbj002;monm_lmbj003	ForceEscortNpc_lm001						2000	50		1000																																	2543		1	-1		15																
monm_lmbj005	CommonNpc	探子1		8	12	2	2	10		1.25	4	hand1_1	npc\worldnpc572	1	0.91	icon\funcnpc\worldnpc552.png					0				3	0	0			3																							101	60		1					0	10	10				1	-1				0				2000	50		2000							0		0																											16		15																
monm_lmbj006	CommonNpc	探子2		8	12	2	2	10		1.25	4	hand1_1	npc\worldnpc572	1	0.91	icon\funcnpc\worldnpc552.png					0				3	0	0			3																							101	60		1					0	10	10				1	-1				0				2000	50		2000							0		0																											16		15																
monm_lmbj011	CommonNpc	镖师护卫		8	12	2	2			1.25	4	hand1_1	npc\worldnpc207	1			diedownloop				0				3	0	0			10																							9	40							15	300	300				0	-1								2000	50		1000																																	3354		1	-1		15																
monm_lmbj012	CommonNpc	主动攻击探子		8	12	2	2	10		1.25	4	hand1_1	npc\worldnpc572	1	0.91	icon\funcnpc\worldnpc552.png					0				3	0	0			50																							101	60		1					15	300	300			"jn_tg_yanxing,1,0;Npc_jh_ghqd05,6,0;Npc_jh_ghqd01,,6,0;Npc_jh_ghqd02,6,0;Npc_jh_ghqd07,6,0;Npc_jh_ghqd04,6,0;jn_tg_yanxing_back,1,0;Npc_jh_ghqd01,6,0;Npc_jh_ghqd02,6,0;jNpc_jh_ghqd03,6,0"	0	-1	ForceEscortNpc_lm003;monm_lmbj004			1				2000	50		2000							1		0																								1792					15																
monm_lmbj013	CommonNpc	主动攻击探子		8	12	2	2	10		1.25	4	hand1_1	npc\worldnpc572	1	0.91	icon\funcnpc\worldnpc552.png					0				3	0	0			50																							101	60		1					15	300	300			"jn_tg_yanxing,1,0;Npc_jh_ghqd05,6,0;Npc_jh_ghqd01,,6,0;Npc_jh_ghqd02,6,0;Npc_jh_ghqd07,6,0;Npc_jh_ghqd04,6,0;jn_tg_yanxing_back,1,0;Npc_jh_ghqd01,6,0;Npc_jh_ghqd02,6,0;jNpc_jh_ghqd03,6,0"	0	-1	ForceEscortNpc_lm003;monm_lmbj004			1				2000	50		2000							1		0																								1792					15																
																																																																																																																																					
AI_tmw1	BossNpc	天魔舞（简单）		8	95	2	2			1.25	6	hand1_1	npc\worldnpc747	2							0				3	0	0			10																							51	61							15	3	60		Npc_nlb_tmw04	"Npc_nlb_tmw01,1,0;Npc_nlb_tmw02,1,0;Npc_nlb_tmw03,1,0;Npc_nlb_tmw04,1,0;Npc_nlb_tmw05,1,0;Npc_nlb_tmw06,1,0;Npc_nlb_tmw07,1,0;Npc_nlb_tmw08,1,0;Npc_nlb_tmw09,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3330		1		19		15															
AI_tmw2	BossNpc	天魔舞（中等）		8	95	2	2			1.25	6	hand1_1	npc\worldnpc747	2							0				3	0	0			10																							51	61							15	3	60		Npc_nlb_tmw04	"Npc_nlb_tmw01,1,0;Npc_nlb_tmw02,1,0;Npc_nlb_tmw03,1,0;Npc_nlb_tmw04,1,0;Npc_nlb_tmw05,1,0;Npc_nlb_tmw06,1,0;Npc_nlb_tmw07,1,0;Npc_nlb_tmw08,1,0;Npc_nlb_tmw09,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3331		1		19		15															
AI_tmw3	BossNpc	天魔舞（困难）		8	95	2	2			1.25	6	hand1_1	npc\worldnpc747	2							0				3	0	0			10																							51	61							15	3	60		Npc_nlb_tmw04	"Npc_nlb_tmw01,1,0;Npc_nlb_tmw02,1,0;Npc_nlb_tmw03,1,0;Npc_nlb_tmw04,1,0;Npc_nlb_tmw05,1,0;Npc_nlb_tmw06,1,0;Npc_nlb_tmw07,1,0;Npc_nlb_tmw08,1,0;Npc_nlb_tmw09,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3332		1		19		15															
