NPC编号	对象类型	特殊建筑类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	家园子npc类型	选择操作	鼠标形状	是否转身	走路速度	跑步速度	武器持握方式	武器名称	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	缩放	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	空闲状态对话	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	势力归属	势力关系表	战斗开始的召唤ID	NPC交互停留时间	权重	碰撞对话规则	初始动作固定帧播放	商店ID	洗红名功能	仓库ID	职业ID	钓鱼活动	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	是否有帮派驻地	AI编辑包	善恶参数	直接触发	表演时间（ms）	使用次数	婚宴npc类型	格挡方式(-1表示不格挡)	脱战回血	存在时间(毫秒)	退出发声对话	天气包	护卫跟随点X	护卫跟随点Z	捐献类型	是否可见	优先显示
tqsj_xiake_03	CommonNpc		侠士武当大		8	202		2	2		2.5	7	sword1_1	s_r_217	npc\worldnpc1116				appear				0	npc\clone\clone021\PlayActNewNpc.lua			1	1	0			20																				293	160		3					3	10		Npc_wd_tjj08	"Npc_wd_tjj01,7,0;Npc_wd_tjj02,7,0;Npc_wd_tjj03,7,0;Npc_wd_tjj04,7,0;Npc_wd_tjj05,7,0;Npc_wd_tjj06,7,0;Npc_wd_tjj07,7,0;Npc_wd_tjj08,7,0;Npc_wd_tjj09,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1				0				1000	30		1000						551																											2379						-1	5								
tqsj_xiake_05	CommonNpc		侠士峨眉大		8	202		2	2		2.5	7	dknife2_2	dk_r_618	npc\worldnpc502				appear				0	npc\clone\clone021\PlayActNewNpc.lua			1	1	0			20																				293	160		3					3	10		Npc_em_lbc01	"Npc_em_lbc01,7,0;jn_tg_yanxing,1,0;Npc_em_lbc02,7,0;Npc_em_lbc03,7,0;Npc_em_lbc04,7,0;Npc_em_lbc05,7,0;Npc_em_lbc06,7,0;Npc_em_lbc07,7,0;Npc_em_lbc08,7,0;Npc_em_lbc06_sky,7,0"	0	-1				0				1000	30		1000						551																											2380						-1	5								
tqsj_xiake_07	CommonNpc		侠士丐帮大		8	202		2	2		2.5	7	stuff1_1	st_r_1002	npc\worldnpc032				appear				0	npc\clone\clone021\PlayActNewNpc.lua			1	1	0			20																				293	160		3					3	10		Npc_gb_dgbf01	"Npc_gb_dgbf01,6,0;Npc_gb_dgbf02,6,0;Npc_gb_dgbf03,6,0;Npc_gb_dgbf04,6,0;Npc_gb_dgbf05,6,0;Npc_gb_dgbf06,3,0;Npc_gb_dgbf07,6,0;Npc_gb_dgbf08,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1				0				1000	30		1000						551																											2381						-1	5								
tqsj_xiake_09	CommonNpc		侠士君子大		8	202		2	2		2.5	7	sword1_1	s_r_217	npc\worldnpc753				appear				0	npc\clone\clone021\PlayActNewNpc.lua			1	1	0			20																				293	160		3					3	10		Npc_jz_lyfh01	"Npc_jz_lyfh01,7,0;Npc_jz_lyfh02,7,0;Npc_jz_lyfh03,7,0;Npc_jz_lyfh04,7,0;Npc_jz_lyfh05,7,0;Npc_jz_lyfh06,7,0;Npc_jz_lyfh07,7,0;Npc_jz_lyfh08,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1				0				1000	30		1000						551																											2382						-1	5								
tqsj_xiake_10	CommonNpc		侠士唐门大		8	202		2	2		2.5	7	knife1_1	k_r_405	npc\worldnpc725				appear				0	npc\clone\clone021\PlayActNewNpc.lua			1	1	0			20																				293	160		3					3	10		Npc_tm_jsc07	"Npc_tm_jsc01,7,0;Npc_tm_jsc02,7,0;Npc_tm_jsc03,7,0;Npc_tm_jsc04,7,0;Npc_tm_jsc05,7,0;Npc_tm_jsc06,7,0;Npc_tm_jsc07,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1				0				1000	30		1000						551																											2383						-1	5								
tqsj_fenwei_01	CommonNpc		氛围公公		8	14		2	2		2.5	7	hand1_1		npc\worldnpc626								0				1	1	0			20																				315	67		3					3	10				0	-1				0				1000	30		1000						722	"511,0"																																-1	5								
tqsj_fenwei_02	CommonNpc		氛围侍卫		8	14		2	2		2.5	7	lspear1_1	lsp_r_npcitem060	npc\monster105				lsp_fi_stand_1				0				1	1	0			20																				315	67		3					3	10				0	-1				0				1000	30		1000						722	"511,0"																																-1	5								
tqsj_zhudi_01	CommonNpc		朱棣		8	14		2	2		2.5	7	hand1_1		npc\worldnpc629								0				1	1	0			20																				51	67		3					3	10				0	-1				0				1000	30		1000						722																																	-1	5								
tqsj_gongg_01	CommonNpc		公公1		8	14		2	2		2.5	7	hand1_1		npc\worldnpc627								0				1	1	0			20																				315	67		3					3	10		Npc_jh_sbz01	"Npc_jh_sbz01,6,0;Npc_jh_sbz02,6,0;Npc_jh_sbz03,6,0;Npc_jh_sbz04,6,0;Npc_jh_sbz05,6,0;Npc_jh_sbz06,6,0;jn_tg_yanxing,1,0"	0	-1				0				1000	30		1000						551																											2384						-1	5								
tqsj_gongg_02	CommonNpc		公公2		8	14		2	2		2.5	7	hand1_1		npc\worldnpc626								0				1	1	0			20																				315	67		3					3	10		Npc_jh_sbz01	"Npc_jh_sbz01,6,0;Npc_jh_sbz02,6,0;Npc_jh_sbz03,6,0;Npc_jh_sbz04,6,0;Npc_jh_sbz05,6,0;Npc_jh_sbz06,6,0;jn_tg_yanxing,1,0"	0	-1				0				1000	30		1000						551																											2384						-1	5								
tqsj_shiwei_01	CommonNpc		侍卫1		8	14		2	2		2.5	7	blade1_1	b_r_3	npc\worldnpc793								0				1	1	0			20																				51	67		3					3	10		Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"	0	-1				0				1000	30		1000						551																											2385						-1	5								
tqsj_shiwei_02	CommonNpc		侍卫2		8	14		2	2		2.5	7	blade1_1	b_r_3	npc\worldnpc796								0				1	1	0			20																				51	67		3					3	10		Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"	0	-1				0				1000	30		1000						551																											2385						-1	5								
tqsj_shiwei_03	CommonNpc		侍卫3		8	14		2	2		2.5	7	blade1_1	b_r_3	npc\worldnpc790								0				1	1	0			20																				51	67		3					3	10		Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"	0	-1				0				1000	30		1000						551																											2385						-1	5								
tqsj_shiwei_04	CommonNpc		侍卫4		8	14		2	2		2.5	7	blade1_1	b_r_3	npc\worldnpc726								0				1	1	0			20																				51	67		3					3	10		Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"	0	-1				0				1000	30		1000						551																											2385						-1	5								
tqsj_zajiao_02	CommonNpc		小怪		8	14		2	2		2.5	7	sword1_1	s_r_217	npc\worldnpc727								0				1	1	0			20																				315	67		3					3	10				0	-1				0				1000	30		1000						551	"722,0"																																-1	5								
																																																																																																																													
	//吴真大闹																																																																																																																												
xunbu	CommonNpc		洛阳巡捕		8	96		2	2	1	1.25	4	hand1_1		npc\worldnpc211	1		icon\funcnpc\worldnpc211.png					0				3	0	0			20				1																																																						Shop_xunbu_1001																													xunbu_end						
luoyangzhifu	CommonNpc		洛阳知府		8	96		2	2	1	1.25	4	hand1_1		npc\worldnpc208	1		icon\funcnpc\worldnpc103.png					0				3	0	0			20				1																																																																																			luoyangzhifu_end						
																																																																																																																													
guanjun_huo_1	CommonNpc		官军头		8	96		2	2	1	1.25	4	hand1_1		npc\monster069	1		icon\funcnpc\monster069.png					0				3	0	0			20				1																																																																																									
guanjun_huo_2	CommonNpc		官军		8	96		2	2	1	1.25	4	lstuff1_1	lsp_r_npcitem060	npc\monster105	1		icon\funcnpc\monster105.png					0				3	0	0			20				1																																																																																									
																																																																																																																													
	//中秋-缉凶																																																																																																																												
jixiong_2	CommonNpc		金陵巡捕		8	96		2	2	1	1.25	4	hand1_1		npc\worldnpc211	1		icon\funcnpc\worldnpc211.png					0				3	0	0			20				1																																																																																			jixiong_2_end						
																																																																																																																													
jinlingguanjun	CommonNpc		金陵官军		8	96		2	2	1	1.25	4	hand1_1		npc\monster069	1		icon\funcnpc\monster069.png					0				3	0	0			20				1																																																																																			jinlingguanjun_end						
fqrwnpc_1014	CommonNpc		天灯售货员			82		2	2	1	0.5	2	hand1_2		npc\worldnpc1163	2		icon\funcnpc\worldnpc1163.png					0				3	0	0			20																																																										shop_tiandeng_01																																			
																																																																																																																													
	//舌尖																																																																																																																												
cs_shejian_npc01	CommonNpc		馋嘴侠客		8	96		2	2	1	1.25	4	hand1_1		npc\fbfunnpc00121	1							0				3	0	0			20				1																																																						Shop_cs_shejian_01																																			
																																																																																																																													
	//家园NPC																																																																																																																												
my_home	CommonNpc		建屋吏		8	140		2	2	1	1.25	4	hand1_1		npc\boss005	1		icon\funcnpc\boss005.png					0				3	0	0			20				1																																																						Shop_home_01001			my_home				1820;1821;1822;1823;1824;1825;1826;1827;1828;																												
my_home_x1	CommonNpc		建屋吏		8	140		2	2	1	1.25	4	hand1_1		npc\boss005	1		icon\funcnpc\boss005.png					0				3	0	0			20				1																																																																																									
my_home_x2	CommonNpc		地契管理员		8	96		2	2	1	1.25	4	hand1_1		npc\boss005	1		icon\funcnpc\boss005.png					0				3	0	0			20				1																																																																																									
my_home_x3	CommonNpc		黑市房产商		8	140		2	2	1	1.25	4	hand1_1		npc\worldnpc106	1		icon\funcnpc\boss005.png					0				3	0	0			20				1																																																						Shop_home_01001_x3																																			
																																																																																																																													
HomecleanNpc001	HomeFuncNpc		清洁丫鬟（小）		8	334	1	2	2	1	1.25	4	hand1_1		npc\worldnpc370	1		icon\funcnpc\worldnpc370.png					0				3	0	0			20				1																																																																																									
HomecleanNpc002	HomeFuncNpc		清洁丫鬟（中）		8	334	1	2	2	1	1.25	4	hand1_1		npc\worldnpc111	1		icon\funcnpc\worldnpc111.png					0				3	0	0			20				1																																																																																									
HomecleanNpc003	HomeFuncNpc		清洁丫鬟（大）		8	334	1	2	2	1	1.25	4	hand1_1		npc\worldnpc622	1		icon\funcnpc\worldnpc622.png					0				3	0	0			20				1																																																																																									
																																																																																																																													
HomeShowNpc001	HomeFuncNpc		表现丫鬟		8	334	3	2	2	1	1.25	4	hand1_1		npc\worldnpc187	1		icon\funcnpc\worldnpc187.png					0				3	0	0			20				1																																																																																									
HomeShowNpc002	HomeFuncNpc		表现丫鬟		8	334	3	2	2	1	1.25	4	hand1_1		npc\worldnpc348	1		icon\funcnpc\worldnpc348.png					0				3	0	0			20				1																																																																																									
HomeShowNpc003	HomeFuncNpc		表现丫鬟		8	334	3	2	2	1	1.25	4	hand1_1		npc\worldnpc449	1		icon\funcnpc\worldnpc449.png					0				3	0	0			20				1																																																																																									
																																																																																																																													
HomeComNpc001	HomeFuncNpc		合成管理员		8	334	2	2	2	1	1.25	4	hand1_1		npc\worldnpc194	1		icon\funcnpc\worldnpc194.png					0				3	0	0			20				1																																																						Shop_home_gy_01		2	home_manger																																
HomeComNpc002	HomeFuncNpc		合成管理员		8	334	2	2	2	1	1.25	4	hand1_1		npc\worldnpc139	1		icon\funcnpc\worldnpc139.png					0				3	0	0			20				1																																																						Shop_home_gy_01		2	home_manger																																
HomeComNpc003	HomeFuncNpc		合成管理员		8	334	2	2	2	1	1.25	4	hand1_1		npc\worldnpc367	1		icon\funcnpc\worldnpc367.png					0				3	0	0			20				1																																																						Shop_home_gy_01		2	home_manger																																
																																																																																																																													
	//家园																																																																																																																												
home_001	HomeNpc		房屋NPC		8	461		2			1.25	4	hand1_1		npc\fbboss00328												3	0	0			3																																																																																													
menpai_001	CommonNpc		门牌（砖）			504		2	2	1	0.5	2			npc\itemnpc894								0				3	0	0			3																																																																																												1	
menpai_002	CommonNpc		门牌（陵墓）			505		2	2	1	0.5	2			npc\itemnpc895								0				3	0	0			3																																																																	1831;																											1	
menpai_003	CommonNpc		门牌（山洞）			506		2	2	1	0.5	2			npc\itemnpc896								0				3	0	0			3																																																																	1832;																											1	
menpai_005	CommonNpc		管家（园林）			507		2	2	1	0.5	2			npc\npcitem604								0				3	0	0			3																																																																																												1	
menpai_006	CommonNpc		门牌（艹）			508		2	2	1	0.5	2			npc\itemnpc894								0				3	0	0			3																																																																	1829;																											1	
menpai_007	CommonNpc		门牌（木）			509		2	2	1	0.5	2			npc\itemnpc894								0				3	0	0			3																																																																	1830;																											1	
menpai_008	CommonNpc		帮派特供（木）			503		2	2	1	0.5	2			npc\itemnpc894								0				3	0	0			3																																																																																													
menpai_009	CommonNpc		帮派特供（砖）			503		2	2	1	0.5	2			npc\itemnpc894								0				3	0	0			3																																																																																													
menpai_010	CommonNpc		门牌（树屋）			1101		2	2	1	0.5	2			npc\itemnpc894								0				3	0	0			3																																																																																												1	
yd_cao	PostNpc		营地			463		0	2	1	0.5	2			npc\itemnpc1300								0				3	0	0			3																																					1	1																																								2974															
yd_shamo	PostNpc		营地			463		0	2	1	0.5	2			npc\itemnpc1305								0				3	0	0			3																																					1	1																																								2974															
yd_beiyuan	PostNpc		营地			463		0	2	1	0.5	2			npc\itemnpc1364								0				3	0	0			3																																					1	1																																								2974															
yd_manger	PostNpc		营地仆人			465		2	2	1	0.5	2	hand1_1		npc\worldnpc574			icon\funcnpc\worldnpc574.png					0	npc\func_camp_npc.lua			3	0	0			20																																					1	1																				shop_newworld_jh001																																			
door_01	CommonNpc		传送门			464		2	2	1	1.25	4	hand1_1		npc\funcnpc019								0				3	0	0			3				1																																																																										2894															
door_02	CommonNpc		传送门(砖-小）			464		2	2	1	1.25	4	hand1_1		npc\npcitem760								0				3	0	0			3				1																																																																										2894															
door_03	CommonNpc		传送门(砖-大）			464		2	2	1	1.25	4	hand1_1		npc\npcitem761								0				3	0	0			3				1																																																																										2894															
door_04	CommonNpc		传送门			464		2	2	1	1.25	4	hand1_1		npc\npcitem762								0				3	0	0			3				1																																																																										2894															
door_05	CommonNpc		传送门			464		2	2	1	1.25	4	hand1_1		npc\npcitem763								0				3	0	0			3				1																																																																										2894															
door_06	CommonNpc		传送门			464		2	2	1	1.25	4	hand1_1		npc\npcitem764								0				3	0	0			3				1																																																																										2894															
door_07	CommonNpc		传送门			464		2	2	1	1.25	4	hand1_1		npc\npcitem765								0				3	0	0			3				1																																																																										2894															
door_08	CommonNpc		传送门			464		2	2	1	1.25	4	hand1_1		npc\npcitem766								0				3	0	0			3				1																																																																										2894															
door_09	CommonNpc		传送门			464		2	2	1	1.25	4	hand1_1		npc\npcitem767								0				3	0	0			3				1																																																																										2894															
door_10	CommonNpc		传送门			464		2	2	1	1.25	4	hand1_1		npc\npcitem768								0				3	0	0			3				1																																																																										2894															
door_11	CommonNpc		传送门			464		2	2	1	1.25	4	hand1_1		npc\npcitem769								0				3	0	0			3				1																																																																										2894															
door_12	CommonNpc		传送门			464		2	2	1	1.25	4	hand1_1		npc\npcitem770								0				3	0	0			3				1																																																																										2894															
door_13	CommonNpc		传送门			464		2	2	1	1.25	4	hand1_1		npc\npcitem732								0				3	0	0			3				1																																																																										2894															
door_14	CommonNpc		公共传送门			466		2	2	1	1.25	4	hand1_1		npc\npcitem761								0	npc\pub_transto_jh_npc.lua			3	0	0			3				1																																																													1844;													2894															
door_15	CommonNpc		传送门(孤岛）			464		2	2	1	1.25	4	hand1_1		npc\npcitem1079								0				3	0	0			3				1																																																																										2894															
door_15_1	CommonNpc		传送门(孤岛）			464		2	2	1	1.25	4	hand1_1		npc\npcitem1077_1								0				3	0	0			3				1																																																																										2894															
door_all	CommonNpc		通用门			464		2	2	1	1.25	4	hand1_1		npc\box001								0				3	0	0			3				1																																																																										2894															
home_master	CommonNpc		房主			140		2	2	1	0.5	2	hand1_2		npc\worldnpc240	2		icon\funcnpc\worldnpc240.png					0	npc\lua_func_pubhome_master.lua			3	0	0			4				1																																																						Shop_home_gg_01						1843;1845;	1841;1842;1843;1845;													2894															
menpai_xy	CommonNpc		西域门牌			350		2	2	1	0.5	2			npc\itemnpc894								0	npc\xiyu_menpai_npc.lua			3	0	0			3				1																																																													1840;																												
menpai_by	CommonNpc		北原门牌			350		2	2	1	0.5	2			npc\itemnpc894								0	npc\beiyuan_menpai_npc.lua			3	0	0			3				1																																																																																									
home_wuxuenpc_002	CommonNpc		江湖武学			140		2	2	1	0.5	2	hand1_1		npc\worldnpc574			icon\funcnpc\worldnpc574.png					0				3	0	0			20				1																																	1	1																				shop_publichome_wx_001																																			
																																																																																																																													
home_qiang01	CommonNpc		艹-墙1			333		0	2	1	0	0			npc\npcitem773								0				3	0	0			20																																																																																													
home_qiang02	CommonNpc		艹-墙2			333		0	2	1	0	0			npc\npcitem773								0				3	0	0			20																																																																																													
home_qiang03	CommonNpc		木-墙1			333		0	2	1	0	0			npc\itemnpc1648								0				3	0	0			20																																																																																													
home_qiang04	CommonNpc		木-墙2			333		0	2	1	0	0			npc\itemnpc1648								0				3	0	0			20																																																																																													
home_qiang05	CommonNpc		砖-墙1			333		0	2	1	0	0			npc\itemnpc1649								0				3	0	0			20																																																																																													
home_qiang06	CommonNpc		砖-墙2			333		0	2	1	0	0			npc\itemnpc1649								0				3	0	0			20																																																																																													
home_qiang07	CommonNpc		石屋-墙1			333		0	2	1	0	0			npc\npcitem772								0				3	0	0			20																																																																																													
home_qiang08	CommonNpc		石屋-墙2			333		0	2	1	0	0			npc\npcitem772								0				3	0	0			20																																																																																													
home_qiang09	CommonNpc		山洞-墙1			333		0	2	1	0	0			npc\npcitem771								0				3	0	0			20																																																																																													
home_qiang10	CommonNpc		山洞-墙2			333		0	2	1	0	0			npc\npcitem771								0				3	0	0			20																																																																																													
home_qiang11	CommonNpc		孤岛-墙1			333		0	2	1	0	0			npc\npcitem1082								0				3	0	0			20																																																																																													
home_qiang12	CommonNpc		孤岛-墙2			333		0	2	1	0	0			npc\npcitem1081								0				3	0	0			20																																																																																													
home_qiang13	CommonNpc		孤岛-墙2			333		0	2	1	0	0			npc\npcitem1080								0				3	0	0			20																																																																																													
home_qiang14	CommonNpc		树屋-墙1			333		0	2	1	0	0			npc\itemnpc1646								0				3	0	0			20																																																																																													
home_qiang15	CommonNpc		树屋-墙2			333		0	2	1	0	0			npc\itemnpc1646								0				3	0	0			20																																																																																													
home_qiang16	CommonNpc		树屋-墙3			333		0	2	1	0	0			npc\itemnpc1646								0				3	0	0			20																																																																																													
																																																																																																																													
home_fangqinpc_01	CommonNpc		房契1		8	14		2	2		2.5	7	blade1_1	b_r_3	npc\worldnpc790								0				1	1	0			20																				293	135		3	hd_my_home_duihuan_01				30	120			"SH_homenpc_01,1,0;SH_homenpc_02,1,0;SH_homenpc_03,1,0;SH_homenpc_04,1,0"	1	-1				0				1000	30		1000						551																											2724									tqsj_huweia_01_end						
																																																																																																																													
home_wushui01	CommonNpc		污水		8	88		2	2	1	0	0			npc\itemnpc1376								0				3	0	0			20																																																																																													
home_chai	CommonNpc		强拆令（伪）		8	88		2	2	1	0	0			npc\itemnpc1380								0				3	0	0			20																																																																																													
home_feizei01	CommonNpc		盗贼(交互)		8	96		2	2	1	2.5	7	blade1_1	b_r_3	npc\worldnpc574								0				1	1	0			20																																																																																						300000							
home_feizei02	CommonNpc		盗贼(战斗)		8	14		2	2		2.5	7	blade1_1	b_r_3	npc\worldnpc574								0				1	1	0			20																				293	25		3	hd_home_feizei02				30	120				1	-1				0				1000	30		1000						551																																										
																																																																																																																													
my_home_jm	CommonNpc		建屋吏		8	140		2	2	1	1.25	4	hand1_1		npc\boss005	1		icon\funcnpc\boss005.png					0				3	0	0			20				1																																																						Shop_home_01001_jm			my_home																																
my_home_jy	CommonNpc		建屋吏		8	140		2	2	1	1.25	4	hand1_1		npc\boss005	1		icon\funcnpc\boss005.png					0				3	0	0			20				1																																																						Shop_home_01001_jy			my_home																																
my_home_yj	CommonNpc		建屋吏		8	140		2	2	1	1.25	4	hand1_1		npc\boss005	1		icon\funcnpc\boss005.png					0				3	0	0			20				1																																																						Shop_home_01001_yj			my_home																																
my_home_gb	CommonNpc		建屋吏		8	140		2	2	1	1.25	4	hand1_1		npc\boss005	1		icon\funcnpc\boss005.png					0				3	0	0			20				1																																																						Shop_home_01001_gb			my_home																																
my_home_ly	CommonNpc		建屋吏		8	140		2	2	1	1.25	4	hand1_1		npc\boss005	1		icon\funcnpc\boss005.png					0				3	0	0			20				1																																																						Shop_home_01001_ly			my_home																																
my_home_wd	CommonNpc		建屋吏		8	140		2	2	1	1.25	4	hand1_1		npc\boss005	1		icon\funcnpc\boss005.png					0				3	0	0			20				1																																																						Shop_home_01001_wd			my_home																																
my_home_sl	CommonNpc		建屋吏		8	140		2	2	1	1.25	4	hand1_1		npc\boss005	1		icon\funcnpc\boss005.png					0				3	0	0			20				1																																																						Shop_home_01001_sl			my_home																																
																																																																																																																													
npc_act_cj_nz01	CommonNpc		年猪活动		8	81		2	2	1	1.25	4	hand1_1		npc\worldnpc484	1		icon\funcnpc\worldnpc484.png					0				3	0	0			20				1																																																						Shop_201972_001						70260;	70260;																												
npc_act_cj_ns01	CommonNpc		年兽活动		8	81		2	2	1	1.25	4	hand1_1		npc\worldnpc484	1		icon\funcnpc\worldnpc484.png					0				3	0	0			20				1																																																																																			jobqiandz005_end						
																																																																																																																													
pet_mianyang_01	PetNpc		绵羊		6	283		2		1	1.25	4			npc\petm_150101								0				3	1	0			5				2																51	35		1			0	180	5	300					-1			1	1	1			1500	10	20	1000																																	2541		1									0.1	0.6			
pet_mianyang_01_a	PetNpc		绵羊		6	283		2		1	1.25	4			npc\petm_150103								0				3	1	0			5				2																51	35		1			0	180	5	300					-1			1	1	1			1500	10	20	1000																																	2541		1									0.1	0.6			
																																																																																																																													
pet_xuelang_01	PetNpc		小雪狼		6	283		2		1	1.25	4			npc\petm_160101								0				3	1	0			5				2																51	35		1			0	180	5	300					-1			1	1	1			1500	10	20	1000																																	2541		1									0.1	0.6			
																																																																																																																													
pet_lulu_na	PetNpc		露露		6	283		2		1	1.25	4			npc\petm_180101								0				3	1	0			5				2																51	35		1			0	180	5	300					-1			1	1	1			1500	10	20	1000																																	2541		1									0.1	0.6			
pet_lulu_write	PetNpc		露露（白）		6	283		2		1	1.25	4			npc\petm_180102								0				3	1	0			5				2																51	35		1			0	180	5	300					-1			1	1	1			1500	10	20	1000																																	2541		1									0.1	0.6			
																																																																																																																													
pet_guoguo_01	PetNpc		果果		6	283		2		1	1.25	4			npc\petm_190101								0				3	1	0			5				2																51	35		1			0	180	5	300					-1			1	1	1			1500	10	20	1000																																	2541		1									0.1	0.6			
pet_guguji_01	PetNpc		咕咕鸡		6	283		2		1	1.25	4			npc\petm_200101								0				3	1	0			5				2																51	35		1			0	180	5	300					-1			1	1	1			1500	10	20	1000																																	2541		1									0.1	0.6			
																																																																																																																													
jddb_npc_01	CommonNpc		传送NPC		8	96		2	2		0	0	hand1_1		npc\worldnpc1267								0				3	0	0			20																																																																61017;	61017;																												
jddb_npc_02	CommonNpc		起点篝火NPC		8	96		2	2		0	0	hand1_1		npc\worldnpc1267								0				3	0	0			20																																																																																													
jddb_npc_03	CommonNpc		终点篝火NPC		8	96		2	2		0	0	hand1_1		npc\worldnpc1246								0				3	0	0			20																																																																																													
jddb_npc_04	CommonNpc		夜明珠NPC		8	96		0	2		0	0	hand1_1		npc\box004								0				3	0	0			30																																																																																													
																																																																																																																													
	//麻将																																																																																																																												
home_mj_yd	CommonNpc		麻将引导			82		2	2	1	0.5	2	hand1_2		npc\worldnpc240	2		icon\funcnpc\worldnpc240.png					0				3	0	0			4				1																																																																																									
home_mj_chun_ts	CommonNpc		麻将提示			751		2	2	1	0.5	2	hand1_2		npc\itemnpc1523	2							0				3	0	0			2				1																																																																																									
home_mj_xia_ts	CommonNpc					751		2	2	1	0.5	2	hand1_2		npc\itemnpc1524	2							0				3	0	0			2				1																																																																																									
home_mj_qiu_ts	CommonNpc					751		2	2	1	0.5	2	hand1_2		npc\itemnpc1525	2							0				3	0	0			2				1																																																																																									
home_mj_dong_ts	CommonNpc					751		2	2	1	0.5	2	hand1_2		npc\itemnpc1526	2							0				3	0	0			2				1																																																																																									
home_mj_mei_ts	CommonNpc					751		2	2	1	0.5	2	hand1_2		npc\itemnpc1519	2							0				3	0	0			2				1																																																																																									
home_mj_lan_ts	CommonNpc					751		2	2	1	0.5	2	hand1_2		npc\itemnpc1520	2							0				3	0	0			2				1																																																																																									
home_mj_zhu_ts	CommonNpc					751		2	2	1	0.5	2	hand1_2		npc\itemnpc1521	2							0				3	0	0			2				1																																																																																									
home_mj_ju_ts	CommonNpc					751		2	2	1	0.5	2	hand1_2		npc\itemnpc1522	2							0				3	0	0			2				1																																																																																									
home_mj_chun	CommonNpc		麻将花色			752		2	2	1	0.5	2	hand1_2		npc\itemnpc1511	2							0				3	0	0			2				1																																																																																									
home_mj_xia	CommonNpc					752		2	2	1	0.5	2	hand1_2		npc\itemnpc1512	2							0				3	0	0			2				1																																																																																									
home_mj_qiu	CommonNpc					752		2	2	1	0.5	2	hand1_2		npc\itemnpc1513	2							0				3	0	0			2				1																																																																																									
home_mj_dong	CommonNpc					752		2	2	1	0.5	2	hand1_2		npc\itemnpc1514	2							0				3	0	0			2				1																																																																																									
home_mj_mei	CommonNpc					752		2	2	1	0.5	2	hand1_2		npc\itemnpc1515	2							0				3	0	0			2				1																																																																																									
home_mj_lan	CommonNpc					752		2	2	1	0.5	2	hand1_2		npc\itemnpc1516	2							0				3	0	0			2				1																																																																																									
home_mj_zhu	CommonNpc					752		2	2	1	0.5	2	hand1_2		npc\itemnpc1517	2							0				3	0	0			2				1																																																																																									
home_mj_ju	CommonNpc					752		2	2	1	0.5	2	hand1_2		npc\itemnpc1518	2							0				3	0	0			2				1																																																																																									
home_mj_leave	CommonNpc		离开NPC			82		2	2	1	0.5	2	hand1_2		npc\worldnpc240	2		icon\funcnpc\worldnpc240.png					0				3	0	0			4				1																																																												61018;927;	61018;927;																												
																																																																																																																													
	//东海																																																																																																																												
