NPC±àºÅ	¶ÔÏóÀàÐÍ	ini×¢ÊÍÃû³Æ	NPCÆòÌÖÐÅÏ¢	±íÏÖAI°ü±àºÅ	NPCÀàÐÍ	Ñ¡Ôñ²Ù×÷	Êó±êÐÎ×´	Í£ÁôÊ±¼ä	ÊÇ·ñ×ªÉí	×ßÂ·ËÙ¶È	ÅÜ²½ËÙ¶È	ÎäÆ÷³ÖÎÕ·½Ê½	Ä£ÐÍ±àºÅ	ÐÔ±ð	Ä£ÐÍ°ë¾¶	Í¼Æ¬	³öÉú×´Ì¬	npcÉùÒô	×é³É²ÄÁÏ	ÎäÆ÷Ãû³Æ	NPCÖÖÀàID	½Å±¾±àºÅ	´¥·¢ÌØÐ§	AIÀàÐÍ	Ñ²ÂßÄ£Ê½	Ñ²Âß°ë¾¶	Â·¾¶ID	ÊÇ·ñËæ»ú³öÏÖ	ÏìÓ¦·¶Î§	ÃÅÅÉ	³ÆºÅ	¼®¹á	ÕóÓª	Ãû×Ö±íÐòºÅ	ÉúÆ½±íÐòºÅ	Éí·Ý²ÎÊý1	Éí·Ý²ÎÊý2	Éí·Ý²ÎÊý3	¶Ô»°¹æÔò	ÉúÆ½	Ìß¹Ý×¨ÓÃ¹ØÁªNPC	ÄÜ·ñÇÐ´è	Ëæ»ú¶Ô»°	ÏÂÆåÍæ¼ÒµÄ×îÐ¡µÈ¼¶	NPCÉíÉÏ¹ÒµÄÆåÆ×°ü	NPCÊÂ¼þ°ü±àºÅ	½øÈëÇÐ´èÇ°¶Ô»°	½áÊøÇÐ´èºó¶Ô»°	¿ÕÏÐ×´Ì¬¶Ô»°	Åö×²Ê±¶Ô»°	ÊµÁ¦°ü±àºÅ	¼¶±ð	ÐÞÎª¾­Ñé	¹ÖÎïÇ¿¶È	µôÂä	ÎäÆ÷ÀàÐÍ	Ëø¶¨Î»ÒÆ¹¥»÷	½û²¥ÊÜ»÷¶¯×÷	Ê°È¡È¨ÏÞÇå¿ÕÊ±¼ä	ÎÞÊ°È¡ÎïÏûÊ§Ê±¼ä	×î´óÏûÊ§Ê±¼ä	¸½¼ÓËæ»úÄÜÁ¦±àºÅ	ÆÕÍ¨¹¥»÷	¼¼ÄÜ±í	Ö÷¶¯±»¶¯	¹Ì¶¨NPCÖØÉúÊ±¼ä	µÐÈËNPC±àºÅ±í	¶ÓÓÑ±àºÅ	ÄÜ·ñ¹¥»÷	ÄÜ²»ÄÜ±»¹¥»÷	²»ÄÜ±»É±ËÀ	¹¥·À±ÈÖØ	"Õ½¶·ÆµÂÊ,ºÁÃë"	"×·»÷·¶Î§,Ã×"	ÎÞ·¨±»Ó²Ö±	Ëø¶¨¼¼ÄÜ¼ä¸ô	ÕÙ»½ID	ÕÙ»½°ë¾¶	ÕÙ»½ÀàÐÍ	±íÑÝ¸ÅÂÊ	±íÑÝÊ±¼ä	ÊÆÁ¦¹éÊô	ÊÆÁ¦¹ØÏµ±í	Õ½¶·¿ªÊ¼µÄÕÙ»½ID	NPC½»»¥Í£ÁôÊ±¼ä	ÉÌµêID	Ï´ºìÃû¹¦ÄÜ	²Ö¿âID	Ö°ÒµID	±¦Ê¯ÓÎÏ·NPC ID	½ÓÈÎÎñ±í	½»ÈÎÎñ±í	¿ÉÒÔ¼ÓÈëµÄÃÅÅÉ±í	¿É»ñµÃµÄÉí·Ý±í	¸´»îµã	Âä½Åµã	æäÕ¾	ÊäÈë¹ØÏµ°ü±àºÅ	ÊÇ·ñÓÐ¹«»á¹¦ÄÜ	°ïÅÉµØ¿é¹ºÂò	ÊÇ·ñÓÐÃÅÅÉÕ½¹¦ÄÜ	ÔËïÚ±àºÅ	ÊÇ·ñÓÐ°ïÅÉ²Ö¿â	ËùÊô°ï»áµØ¿é±àºÅ	AI±à¼­°ü	ÉÆ¶ñ²ÎÊý	Ö±½Ó´¥·¢	·ÀÓù¸ÅÂÊÊôÐÔ	µØÎ»ÆÀ·Ö	±¨¸´µÈ¼¶	±¨¸´ÊÖ¶Î	NPCÓÅÏÈÏÔÊ¾	´æÔÚÊ±¼ä
WorldNpc07805	CommonNpc	ÌúÒÂ		8	106	2	2			1.25	4	hand1_1	npc\worldnpc394			icon\funcnpc\worldnpc394.png					0			3	0	0			20				1			3	5	1	talkrule030501							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10																					1			4				
WorldNpc07806	CommonNpc	Ìú·þ		8	106	2	2	10		1.25	4	hand1_1	npc\worldnpc393			icon\funcnpc\worldnpc393.png					0			3	0	0			20				1			3	5	1	talkrule030501							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10																					1			4				
WorldNpc07807	CommonNpc	ÁÖÌìÆ½		8	106	2	2			1.25	4	hand1_1	npc\worldnpc368			icon\funcnpc\worldnpc368.png					0			3	0	0			20				1			3	5	1	talkrule030501							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10																					1			4				
WorldNpc07808	CommonNpc	ÑîÁè		8	106	2	2			1.25	4	hand1_1	npc\worldnpc536			icon\funcnpc\worldnpc536.png					0			3	0	0			20				1			3	5	2	talkrule030502							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07809	CommonNpc	Ñî»¢		8	106	2	2			1.25	4	hand1_1	npc\worldnpc355			icon\funcnpc\worldnpc355.png					0			3	0	0			20				1			3	5	2	talkrule030502							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07810	CommonNpc	Ëï²»Àë		8	106	2	2			1.25	4	hand1_1	npc\worldnpc519			icon\funcnpc\worldnpc519.png					0			3	0	0			20				1			3	5	2	talkrule030502							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07811	CommonNpc	Îâ½£		8	106	2	2			1.25	4	hand1_1	npc\worldnpc214			icon\funcnpc\worldnpc214.png					0			3	0	0			20				1			3	5	2	talkrule030502							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07812	CommonNpc	³Â¹Ñ¸¾		8	106	2	2	10		1.2	4.8	hand1_2	npc\worldnpc182			icon\funcnpc\worldnpc182.png					0			3	0	0			20				1			7	2	4	talkrule070204							164;168;174;200;212					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07813	CommonNpc	ÁõÆÅÆÅ		8	106	2	2	10		1	4.8	hand1_2	npc\worldnpc196			icon\funcnpc\worldnpc196.png					0			3	0	0			20				1			7	2	2	talkrule070202							164;168;174;200;212					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07814	CommonNpc	Çñ±¡ÔÆ		8	106	2	2			1	4.8	hand1_2	npc\worldnpc235			icon\funcnpc\worldnpc235.png					0			3	0	0			20				1			7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07815	CommonNpc	ÕÔÀÏÈý		8	106	2	2			1.25	4	hand1_1	npc\worldnpc454			icon\funcnpc\worldnpc454.png					0			3	0	0			20				1			7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07816	CommonNpc	ÀîÖÞ¿ª		8	106	2	2			1.25	4	hand1_1	npc\worldnpc165			icon\funcnpc\worldnpc165.png					0			3	0	0			20				1			7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07817	CommonNpc	ºÂÈÊ		8	106	2	2			1.25	4	hand1_1	npc\worldnpc511			icon\funcnpc\worldnpc511.png					0			3	0	0			20				1			7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07818	CommonNpc	ºúµû		8	106	2	2			1.2	4.8	hand1_2	npc\worldnpc182			icon\funcnpc\worldnpc182.png					0			3	0	0			20				1			7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07819	CommonNpc	ºú°Í´ï		8	106	2	2	10		1.25	4	hand1_1	npc\worldnpc312			icon\funcnpc\worldnpc312.png					0			3	0	0			20				1			7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07820	CommonNpc	ÁÎÒãÖ®		8	106	2	2	10		1.25	4	hand1_1	npc\worldnpc419			icon\funcnpc\worldnpc419.png					0			3	0	0			20				1			7	2	1	talkrule070201							163;171;174;179;204					1	2		1											1						1		2000	15		2000								0	10						83723;	83723;														1			2				
WorldNpc07821	CommonNpc	¿àÑÂ		8	106	2	2			1.25	4	hand1_1	npc\worldnpc091			icon\funcnpc\worldnpc091.png					0			3	0	0			20				1			6	2	1	talkrule060201							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10																					1			4				
WorldNpc07822	CommonNpc	¿àÔ¨		8	106	2	2			0.7	4	hand1_1	npc\worldnpc094			icon\funcnpc\worldnpc094.png					0			3	0	0			20				1			6	2	1	talkrule060201							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10																					1			4				
WorldNpc07823	CommonNpc	¿àº£		8	106	2	2			1.25	4	hand1_1	npc\monster111			icon\monster\monster111.png					0			3	0	0			20				1			6	2	1	talkrule060201							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10						83725;	83725;														1			4				
WorldNpc07824	CommonNpc	Ë÷ÂÞÑÇË¹µÂ		8	106	2	2			1.25	4	hand1_1	npc\worldnpc600			icon\funcnpc\worldnpc600.png					0			3	0	0			20				1			7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10						83702;	83702;														1			3				
WorldNpc07825	CommonNpc	ÍõÓÚÂÞµ¤		8	106	2	2			1.25	4	hand1_1	npc\monster052			icon\monster\monster052.png					0			3	0	0			20				1			7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10						83716;	83716;														1			3				
WorldNpc07826	CommonNpc	ÃÉ±ù		8	106	2	2			1.25	4	hand1_1	npc\worldnpc194			icon\funcnpc\worldnpc194.png					0			3	0	0			20				1			7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10						83701;83706;83717;	83701;83706;83717;														1			3				
WorldNpc07827	CommonNpc	Ï°ÈÙ		8	106	2	2			1	4	hand1_1	npc\worldnpc114			icon\funcnpc\worldnpc114.png					0			3	0	0			20				1			7	7	7	talkrule070707							168;178;214;156;157					1	2		1											1						1		2000	15		2000								0	10						83704;	83704;														1			3				
WorldNpc07828	CommonNpc	¸ðÆ®		8	106	2	2	10		1.25	4	hand1_1	npc\worldnpc550			icon\funcnpc\worldnpc550.png					0			3	0	0			20				1			7	7	7	talkrule070707							168;178;214;156;157					1	2		1											1						1		2000	15		2000								0	10						83703;	83703;														1			3				
WorldNpc07829	CommonNpc	ÐÁÜ°ºÉ		8	106	2	2			1.25	4	hand1_1	npc\worldnpc550			icon\funcnpc\worldnpc550.png					0			3	0	0			20				1			7	7	7	talkrule070707							168;178;214;156;157					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07830	CommonNpc	ÒüÂ×		8	106	2	2			1.25	4	hand1_1	npc\worldnpc318			icon\funcnpc\worldnpc318.png					0			3	0	0			20				1			6	2	1	talkrule060201							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10						83711;	83711;														1			4				
WorldNpc07831	CommonNpc	´þæÂ		8	106	2	2			1.25	4	hand1_1	npc\monster111			icon\monster\monster111.png					0			3	0	0			20				1			6	2	1	talkrule060201							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10						83710;83719;83721;	83710;83719;83721;														1			4				
WorldNpc07832	CommonNpc	ËÕÏ­		8	106	2	2			1.25	4	hand1_1	npc\worldnpc514			icon\funcnpc\worldnpc514.png					0			3	0	0			20				1			7	1	6	talkrule070106							161;210;212;156					1	2		1											1						1		2000	15		2000								0	10						83709;	83709;														1			3				
WorldNpc07833	CommonNpc	Ì·½ëÏ¼		8	106	2	2			1.25	4	hand1_1	npc\monster105			icon\monster\monster105.png					0			3	0	0			20				1			8	3	2	talkrule080302							161;210;212;156					1	2		1											1						1		2000	15		2000								0	10	Shop_hd_wyls_001					83707;83713;70520;	83707;83713;70520;														1			8				
WorldNpc07834	CommonNpc	»ôè¡		8	106	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	1	talkrule080401							161;210;212;156					1	2		1											1						1		2000	15		2000								0	10																					1			6				
WorldNpc07835	CommonNpc	³£ÏãÖñ		8	106	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	1	talkrule080401							161;210;212;156					1	2		1											1						1		2000	15		2000								0	10						83700;	83700;														1			6				
WorldNpc07836	CommonNpc	ÉÛÝ¼¾§		8	106	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	1	talkrule080401							161;210;212;156					1	2		1											1						1		2000	15		2000								0	10						83722;															1			6				
WorldNpc07837	CommonNpc	Áõ°²		8	106	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	1	talkrule080401							161;210;212;156					1	2		1											1						1		2000	15		2000								0	10																					1			6				
WorldNpc07838	CommonNpc	Ë¾Í½³Ñ		8	106	2	2			1.25	4	hand1_1	npc\monster189			icon\monster\monster189.png					0			3	0	0			20				1			6	2	1	talkrule060201							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10						83705;83708;83712;83714;	83705;83708;83712;83714;83722;														1			4				
WorldNpc07839	CommonNpc	Ôø»Ûæ¼		8	106	2	2			1.25	4	hand1_1	npc\monster413			icon\monster\monster413.png					0			3	0	0			20				1			6	2	1	talkrule060201							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10																					1			4				
WorldNpc07840	CommonNpc	»ôæý		8	106	2	2			1.25	4	hand1_1	npc\monster413			icon\monster\monster413.png					0			3	0	0			20				1			6	2	1	talkrule060201							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10																					1			4				
WorldNpc07841	CommonNpc	ÃÓºãÔÆ		8	106	2	2	10		1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	1	talkrule080401							161;210;212;156					1	2		1											1						1		2000	15		2000								0	10						83715;83718;83720;	83715;83718;83720;														1			6				
WorldNpc07842	CommonNpc	ÒæÏã´ä		8	106	2	2	10		1	4.8	hand1_2	npc\worldnpc196			icon\funcnpc\worldnpc196.png					0			3	0	0										7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07843	CommonNpc	µËÈï		8	106	2	2			1.25	4	hand1_1	npc\worldnpc110			icon\funcnpc\worldnpc110.png					0			3	0	0										7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07844	CommonNpc	³£±£×³		8	106	2	2			1.25	4	hand1_1	npc\worldnpc413			icon\funcnpc\worldnpc413.png					0			3	0	0										7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07845	CommonNpc	¼ÖºÆºì		8	106	2	2			1.25	4	hand1_1	npc\worldnpc554			icon\funcnpc\worldnpc554.png					0			3	0	0										7	2	3	talkrule070203							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07846	CommonNpc	¶õ·É		8	106	2	2			1.25	4	hand1_1	npc\worldnpc518			icon\funcnpc\worldnpc518.png					0			3	0	0										7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07847	CommonNpc	ÎÂÉºóÞ		8	106	2	2			1.25	4	hand1_1	npc\worldnpc551			icon\funcnpc\worldnpc551.png					0			3	0	0										7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07848	CommonNpc	ÄªÍñ		8	106	2	2			1.3	4.8	hand1_2	npc\worldnpc407			icon\funcnpc\worldnpc407.png					0			3	0	0										7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07849	CommonNpc	Ë÷Èð		8	106	2	2			1.25	4	hand1_1	npc\worldnpc110			icon\funcnpc\worldnpc110.png					0			3	0	0										7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07850	CommonNpc	Å¥ÕäÏã		8	106	2	2			1	4.8	hand1_2	npc\worldnpc196			icon\funcnpc\worldnpc196.png					0			3	0	0										7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07851	CommonNpc	ôß·½Èá		8	106	2	2			1.25	4	hand1_1	npc\worldnpc561			icon\funcnpc\worldnpc561.png					0			3	0	0										7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07852	CommonNpc	â×ÀÙ		8	106	2	2			1.25	4	hand1_1	npc\worldnpc409			icon\funcnpc\worldnpc409.png					0			3	0	0										7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07853	CommonNpc	ÅËÊ±		8	106	2	2			1.25	4	hand1_1	npc\worldnpc409			icon\funcnpc\worldnpc409.png					0			3	0	0										7	2	3	talkrule070203							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07854	CommonNpc	ÆÖóÞ		8	106	2	2			1.25	4	hand1_1	npc\worldnpc414			icon\funcnpc\worldnpc414.png					0			3	0	0										7	2	3	talkrule070203							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07855	CommonNpc	Áè³Ï		8	106	2	2			1.25	4	hand1_1	npc\worldnpc110			icon\funcnpc\worldnpc110.png					0			3	0	0										7	2	3	talkrule070203							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07856	CommonNpc	ÅÓÈÚÃ·		8	106	2	2			1.25	4	hand1_1	npc\worldnpc407			icon\funcnpc\worldnpc562.png					0			3	0	0										7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07857	CommonNpc	ÊÙÕñ		8	106	2	2			1.25	4	hand1_1	npc\worldnpc404			icon\funcnpc\worldnpc404.png					0			3	0	0										7	2	3	talkrule070203							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07858	CommonNpc	Û¬Õ²		8	106	2	2			1.25	4	hand1_1	npc\worldnpc468			icon\funcnpc\worldnpc468.png					0			3	0	0										6	2	1	talkrule060201							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10																					1			4				
WorldNpc07859	CommonNpc	Â»ÀÚ		8	106	2	2			1.25	4	hand1_1	npc\worldnpc110			icon\funcnpc\worldnpc110.png					0			3	0	0										7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07860	CommonNpc	ÈÙÜ°Ç¿		8	106	2	2			1.25	4	hand1_1	npc\worldnpc132			icon\funcnpc\worldnpc132.png					0			3	0	0										7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07861	CommonNpc	ÃÉ»áÄþ		8	106	2	2			1.25	4	hand1_1	npc\monster262			icon\monster\monster262.png					0			3	0	0										6	2	2	talkrule060202							163;171;174;179;204					1	2		1											1						1		2000	15		2000								0	10																					1			4				
WorldNpc07862	CommonNpc	êÃµ¤		8	106	2	2			1.25	4	hand1_1	npc\worldnpc135			icon\funcnpc\worldnpc135.png					0			3	0	0										7	5	1	talkrule070501							168;178;214;156;157					1	2		1											1						1		2000	15		2000								0	10																					1			1				
WorldNpc07863	CommonNpc	Ûº¼ÎÇÉ		8	106	2	2			1.25	4	hand1_1	npc\worldnpc135			icon\funcnpc\worldnpc135.png					0			3	0	0										7	5	1	talkrule070501							168;178;214;156;157					1	2		1											1						1		2000	15		2000								0	10																					1			1				
WorldNpc07864	CommonNpc	±´Å¤Õæ		8	106	2	2			1.25	4	hand1_1	npc\worldnpc569			icon\funcnpc\worldnpc569.png					0			3	0	0										7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07865	CommonNpc	»Ýºñ°®		8	106	2	2			1.25	4	hand1_1	npc\worldnpc409			icon\funcnpc\worldnpc409.png					0			3	0	0										7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07866	CommonNpc	ÒüÖ¥		8	106	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0										8	4	1	talkrule080401							161;210;212;156					1	2		1											1						1		2000	15		2000								0	10						83874;	83874;														1			6				
WorldNpc07867	CommonNpc	ÉòÑÔ		8	106	2	2			1.25	4	hand1_1	npc\monster258			icon\monster\monster258.png					0			3	0	0										7	2	3	talkrule070203							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07868	CommonNpc	¼ÍÎ½		8	106	2	2			1.25	4	hand1_1	npc\worldnpc115			icon\funcnpc\worldnpc115.png					0			3	0	0										7	2	3	talkrule070203							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07869	CommonNpc	ÇØçù		8	106	2	2	10		1.25	4	hand1_1	npc\worldnpc047			icon\funcnpc\worldnpc047.png					0			3	0	0										7	7	1	talkrule070701							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10						83724;	83724;														1			4				
WorldNpc07870	CommonNpc	Á¬¹ó		8	106	2	2			1.25	4	hand1_1	npc\worldnpc403			icon\funcnpc\worldnpc403.png					0			3	0	0										7	7	5	talkrule070705							172;211;215;156;157					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07871	CommonNpc	Ê©÷ìÐã		8	106	2	2	10		1.3	4.8	hand1_2	npc\worldnpc407			icon\monster\monster352.png					0			3	0	0										7	2	4	talkrule070204							164;168;174;200;212					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07872	CommonNpc	¸»ÑÜÉÆ		8	106	2	2			1.25	4	hand1_1	npc\monster262			icon\monster\monster262.png					0			3	0	0										7	2	3	talkrule070203							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07873	CommonNpc	²½÷ì		8	106	2	2			1.25	4	hand1_1	npc\worldnpc409			icon\funcnpc\worldnpc409.png					0			3	0	0										7	2	3	talkrule070203							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07874	CommonNpc	å§Î³Ê¿		8	106	2	2			1.25	4	hand1_1	npc\worldnpc600			icon\funcnpc\worldnpc600.png					0			3	0	0										7	2	3	talkrule070203							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07875	CommonNpc	×£¶Ù±ù		8	106	2	2			1.25	4	hand1_1	npc\worldnpc233			icon\funcnpc\worldnpc233.png					0			3	0	0										7	2	3	talkrule070203							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07876	CommonNpc	Á¬Ç«		8	106	2	2			1.3	4.8	hand1_2	npc\worldnpc131			icon\funcnpc\worldnpc131.png					0			3	0	0										7	2	4	talkrule070204							164;168;174;200;212					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07877	CommonNpc	Óô½Ó		8	106	2	2			1.25	4	hand1_1	npc\monster563			icon\monster\monster563.png					0			3	0	0										6	2	2	talkrule060202							163;171;174;179;204					1	2		1											1						1		2000	15		2000								0	10																					1			4				
WorldNpc07878	CommonNpc	ÆÝóÏéª		8	106	2	2			1.3	4.8	hand1_2	npc\worldnpc195			icon\funcnpc\worldnpc195.png					0			3	0	0										7	2	4	talkrule070204							164;168;174;200;212					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07879	CommonNpc	×¿¹¦		8	106	2	2			1.25	4	hand1_1	npc\monster126			icon\monster\monster126.png					0			3	0	0										7	7	1	talkrule070701							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10																					1			4				
WorldNpc07880	CommonNpc	¶õ¶Áº£		8	106	2	2			1.25	4	hand1_1	npc\worldnpc475			icon\funcnpc\worldnpc475.png					0			3	0	0										7	7	1	talkrule070701							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10																					1			4				
WorldNpc07881	CommonNpc	µÔÉÆ		8	106	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0										8	4	1	talkrule080401							161;210;212;156					1	2		1											1						1		2000	15		2000								0	10																					1			6				
																																																																																					10																												
																																																																																					10																												
																																																																																					10																												
WorldNpc07901	CommonNpc	ÖÜµÂ¸£		8	106	2	2			1.25	4	hand1_1	npc\worldnpc408			icon\funcnpc\worldnpc408.png					0			3	0	0			20				1			7	2	10	talkrule070210							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07902	CommonNpc	ÈãÓ¦		8	106	2	2			1.3	4.8	hand1_2	npc\worldnpc309			icon\funcnpc\worldnpc309.png					0			3	0	0			20				1			7	2	4	talkrule070204							164;168;174;200;212					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc07903	CommonNpc	¿ïÄþ		8	106	2	2			1.25	4	hand1_1	npc\worldnpc414			icon\funcnpc\worldnpc414.png					0			3	0	0			20				1			7	5	2	talkrule070502							166;177;211;215;156					1	2		1											1						1		2000	15		2000								0	10																					1			1				
WorldNpc07904	CommonNpc	Ê¢Æ½		8	106	2	2			1.25	4	hand1_1	npc\worldnpc354			icon\funcnpc\worldnpc354.png					0			3	0	0			20				1			7	1	6	talkrule070106							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07905	CommonNpc	¹ùÎÄ		8	106	2	2			1.25	4	hand1_1	npc\monster066			icon\monster\monster066.png					0			3	0	0			20				1			7	1	6	talkrule070106							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc07906	CommonNpc	ËÎ¸£		8	106	2	2			1.25	4	hand1_1	npc\monster311			icon\monster\monster311.png					0			3	0	0			20				1			6	2	1	talkrule060201							159;166;174;200;209					1	2		1											1						1		2000	15		2000								0	10																					1			4				
WorldNpc07907	CommonNpc	À×ÐÐ¿Õ		8	106	2	2			1.25	4	hand1_1	npc\worldnpc317			icon\funcnpc\worldnpc317.png					0			3	0	0			20				1			5	2	50	tg050250	zhuanyong_0	"24,bosstg24001"					161;210;212;156					1	2		1											1						1		2000	15		2000								0	10																					2			7				
WorldNpc07908	CommonNpc	ÖìÔÊžÉ		8	106	2	2			1.25	4	hand1_1	npc\worldnpc520			icon\funcnpc\worldnpc520.png					0			3	0	0			20				1			5	2	51	tg050251	zhuanyong_1						164;168;174;200;212					1	2		1											1						1		2000	15		2000								0	10																					2			6				
WorldNpc07909	CommonNpc	¶ËÄ¾ì÷		8	106	2	2			1.25	4	hand1_1	npc\monster246			icon\monster\monster246.png					0			3	0	0			20				1			5	2	54	tg050254	zhuanyong_4						160;167;175;201;213					1	2		1											1						1		2000	15		2000								0	10																					2			6				
WorldNpc07910	CommonNpc	Ç§×¾´óÊ¦		8	106	2	2			1.25	4	hand1_1	npc\monster124			icon\monster\monster124.png					0			3	0	0			20				1			5	2	59	tg050259	zhuanyong_9	"24,bosstg24010"					159;167;156					1	2		1											1						1		2000	15		2000								0	10																					2			5				
