NPC编号	ini注释名称	对象类型	副本分组场景刷新属性包	NPC类型	实力包编号	级别	修为经验	怪物强度	掉落	掉落数量	走路速度	跑步速度	武器持握方式	是否转身	模型编号	性别	模型半径	图片	npc声音	材质类型	脚本编号	技能表	AI类型	主动被动	响应范围	锁定位移攻击	禁播受击动作	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	触发特效	巡逻模式	巡逻半径	路径ID	是否随机出现	武器名称	武器类型	出生状态	表现AI包编号	NPC种类ID	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	敌人NPC编号表	队友编号	不能被杀死	攻击防御比重	"战斗频率,毫秒"	无法被硬直	锁定技能间隔	召唤类型	召唤ID	召唤半径	表演概率	表演时间	"追击范围,米"	附加随机能力编号	普通攻击	势力归属	势力关系表	AI编辑包	直接触发	刷新时间	格挡类型	世界触发器相关	使用轻功	NPC绑定点	破防几率	破防技能	防御CD	世界战场声威	拾取半径	超过距离就脱战	脱战回血	存在时间	是否理会玩家	优先显示	缩放尺寸	跟随距离	跟随位置	时间轴	动作集	伤害判定奖励类BOSS类型	追击高度差	竞拍掉落	团队显示道具
NPC_round_atk_35	关卡35	BossNpc		3	414	1		10			1.25	4	stuff1_1		npc\worldnpc292	2	1.5	icon\funcnpc\worldnpc292.png				"Npc_gbzp_dgbf01,6,0;Npc_gbzp_dgbf02,6,0;Npc_gbzp_dgbf03,6,0;Npc_gbzp_dgbf04,6,0;Npc_gbzp_dgbf05,6,0;Npc_gbzp_dgbf06,3,0;Npc_gbzp_dgbf07,6,0;Npc_gbzp_dgbf08,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					st_r_1002			1																			1000		1000	0					100		Npc_gbzp_dgbf01	1		2137	1	-1	19	1			30		1				7												
NPC_round_atk_36	关卡36	BossNpc		3	307	36		10			1.25	4	stuff1_1		npc\worldnpc292	2	1.5	icon\funcnpc\worldnpc292.png				"Npc_gb_lsbf01,7,0;Npc_gb_lsbf02,7,0;Npc_gb_lsbf03,7,0;Npc_gb_lsbf04,7,0;Npc_gb_lsbf05,7,0;Npc_gb_lsbf06,7,0;Npc_gb_lsbf07,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					st_r_1002			1																			1000		1000	0					100		Npc_gb_lsbf01	1		2153	1	-1	19	1			30		1				7												
NPC_round_atk_37	关卡37	BossNpc		3	307	37		10			1.25	4	hand1_1		npc\worldnpc288	2	1.5	icon\funcnpc\worldnpc288.png				"Npc_wdzp_tjq01,6,0;Npc_wdzp_tjq02,6,0;Npc_wdzp_tjq03,6,0;Npc_wdzp_tjq04,6,0;Npc_wdzp_tjq05,6,0;Npc_wdzp_tjq06,6,0;Npc_wdzp_tjq07,3,0;Npc_wdzp_tjq08,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_wdzp_tjq01	1		2167	1	-1	19	1			30		1				7												
NPC_round_atk_38	关卡38	BossNpc		3	307	38		10			1.25	4	sword1_1		npc\worldnpc288	2	1.5	icon\funcnpc\worldnpc288.png				"Npc_wd_qfjf01,7,0;Npc_wd_qfjf02,7,0;Npc_wd_qfjf03,7,0;Npc_wd_qfjf04,7,0;Npc_wd_qfjf05,7,0;Npc_wd_qfjf06,7,0;Npc_wd_qfjf07,7,0;Npc_wd_qfjf02_sky,7,0;Npc_wd_qfjf06_sky,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					s_r_217			1																			1000		1000	0					100		Npc_wd_qfjf01	1		2170	1	-1	19	1			30		1				7												
NPC_round_atk_39	关卡39	BossNpc		3	307	39		10			1.25	4	hand1_1		npc\worldnpc152	2	1.5	icon\funcnpc\worldnpc152.png				"Npc_slzp_lzs01,6,0;Npc_slzp_lzs02,6,0;Npc_slzp_lzs03,7,0;Npc_slzp_lzs04,3,0;Npc_slzp_lzs05,6,0;Npc_slzp_lzs06,6,0;Npc_slzp_lzs07,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_slzp_lzs01	1		2191	1	-1	19	1			30		1				7												
NPC_round_atk_40	关卡40	BossNpc		3	414	2		10			1.25	4	sword1_1		npc\worldnpc288	2	1.5	icon\funcnpc\worldnpc288.png				"Npc_jh_lyjf01,6,0;Npc_jh_lyjf02,6,0;Npc_jh_lyjf03,6,0;Npc_jh_lyjf04,6,0;Npc_jh_lyjf05,6,0;Npc_jh_lyjf06,6,0;Npc_jh_lyjf07,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					s_r_217			1																			1000		1000	0					100		Npc_jh_lyjf01	1		2156	1	-1	19	1			30		1				7												
NPC_round_atk_41	关卡41	BossNpc		3	307	41		10			1.25	4	sword1_1		npc\monster036	2	1.5	icon\monster\monster036.png				"Npc_jz_lyfh01,7,0;Npc_jz_lyfh02,7,0;Npc_jz_lyfh03,7,0;Npc_jz_lyfh04,7,0;Npc_jz_lyfh05,7,0;Npc_jz_lyfh06,7,0;Npc_jz_lyfh07,7,0;Npc_jz_lyfh08,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					s_r_217			1																			1000		1000	0					100		Npc_jz_lyfh01	1		2238	1	-1	19	1			30		1				7												
NPC_round_atk_42	关卡42	BossNpc		3	307	42		10			1.25	4	hand1_1		npc\monster290	2	1.5	icon\monster\monster290.png				"Npc_jh_dldm01,7,0;Npc_jh_dldm02,7,0;Npc_jh_dldm03,7,0;Npc_jh_dldm04,7,0;Npc_jh_dldm05,7,0;Npc_jh_dldm06,7,0;Npc_jh_dldm07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_jh_dldm01	1		2255	1	-1	19	1			30		1				7												
NPC_round_atk_43	关卡43	BossNpc		3	307	43		10			1.25	4	blade1_1		npc\worldnpc248	2	1.5	icon\funcnpc\worldnpc248.png				"Npc_jh_jwdf01,6,0;Npc_jh_jwdf02,6,0;Npc_jh_jwdf03,6,0;Npc_jh_jwdf04,6,0;Npc_jh_jwdf05,6,0;Npc_jh_jwdf06,6,0;Npc_jh_jwdf07,6,0;Npc_jh_jwdf08,6,0;jn_tg_yanxing,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					b_r_3			1																			1000		1000	0					100		Npc_jh_jwdf01	1		2026	1	-1	19	1			30		1				7												
NPC_round_atk_44	关卡44	BossNpc		3	307	44		10			1.25	4	hand1_1		npc\worldnpc383	2	1.5	icon\funcnpc\worldnpc383.png				"Npc_jh_sbz01,6,0;Npc_jh_sbz02,6,0;Npc_jh_sbz03,6,0;Npc_jh_sbz04,6,0;Npc_jh_sbz05,6,0;Npc_jh_sbz06,6,0;jn_tg_yanxing,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_jh_sbz01	1		2050	1	-1	19	1			30		1				7												
NPC_round_atk_45	关卡45	BossNpc		3	414	3		10			1.25	4	hand1_1		npc\boss034	2	1.5	icon\funcnpc\boss034.png				"Npc_jh_ttg01,6,0;Npc_jh_ttg02,6,0;Npc_jh_ttg03,6,0;Npc_jh_ttg04,6,0;Npc_jh_ttg05,6,0;Npc_jh_ttg06,6,0;Npc_jh_ttg07,6,0;jn_tg_yanxing,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_jh_ttg03	1		2053	1	-1	19	1			30		1				7												
NPC_round_atk_46	关卡46	BossNpc		3	307	46		10			1.25	4	knife1_1		npc\worldnpc747	2	1.5	icon\funcnpc\worldnpc747.png				"Npc_jh_ghqd01,6,0;Npc_jh_ghqd02,6,0;Npc_jh_ghqd03,6,0;Npc_jh_ghqd04,4,0;Npc_jh_ghqd05,6,0;Npc_jh_ghqd06,6,0;Npc_jh_ghqd07,6,0;jn_tg_yanxing,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					k_r_405			1																			1000		1000	0					100		Npc_jh_ghqd01	1		2074	1	-1	19	1			30		1				7												
NPC_round_atk_47	关卡47	BossNpc		3	307	47		10			1.25	4	blade1_1		npc\monster290	2	1.5	icon\monster\monster290.png				"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					b_r_3			1																			1000		1000	0					100		Npc_jy_dqd01	1		2056	1	-1	19	1			30		1				7												
NPC_round_atk_48	关卡48	BossNpc		3	307	48		10			1.25	4	hand1_2		npc\funcnpc001	2	1.5	icon\funcnpc\funcnpc001.png				"Npc_jh_tlq01,3,0;Npc_jh_tlq02,3,0;Npc_jh_tlq03,3,0;Npc_jh_tlq04,3,0;Npc_jh_tlq05,3,0;Npc_jh_tlq06,3,0;Npc_jh_tlq07,3,0;Npc_jh_tlq04_sky,3,0;jn_tg_yanxing,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_jh_tlq01	1		2065	1	-1	19	1			30		1				7												
NPC_round_atk_49	关卡49	BossNpc		3	307	49		10			1.25	4	knife1_1		npc\funcnpc001	2	1.5	icon\funcnpc\funcnpc001.png				"Npc_jh_dpgx01,3,0;Npc_jh_dpgx02,3,0;Npc_jh_dpgx03,3,0;Npc_jh_dpgx04,3,0;Npc_jh_dpgx05,3,0;Npc_jh_dpgx06,3,0;Npc_jh_dpgx07,3,0;Npc_jh_dpgx08,3,0;jn_tg_yanxing,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					k_r_405			1																			1000		1000	0					100		Npc_jh_ghqd01	1		2068	1	-1	19	1			30		1				7												
NPC_round_atk_50	关卡50	BossNpc		3	414	4		10			1.25	4	stuff1_1		npc\worldnpc292	2	1.5	icon\funcnpc\worldnpc292.png				"Npc_gb_lsbf01,7,0;Npc_gb_lsbf02,7,0;Npc_gb_lsbf03,7,0;Npc_gb_lsbf04,7,0;Npc_gb_lsbf05,7,0;Npc_gb_lsbf06,7,0;Npc_gb_lsbf07,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					st_r_1002			1																			1000		1000	0					100		Npc_gb_lsbf01	1		2153	1	-1	19	1			30		1				7												
NPC_round_atk_51	关卡51	BossNpc		3	307	61		10			1.25	4	sword1_1		npc\worldnpc288	2	1.5	icon\funcnpc\worldnpc288.png				"Npc_jh_lyjf01,6,0;Npc_jh_lyjf02,6,0;Npc_jh_lyjf03,6,0;Npc_jh_lyjf04,6,0;Npc_jh_lyjf05,6,0;Npc_jh_lyjf06,6,0;Npc_jh_lyjf07,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					s_r_217			1																			1000		1000	0					100		Npc_jh_lyjf01	1		2156	1	-1	19	1			30		1				7												
NPC_round_atk_52	关卡52	BossNpc		3	307	62		10			1.25	4	hand1_1		npc\worldnpc288	2	1.5	icon\funcnpc\worldnpc288.png				"Npc_wd_tjq01,6,0;Npc_wd_tjq02,6,0;Npc_wd_tjq03,6,0;Npc_wd_tjq04,6,0;Npc_wd_tjq05,6,0;Npc_wd_tjq06,6,0;Npc_wd_tjq07,3,0;Npc_wd_tjq08,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_wd_tjq01	1		2164	1	-1	19	1			30		1				7												
NPC_round_atk_53	关卡53	BossNpc		3	307	63		10			1.25	4	hand1_1		npc\worldnpc152	2	1.5	icon\funcnpc\worldnpc152.png				"Npc_sl_lzs01,6,0;Npc_sl_lzs02,6,0;Npc_sl_lzs03,7,0;Npc_sl_lzs04,3,0;Npc_sl_lzs05,6,0;Npc_sl_lzs06,6,0;Npc_sl_lzs07,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_sl_lzs01	1		2188	1	-1	19	1			30		1				7												
NPC_round_atk_54	关卡54	BossNpc		3	307	64		10			1.25	4	knife1_1		npc\worldnpc732	2	1.5	icon\funcnpc\worldnpc732.png				"Npc_tm_jsc01,7,0;Npc_tm_jsc02,7,0;Npc_tm_jsc03,7,0;Npc_tm_jsc04,7,0;Npc_tm_jsc05,7,0;Npc_tm_jsc06,7,0;Npc_tm_jsc07,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					k_r_405			1																			1000		1000	0					100		Npc_tm_jsc07	1		2059	1	-1	19	1			30		1				7												
NPC_round_atk_55	关卡55	BossNpc		3	414	5		10			1.25	4	hand1_2		npc\worldnpc254	2	1.5	icon\funcnpc\worldnpc254.png				"Npc_jz_xytf01,7,0;Npc_jz_xytf02,7,0;Npc_jz_xytf03,7,0;Npc_jz_xytf04,7,0;Npc_jz_xytf05,7,0;Npc_jz_xytf06,7,0;Npc_jz_xytf07,7,0;Npc_jz_xytf07_sky,7,0;jn_tg_yanxing,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100			1		2062	1	-1	19	1			30		1				7												
NPC_round_atk_56	关卡56	BossNpc		3	307	66		10			1.25	4	hand1_1		npc\worldnpc152	2	1.5	icon\funcnpc\worldnpc152.png				"Npc_sl_djgq02,7,0;Npc_sl_djgq03,7,0;Npc_sl_djgq04,7,0;Npc_sl_djgq05,7,0;Npc_sl_djgq06,7,0;Npc_sl_djgq07,7,0;Npc_sl_djgq01,7,0;Npc_sl_djgq08,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		CS_sl_djgq08	1		2115	1	-1	19	1			30		1				7												
NPC_round_atk_57	关卡57	BossNpc		3	307	67		10			1.25	4	hand1_1		npc\monster290	2	1.5	icon\monster\monster290.png				"Npc_jy_yzq01,7,0;Npc_jy_yzq02,7,0;Npc_jy_yzq03,7,0;Npc_jy_yzq04,7,0;Npc_jy_yzq05,7,0;Npc_jy_yzq06,7,0;Npc_jy_yzq07,1,0;Npc_jy_yzq07_sky,1,0;Npc_jy_yzq08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_jy_yzq01	1		2118	1	-1	19	1			30		1				7												
NPC_round_atk_58	关卡58	BossNpc		3	307	68		10			1.25	4	hand1_1		npc\worldnpc292	2	1.5	icon\funcnpc\worldnpc292.png				"Npc_gb_lhz01,7,0;Npc_gb_lhz02,7,0;Npc_gb_lhz03,7,0;Npc_gb_lhz04,7,0;Npc_gb_lhz05,7,0;Npc_gb_lhz06,7,0;Npc_gb_lhz07,7,0;Npc_gb_lhz08,7,0;jn_tg_yanxing,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100			1		2114	1	-1	19	1			30		1				7												
NPC_round_atk_59	关卡59	BossNpc		3	307	69		10			1.25	4	hand1_1		npc\worldnpc732	2	1.5	icon\funcnpc\worldnpc732.png				"Npc_tm_mhb01,7,0;Npc_tm_mhb02,7,0;Npc_tm_mhb03,7,0;Npc_tm_mhb04,7,0;Npc_tm_mhb05,7,0;Npc_tm_mhb06,7,0;Npc_tm_fbpg,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100			1		2123	1	-1	19	1			30		1				7												
NPC_round_atk_60	关卡60	BossNpc		3	414	6		10			1.25	4	sword1_1		npc\worldnpc288	2	1.5	icon\funcnpc\worldnpc288.png				"Npc_wd_tjj01,7,0;Npc_wd_tjj02,7,0;Npc_wd_tjj03,7,0;Npc_wd_tjj04,7,0;Npc_wd_tjj05,7,0;Npc_wd_tjj06,7,0;Npc_wd_tjj07,7,0;Npc_wd_tjj08,7,0;Npc_wd_tjj09,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					s_r_217			1																			1000		1000	0					100			1		2134	1	-1	19	1			30		1				7												
NPC_round_atk_61	关卡61	BossNpc		3	307	71		10			1.25	4	stuff1_1		npc\worldnpc292	2	1.5	icon\funcnpc\worldnpc292.png				"Npc_gbzp_dgbf01,6,0;Npc_gbzp_dgbf02,6,0;Npc_gbzp_dgbf03,6,0;Npc_gbzp_dgbf04,6,0;Npc_gbzp_dgbf05,6,0;Npc_gbzp_dgbf06,3,0;Npc_gbzp_dgbf07,6,0;Npc_gbzp_dgbf08,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					st_r_1002			1																			1000		1000	0					100		Npc_gbzp_dgbf01	1		2137	1	-1	19	1			30		1				7												
NPC_round_atk_62	关卡62	BossNpc		3	307	72		10			1.25	4	stuff1_1		npc\worldnpc292	2	1.5	icon\funcnpc\worldnpc292.png				"Npc_gb_lsbf01,7,0;Npc_gb_lsbf02,7,0;Npc_gb_lsbf03,7,0;Npc_gb_lsbf04,7,0;Npc_gb_lsbf05,7,0;Npc_gb_lsbf06,7,0;Npc_gb_lsbf07,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					st_r_1002			1																			1000		1000	0					100		Npc_gb_lsbf01	1		2153	1	-1	19	1			30		1				7												
NPC_round_atk_63	关卡63	BossNpc		3	307	73		10			1.25	4	hand1_1		npc\worldnpc288	2	1.5	icon\funcnpc\worldnpc288.png				"Npc_wdzp_tjq01,6,0;Npc_wdzp_tjq02,6,0;Npc_wdzp_tjq03,6,0;Npc_wdzp_tjq04,6,0;Npc_wdzp_tjq05,6,0;Npc_wdzp_tjq06,6,0;Npc_wdzp_tjq07,3,0;Npc_wdzp_tjq08,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_wdzp_tjq01	1		2167	1	-1	19	1			30		1				7												
NPC_round_atk_64	关卡64	BossNpc		3	307	74		10			1.25	4	sword1_1		npc\worldnpc288	2	1.5	icon\funcnpc\worldnpc288.png				"Npc_wd_qfjf01,7,0;Npc_wd_qfjf02,7,0;Npc_wd_qfjf03,7,0;Npc_wd_qfjf04,7,0;Npc_wd_qfjf05,7,0;Npc_wd_qfjf06,7,0;Npc_wd_qfjf07,7,0;Npc_wd_qfjf02_sky,7,0;Npc_wd_qfjf06_sky,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					s_r_217			1																			1000		1000	0					100		Npc_wd_qfjf01	1		2170	1	-1	19	1			30		1				7												
NPC_round_atk_65	关卡65	BossNpc		3	414	7		10			1.25	4	hand1_1		npc\worldnpc152	2	1.5	icon\funcnpc\worldnpc152.png				"Npc_slzp_lzs01,6,0;Npc_slzp_lzs02,6,0;Npc_slzp_lzs03,7,0;Npc_slzp_lzs04,3,0;Npc_slzp_lzs05,6,0;Npc_slzp_lzs06,6,0;Npc_slzp_lzs07,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_slzp_lzs01	1		2191	1	-1	19	1			30		1				7												
NPC_round_atk_66	关卡66	BossNpc		3	307	76		10			1.25	4	dknife2_2		npc\worldnpc382	2	1.5	icon\funcnpc\worldnpc382.png				"Npc_em_lbc01,7,0;jn_tg_yanxing,1,0;Npc_em_lbc02,7,0;Npc_em_lbc03,7,0;Npc_em_lbc04,7,0;Npc_em_lbc05,7,0;Npc_em_lbc06,7,0;Npc_em_lbc07,7,0;Npc_em_lbc08,7,0;Npc_em_lbc06_sky,7,0"	1		15		1	2	6000	1	6500	npc_foundplayer					dk_r_618			1																			1000		1000	0					100			1		2206	1	-1	19	1			30		1				7												
NPC_round_atk_67	关卡67	BossNpc		3	307	77		10			1.25	4	sword1_1		npc\monster036	2	1.5	icon\monster\monster036.png				"Npc_jz_lyfh01,7,0;Npc_jz_lyfh02,7,0;Npc_jz_lyfh03,7,0;Npc_jz_lyfh04,7,0;Npc_jz_lyfh05,7,0;Npc_jz_lyfh06,7,0;Npc_jz_lyfh07,7,0;Npc_jz_lyfh08,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					s_r_217			1																			1000		1000	0					100		Npc_jz_lyfh01	1		2238	1	-1	19	1			30		1				7												
NPC_round_atk_68	关卡68	BossNpc		3	307	78		10			1.25	4	hand1_1		npc\monster290	2	1.5	icon\monster\monster290.png				"Npc_jh_dldm01,7,0;Npc_jh_dldm02,7,0;Npc_jh_dldm03,7,0;Npc_jh_dldm04,7,0;Npc_jh_dldm05,7,0;Npc_jh_dldm06,7,0;Npc_jh_dldm07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_jh_dldm01	1		2255	1	-1	19	1			30		1				7												
NPC_round_atk_69	关卡69	BossNpc		3	307	79		10			1.25	4	blade1_1		npc\worldnpc248	2	1.5	icon\funcnpc\worldnpc248.png				"Npc_jh_jwdf01,6,0;Npc_jh_jwdf02,6,0;Npc_jh_jwdf03,6,0;Npc_jh_jwdf04,6,0;Npc_jh_jwdf05,6,0;Npc_jh_jwdf06,6,0;Npc_jh_jwdf07,6,0;Npc_jh_jwdf08,6,0;jn_tg_yanxing,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					b_r_3			1																			1000		1000	0					100		Npc_jh_jwdf01	1		2026	1	-1	19	1			30		1				7												
NPC_round_atk_70	关卡70	BossNpc		3	414	8		10			1.25	4	hand1_1		npc\monster290	2	1.5	icon\monster\monster290.png				"Npc_jy_yzq01,7,0;Npc_jy_yzq02,7,0;Npc_jy_yzq03,7,0;Npc_jy_yzq04,7,0;Npc_jy_yzq05,7,0;Npc_jy_yzq06,7,0;Npc_jy_yzq07,1,0;Npc_jy_yzq07_sky,1,0;Npc_jy_yzq08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_jy_yzq01	1		2118	1	-1	19	1			30		1				7												
NPC_round_atk_71	关卡71	BossNpc		3	307	81		10			1.25	4	hand1_1		npc\boss034	2	1.5	icon\funcnpc\boss034.png				"Npc_jh_ttg01,6,0;Npc_jh_ttg02,6,0;Npc_jh_ttg03,6,0;Npc_jh_ttg04,6,0;Npc_jh_ttg05,6,0;Npc_jh_ttg06,6,0;Npc_jh_ttg07,6,0;jn_tg_yanxing,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_jh_ttg03	1		2053	1	-1	19	1			30		1				7												
NPC_round_atk_72	关卡72	BossNpc		3	307	82		10			1.25	4	knife1_1		npc\worldnpc747	2	1.5	icon\funcnpc\worldnpc747.png				"Npc_jh_ghqd01,6,0;Npc_jh_ghqd02,6,0;Npc_jh_ghqd03,6,0;Npc_jh_ghqd04,4,0;Npc_jh_ghqd05,6,0;Npc_jh_ghqd06,6,0;Npc_jh_ghqd07,6,0;jn_tg_yanxing,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					k_r_405			1																			1000		1000	0					100		Npc_jh_ghqd01	1		2074	1	-1	19	1			30		1				7												
NPC_round_atk_73	关卡73	BossNpc		3	307	83		10			1.25	4	blade1_1		npc\monster290	2	1.5	icon\monster\monster290.png				"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					b_r_3			1																			1000		1000	0					100		Npc_jy_dqd01	1		2056	1	-1	19	1			30		1				7												
NPC_round_atk_74	关卡74	BossNpc		3	307	84		10			1.25	4	hand1_2		npc\funcnpc001	2	1.5	icon\funcnpc\funcnpc001.png				"Npc_jh_tlq01,3,0;Npc_jh_tlq02,3,0;Npc_jh_tlq03,3,0;Npc_jh_tlq04,3,0;Npc_jh_tlq05,3,0;Npc_jh_tlq06,3,0;Npc_jh_tlq07,3,0;Npc_jh_tlq04_sky,3,0;jn_tg_yanxing,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_jh_tlq01	1		2065	1	-1	19	1			30		1				7												
NPC_round_atk_75	关卡75	BossNpc		3	414	9		10			1.25	4	knife1_1		npc\funcnpc001	2	1.5	icon\funcnpc\funcnpc001.png				"Npc_jh_dpgx01,3,0;Npc_jh_dpgx02,3,0;Npc_jh_dpgx03,3,0;Npc_jh_dpgx04,3,0;Npc_jh_dpgx05,3,0;Npc_jh_dpgx06,3,0;Npc_jh_dpgx07,3,0;Npc_jh_dpgx08,3,0;jn_tg_yanxing,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					k_r_405			1																			1000		1000	0					100		Npc_jh_ghqd01	1		2068	1	-1	19	1			30		1				7												
NPC_round_atk_76	关卡76	BossNpc		3	307	86		10			1.25	4	stuff1_1		npc\worldnpc292	2	1.5	icon\funcnpc\worldnpc292.png				"Npc_gb_dgbf01,6,0;Npc_gb_dgbf02,6,0;Npc_gb_dgbf03,6,0;Npc_gb_dgbf04,6,0;Npc_gb_dgbf05,6,0;Npc_gb_dgbf06,3,0;Npc_gb_dgbf07,6,0;Npc_gb_dgbf08,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					st_r_1002			1																			1000		1000	0					100		Npc_gb_dgbf01	1		2128	1	-1	19	1			30		1				7												
NPC_round_atk_77	关卡77	BossNpc		3	307	87		10			1.25	4	sword1_1		npc\worldnpc288	2	1.5	icon\funcnpc\worldnpc288.png				"Npc_jh_lyjf01,6,0;Npc_jh_lyjf02,6,0;Npc_jh_lyjf03,6,0;Npc_jh_lyjf04,6,0;Npc_jh_lyjf05,6,0;Npc_jh_lyjf06,6,0;Npc_jh_lyjf07,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					s_r_217			1																			1000		1000	0					100		Npc_jh_lyjf01	1		2156	1	-1	19	1			30		1				7												
NPC_round_atk_78	关卡78	BossNpc		3	307	88		10			1.25	4	hand1_1		npc\worldnpc288	2	1.5	icon\funcnpc\worldnpc288.png				"Npc_wd_tjq01,6,0;Npc_wd_tjq02,6,0;Npc_wd_tjq03,6,0;Npc_wd_tjq04,6,0;Npc_wd_tjq05,6,0;Npc_wd_tjq06,6,0;Npc_wd_tjq07,3,0;Npc_wd_tjq08,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_wd_tjq01	1		2164	1	-1	19	1			30		1				7												
