NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	刷新时间	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	碰撞时对话	仇恨	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	禁播受击动作	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	婚宴npc类型	势力归属	势力关系表	战斗开始的召唤ID	权重	初始动作固定帧播放	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	AI编辑包	善恶参数	直接触发	脱战回血	格挡方式(-1表示不格挡)	超过距离就脱战	使用轻功	破防几率	破防技能	防御CD	世界触发器相关	存在时间	是否理会玩家	缩放尺寸	跟随距离	跟随位置	是否跨场景	跟随角度	NPC配偶	采集范围	采集动作名	读条时间(ms)	最大消失时间(s)	宝箱开启前特效	宝箱开启后特效	钥匙数量	钥匙id	开启条件	分配类型	动作集	伤害判定奖励类BOSS类型	时间轴	
newmp_dmp_huitou_lh001	CommonNpc	悔罪蒲团		8	717	2	2			1.25	4	hand1_1	npc\itemnpc063								0										1																							200																	1	1	1																																																		"1,0.5,1"																			
																																																																																																																																														
	//达摩派师门大会																																																																																																																																													
newmp_dmp_smdh_002	CommonNpc	解除心魔1		8	677	2	2			1.25	4		npc\fbboss00087								0				3	0	0				3				0									1									39	20		1											1						1			2000	15		2000							1		0																						4193																																
newmp_dmp_smdh_003	CommonNpc	解除心魔2		8	677	2	2			1.25	4		npc\fbboss00087								0				3	0	0				3				0									1									39	20		1											1						1			2000	15		2000							1		0																						4189																																
newmp_dmp_smdh_004	CommonNpc	解除心魔3		8	677	2	2			1.25	4		npc\fbboss00087								0				3	0	0				3				0									1									39	20		1											1						1			2000	15		2000							1		0																						4190																																
newmp_dmp_smdh_005	CommonNpc	解除心魔4		8	677	2	2			1.25	4		npc\fbboss00087								0				3	0	0				3				0									1									39	20		1											1						1			2000	15		2000							1		0																						4191																																
																																																																																																																																														
	//达摩基础NPC																																																																																																																																													
newmp_dmp_01	CommonNpc	缘觉释(无得禅尊)		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1552								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1										21932;21933;21934;21935;	21932;21933;21934;21935;																																													
newmp_dmp_02	CommonNpc	笈摩陀(有相禅尊)		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1553								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1										21928;21929;21930;21931;	21928;21929;21930;21931;																																													
newmp_dmp_03	CommonNpc	具慧(定慧禅尊)		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1554								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1										21924;21925;21926;21927;	21924;21925;21926;21927;																																													
newmp_dmp_04	CommonNpc	袁智清(戒行禅尊)		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1555								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1										21920;21921;21922;21923;21790;	21920;21921;21922;21923;21790;																																													
newmp_dmp_05	CommonNpc	那须陀-代掌门(无相禅尊)		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1556								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1										21916;21917;21918;21919;21740;21810;21811;21813;21815;21814;52058;21803;	21916;21917;21918;21919;21740;21747;52058;21802;																																													
newmp_dmp_06	CommonNpc	法归摩罗(寂静禅尊)		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1557								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1					Shop_dmp_huitou_lh01					21912;21913;21914;21915;	21912;21913;21914;21915;																																													
newmp_dmp_07	CommonNpc	无痕(无空行尊)		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1558								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1										21908;21909;21910;21911;	21908;21909;21910;21911;																																													
newmp_dmp_08	CommonNpc	缘未生(无妄行尊)		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1559								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1										21904;21905;21906;21907;	21904;21905;21906;21907;																																													
newmp_dmp_09	CommonNpc	善令(无法行尊)		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1560								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1										21900;21901;21902;21903;	21900;21901;21902;21903;																																													
newmp_dmp_10	CommonNpc	鋡暮(菩提隐尊)		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1561								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1																																																								
newmp_dmp_11	CommonNpc	婆伽(沱洞隐尊)		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1562								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1																																																								
newmp_dmp_12	CommonNpc	纳笈(揭悟隐尊)		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1563								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1										21791;21792;21793;21794;21795;	21791;21792;21793;21794;21795;																																													
newmp_dmp_13	CommonNpc	达摩初级弟子		8	677	2	2			1.25	4		npc\worldnpc1563_1								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1																																																								
newmp_dmp_14	CommonNpc	达摩中级弟子		8	677	2	2			1.25	4		npc\worldnpc1563_3								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1																																																								
newmp_dmp_15	CommonNpc	达摩高级弟子		8	677	2	2			1.25	4		npc\worldnpc1563_4								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1																																																								
newmp_dmp_16	CommonNpc	达摩仓库弟子		8	482	2	2			1.25	4		npc\worldnpc1563_4								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1							1																																																	
																																																																																																																																														
																																																																																																																																														//行医济世
dmp_zc_xyjs_01	CommonNpc	江明姝		8	677	2	2			1.25	4	hand1_2	npc\worldnpc235_02			icon\funcnpc\worldnpc224.png															5																							50																																											21741;21746;																																													
dmp_zc_xyjs_02	CommonNpc	红英		8	677	2	2			1.25	4	hand1_2	npc\worldnpc129			icon\funcnpc\worldnpc224.png															5																							50																																											21742;																																													
dmp_zc_xyjs_03	CommonNpc	纱音		8	677	2	2			1.25	4	hand1_2	npc\worldnpc055			icon\funcnpc\worldnpc224.png															5																							50																																											21743;																																													
dmp_zc_xyjs_04	CommonNpc	慧尚		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1556			icon\funcnpc\worldnpc224.png															5																							50																																											21744;																																													
dmp_zc_xyjs_05	CommonNpc	青凌		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1557			icon\funcnpc\worldnpc224.png					0				3	0	0				5				0									1									39	50		1									Npc_sl_djgq01	"Npc_sl_djgq01,30;Npc_sl_djgq02,1,30;Npc_sl_djgq03,1,30;Npc_sl_djgq04,1,30;Npc_sl_djgq05,1,30;Npc_sl_djgq06,1,30;Npc_sl_djgq07,1,30;"	1						1			2000	15		2000							1											21745;													4316			0																													
dmp_zc_xyjs_06	CommonNpc	中毒之人		8	677	2	2			1.25	4	hand1_1	npc\fbboss00329_d			icon\funcnpc\worldnpc224.png															5																							50																																																																																								
																																																																																																																																														
	//铜人伏魔																																																																																																																																													
dmp_zc_trfm_001	CommonNpc	迦笑		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1563			icon\funcnpc\worldnpc224.png															5																							160																																										21748;	21748;																																													
dmp_zc_trfm_01	CommonNpc	勇铜人		8	677	2	2			1.25	4	hand1_1	npc\fbboss00087			icon\funcnpc\worldnpc224.png															5																							160																																																								4193																																
dmp_zc_trfm_02	CommonNpc	毅铜人		8	677	2	2			1.25	4	hand1_1	npc\fbboss00087			icon\funcnpc\worldnpc224.png															5																							160																																																								4189																																
dmp_zc_trfm_03	CommonNpc	信铜人		8	677	2	2			1.25	4	hand1_1	npc\fbboss00087			icon\funcnpc\worldnpc224.png															5																							160																																																								4190																																
dmp_zc_trfm_04	CommonNpc	仁铜人		8	677	2	2			1.25	4	hand1_1	npc\fbboss00087			icon\funcnpc\worldnpc224.png															5																							160																																																								4191																																
dmp_zc_trfm_05	CommonNpc	万铜人		8	677	2	2			1.25	4	hand1_1	npc\fbboss00087			icon\funcnpc\worldnpc224.png															5																							160																																																								4192																																
dmp_zc_trfm_002	CommonNpc	迦火（传出场景）		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1563			icon\funcnpc\worldnpc224.png															5																							160																																																																																								
dmp_zc_trfm_003	CommonNpc	迦皮（进入NPC）		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1558			icon\funcnpc\worldnpc224.png															5																							160																																																																																								
																																																																																																																																														
	//传灯祈福																																																																																																																																													
dmp_zc_shqf_001	CommonNpc	摩风		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1558			icon\funcnpc\worldnpc224.png															5																							160																																										21749;	21749;																																													
dmp_zc_shqf_01_1	CommonNpc	灯笼NPC1		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1558			icon\funcnpc\worldnpc224.png															5																							160																																																								4194																																
dmp_zc_shqf_01_2	CommonNpc	灯笼NPC2		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1558			icon\funcnpc\worldnpc224.png															5																							160																																																								4194																																
dmp_zc_shqf_01_3	CommonNpc	灯笼NPC3		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1558			icon\funcnpc\worldnpc224.png															5																							160																																																								4194																																
dmp_zc_shqf_01_4	CommonNpc	灯笼NPC4		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1558			icon\funcnpc\worldnpc224.png															5																							160																																																								4194																																
dmp_zc_shqf_01_5	CommonNpc	灯笼NPC5		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1558			icon\funcnpc\worldnpc224.png															5																							160																																																								4194																																
dmp_zc_shqf_02_1	CommonNpc	答题NPC1		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1563			icon\funcnpc\worldnpc224.png															5																							160																																																								4317																																
dmp_zc_shqf_02_2	CommonNpc	答题NPC2		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1563			icon\funcnpc\worldnpc224.png															5																							160																																																								4317																																
dmp_zc_shqf_02_3	CommonNpc	答题NPC3		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1563			icon\funcnpc\worldnpc224.png															5																							160																																																								4317																																
dmp_zc_shqf_02_4	CommonNpc	答题NPC4		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1563			icon\funcnpc\worldnpc224.png															5																							160																																																								4317																																
dmp_zc_shqf_02_5	CommonNpc	答题NPC5		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1563			icon\funcnpc\worldnpc224.png															5																							160																																																								4317																																
dmp_zc_shqf_03	CommonNpc	莲花NPC		8	677	2	2			1.25	4	hand1_0	npc\itemnpc057_gb01			icon\funcnpc\worldnpc224.png															5																							160																																																																					"2.5,2.5,2.5"																			
dmp_zc_shqf_04	CommonNpc	祈福传出NPC		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1556			icon\funcnpc\worldnpc224.png															5																							160																																																																																								
																																																																																																																																														
	//悟我论禅																																																																																																																																													
newmp_dmp_wwlc_register	CommonNpc	报名		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1558																																																																																																																																	
newmp_dmp_taskuse	CommonNpc	任务		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1558																																																																																																																																	
newmp_dmp_log	CommonNpc	记录备用		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1558																																																																																																																																	
newmp_dmp_tag_a	CommonNpc	A组掉落狗牌		8	677	2	2			1.25	4	hand1_1	npc\itemnpc026a																																																																																																																																	
newmp_dmp_tag_b	CommonNpc	B组掉落狗牌		8	677	2	2			1.25	4	hand1_1	npc\itemnpc026b																																																																																																																																	
																																																																																																																																														
	//佛佑降魔																																																																																																																																													
newmp_dmp_fyxm_001	CommonNpc	报名		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1563																		20																						55	1		1																																																																																						
newmp_dmp_fyxm_002	CommonNpc	高僧		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1558																		6																						55	1		1																1																																						4327																																
newmp_dmp_fyxm_003	CommonNpc	善念		8	677	2	2			1	1	hand1_1	npc\dmpnpc005																		3																						55	1		1										"jn_dmp_fyxm_001,1,0"			attack_dmp_fyxm_005			1	1																																					4328																																
																																																																																																																																														
	//菩提诡影																																																																																																																																													
newmp_dmp_ptgy_001	CommonNpc	报名		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1556			icon\funcnpc\worldnpc224.png																																																																																21750	21750																																													
newmp_dmp_ptgy_002	AttackNpc	江湖人		8	677	2	2			1.5	6	hand1_1	npc\monster065			icon\monster\monster065.png					0				1	1	3		-1		80																						6	160		1						5	100				0									2000	-1		2000																																	1																														
newmp_dmp_ptgy_003	BossNpc	高手		8	677	2	2			1.25	4	knife1_1	npc\monster072			icon\monster\monster072.png				k_r_405	0				3	0	0				80																						102	160					1	1	30	10	60		Npc_jh_ghqd01	"Npc_jh_dpgx01,3,50;Npc_jh_dpgx02,3,50;Npc_jh_dpgx03,3,50;Npc_jh_dpgx04,3,50;Npc_jh_dpgx05,3,50;Npc_jh_dpgx06,3,50;Npc_jh_dpgx07,3,50;Npc_jh_dpgx08,3,50;jn_tg_yanxing,1,50"		-1								1000	50	1	1000							1																								4332		1					20																									
newmp_dmp_ptgy_004	BossNpc	高手		8	677	2	2			1.25	4	hand1_2	npc\worldnpc553			icon\funcnpc\worldnpc553.png					0				3	0	0				80																						102	160					1	1	30	10	60			"Npc_jy_yzq01,1,50;Npc_jy_yzq04,1,50;Npc_jy_yzq06,1,50;Npc_jy_yzq07,1,50"		-1								1000	50	1	1000							1																								4332		1					20																									
newmp_dmp_ptgy_005	BossNpc	高手		8	677	2	2			1.25	4	blade1_1	npc\worldnpc572			icon\funcnpc\worldnpc572.png				b_r_3	0				3	0	0				80																						102	160					1	1	30	10	60		Npc_jh_jwdf01	"Npc_jh_jwdf01,1,30;Npc_jh_jwdf02,1,30;Npc_jh_jwdf03,1,30;Npc_jh_jwdf04,1,30;Npc_jh_jwdf05,1,30;Npc_jh_jwdf06,1,30;Npc_jh_jwdf08,1,30;jn_tg_yanxing,1,30"		-1								1000	50	1	1000							1																								4332		1					20																									
newmp_dmp_ptgy_006	CommonNpc	内部传送		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1556			icon\funcnpc\worldnpc224.png																																																																																																																														
	//达摩派单人试炼																																																																																																																																													
newschool_dmp_wuyi_01	BossNpc	忿怒心魔		1	677	2	2			2.75	2.75	hand1_1	npc\monster126			icon\monster\monster126.png					0			npc_foundplayer	3	0	0				40																						116	160		4			1		1	1	1				0	-1			1	1				1000	200		2000							1																								4185		1	0	2			30																									
newschool_dmp_wuyi_02	BossNpc	酒仙		1	677	2	2			1.25	4	hand1_1	npc\monster124			icon\monster\monster124.png					0			npc_foundplayer	3	0	0				40																						418	160		4			1		1	1	1			"skill_dmp_wuyi_jiu_001,1,0;skill_dmp_wuyi_jiu_002,1,0;skill_dmp_wuyi_jiu_003,1,0;"	0	-1								1000	200		2000							1																								4201		1	0	2		15	30																									
newschool_dmp_wuyi_03	BossNpc	妄语		1	677	2	2			0	0	hand1_1	npc\monster111			icon\monster\monster111.png					0			npc_foundplayer	3	0	0				40																					1	418	160		4			1		1	1	1				1	-1			1					1000	0		2000							1																								4368		1	0	2			30																									
newschool_dmp_wuyi_04	BossNpc	色欲		1	677	2	2			1.25	4	hand1_2	npc\monster425			icon\monster\monster425.png					0			npc_foundplayer	3	0	0				40																						418	160		4			1		1	1	1			"skill_dmp_wuyi_seyu_001,1,0;skill_dmp_wuyi_seyu_002,1,0;skill_dmp_wuyi_seyu_003,1,0;skill_dmp_wuyi_seyu_004,1,0;skill_dmp_wuyi_seyu_005,1,0;skill_dmp_wuyi_seyu_006,1,0;skill_dmp_wuyi_seyu_007,1,0;skill_dmp_wuyi_seyu_008,1,0;"	0	-1								1000	200		2000							1																								4314		1	0	2		15	30																									
newschool_dmp_wuyi_05	BossNpc	贪婪		1	677	2	2			1.25	4	hand1_1	npc\monster242			icon\monster\monster242.png					0			npc_foundplayer	3	0	0				40																						418	160		4			1		1	1	1			"skill_dmp_wuyi_tanmo_001,1,0;skill_dmp_wuyi_tanmo_002,1,0;skill_dmp_wuyi_tanmo_003,1,0;skill_dmp_wuyi_tanmo004,1,0;"	0	-1								1000	200		2000							1																								4188		1	0	2		15	30																									
newschool_dmp_wuyi_06	BossNpc	暴食		1	677	2	2			0	0	hand1_1	npc\monster309			icon\monster\monster309.png					0			npc_foundplayer	3	0	0				2																					1	204	160		4			1		1	1	1			"skill_dmp_wuyi_001,1,0;"	1	-1			1	1				1000	0		2000																															4200		1	0	2			30																									
newschool_dmp_wuyi_07	BossNpc	懒惰		1	677	2	2			1.25	4	hand1_1	npc\monster472			icon\monster\monster472.png					0			npc_foundplayer	3	0	0				40																						204	160		4			1		1	1	1			"skill_dmp_wuyi_landuo_002,1,0;skill_dmp_wuyi_landuo_003,1,0;skill_dmp_wuyi_landuo_004,1,0;skill_dmp_wuyi_landuo_005,1,0;"	0	-1								1000	200		2000							1																								4202		1	0	2		15	30																									
newschool_dmp_wuyi_08	AttackNpc	幻象狂怒		1	677	2	2			0	0		npc\dmpnpc001								0			npc_foundplayer	3	0	0				2																					1	110	15		1			1		1	1	1				1	-1			1					1000	0		2000							1																								4303		1	0	2			30																									
newschool_dmp_wuyi_09	AttackNpc	幻象祥和		1	677	2	2			0	0		npc\dmpnpc002								0			npc_foundplayer	3	0	0				2																					1	110	15		1			1		1	1	1				1	-1			1					1000	0		2000							1																								4304		1	0	2			30																									
newschool_dmp_wuyi_10	AttackNpc	美食		1	677	2	2			1.25	1.25		npc\dmpnpc003								0			npc_foundplayer	3	0	0				2																					1	110	20		1			1		1	1	1				1	-1			1					1000	0		2000							1																								4186		1	0	2			30																									
newschool_dmp_wuyi_11	AttackNpc	腐食		1	677	2	2			1.25	1.25		npc\dmpnpc004								0			npc_foundplayer	3	0	0				2																					1	110	20		1			1		1	1	1				1	-1			1					1000	0		2000							1																								4186		1	0	2			30																									
newschool_dmp_wuyi_12	AttackNpc	力量		1	677	2	2			0	0		npc\dmpnpc005								0			npc_foundplayer	3	0	0				40																					1	110	20		1			1		1	1	1				1	-1			1					1000	0		2000							1																								4305		1	0	2			30																									
newschool_dmp_wuyi_13	AttackNpc	假酒桶		1	677	2	2			0	0		npc\itemnpc001								0			npc_foundplayer	3	0	0				40																					1	110	15		1			1		1	1	1				1	-1			1					1000	0		2000							1																										1	0	2			30																									
newschool_dmp_wuyi_14	AttackNpc	真酒桶		1	677	2	2			0	0		npc\itemnpc001								0			npc_foundplayer	3	0	0				40																					1	110	15		1			1		1	1	1				1	-1			1					1000	0		2000							1																										1	0	2			30																									
newschool_dmp_wuyi_15	BossNpc	假妄语		1	677	2	2			0	0	hand1_1	npc\monster111			icon\monster\monster111.png					0			npc_foundplayer	3	0	0				40																					1	418	160		1			1		1	1	1				1	-1			1					1000	0		2000							1																								4368		1	0	2			30																									
newschool_dmp_wuyi_16	AttackNpc	真妄语		1	677	2	2			0	0	hand1_1	npc\monster111			icon\monster\monster111.png					0			npc_foundplayer	3	0	0				40																					1	418	160		1					1	1	1				1	-1			1					1000	0		2000							1																										1	0	2			30																									
newschool_dmp_wuyi_17	CommonNpc	小沙弥		1	677	2	2			0	0	hand1_1	npc\monster140			icon\monster\monster140.png					0			npc_foundplayer	3	0	0				40																						58	20		1					1	1	1			"skill_dmp_wuyi_landuo_001,1,0;"	1	-1								1000	0		2000																															4312		1	0	2			30																									
newschool_dmp_wuyi_23	CommonNpc	报名NPC		8	677	2	2	10		1.5	6	hand1_1	npc\worldnpc1561			icon\funcnpc\worldnpc1561.png					0				3	0	0				20																						98	100		1					1	1	1				1									1200	120		2000									0																							1																															
newschool_dmp_wuyi_24	CommonNpc	离开分组NPC		8	677	2	2	10		1.5	6	hand1_1	npc\worldnpc1560			icon\funcnpc\worldnpc1560.png					0				3	0	0				20																						98	100		1					1	1	1				1									1200	120		2000									0																							1																															
newschool_dmp_wuyi_25	CommonNpc	重置活动NPC		8	677	2	2	10		1.5	6	hand1_2	npc\worldnpc1559			icon\funcnpc\worldnpc1559.png					0				3	0	0				20																						98	100		1					1	1	1				1									1200	120		2000									0																							1																															
newschool_dmp_wuyi_18	CommonNpc	红色免疫		8	677	2	2	10		1.5	6		npc\itemnpc057			icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	100		1					1	1	1				1									1200	120		2000									0																						4307	1																															
newschool_dmp_wuyi_19	CommonNpc	黄色免疫		8	677	2	2	10		1.5	6		npc\itemnpc057			icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	100		1					1	1	1				1									1200	120		2000									0																						4308	1																															
newschool_dmp_wuyi_20	CommonNpc	蓝色免疫		8	677	2	2	10		1.5	6		npc\itemnpc057			icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	100		1					1	1	1				1									1200	120		2000									0																						4309	1																															
newschool_dmp_wuyi_21	CommonNpc	绿色免疫		8	677	2	2	10		1.5	6		npc\itemnpc057			icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	100		1					1	1	1				1									1200	120		2000									0																						4310	1																															
newschool_dmp_wuyi_22	CommonNpc	白色免疫		8	677	2	2	10		1.5	6		npc\itemnpc057			icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	100		1					1	1	1				1									1200	120		2000									0																						4311	1																															
newschool_dmp_wuyi_26	CommonNpc	离开分组场景		8	677	2	2	10		1.5	6		npc\worldnpc1447			icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	100		1					1	1	1				1									1200	120		2000									0																						4367	1																															
newschool_dmp_wuyi_27	CommonNpc	酒桶11		8	677	2	2	10		1.5	6		npc\itemnpc001								0				3	0	0				20																					1	98	100		1					1	1	1				1									1200	120		2000									0																						4331	1																															
newschool_dmp_wuyi_28	AttackNpc	临时技能		1	677	2	2			0	0		npc\xmqynpc002								0			npc_foundplayer	3	0	0				40																					1	110	15		1			1		1	1	1				1	-1			1					1000	0		2000							1																										1	0	2			30				20000																					
	//达摩日常悟禅																																																																																																																																													
newmp_dmp_rc_wc_01	CommonNpc	火盆		8	677	2	2			1.25	4		npc\itemnpc701_huo																		2																							200																	1	1	1																																																																					
newmp_dmp_rc_wc_02	CommonNpc	火盆		8	677	2	2			1.25	4		npc\itemnpc701_huo																		2																							200																	1	1	1																																																																					
newmp_dmp_rc_wc_03	CommonNpc	火盆		8	677	2	2			1.25	4		npc\itemnpc701_huo																		2																							200																	1	1	1																																																																					
																																																																																																																																														
																																																																																																																																														
	//达摩派剧情任务																																																																																																																																													
Dmpjq_zyb_001	CommonNpc	黑衣人头目		8	671	2	2			1.25	4	hand1_1	npc\fbboss00124								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1																																																								
Dmpjq_zyb_002	AttackNpc	江湖人		8	677	2	2			1.5	6	hand1_1	npc\fbboss00124								0				1	1	3				20																						55	1		1						5	100				0									2000	20		2000																																																															
Dmpjq_zyb_008	AttackNpc	江湖人		8	677	2	2			1.5	6	hand1_1	npc\worldnpc585								0				1	1	3				20																						55	1		1						5	100				0									2000	20		2000																																																															
Dmpjq_zyb_004	AttackNpc	心魔		8	677	2	2			2	6	hand3_1	npc\boss063_05								0				1	1	3		-1		20																						55	1		1						5	100			"bossxl_xinmo_001,1,1;bossxl_xinmo_mxsh,1,1;bossxl_xinmo_002_a,1,0;bossxl_xinmo_003,1,0;bossxl_xinmo_004,1,0;bossxl_xinmo_006,1,0;bossxl_xinmo_007,1,0;bossxl_xinmo_ty,1,0;"	0									2000	-1		1000																															1538		1	0	17			30	bossxl_xinmo_002_a					"1.5,1.5,1.5"																		541	
Dmpjq_zyb_011	CommonNpc	法妄		8	671	2	2			1.25	4	hand1_1	npc\worldnpc585								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1																																			60000																					
Dmpjq_zyb_007	CommonNpc	僧人		8	671	2	2			1.25	4	hand1_1	npc\worldnpc585								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1																																			60000																					
Dmpjq_zyb_009	CommonNpc	具慧(定慧禅尊)		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1554								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1																																																								
Dmpjq_zyb_010	CommonNpc	僧人		8	671	2	2			1.25	4	hand1_1	npc\worldnpc585								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1																																																								
Dmpjq_zyb_012	CommonNpc	具慧(定慧禅尊)		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1554								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1																																																								
Dmpjq_zyb_013	CommonNpc	鋡暮(菩提隐尊)		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1561								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1																																																								
Dmpjq_zyb_014	CommonNpc	婆伽(沱洞隐尊)		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1562								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1																																																								
Dmpjq_zyb_015	CommonNpc	纳笈(揭悟隐尊)		8	677	2	2			1.25	4	hand1_1	npc\worldnpc1563								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1																																																								
Dmpjq_zyb_016	CommonNpc	僧人		8	671	2	2			1.25	4	hand1_1	npc\worldnpc585								0				3	0	0				20				0									1									2	80		1											1						1			2000	15		2000							1																																																								
																																																																																																																																														
	//灭门日常																																																																																																																																													
npc_sl_mxm01	CommonNpc	内应		8	91	2	2	10		1.5	6	hand1_1	npc\monster196	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0			shop_npc_sl_mxm01					71800;	71800;																																													
npc_sl_mxm02	AttackNpc	伏击之人		1	2	2				1.5	6	hand1_1	npc\fbnpc021021	1		icon\funcnpc\worldnpc1245.png					0				1	1	3				20																						51	1		1						1	100				0									2000	-1		2000																																																															
npc_sl_mxm03	AttackNpc	伏击之人		1	2	2				1.5	6	hand1_1	npc\fbnpc021021	1		icon\funcnpc\worldnpc1245.png					0				1	1	3				20																						51	1		1						1	100				0									2000	-1		2000																																																															
npc_wd_mxm01	CommonNpc	内应		8	91	2	2	10		1.5	6	hand1_1	npc\monster196	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0			shop_npc_wd_mxm01					71801;	71801;																																													
npc_wd_mxm02	AttackNpc	伏击之人		1	2	2				1.5	6	hand1_1	npc\fbnpc021021	1		icon\funcnpc\worldnpc1245.png					0				1	1	3				20																						51	1		1						1	100				0									2000	-1		2000																																																															
