NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	碰撞时对话	仇恨	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	禁播受击动作	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	婚宴npc类型	势力归属	势力关系表	战斗开始的召唤ID	权重	初始动作固定帧播放	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	AI编辑包	善恶参数	直接触发	脱战回血	格挡方式(-1表示不格挡)	超过距离就脱战	使用轻功	破防几率	破防技能	防御CD	世界触发器相关	存在时间	是否理会玩家	缩放尺寸	跟随距离	跟随位置	是否跨场景	跟随角度	NPC配偶	采集范围	采集动作名	读条时间(ms)	最大消失时间(s)	宝箱开启前特效	宝箱开启后特效	钥匙数量	钥匙id	开启条件	分配类型	无法跟随时自动停止	大逃杀专用TYPE	
newworld_event_xiake_182	CommonNpc	妖侠		1	1	2	2			1.25	4	blade1_1	npc\boss063_05		0.93	icon\monster\monster290.png				b_r_3	0			npc_foundplayer	3					5																						293	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0																												2056		1	7	2			30																								
newworld_event_xiake_183	AttackNpc	天乾		1	1	2	2			1.25	4	blade1_1	npc\worldnpc1324		0.93	icon\monster\monster290.png				b_r_3	0			npc_foundplayer	3					8																						293	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0																												2056		1	7	2			30																								
newworld_event_xiake_184	AttackNpc	地坤		1	1	2	2			1.25	4	blade1_1	npc\worldnpc1324		0.93	icon\monster\monster290.png				b_r_3	0			npc_foundplayer	3					8																						293	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0																												2056		1	7	2			30																								
newworld_event_xiake_185	AttackNpc	风巽		1	1	2	2			1.25	4	blade1_1	npc\worldnpc1324		0.93	icon\monster\monster290.png				b_r_3	0			npc_foundplayer	3					8																						293	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0																												2056		1	7	2			30																								
newworld_event_xiake_186	AttackNpc	雷震		1	1	2	2			1.25	4	blade1_1	npc\worldnpc1324		0.93	icon\monster\monster290.png				b_r_3	0			npc_foundplayer	3					8																						293	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0																												2056		1	7	2			30																								
newworld_event_xiake_187	AttackNpc	水坎		1	1	2	2			1.25	4	blade1_1	npc\worldnpc1324		0.93	icon\monster\monster290.png				b_r_3	0			npc_foundplayer	3					8																						293	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0																												2056		1	7	2			30																								
newworld_event_xiake_188	AttackNpc	火离		1	1	2	2			1.25	4	blade1_1	npc\worldnpc1324		0.93	icon\monster\monster290.png				b_r_3	0			npc_foundplayer	3					8																						293	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0																												2056		1	7	2			30																								
newworld_event_xiake_189	AttackNpc	山艮		1	1	2	2			1.25	4	blade1_1	npc\worldnpc1324		0.93	icon\monster\monster290.png				b_r_3	0			npc_foundplayer	3					8																						293	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0																												2056		1	7	2			30																								
newworld_event_xiake_190	AttackNpc	泽兑		1	1	2	2			1.25	4	blade1_1	npc\worldnpc1324		0.93	icon\monster\monster290.png				b_r_3	0			npc_foundplayer	3					8																						293	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0																												2056		1	7	2			30																								
newworld_event_xiake_191	CommonNpc	大妖		1	1	2	2			1.25	4	blade1_1	npc\boss063_05		0.93	icon\monster\monster290.png				b_r_3	0			npc_foundplayer	3					40																						293	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0																												2056		1	7	2			30																								
newworld_event_xiake_192	AttackNpc	蜃妖		1	1	2	2			1.25	4	blade1_1	npc\monster059		0.93	icon\monster\monster290.png				b_r_3	0			npc_foundplayer	3					25																						293	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0																												2056		1	7	2			30																								
newworld_event_xiake_193	CommonNpc	洪玄公		1	1	2	2			1.25	4	blade1_1	npc\worldnpc354		0.93	icon\monster\monster290.png				b_r_3	0			npc_foundplayer	3					25																						293	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0																												2056		1	7	2			30																								
newworld_event_xiake_194	CommonNpc	叶小钗		1	1	2	2			1.25	4	blade1_1	npc\worldnpc534		0.93	icon\monster\monster290.png				b_r_3	0			npc_foundplayer	3					25																						293	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0																												2056		1	7	2			30																								
newworld_event_xiake_195	CommonNpc	朱戮尘		1	1	2	2			1.25	4	blade1_1	npc\monster447		0.93	icon\monster\monster290.png				b_r_3	0			npc_foundplayer	3					25																						293	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0																												2056		1	7	2			30																								
newworld_event_xiake_196	CommonNpc	北海妖圣		1	1	2	2			1.25	4	blade1_1	npc\worldnpc354		0.93	icon\monster\monster290.png				b_r_3	0			npc_foundplayer	3					25																						293	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0																												2056		1	7	2			30																								
newworld_event_xiake_197	CommonNpc	南海魔尊		1	1	2	2			1.25	4	blade1_1	npc\worldnpc534		0.93	icon\monster\monster290.png				b_r_3	0			npc_foundplayer	3					25																						293	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0																												2056		1	7	2			30																								
newworld_event_xiake_198	CommonNpc	东海帝君		1	1	2	2			1.25	4	blade1_1	npc\monster447		0.93	icon\monster\monster290.png				b_r_3	0			npc_foundplayer	3					25																						293	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0																												2056		1	7	2			30																								
newworld_event_xiake_199	AttackNpc	妖圣之徒		1	1	2	2			1.25	4	blade1_1	npc\worldnpc1324		0.93	icon\monster\monster290.png				b_r_3	0			npc_foundplayer	3					25																						293	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0																												2056		1	7	2			30																								
newworld_event_xiake_200	AttackNpc	魔尊之徒		1	1	2	2			1.25	4	blade1_1	npc\worldnpc1324		0.93	icon\monster\monster290.png				b_r_3	0			npc_foundplayer	3					25																						293	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0																												2056		1	7	2			30																								
newworld_event_xiake_201	AttackNpc	帝君之徒		1	1	2	2			1.25	4	blade1_1	npc\worldnpc1324		0.93	icon\monster\monster290.png				b_r_3	0			npc_foundplayer	3					25																						293	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0																												2056		1	7	2			30																								
newworld_event_xiake_202	CommonNpc	李元霸		1	1	2	2			1.25	4	dax1_1	npc\worldnpc1324		0.93	icon\monster\monster290.png				da_rl_npcitem205	0			npc_foundplayer	3					25																						371	100						1	8	1			jn_tg29_0051	"jn_tg29_0051,1,30;jn_tg29_0052,1,0;jn_tg29_0053,1,50;jn_tg29_0054,1,0;jn_tg29_0055,1,0;jn_tg29_0056,1,0"		-1								1000	25	1	1000			0				1511																								2056		1	7	2			30																								
newworld_event_xiake_203	CommonNpc	左慈		1	1	2	2			1.25	4	hand1_1	npc\worldnpc030_qy_02		0.93	icon\monster\monster290.png					0			npc_foundplayer	3					25																						371	100						1	8	1			Npc_jy_dqd01	"Npc_jy_dqd01,6,0;Npc_jy_dqd02,6,0;Npc_jy_dqd03,6,0;Npc_jy_dqd04,6,0;Npc_jy_dqd05,6,0;Npc_jy_dqd06,6,0;Npc_jy_dqd07,6,0;jn_tg_yanxing,1,0"		-1								1000	25	1	1000			0				1511																								2056		1	7	2			30																								
newworld_event_xiake_204	CommonNpc	荆轲		1	1	2	2			1.25	4	knife1_1	npc\worldnpc1318		0.93	icon\monster\monster036.png				k_r_npcitem307	0			npc_foundplayer	3					25																						371	100						1	8	1			Npc_jh_gwc01	"Npc_jh_gwc01,1,0;Npc_jh_gwc02,1,0;Npc_jh_gwc03,1,0;Npc_jh_gwc04,1,0;Npc_jh_gwc05,1,0;Npc_jh_gwc06,1,0;Npc_jh_gwc07,1,0;Npc_jh_gwc02_hide,1,0;Npc_jh_gwc03_hide,1,0;Npc_jh_gwc04_hide,1,0;Npc_jh_gwc06_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1000	25	1	1000			0				1511																								3407		1	7	2			30																								
newworld_event_xiake_205	CommonNpc	专诸		1	1	2	2			1.25	4	dsword1_1	npc\monster706		0.93	icon\funcnpc\boss034.png				da_rl_npcitem303	0			npc_foundplayer	3					25																						371	100						1	8	1			Npc_by_xlxf01	"Npc_by_xlxf01,10,0;Npc_by_xlxf02,10,20;Npc_by_xlxf03,10,20;Npc_by_xlxf04,10,0;Npc_by_xlxf05,6,0;Npc_by_xlxf06,6,10;Npc_by_xlxf07,10,20;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1000	25	1	1000			0				1511																								3161		1	7	2			30																								
newworld_event_xiake_206	CommonNpc	聂政		1	1	2	2			1.25	4	hand1_1	npc\worldnpc1330		0.93	icon\funcnpc\worldnpc292.png					0			npc_foundplayer	3					25																						371	100						1	8	1			Npc_xy_nrjbd01	"Npc_xy_nrjbd01,10,0;Npc_xy_nrjbd02,10,20;Npc_xy_nrjbd03,10,20;Npc_xy_nrjbd04,10,20;Npc_xy_nrjbd05,10,0;Npc_xy_nrjbd06,6,0;Npc_xy_nrjbd07,10,10;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1000	25	1	1000			0				1511																								3160		1	7	2			30																								
newworld_event_xiake_207	CommonNpc	要离		1	1	2	2			1.25	4	dknife3_1	npc\monster690		0.93	icon\funcnpc\worldnpc292.png				dk_r_628	0			npc_foundplayer	3					25																						371	100						1	8	1			Npc_by_gxcj01	"Npc_by_gxcj01,10,0;Npc_by_gxcj02,10,20;Npc_by_gxcj03,10,0;Npc_by_gxcj04,10,0;Npc_by_gxcj05,10,20;Npc_by_gxcj06,10,20;Npc_by_gxcj07,10,10;Npc_by_gxcj04_hide,10,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1000	25	1	1000			0				1511																								3158		1	7	2			30																								
newworld_event_xiake_208	CommonNpc	高渐离		1	1	2	2			1.25	4	sword1_1	npc\worldnpc1175		0.93	icon\funcnpc\worldnpc732.png				s_r_npcitem087	0			npc_foundplayer	3					25																						371	100						1	8	1			Npc_slbwj_001	"Npc_slbwj_001,1,0;Npc_slbwj_002,1,0;Npc_slbwj_003,1,0;Npc_slbwj_004,1,0;Npc_slbwj_005,1,0;Npc_slbwj_006,1,0;Npc_slbwj_007,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1000	25	1	1000			0				1511																								3414		1	7	2			30																								
newworld_event_xiake_217	CommonNpc	太玄洞主		1	1	2	2			1.25	4	sword1_1	npc\worldnpc1129		0.93	icon\monster\monster290.png				s_r_npcitem202	0			npc_foundplayer	7					12																						374	100						1	8	1			Npc_dh_txxhjp01	"Npc_dh_txxhjp01,10,0;Npc_dh_txxhjp02,10,0;Npc_dh_txxhjp03,10,0;Npc_dh_txxhjp04,10,0;Npc_dh_txxhjp05,6,0;Npc_dh_txxhjp06,10,0;Npc_dh_txxhjp07,10,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1								1000	25	1	1000			0				1511																								3105		1	7	2			30																								
newworld_event_xiake_218	AttackNpc	荆轲		1	1	2	2			1.25	4	knife1_1	npc\worldnpc1318		0.93	icon\monster\monster036.png				k_r_npcitem307	0			npc_foundplayer	3					5																						371	100						1	8	1			Npc_jh_gwc01	"Npc_jh_gwc01,1,0;Npc_jh_gwc02,1,0;Npc_jh_gwc03,1,0;Npc_jh_gwc04,1,0;Npc_jh_gwc05,1,0;Npc_jh_gwc06,1,0;Npc_jh_gwc07,1,0;Npc_jh_gwc02_hide,1,0;Npc_jh_gwc03_hide,1,0;Npc_jh_gwc04_hide,1,0;Npc_jh_gwc06_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1000	25	1	1000			0																												3407		1	7	2			30																								
newworld_event_xiake_219	AttackNpc	专诸		1	1	2	2			1.25	4	dsword1_1	npc\monster706		0.93	icon\funcnpc\boss034.png				da_rl_npcitem303	0			npc_foundplayer	3					5																						371	100						1	8	1			Npc_by_xlxf01	"Npc_by_xlxf01,10,0;Npc_by_xlxf02,10,20;Npc_by_xlxf03,10,20;Npc_by_xlxf04,10,0;Npc_by_xlxf05,6,0;Npc_by_xlxf06,6,10;Npc_by_xlxf07,10,20;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1000	25	1	1000			0																												3161		1	7	2			30																								
newworld_event_xiake_220	AttackNpc	聂政		1	1	2	2			1.25	4	hand1_1	npc\worldnpc1330		0.93	icon\funcnpc\worldnpc292.png					0			npc_foundplayer	3					5																						371	100						1	8	1			Npc_xy_nrjbd01	"Npc_xy_nrjbd01,10,0;Npc_xy_nrjbd02,10,20;Npc_xy_nrjbd03,10,20;Npc_xy_nrjbd04,10,20;Npc_xy_nrjbd05,10,0;Npc_xy_nrjbd06,6,0;Npc_xy_nrjbd07,10,10;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1000	25	1	1000			0																												3160		1	7	2			30																								
newworld_event_xiake_221	AttackNpc	要离		1	1	2	2			1.25	4	dknife3_1	npc\monster690		0.93	icon\funcnpc\worldnpc292.png				dk_r_628	0			npc_foundplayer	3					5																						371	100						1	8	1			Npc_by_gxcj01	"Npc_by_gxcj01,10,0;Npc_by_gxcj02,10,20;Npc_by_gxcj03,10,0;Npc_by_gxcj04,10,0;Npc_by_gxcj05,10,20;Npc_by_gxcj06,10,20;Npc_by_gxcj07,10,10;Npc_by_gxcj04_hide,10,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1000	25	1	1000			0																												3158		1	7	2			30																								
newworld_event_xiake_222	AttackNpc	高渐离		1	1	2	2			1.25	4	sword1_1	npc\worldnpc1175		0.93	icon\funcnpc\worldnpc732.png				s_r_npcitem087	0			npc_foundplayer	3					5																						371	100						1	8	1			Npc_slbwj_001	"Npc_slbwj_001,1,0;Npc_slbwj_002,1,0;Npc_slbwj_003,1,0;Npc_slbwj_004,1,0;Npc_slbwj_005,1,0;Npc_slbwj_006,1,0;Npc_slbwj_007,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1000	25	1	1000			0																												3414		1	7	2			30																								
newworld_event_xiake_223	AttackNpc	太玄洞主		1	1	2	2			1.25	4	sword1_1	npc\worldnpc1129		0.93	icon\monster\monster290.png				s_r_npcitem202	0			npc_foundplayer	7					12																						374	100						1	8	1			Npc_dh_txxhjp01	"Npc_dh_txxhjp01,10,0;Npc_dh_txxhjp02,10,0;Npc_dh_txxhjp03,10,0;Npc_dh_txxhjp04,10,0;Npc_dh_txxhjp05,6,0;Npc_dh_txxhjp06,10,0;Npc_dh_txxhjp07,10,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1								1000	25	1	1000			0																												3105		1	7	2			30																								
																																																																																																																																												
																																																																																																																																												
	//侠客岛事件-姜衡																																																																																																																																											
newworld_xkdnpc_000	CommonNpc	奖励功能测试NPC		8	714	2	2			1.25	4	hand1_1	npc\worldnpc570			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																																																																							
newworld_xkdnpc_001	CommonNpc	烧陶老工		8	714	2	2			1.25	4	hand1_1	npc\worldnpc735			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																																																																							
newworld_xkdnpc_002	CommonNpc	石币兑换NPC		8	714	2	2			1.25	4	hand1_1	npc\worldnpc561			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																					shop_xiakedao_254		1																																																
newworld_xkdnpc_003	CommonNpc	驻马岛特产商人		8	714	2	2			1.25	4	hand1_1	npc\worldnpc559			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																					shop_xiakedao_zhumadao																																																		
newworld_xkdnpc_005	CommonNpc	澹门岛特产商人		8	714	2	2			1.25	4	hand1_1	npc\worldnpc552			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																					shop_xiakedao_zhanmendao																																																		
newworld_xkdnpc_006	CommonNpc	海陵岛特产商人		8	714	2	2			1.25	4	hand1_1	npc\worldnpc550			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																					shop_xiakedao_hailingdao																																																		
newworld_xkdnpc_008	CommonNpc	东礁岛特产商人		8	714	2	2			1.25	4	hand1_1	npc\worldnpc512			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																					shop_xiakedao_dongjiaodao																																																		
newworld_xkdnpc_009	CommonNpc	安和岛特产商人		8	714	2	2			1.25	4	hand1_1	npc\worldnpc498			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																					shop_xiakedao_anhedao																																																		
newworld_xkdnpc_010	CommonNpc	侠客岛特产商人		8	714	2	2			1.25	4	hand1_1	npc\worldnpc451			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																					shop_xiakedao_xiakedao																																																		
newworld_xkdnpc_011	CommonNpc	波浪玙特产商人		8	714	2	2			1.25	4	hand1_1	npc\worldnpc413			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																					shop_xiakedao_bolangyu																																																		
newworld_xkdnpc_012	CommonNpc	用剑高人（可独占）		8	714	2	2			1.25	4	hand1_1	npc\boss044			icon\funcnpc\worldnpc1309.png				s_r_npcitem417	0				3	0	0			12				1									1									87	88																																																																																							
newworld_xkdnpc_013	CommonNpc	用刀高人（可独占）		8	714	2	2			1.25	4	hand1_1	npc\boss045			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																																																																							
newworld_xkdnpc_014	CommonNpc	初级斗酒		8	714	2	2			1.25	4	hand1_1	npc\worldnpc408			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																																																																							
newworld_xkdnpc_015	CommonNpc	初级斗酒触发		8	714	2	2			1.25	4	hand1_1	npc\worldnpc408			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																																																																							
newworld_xkdnpc_016	CommonNpc	遇难僧人		8	714	2	2			1.25	4	hand1_1	npc\worldnpc576			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																																																																							
newworld_xkdnpc_017	CommonNpc	遇难僧人2		8	714	2	2			1.25	4	hand1_1	npc\worldnpc575			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																																																																							
newworld_xkdnpc_018	CommonNpc	遇难小厮		8	714	2	2			1.25	4	hand1_1	npc\worldnpc569			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																																																																							
newworld_xkdnpc_019	CommonNpc	遇难小厮2		8	714	2	2			1.25	4	hand1_1	npc\worldnpc517			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																																																																							
newworld_xkdnpc_020	CommonNpc	遇难乞丐		8	714	2	2			1.25	4	hand1_1	npc\worldnpc493			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																																																																							
newworld_xkdnpc_021	CommonNpc	古谱石壁-基准NPC		8	714	2	2			1.25	4	hand1_1	npc\itemnpc667			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																																																																							
newworld_xkdnpc_022	CommonNpc	古谱石壁（原型）		8	714	2	2			1.25	4	hand1_1	npc\itemnpc667			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																																																																							
newworld_xkdnpc_023	CommonNpc	古谱石壁-圆圈光		8	714	2	2			1.25	4	hand1_1	npc\itemnpc057k			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																																																																							
newworld_xkdnpc_024	CommonNpc	古谱石壁-粉色烟雾		8	714	2	2			1.25	4	hand1_1	npc\itemnpc057_em02			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																																																																							
newworld_xkdnpc_025	CommonNpc	古谱石壁-万字阵		8	714	2	2			1.25	4	hand1_1	npc\itemnpc057_em03			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																																																																							
newworld_xkdnpc_026	CommonNpc	古谱石壁-气流落花		8	714	2	2			1.25	4	hand1_1	npc\itemnpc057_gmphd_01			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																																																																							
newworld_xkdnpc_027	CommonNpc	古谱石壁-火焰气浪		8	714	2	2			1.25	4	hand1_1	npc\itemnpc057_huoyan			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																																																																							
newworld_xkdnpc_028	CommonNpc	古谱石壁-寒潭气		8	714	2	2			1.25	4	hand1_1	npc\itemnpc057_jlg16			icon\funcnpc\worldnpc1309.png					0				3	0	0			12				1									1									87	88																																																																																							
newworld_xkdnpc_029	CommonNpc	古谱石壁-石中剑		1	714	2	2			1.25	4	hand1_1	npc\npcitem782			icon\funcnpc\worldnpc1309.png					0				0	0	0			12				1									1									87	88					1	1																																																																																	
newworld_xkdnpc_030	CommonNpc	古谱石壁-久远高人		8	714	2	2			1.25	4	hand1_1	npc\fbboss00243			icon\funcnpc\worldnpc1309.png				s_r_npcitem417	0				3	0	0			12				1									1									87	88																																																																																							
