NPC±àºÅ	¶ÔÏóÀàÐÍ	ini×¢ÊÍÃû³Æ	NPCÆòÌÖÐÅÏ¢	±íÏÖAI°ü±àºÅ	NPCÀàÐÍ	Ñ¡Ôñ²Ù×÷	Êó±êÐÎ×´	ÊÇ·ñ×ªÉí	×ßÂ·ËÙ¶È	ÅÜ²½ËÙ¶È	ÎäÆ÷³ÖÎÕ·½Ê½	Ä£ÐÍ±àºÅ	ÐÔ±ð	Ä£ÐÍ°ë¾¶	Í¼Æ¬	³öÉú×´Ì¬	npcÉùÒô	×é³É²ÄÁÏ	ÎäÆ÷Ãû³Æ	NPCÖÖÀàID	½Å±¾±àºÅ	ÊÇ·ñÄÜ½ÓïÚ	´¥·¢ÌØÐ§	AIÀàÐÍ	Ñ²ÂßÄ£Ê½	Ñ²Âß°ë¾¶	Â·¾¶ID	ÊÇ·ñËæ»ú³öÏÖ	ÏìÓ¦·¶Î§	ÃÅÅÉ	³ÆºÅ	¼®¹á	ÕóÓª	Ãû×Ö±íÐòºÅ	ÉúÆ½±íÐòºÅ	Éí·Ý²ÎÊý01	Éí·Ý²ÎÊý2	Éí·Ý²ÎÊý3	¶Ô»°¹æÔò	Ìß¹Ý×¨ÓÃ¹ØÁªNPC	ÉúÆ½	ÄÜ·ñÇÐ´è	Ëæ»ú¶Ô»°	ÏÂÆåÍæ¼ÒµÄ×îÐ¡µÈ¼¶	NPCÉíÉÏ¹ÒµÄÆåÆ×°ü	NPCÊÂ¼þ°ü±àºÅ	½øÈëÇÐ´èÇ°¶Ô»°	½áÊøÇÐ´èºó¶Ô»°	¿ÕÏÐ×´Ì¬¶Ô»°	Åö×²Ê±¶Ô»°	ÊµÁ¦°ü±àºÅ	¼¶±ð	ÐÞÎª¾­Ñé	¹ÖÎïÇ¿¶È	µôÂä	ÎäÆ÷ÀàÐÍ	Ëø¶¨Î»ÒÆ¹¥»÷	½û²¥ÊÜ»÷¶¯×÷	Ê°È¡È¨ÏÞÇå¿ÕÊ±¼ä	ÎÞÊ°È¡ÎïÏûÊ§Ê±¼ä	×î´óÏûÊ§Ê±¼ä	¸½¼ÓËæ»úÄÜÁ¦±àºÅ	ÆÕÍ¨¹¥»÷	¼¼ÄÜ±í	Ö÷¶¯±»¶¯	¹Ì¶¨NPCÖØÉúÊ±¼ä	µÐÈËNPC±àºÅ±í	¶ÓÓÑ±àºÅ	ÄÜ·ñ¹¥»÷	ÄÜ²»ÄÜ±»¹¥»÷	²»ÄÜ±»É±ËÀ	¹¥·À±ÈÖØ	·ÀÓù¸ÅÂÊ	"Õ½¶·ÆµÂÊ,ºÁÃë"	"×·»÷·¶Î§,Ã×"	ÎÞ·¨±»Ó²Ö±	Ëø¶¨¼¼ÄÜ¼ä¸ô	ÕÙ»½ID	ÕÙ»½°ë¾¶	ÕÙ»½ÀàÐÍ	±íÑÝ¸ÅÂÊ	±íÑÝÊ±¼ä	ÊÆÁ¦¹éÊô	ÊÆÁ¦¹ØÏµ±í	Õ½¶·¿ªÊ¼µÄÕÙ»½ID	NPC½»»¥Í£ÁôÊ±¼ä	Åö×²¶Ô»°¹æÔò	³õÊ¼¶¯×÷¹Ì¶¨Ö¡²¥·Å	ÉÌµêID	Ï´ºìÃû¹¦ÄÜ	²Ö¿âID	Ö°ÒµID	±¦Ê¯ÓÎÏ·NPC ID	½ÓÈÎÎñ±í	½»ÈÎÎñ±í	¿ÉÒÔ¼ÓÈëµÄÃÅÅÉ±í	¿É»ñµÃµÄÉí·Ý±í	¸´»îµã	Âä½Åµã	æäÕ¾	ÊäÈë¹ØÏµ°ü±àºÅ	ÊÇ·ñÓÐ¹«»á¹¦ÄÜ	°ïÅÉµØ¿é¹ºÂò	ÊÇ·ñÓÐÃÅÅÉÕ½¹¦ÄÜ	ÔËïÚ±àºÅ	ÊÇ·ñÓÐ°ïÅÉ²Ö¿â	ÊÇ·ñÓÐ°ïÅÉ×¤µØ	AI±à¼­°ü	ÉÆ¶ñ²ÎÊý	µÐÈËNPC±àºÅ±í	¶ÓÓÑ±àºÅ	Ö±½Ó´¥·¢	µØÎ»ÆÀ·Ö	±¨¸´µÈ¼¶	±¨¸´ÊÖ¶Î	ÊÇ·ñ¿É½á»é	ÍË³ö·¢Éù¶Ô»°	ÌìÆø°ü	ÊÀ½ç´¥·¢Æ÷Ïà¹Ø	´æÔÚÊ±¼ä	ÓÅÏÈÏÔÊ¾	²Æ¸»µ¥´ÎÔö³¤¼ä¸ô	²Æ¸»µ¥´ÎÔö³¤Öµ	²Æ¸»Ôö³¤×î´óÖµ	²Æ¸»Ë¥¼õ¼ä¸ô	²Æ¸»µ¥´ÎË¥¼õÖµ	²Æ¸»Ë¥¼õ×îµÍÖµ	½øÈëÕ½ÕùÖ±½ÓÉèÖÃ²Æ¸»	½øÈëÕ½ÕùÉèÖÃÍæ¼ÒÌìÆø	»÷É±Õâ¸öboss½øÈëÔö³¤ÆÚ	Í£Ö¹AI
WorldNpc_wts_10097	CommonNpc	ÐåÓñ¹¬ÈË	5	8	82	2	2		1.25	4	hand1_2	npc\worldnpc1159_1			icon\funcnpc\worldnpc1159.png					0				3	0	0			15																							160																																																																				86399000											
WorldNpc_wts_10098	CommonNpc	¾Å¹¬ÀÏÈË	5	8	82	2	2		1.25	4	hand_0	npc\worldnpc001a			icon\funcnpc\worldnpc001.png					0				3	0	0			15																							160																																																																				86399000											
WorldNpc_wts_10099	CommonNpc	ÁÖÌìÄÏ	5	8	82	2	2		1.25	4	hand1_1	npc\worldnpc002			icon\funcnpc\worldnpc002.png					0				3	0	0			15																							160																																																																				86399000											
WorldNpc_wts_10100	CommonNpc	ºÚ°××Ó	5	8	82	2	2		1.25	4	hand1_1	npc\worldnpc244			icon\funcnpc\worldnpc244.png					0				3	0	0			15																							160																																																																				86399000											
WorldNpc_wts_10102	CommonNpc	Ôì»¯ÀÏÈË	5	8	82	2	2		1.25	4	hand_0	npc\worldnpc604			icon\funcnpc\worldnpc604.png					0				3	0	0			15																							160																																																																				86399000											
WorldNpc_wts_10103	CommonNpc	ÕÅµ¤·ã	5	8	82	2	2		1.25	4	hand1_1	npc\worldnpc361			icon\funcnpc\worldnpc361.png					0				3	0	0			15																							160																																																																				86399000											
WorldNpc_wts_10104	CommonNpc	¹íÉñÌé	5	8	82	2	2		1.25	4	hand1_1	npc\monster340			icon\monster\monster340.png					0				3	0	0			15																							160																																																																				86399000											
WorldNpc_wts_10105	CommonNpc	´¥·¢²âÊÔ	5	8	202	2	2		1.25	4	hand1_1	npc\itemnpc057								0				3	0	0			100																							160																																																								2639																							
																																																																																																																																			
jhdh_jxdk_01	CommonNpc	¾øÊÀµ¶¿Í		8	82	2	2		1.25	4	hand1_1	npc\Worldnpc571	1							0				3	1	0			8																																																																																								jhdh_jxdk_01_end														
																																																																																																																																			
	//¾ÅÒõÖ¾ÎåÄÚ																																																																																																																																		
world_jyz_wunei_01	CommonNpc	ÑÏÊ®¾Å	2	8	345	2	2		1.25	4	hand1_1	npc\monster373	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0									47039;	47039;														1								world_jyz_sinei_11_end		1												
world_jyz_wunei_02	CommonNpc	ÑÏÊ®¾Å	2	8	345	2	2		1.25	4	hand1_1	npc\monster413	1	1.030654						0				3	0	0	5nei_jyz_xunluo_1		20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
world_jyz_wunei_03	CommonNpc	ÑÏÊ®¾Å	2	8	345	2	2		1.25	4	hand1_1	npc\fbboss00126	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																							2913	1								world_jyz_sinei_11_end		1												
world_jyz_wunei_04	CommonNpc	ÑÏÊ®¾Å	2	8	345	2	2		1.25	4	hand1_1	npc\worldnpc062	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
world_jyz_wunei_05	CommonNpc	ÑÏÊ®¾Å	2	8	345	2	2		1.25	4	hand1_1	npc\worldnpc062	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0										47040;47041;47042														1								world_jyz_sinei_11_end		1												
jyz_wunei_langzhong_1	CommonNpc	ÀÉÖÐ	2	8	1	2	2		1.25	4	hand1_1	npc\fbboss00126	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_langzhong_2	CommonNpc	ÀÉÖÐ	2	8	1	2	2		1.25	4	hand1_1	npc\fbfunnpc00027	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_langzhong_3	CommonNpc	ÀÉÖÐ	2	8	1	2	2		1.25	4	hand1_1	npc\worldnpc001a_1	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_langzhong_4	CommonNpc	ÀÉÖÐ	2	8	1	2	2		1.25	4	hand1_1	npc\worldnpc042	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_bingren_1	CommonNpc	²¡ÈË	2	8	1	2	2		1.25	4	hand1_1	npc\fbfunnpc004003	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_bingren_2	CommonNpc	²¡ÈË	2	8	1	2	2		1.25	4	hand1_1	npc\fbfunnpc004005	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_chuang_1	CommonNpc	´²	2	8	1	2	2		1.25	4	hand1_1	npc\fbmac003023	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_chuang_2	CommonNpc	´²	2	8	1	2	2		1.25	4	hand1_1	npc\fbmac011003	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_huo_3	CommonNpc	»ð	2	8	1	2	2		1.25	4	hand1_1	npc\fbmac004012	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_zhentou_2	CommonNpc	ÕíÍ·	2	8	1	2	2		1.25	4	hand1_1	npc\fbmac011004	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_guancai_1	CommonNpc	¹×²Ä	2	8	1	2	2		1.25	4	hand1_1	npc\fbmac019006	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_guancai_2	CommonNpc	¹×²Ä	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc180	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_guancai_3	CommonNpc	¹×²Ä	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc190	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_guancai_4	CommonNpc	¹×²Ä	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc192	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_guancai_5	CommonNpc	¹×²Ä	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc193	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_kulou_1	CommonNpc	÷¼÷Ã	2	8	1	2	2		1.25	4	hand1_1	npc\fbmac019026	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_kulou_2	CommonNpc	÷¼÷Ã	2	8	1	2	2		1.25	4	hand1_1	npc\fbmac019027	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_kulou_3	CommonNpc	÷¼÷Ã	2	8	1	2	2		1.25	4	hand1_1	npc\fbmac019028	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_kulou_4	CommonNpc	÷¼÷Ã	2	8	1	2	2		1.25	4	hand1_1	npc\fbmac019029	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_kulou_5	CommonNpc	÷¼÷Ã	2	8	1	2	2		1.25	4	hand1_1	npc\fbmac019030	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_shiti_10	CommonNpc	Ê¬Ìå	2	8	1	2	2		1.25	4	hand1_1	npc\fbmac019033	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_shiti_11	CommonNpc	Ê¬Ìå	2	8	1	2	2		1.25	4	hand1_1	npc\fbmac021068	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_chuang_3	CommonNpc	´²	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc031	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_chuang_4	CommonNpc	´²	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc617	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_yaolu_1	CommonNpc	Ò©Â¯	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc171	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_yaolu_2	CommonNpc	Ò©Â¯	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc419	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_yaotai_1	CommonNpc	Ò©Ì¨	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc522	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_yaotai_2	CommonNpc	Ò©Ì¨	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc657	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_shiti_1	CommonNpc	Ê¬Ìå	2	8	1	2	2		1.25	4	hand1_1	npc\petm_c_1504b	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_shiti_2	CommonNpc	Ê¬Ìå	2	8	1	2	2		1.25	4	hand1_1	npc\monster341a	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_shiti_3	CommonNpc	Ê¬Ìå	2	8	1	2	2		1.25	4	hand1_1	npc\KQshiti01	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_shiti_4	CommonNpc	Ê¬Ìå	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc699	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_shiti_5	CommonNpc	Ê¬Ìå	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc230	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_shiti_6	CommonNpc	Ê¬Ìå	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc408	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_shiti_7	CommonNpc	Ê¬Ìå	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc409	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_shiti_8	CommonNpc	Ê¬Ìå	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc410	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_shiti_9	CommonNpc	Ê¬Ìå	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc411	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_huo_1	CommonNpc	»ð	2	8	1	2	2		1.25	4	hand1_1	npc\guildeffect009	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_huo_2	CommonNpc	»ð	2	8	1	2	2		1.25	4	hand1_1	npc\guildeffect010	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_huo_4	CommonNpc	»ð	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc725	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_gaoyao_1	CommonNpc	¸àÒ©	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc041	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_bingren_3	CommonNpc	²¡ÈË	2	8	1	2	2		1.25	4	hand1_1	npc\fbnpc021018	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_zaotai_1	CommonNpc	ÔîÌ¨	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc079	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_madai_1	CommonNpc	Âé´ü	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc165	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_zawu_1	CommonNpc	ÔÓÎï	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc700	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
jyz_wunei_zawu_2	CommonNpc	ÔÓÎï	2	8	1	2	2		1.25	4	hand1_1	npc\itemnpc721_1	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1								world_jyz_sinei_11_end		1												
																																																																																																																																			
biaoqian_npc_01	CommonNpc	¹ÖÀÏÍ·	5	8	82	2	2		1.25		hand1_1	npc\fbboss00095			icon\funcnpc\worldnpc516.png					0				3	0	0			15																																																																	37523;37530;37529;37580;37581;70060;37582;37583;37584;	37523;37530;37529;37580;37581;70060;37582;37583;37584;																																				
																																																																																																																																			
world_jyz_6n_01	CommonNpc	¹«ÑòÊ¤	2	8	345	2	2		1.25	4	hand1_1	npc\boss005	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0									47045;	47046;														1										1												
world_jyz_6n_02	CommonNpc	Ã÷ËÎÀË	2	8	345	2	2		1.25	4	hand1_1	npc\worldnpc062		1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0	10																							1										1												
world_jyz_6n_03	CommonNpc	°½ÌÎ	2	8	345	2	2		1.25	4	hand1_1	npc\monster260	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0										47048;														1										1												
world_jyz_6n_04	CommonNpc	ÎºÎäÊÀ	2	8	345	2	2		1.25	4	hand1_1	npc\monster260	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1										1												
world_jyz_6n_05	CommonNpc	ÅË×Ó»Ô	2	8	345	2	2		1.25	4	hand1_1	npc\monster260	1	1.030654		parry_hitdownloop				0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1										1												
world_jyz_6n_06	CommonNpc	Ã÷Ê±ÔÂ	2	8	345	2	2		1.25	4	hand1_1	npc\monster373	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1										1												
world_jyz_6n_07	CommonNpc	Ã÷ÔÂ·òÈË	2	8	345	2	2		1.25	4	hand1_1	npc\monster373	1	1.030654						0				3	0	0			20				1																		1	2		1											1						1			2000	15		2000								0																								1										1												
																																																																																																																																			
dhyd_rukou_001	CommonNpc	´«ËÍ´¥·¢NPC		8	202	2	2		1.25	4	hand1_0	npc\funcnpc019								0				3	0	0			5																						1	2		1											1						1			2000	15		2000								0	10																																													
dhyd_rukou_002	CommonNpc	²¥·ÅµçÓ°´¥·¢		8	202	2	2		1.25	4	hand1_0	npc\itemnpc057								0				3	0	0			5																						1	2		1											1						1			2000	15		2000								0	10																																													
																																																																																																																																			
yyzl_jilu_001	ChaoticYanyuNpc	¼ÇÂ¼ÊôÐÔNPC		8	202	2	2		1.25	4	hand1_1	npc\itemnpc057								0				3	0	0			8																						1	2		1																	1			2000	15		2000																																													600	0	5500	600	0	0	1	tq901	boss_yyzl_001	
																																																																																																																																			
yyzl_xm_001	AttackNpc	Ä¾Í°	3	8	84	2	2		4	4	hand_0	npc\npcitem972								0				3	0	0			3				0																									1							1					1	1															10																																													1
yyzl_xm_002	CommonNpc	¸Û¿Ú×Ü¹Ü	3	8	84	2	2		0.5	4	hand1_1	npc\worldnpc136	1		icon\funcnpc\worldnpc1483.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																						3761																							
yyzl_xm_003	CommonNpc	Ò©Ê¦	3	8	84	2	2		0.5	4	hand1_1	npc\worldnpc041	1		icon\funcnpc\worldnpc041.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																						3761																							
yyzl_xm_004	CommonNpc	Ò©Ê¦	3	8	84	2	2		0.5	4	hand1_1	npc\worldnpc041	1		icon\funcnpc\worldnpc041.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																						3761																							
yyzl_xm_005	CommonNpc	Ò©Ê¦	3	8	84	2	2		0.5	4	hand1_1	npc\worldnpc041	1		icon\funcnpc\worldnpc041.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																						3761																							
yyzl_xm_006	CommonNpc	ÉÌÈË	3	8	84	2	2		0.5	4	hand1_1	npc\worldnpc106	1		icon\funcnpc\worldnpc106.png					0				3	0	0			3				1																		371	20													1						1			2000	15		2000									10																						3761																							
yyzl_xm_007	CommonNpc	Ô¶ÑóÉÌÈË	3	8	84	2	2		0.5	4	hand1_1	npc\worldnpc136	1		icon\funcnpc\worldnpc136.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																						3761																							
yyzl_xm_008	CommonNpc	éÔ·ò	3	8	84	2	2		0.5	4	hand1_1	npc\worldnpc567	1		icon\funcnpc\worldnpc567.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																						3761																							
yyzl_xm_009	CommonNpc	¸Û¿Ú¹ÜÊÂ	3	8	84	2	2		0.5	4	hand1_1	npc\worldnpc139	1		icon\funcnpc\worldnpc139.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																						3761																							
yyzl_xm_010	CommonNpc	Â·µÆ	3	8	711	2	2		0.5	4	hand1_0	npc\npcitem973								0				3	0	0			20				1																																1						1															10																																													
yyzl_xm_011	CommonNpc	»¤ÎÀ	3	8	711	2	2		0.5	4	hand1_1	npc\worldnpc1255	1		icon\funcnpc\worldnpc1255.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																																													
yyzl_xm_012	CommonNpc	Ð¡··	3	8	711	2	2		0.5	4	hand1_1	npc\worldnpc555	1		icon\funcnpc\worldnpc555.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																																													
yyzl_xm_013	CommonNpc	¿àÁ¦	3	8	711	2	2		0.5	4	hand1_1	npc\worldnpc468	1		icon\funcnpc\worldnpc468.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																																													
yyzl_xm_014	CommonNpc	¹ó¸¾	3	8	711	2	2		0.5	4	hand1_1	npc\worldnpc188	2		icon\funcnpc\worldnpc188.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																																													
yyzl_xm_015	CommonNpc	Ñ¾÷ß	3	8	711	2	2		0.5	4	hand1_1	npc\worldnpc195	2		icon\funcnpc\worldnpc195.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																																													
yyzl_xm_016	CommonNpc	ÉÌÈË	3	8	711	2	2		0.5	4	hand1_1	npc\worldnpc194	1		icon\funcnpc\worldnpc194.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																																													
yyzl_xm_017	CommonNpc	Ì¯··	3	8	711	2	2		0.5	4	hand1_1	npc\worldnpc197	1		icon\funcnpc\worldnpc197.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																																													
yyzl_xm_018	CommonNpc	Ì¯··	3	8	711	2	2		0.5	4	hand1_1	npc\worldnpc231	1		icon\funcnpc\worldnpc231.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																																													
yyzl_xm_019	CommonNpc	Ì¯··	3	8	711	2	2		0.5	4	hand1_1	npc\worldnpc232	1		icon\funcnpc\worldnpc232.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																																													
yyzl_xm_020	CommonNpc	Ì¯··	3	8	711	2	2		0.5	4	hand1_1	npc\worldnpc404	1		icon\funcnpc\worldnpc404.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																																													
yyzl_xm_021	CommonNpc	Ì¯··	3	8	711	2	2		0.5	4	hand1_1	npc\worldnpc567	1		icon\funcnpc\worldnpc567.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																																													
yyzl_xm_022	CommonNpc	ÉúËÀÁî´«ËÍ	3	8	711	2	2		0.5	4	hand1_1	npc\worldnpc053	1		icon\funcnpc\worldnpc567.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																																													
yyzl_xm_023	CommonNpc	ÉúËÀÁî´«ËÍ	3	8	711	2	2		0.5	4	hand1_1	npc\worldnpc211	1		icon\funcnpc\worldnpc567.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																																													
DeliveryNpc001	CommonNpc	¶«º£´«ËÍNPC	3	8	711	2	2		0.5	4	hand1_1	npc\g_s_qingyinbi_1_g	2		icon\funcnpc\g_s_qingyinbi_1_g.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																																			1										
DeliveryNpc002	CommonNpc	¶«º£´«ËÍNPC	3	8	711	2	2		0.5	4	hand1_1	npc\worldnpc119_1	2		icon\funcnpc\worldnpc119.png					0				3	0	0			20				1																		371	20													1						1			2000	15		2000									10																																			1										
																																																																																																																																			
