NPC编号	对象类型	名称	隐藏地面贴花	模型编号	头像	类型	NPC种类ID	响应范围	脚本编号	机关npc类型	1：可反复触发，不填默认只能触发1次	初始状态	机关触发后的状态	机关的触发动作	机关的恢复动作	触发后是否需要恢复原来状态0:否    1:是	"默认是否被打开,0:可开启，1：不可开启"	恢复原来状态的时间(ms)	采集动作名	触发读条时间(ms)	触发机关需要物品和提示(物品/个数/扣除表示/不足提示id)	NPC阵营	籍贯	平生	门派	AI编号	巡逻模式	寻路是是否转向	走路速度	跑步速度	路径编号	是否可选中	鼠标形状	机关开启人数（仅SpringMachineNpc可用）（不填则默认为1人）	AI编辑包	是否预载入模型	缩放
Macclone021110	SpringMachineNpc		1	npc\fbmac021033	icon\funcnpc\clonedoor.png	173	4	5		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												2	5				
Macclone021111	SpringMachineNpc		1	npc\itemnpc517	icon\funcnpc\clonedoor.png	173	4	5		2	1	closeloop	openloop	open	close	0	0	-1	interact041	2000	"useitemclone021019,1,1,16391"											2	5				
Macclone021112	SpringMachineNpc		1	npc\fbmac021055	icon\funcnpc\clonedoor.png	173	4	5		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												2	5				
Macclone021071	SpringMachineNpc		1	npc\fbmac00521	icon\funcnpc\clonedoor.png	173	4	5	npc\clone\clone021\Macclone021071.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	9				
Macclone021072	SpringMachineNpc		1	npc\fbmac00521	icon\funcnpc\clonedoor.png	173	4	5	npc\clone\clone021\Macclone021071.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	9				
Macclone021073	SpringMachineNpc		1	npc\fbmac00521	icon\funcnpc\clonedoor.png	173	4	5	npc\clone\clone021\Macclone021071.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	9				
Macclone021074	SpringMachineNpc		1	npc\fbmac00521	icon\funcnpc\clonedoor.png	173	4	5	npc\clone\clone021\Macclone021071.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	9				
Macclone021075	SpringMachineNpc		1	npc\fbmac00521	icon\funcnpc\clonedoor.png	173	4	5	npc\clone\clone021\Macclone021071.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	9				
Macclone021076	SpringMachineNpc		1	npc\fbmac00521	icon\funcnpc\clonedoor.png	173	4	5	npc\clone\clone021\Macclone021071.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	9				
Macclone021077	SpringMachineNpc		1	npc\fbmac00521	icon\funcnpc\clonedoor.png	173	4	5	npc\clone\clone021\Macclone021071.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	9				
Macclone021078	SpringMachineNpc		1	npc\fbmac00521	icon\funcnpc\clonedoor.png	173	4	5	npc\clone\clone021\Macclone021071.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	9				
Macclone021079	SpringMachineNpc		1	npc\fbmac00521	icon\funcnpc\clonedoor.png	173	4	5	npc\clone\clone021\Macclone021071.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	9				
Macclone021080	SpringMachineNpc		1	npc\itemnpc517	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021081	SpringMachineNpc		1	npc\fbmac021041	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021125	SpringMachineNpc		1	npc\fbmac021047	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021082	SpringMachineNpc		1	npc\fbmac021042	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												0	5				
Macclone021083	SpringMachineNpc		1	npc\fbmac021043	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021084	SpringMachineNpc		1	npc\fbmac021045	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021085	SpringMachineNpc		1	npc\fbmac021046	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												0	5				
Macclone021086	SpringMachineNpc		1	npc\fbmac021047	icon\funcnpc\clonedoor.png	173	4	5		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												2	5				
Macclone021087	SpringMachineNpc		1	npc\fbmac021050	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021088	SpringMachineNpc		1	npc\fbmac021051	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												0	5				
Macclone021089	SpringMachineNpc		1	npc\fbmac021052	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021090	SpringMachineNpc		1	npc\fbmac021053	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												2	5				
Macclone021091	SpringMachineNpc		1	npc\fbmac021054	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												0	5				
Macclone021092	SpringMachineNpc		1	npc\fbmac021055	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												2	5				
Macclone021093	SpringMachineNpc		1	npc\fbmac021056	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												0	5				
Macclone021094	SpringMachineNpc		1	npc\fbmac021056a	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												0	5				
Macclone021095	SpringMachineNpc		1	npc\fbmac013030	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021096	SpringMachineNpc		1	npc\fbmac021061	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021097	SpringMachineNpc		1	npc\fbmac021063	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021098	SpringMachineNpc		1	npc\fbmac021064	icon\funcnpc\clonedoor.png	173	4	5		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												2	5				
Macclone021099	SpringMachineNpc		1	npc\fbmac021065	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021113	SpringMachineNpc		1	npc\fbmac021033	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021114	SpringMachineNpc		1	npc\fbmac021034	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021115	SpringMachineNpc		1	npc\fbmac021035	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021116	SpringMachineNpc		1	npc\fbmac021036	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021117	SpringMachineNpc		1	npc\fbmac021037	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
Macclone021118	SpringMachineNpc		1	npc\fbmac021038	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												0	5				
Macclone021119	SpringMachineNpc		1	npc\fbmac021034	icon\funcnpc\clonedoor.png	173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												2	5				
Macclone021120	SpringMachineNpc		1	npc\fbmac021033	icon\funcnpc\clonedoor.png	173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												2	5				
Macclone021121	SpringMachineNpc		1	npc\fbmac021034	icon\funcnpc\clonedoor.png	173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												2	5				
Macclone021123	SpringMachineNpc		1	npc\fbmac021036	icon\funcnpc\clonedoor.png	173	4	5		2	1	openloop	openloop	open	close	0	1	-1	interact041	2000												2	5				
Macclone021511	SpringMachineNpc		1	npc\itemnpc517	icon\funcnpc\clonedoor.png	173	4	5		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000	"useitemclone021019_a,1,1,16391"											2	5				
																																					
																																					
																																					
																																					
																																					
																																					
																																					
	//杏子林																																				
Macclone011010	SpringMachineNpc		1	npc\fbmac013023	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												0	9				
Macclone011011	SpringMachineNpc		1	npc\npcitem167	icon\prop\prop326.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		20000	interact041	2000												0	9				
Macclone011012	SpringMachineNpc		1	npc\fbmac002011		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1														0					
Macclone011013	SpringMachineNpc		1	npc\fbmac002011		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1														0					
Macclone011014	SpringMachineNpc		1	npc\fbmac002011		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1														0					
Macclone011015	SpringMachineNpc		1	npc\fbmac002011		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1														0					
Macclone011016	SpringMachineNpc		1	npc\fbmac002011		173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1														0					
	//奇遇																																				
qy_yd_shiti	SpringMachineNpc		1	npc\monster500a		202	4	5	npc\spring_machine_npc.lua	-1						0		10000	interact041	1000												2	0				
qy_111030_junzitang_jiguanmen	SpringMachineNpc		1	npc\fbmac021033		173	4	5	Adventure\junzitang\qy_jzt_jiguanmen.lua	2	1	closeloop	openloop	open	close	0	1	-1	interact042	2000												2	5				
jieyujiguan002	SpringMachineNpc	机关门2		npc\fbmac002011	icon\funcnpc\fbmac013045.png	173	4	30	npc\spring_machine_npc.lua	-1	0	closeloop	openloop	open		0																0					
jieyujiguan003	SpringMachineNpc	劫狱门1		npc\fbmac002011	icon\funcnpc\fbmac013045.png	173	4	0	npc\spring_machine_npc.lua	-1	0	closeloop	openloop	open		0																0					
jieyujiguan004	SpringMachineNpc	劫狱门2		npc\fbmac002011	icon\funcnpc\fbmac013045.png	173	4	0	npc\spring_machine_npc.lua	-1	1	openloop	closeloop	close		0																0					
jieyujiguan005	SpringMachineNpc	劫狱门3		npc\fbmac002011	icon\funcnpc\fbmac013045.png	173	4	0	npc\spring_machine_npc.lua	-1	1	closeloop	openloop	open		0																0					
jieyujiguan006	SpringMachineNpc	劫狱门4		npc\fbmac002011	icon\funcnpc\fbmac013045.png	173	4	30	npc\spring_machine_npc.lua	-1	1	openloop	closeloop	close		0																0					
jieyudiban001	SpringMachineNpc	劫狱地板1		npc\itemnpc642		173	4	1	npc\spring_machine_npc.lua	-1			openloop	open		1															0	0					
jieyudiban002	SpringMachineNpc	劫狱地板2		npc\itemnpc642		173	4	0.5	npc\clone\clone001\macclone001010.lua	1	1					0																0					
jieyudiban003	SpringMachineNpc	劫狱地板3		npc\itemnpc642		173	4	0.5	npc\clone\clone001\macclone001010.lua	1	1					0																0					
jieyudiban004	SpringMachineNpc	劫狱地板4		npc\itemnpc642		173	4	0.5	npc\clone\clone001\macclone001010.lua	1	1					0																0					
jieyudiban005	SpringMachineNpc	劫狱地板5		npc\itemnpc642		173	4	0.5	npc\clone\clone001\macclone001010.lua	-1						0																0					
jieyudiban006	SpringMachineNpc	劫狱地板6		npc\itemnpc642		173	4	0.5	npc\spring_machine_npc.lua	-1			openloop	open		0																0					
jieyudiban007	SpringMachineNpc	劫狱地板7		npc\itemnpc642		173	4	0.5	npc\spring_machine_npc.lua	-1			openloop	open		0																0					
jieyudiban008	SpringMachineNpc	劫狱地板8		npc\itemnpc642		173	4	0.5	npc\spring_machine_npc.lua	-1			openloop	open		0																0					
jieyudiban009	SpringMachineNpc	劫狱地板9		npc\itemnpc642		173	4	0.5	npc\spring_machine_npc.lua	-1																						0					
qy_yanjing_jian1	SpringMachineNpc		1	npc\itemnpc644	icon\funcnpc\clonedoor.png	173	4	2	Adventure\yanjing\qy_yanjing_jian.lua	2	1	openloop	closeloop			0			interact041	2000	"key_yanjing_jgty,1,0,15007"											2	5				
qy_yanjing_jian2	SpringMachineNpc		1	npc\itemnpc645	icon\funcnpc\clonedoor.png	173	4	2	Adventure\yanjing\qy_yanjing_jian.lua	2	1	openloop	closeloop			0			interact041	2000	"key_yanjing_jgty,1,0,15007"											2	5				
qy_yanjing_jian3	SpringMachineNpc		1	npc\itemnpc646	icon\funcnpc\clonedoor.png	173	4	2	Adventure\yanjing\qy_yanjing_jian.lua	2	1	openloop	closeloop			0			interact041	2000	"key_yanjing_jgty,1,0,15007"											2	5				
qy_yanjing_jian4	SpringMachineNpc		1	npc\itemnpc647	icon\funcnpc\clonedoor.png	173	4	2	Adventure\yanjing\qy_yanjing_jian.lua	2	1	openloop	closeloop			0			interact041	2000	"key_yanjing_jgty,1,0,15007"											2	5				
qy_yanjing_szj	SpringMachineNpc		1	npc\itemnpc648	icon\funcnpc\clonedoor.png	173	4	2	Adventure\yanjing\qy_yanjing_szj.lua	2	1	closeloop	openloop	open	close	0			interact041	2000	"key_yanjing_jgty,1,0,15007"											2	5				
mac_qy_qdz_001	SpringMachineNpc	麻袋		npc\itemnpc560	icon\funcnpc\task.png	173	4	2	Adventure\qdz\mac_qy_qdz_001.lua	2	1					0		10000	interact041	2000												2	5				
mac_qy_swgj_jiguan	SpringMachineNpc	木门	1	npc\fbmac013045	icon\funcnpc\fbmac013045.png	173	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		60	interact041	5000												2	5				
Doorprison01	SpringMachineNpc			npc\itemnpc057k		173	4	0.5	npc\clone\prison01\prison01_chuansongmen.lua	1	1																					0					
mac_qy_swgj_deng	SpringMachineNpc		1	npc\fbmac021035	icon\funcnpc\clonedoor.png	173	4	5	Adventure\sbdm\mac_qy_swgj_deng.lua	2	1	closeloop	openloop	open	close	1		6000	interact041	2000												2	5				
jieyujiguan001	SpringMachineNpc	劫狱门1		npc\fbmac002011	icon\funcnpc\fbmac013045.png	173	4	100		-1	0	openloop	closeloop	close		0																0					
BlockClone009014	SpringMachineNpc		1	npc\fbmac00036		173	4	3	npc\clone\clone009\BlockClone009014.lua	2	1			openloop	closeloop	0			interact041	1000												2	5				
mac_qy_lmkz_010	SpringMachineNpc	罗盘		npc\fbmac013040		173	4	2	npc\clone\clone002\mac_qy_lmkz_010.lua	1	0	closeloop	openloop	open	close	1		20000														2					
mac_qy_tm_door	SpringMachineNpc	木门	1	npc\fbmac013045	icon\funcnpc\fbmac013045.png	173	4	50	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		60	interact041	5000												0					
mac_qy_tm_lamp	SpringMachineNpc	灯	1	npc\fbmac021035	icon\funcnpc\clonedoor.png	173	4	5	Adventure\tm\mac_qy_tm_lamp.lua	2	1	closeloop	openloop	open	close	1		6000	interact041	2000												2	5				
macclone009201	SpringMachineNpc	吊环	1	npc\fbmac013002	icon\funcnpc\fbmac013002.png	202	4	20		2		closeloop	openloop	open	close	0		-1	interact041	0												2	5				
macclone009202	SpringMachineNpc	吊环	1	npc\fbmac013002	icon\funcnpc\fbmac013002.png	202	4	20		2		closeloop	openloop	open	close	0		-1	interact041	0												2	5				
macclone009203	SpringMachineNpc	吊环	1	npc\fbmac013002	icon\funcnpc\fbmac013002.png	202	4	20		2		closeloop	openloop	open	close	0		-1	interact041	0												2	5				
macclone009204	SpringMachineNpc	吊环	1	npc\fbmac013002	icon\funcnpc\fbmac013002.png	202	4	20		2		closeloop	openloop	open	close	0		-1	interact041	0												2	5				
tsxjl_guizi	SpringMachineNpc	木柜	1	npc\fbmac002012	icon\funcnpc\door.png	173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	1		10000	interact041	2000												2	5				
tsxjl_cankumen	SpringMachineNpc	石门	1	npc\itemnpc678	icon\funcnpc\door.png	173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	1		5000	interact041	3000	"key_tsxjl_01,1,0,15007"											2	5				
tsxjl_baokumen	SpringMachineNpc	石门	1	npc\itemnpc678	icon\funcnpc\door.png	173	4	0		2	1	closeloop	openloop	open	close	1		15000	interact041	3000												0	0				
tsxjl_jianyumen	SpringMachineNpc	石门	1	npc\itemnpc678	icon\funcnpc\door.png	173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	1		5000	interact041	3000	"key_tsxjl_03,1,0,15007"											2	5				
tsxjl_kongzhi01	SpringMachineNpc	控制器1	1	npc\fbmac002018	icon\funcnpc\fbmac002018.png	173	4	3	npc\baoku_kongzhi_npc.lua	2	1	closeloop	openloop	open	close	1		15000	interact041	2000												2	5				
tsxjl_kongzhi02	SpringMachineNpc	控制器2	1	npc\fbmac00036	icon\funcnpc\fbmac00036.png	173	4	5	npc\baoku_kongzhi_npc.lua	2	1	closeloop	openloop	open	close	1		15000	interact041	3000												2	5				
task_digong_sz	SpringMachineNpc	石门	1	npc\itemnpc678	icon\funcnpc\door.png	173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	1		3000	interact041	2000												2	5				
tsxjl_foxiang	SpringMachineNpc	佛像	1	npc\itemnpc072	icon\funcnpc\door.png	173	4	0		2	1	closeloop	openloop	open	close	1		15000	interact041	3000												0	0				
tsxjl_jiguanmen01	SpringMachineNpc	L型门	1	npc\itemnpc676	icon\funcnpc\door.png	173	4	0	npc\npc_jiguanmen01.lua	-1	0					0																2	0				
tsxjl_jiguanmen02	SpringMachineNpc	左右门	1	npc\itemnpc677	icon\funcnpc\door.png	173	4	0	npc\npc_jiguanmen02.lua	-1	0					0																2	0				
BlockClone009023	SpringMachineNpc		1	npc\itemnpc703		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009024	SpringMachineNpc		1	npc\itemnpc704		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009025	SpringMachineNpc		1	npc\itemnpc704		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009026	SpringMachineNpc		1	npc\itemnpc704		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009027	SpringMachineNpc		1	npc\itemnpc704		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009028	SpringMachineNpc		1	npc\itemnpc704		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009029	SpringMachineNpc		1	npc\itemnpc704		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009030	SpringMachineNpc		1	npc\itemnpc703		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009031	SpringMachineNpc		1	npc\itemnpc703		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009032	SpringMachineNpc		1	npc\itemnpc703		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009033	SpringMachineNpc		1	npc\itemnpc703		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009034	SpringMachineNpc		1	npc\itemnpc703		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009035	SpringMachineNpc		1	npc\itemnpc703		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009037	SpringMachineNpc		1	npc\itemnpc703		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009038	SpringMachineNpc		1	npc\itemnpc703		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009039	SpringMachineNpc		1	npc\itemnpc703		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009040	SpringMachineNpc		1	npc\itemnpc703		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009041	SpringMachineNpc		1	npc\itemnpc703		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009042	SpringMachineNpc		1	npc\itemnpc703		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009043	SpringMachineNpc		1	npc\itemnpc703		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009036	SpringMachineNpc		1	npc\itemnpc704		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009044	SpringMachineNpc		1	npc\itemnpc703		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009045	SpringMachineNpc		1	npc\itemnpc703		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009046	SpringMachineNpc		1	npc\itemnpc704		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009047	SpringMachineNpc		1	npc\itemnpc704		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009048	SpringMachineNpc		1	npc\itemnpc704a		173	4	3		2	1			openloop	closeloop	0			interact041	5000												2	5				
																																					
MacBorn003005	SpringMachineNpc		1	npc\itemnpc057	icon\funcnpc\clonedoor.png	164	4	2		2	1	close	open	openloop	closeloop	0		10000	interact041	5000												0	0				
																																					
Mac_cwqy_monkeyrescue	SpringMachineNpc		1	npc\itemnpc606	icon\funcnpc\clonedoor.png	173	4	2		2	1	closeloop	openloop	open	close	0			interact041	10000												2	5				
jieyujiguan001_1	SpringMachineNpc	劫狱门1		npc\fbmac002011	icon\funcnpc\fbmac013045.png	173	4	100		-1	0	closeloop	closeloop	close		0																0					
jieyujiguan002_1	SpringMachineNpc	机关门2		npc\fbmac002011	icon\funcnpc\fbmac013045.png	173	4	30	npc\spring_machine_npc.lua	-1	0	openloop	openloop	open		0																0					
jieyujiguan003_1	SpringMachineNpc	劫狱门1		npc\fbmac002011	icon\funcnpc\fbmac013045.png	173	4	0	npc\spring_machine_npc.lua	-1	0	openloop	openloop	open		0																0					
jieyujiguan004_1	SpringMachineNpc	劫狱门2		npc\fbmac002011	icon\funcnpc\fbmac013045.png	173	4	0	npc\spring_machine_npc.lua	-1	1	closeloop	closeloop	close		0																0					
jieyujiguan005_1	SpringMachineNpc	劫狱门3		npc\fbmac002011	icon\funcnpc\fbmac013045.png	173	4	0	npc\spring_machine_npc.lua	-1	1	openloop	openloop	open		0																0					
jieyujiguan006_1	SpringMachineNpc	劫狱门4		npc\fbmac002011	icon\funcnpc\fbmac013045.png	173	4	30	npc\spring_machine_npc.lua	-1	1	closeloop	closeloop	close		0																0					
																																					
	//移花宫门派讨伐																																				
yhgtaofa_jiguan1	SpringMachineNpc	移花宫门派讨伐-机关1	1	npc\fbmac00036	icon\funcnpc\fbmac00036.png	173	4	1		2	0	openloop	closeloop	close	open	0			interact041	10000												2	9				
yhgtaofa_jiguan2	SpringMachineNpc	移花宫门派讨伐-机关2	1	npc\fbmac00036	icon\funcnpc\fbmac00036.png	173	4	1		2	0	openloop	closeloop	close	open	0			interact041	10000												2	9				
yhgtaofa_jiguan3	SpringMachineNpc	移花宫门派讨伐-机关3	1	npc\fbmac00036	icon\funcnpc\fbmac00036.png	173	4	1		2	0	openloop	closeloop	close	open	0			interact041	10000												2	9				
yhgtaofa_jiguan4	SpringMachineNpc	移花宫门派讨伐-机关假	1	npc\fbmac00036	icon\funcnpc\fbmac00036.png	173	4	1		2	0	openloop	closeloop	close	open	1		2000	interact041	5000												2	9				
																																					
Door_szwe0101	SpringMachineNpc		1	npc\fbmac021036	icon\funcnpc\clonedoor.png	173	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000	"useitemclone013999,1,1,19814"											2	5				
																																					
																																					
		//快活岛																																			
MacDoor_khd_001	SpringMachineNpc		1	npc\fbmac00251		173	4	2	npc\spring_machine_npc.lua	2	1	stand	1_standfree01	1_standfree01	standfree01	0	0	-1	interact041	5000												2	5				
																																					
		//快活岛禁地																																			
MacDoor_clone031_001	SpringMachineNpc	屏风	1	npc\fbmac031003		173	4	2	npc\spring_machine_npc.lua	2	0	closeloop	openloop	open	close	0			interact041	2000												2	5				
MacDoor_clone031_002	SpringMachineNpc	大门密室大门·平	1	npc\fbmac031001		173	4	2		2	0	closeloop																				2	5				
MacDoor_clone031_003	SpringMachineNpc	密室大门·圆	1	npc\fbmac031002		173	4	2	npc\spring_machine_npc.lua	2	0	closeloop	openloop	open	close	0			interact041	2000												2	5				
																																					
		//五内大侠养成																																			
5nei_zy_dxyc_door	SpringMachineNpc	普通牢房门	1	npc\fbmac00516	icon\funcnpc\fbmac00517.png	173	4	3	npc\spring_machine_npc.lua	2	1	close	open	openloop	closeloop	0			interact041	2000	"item_5nei_zy_dxyc_tyc,1,0,15007"											2	5				
5nei_zy_dxyc_door1	SpringMachineNpc	特殊牢房门	1	npc\fbmac00516	icon\funcnpc\fbmac00517.png	173	4	3	npc\spring_machine_npc.lua	2	1	close	open	openloop	closeloop	0			interact041	2000	"item_5nei_zy_dxyc_htyc,1,0,15007"											2	5				
5nei_zy_dxyc_door2	SpringMachineNpc	特殊牢房门	1	npc\fbmac00516	icon\funcnpc\fbmac00517.png	173	4	3		2	1					0																2	5				
5nei_zy_dxyc_am	SpringMachineNpc	地牢暗门	1	npc\fbmac002013		173	4	2		-1	1	closeloop	openloop	open	close	0			interact041	0												2					
Npc_5neijz_57035n_03	SpringMachineNpc		1	npc\fbmac019011a		173	4	2	npc\spring_machine_npc.lua	2	0			open	close	0		-1	interact041	4000												2	5				
																																					
		//楼兰密窟_正道																																			
mac_loulan_001	SpringMachineNpc	地刺机关	1	npc\itemnpc1357		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000												2	5				
mac_loulan_002	SpringMachineNpc	地刺机关	1	npc\itemnpc1357		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000												2	5				
mac_loulan_003	SpringMachineNpc	地刺机关	1	npc\itemnpc1357		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000												2	5				
mac_loulan_004	SpringMachineNpc	地刺机关	1	npc\itemnpc1357		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000												2	5				
mac_loulan_005	SpringMachineNpc	2区域机关门	1	npc\itemnpc1359		173	4	2	npc\spring_machine_npc.lua	2	0	closeloop	openloop	open	close	0		7200000	interact041		"wuxbsb,1,1,llmkdoor"											2	5				
