NPC编号	对象类型	名称	模型编号	触发范围	NPC类型	走路速度	跑步速度	相对位置	子怪物	巡逻模式	AI类型	追击范围	路径编号	能否死亡	脚本编号	AI编辑包	刷新时间
Leader_clone013_031	TeamLeaderNpc	路点118	npc\itemnpc057		11	3	5	"0,0;-1,-1;1,-1"	npcclone013006_03;npcclone013005_03;npcclone013005_03	1	6	0	AI_clone013_xl31	1			
Leader_clone013_032	TeamLeaderNpc	路点120	npc\itemnpc057		11	3	5	"0,0;-1,-1;1,-1"	npcclone013005_03;npcclone013006_03;npcclone013006_03	1	6	0	AI_clone013_xl32	1			
Leader_clone013_033	TeamLeaderNpc	路点125	npc\itemnpc057		11	3	5	"0,0;-1,-1;1,-1"	npcclone013006_03;npcclone013005_03;npcclone013005_03	1	6	0	AI_clone013_xl33	1			
Leader_clone013_034	TeamLeaderNpc	路点159	npc\itemnpc057		11	3	5	"0,0;-1,-1;1,-1"	npcclone013005;npcclone013006;npcclone013006	1	6	0	AI_clone013_xl34	1			
Leader_clone013_035	TeamLeaderNpc	路点131	npc\itemnpc057		11	3	5	"0,0;-1,-1;1,-1"	npcclone013006;npcclone013005;npcclone013005	1	6	0	AI_clone013_xl35	1			
Leader_clone013_036	TeamLeaderNpc	路点146	npc\itemnpc057		11	3	5	"0,0;-1,-1;1,-1"	npcclone013005_03;npcclone013006_03;npcclone013006_03	1	6	0	AI_clone013_xl36	1			
Leader_clone013_037	TeamLeaderNpc	路点150	npc\itemnpc057		11	3	5	"0,0;-1,-1;1,-1"	npcclone013005_03;npcclone013006_03;npcclone013006_03	1	6	0	AI_clone013_xl37	1			
Leader_clone013_038	TeamLeaderNpc	路点153	npc\itemnpc057		11	3	5	"0,0;-1,-1;1,-1"	npcclone013006_03;npcclone013005_03;npcclone013005_03	1	6	0	AI_clone013_xl38	1			
Leader_clone013_039	TeamLeaderNpc	路点77	npc\itemnpc057		11	3	5	"0,0;-1,-1;1,-1"	npcclone013006_03;npcclone013005_03;npcclone013005_03	1	6	0	AI_clone013_xl39	1			
Leader_clone013_040	TeamLeaderNpc	路点95	npc\itemnpc057		11	3	5	"0,0;-1,-1;1,-1"	npcclone013005_03;npcclone013006_03;npcclone013006_03	1	6	0	AI_clone013_xl40	1			
Leader_clone013_041	TeamLeaderNpc	路点103	npc\itemnpc057		11	3	5	"0,0;-1,-1;1,-1"	npcclone013006;npcclone013005;npcclone013005	1	6	0	AI_clone013_xl41	1			
Leader_clone013_042	TeamLeaderNpc	路点115	npc\itemnpc057		11	3	5	"0,0;-1,-1;1,-1"	npcclone013005;npcclone013006;npcclone013006	1	6	0	AI_clone013_xl42	1			
Leader_clone013_043	TeamLeaderNpc	路点129	npc\itemnpc057		11	3	5	"0,0;-1,-1;1,-1"	npcclone013005;npcclone013006;npcclone013006	1	6	0	AI_clone013_xl43	1			
Leader_clone013_044	TeamLeaderNpc	路点171	npc\itemnpc057		11	3	5	"0,0;-1,-1;1,-1"	npcclone013005_01;npcclone013006_01;npcclone013006_01	1	6	0	AI_clone013_xl44	1			
Leader_clone013_045	TeamLeaderNpc	路点175	npc\itemnpc057		11	3	5	"0,0;-1,-1;1,-1"	npcclone013005_01;npcclone013006_01;npcclone013006_01	1	6	0	AI_clone013_xl45	1			
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
Leader_clone021_001	TeamLeaderNpc	入口火使巡逻	npc\itemnpc057e		11	3	5	"0,0;-1,0"	NpcClone021001;NpcClone021002	1	6	0	clone021_001	1			
Leader_clone021_002	TeamLeaderNpc	墙上水使	npc\itemnpc057e		11	3	5	"0,0;0,1"	NpcClone021007;NpcClone021008	1	6	0	clone021_002	1			
Leader_clone021_003	TeamLeaderNpc	墙上木使	npc\itemnpc057e		11	3	5	"0,0;0,-1"	NpcClone021009;NpcClone021010	1	6	0	clone021_003	1			
Leader_clone021_004	TeamLeaderNpc	前院木使	npc\itemnpc057e		11	3	5	"0,0;0,1"	NpcClone021010;NpcClone021010	1	6	0	clone021_004	1			
Leader_clone021_005	TeamLeaderNpc	前院火使	npc\itemnpc057e		11	3	5	"1,0;0,-1;0,1"	NpcClone021007;NpcClone021008;NpcClone021008	1	6	0	clone021_005	1			
Leader_clone021_006	TeamLeaderNpc	前院土使	npc\itemnpc057e		11	3	5	"0,0;0,1"	NpcClone021006;NpcClone021006	1	6	0	clone021_006	1			
Leader_clone021_007	TeamLeaderNpc	前院金使	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone021004;NpcClone021004	1	6	0	clone021_007	1			
Leader_clone021_008	TeamLeaderNpc	前院水使	npc\itemnpc057e		11	3	5	"0,1;0,0"	NpcClone021008;NpcClone021008	1	6	0	clone021_008	1			
Leader_clone021_009	TeamLeaderNpc		npc\itemnpc057e		11	3	5	"0,1;0,0"	NpcClone021042;NpcClone021042	1	6	0	clone021_009	1			
Leader_clone021_010	TeamLeaderNpc	后院下人	npc\itemnpc057e		11	3	5	"0,1;0,0"	NpcClone021018;NpcClone021018	1	6	0	clone021_010	1			
Leader_clone021_011	TeamLeaderNpc	后院家丁	npc\itemnpc057e		11	3	5	"0,1;0,0"	NpcClone021017;NpcClone021017	1	6	0	clone021_011	1			
Leader_clone021_012	TeamLeaderNpc	幽冥侍女	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone021019;NpcClone021019	1	6	0	clone021_012	1			
Leader_clone021_013	TeamLeaderNpc	幽暗侍女	npc\itemnpc057e		11	3	5	"0,1;1,0"	NpcClone021020;NpcClone021020	1	6	0	clone021_013	1			
Leader_clone021_014	TeamLeaderNpc	薛地众1	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone021012;NpcClone021012	1	6	0	clone021_014	1			
Leader_clone021_016	TeamLeaderNpc	薛地众2	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone021012;NpcClone021012	1	6	0	clone021_016	1			
Leader_clone021_017	TeamLeaderNpc	郭天众1	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone021013;NpcClone021013	1	6	0	clone021_017	1			
Leader_clone021_019	TeamLeaderNpc	郭天众2	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone021013;NpcClone021013	1	6	0	clone021_019	1			
Leader_clone021_020	TeamLeaderNpc	郭天众3	npc\itemnpc057e		11	3	5	"0,0;1,1"	NpcClone021013;NpcClone021013	1	6	0	clone021_020	1			
Leader_clone021_021	TeamLeaderNpc	吴天众1	npc\itemnpc057e		11	3	5	"0,0;1,1"	NpcClone021015;NpcClone021015	1	6	0	clone021_021	1			
Leader_clone021_022	TeamLeaderNpc	吴地众1	npc\itemnpc057e		11	3	5	"0,0;1,1"	NpcClone021016;NpcClone021016	1	6	0	clone021_022	1			
Leader_clone021_023	TeamLeaderNpc	吴天众2	npc\itemnpc057e		11	3	5	"0,0;-1,0"	NpcClone021015;NpcClone021015	1	6	0	clone021_023	1			
Leader_clone021_024	TeamLeaderNpc	吴地众2	npc\itemnpc057e		11	3	5	"0,0;-1,0"	NpcClone021016;NpcClone021016	1	6	0	clone021_024	1			
Leader_clone021_025	TeamLeaderNpc	吴天众3	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone021015;NpcClone021015	1	6	0	clone021_025	1			
Leader_clone021_026	TeamLeaderNpc	吴地众3	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone021016;NpcClone021016	1	6	0	clone021_026	1			
Leader_clone021_027	TeamLeaderNpc	吴地众4	npc\itemnpc057e		11	3	5	"0,0;-1,1;1,1"	NpcClone021016;NpcClone021016;NpcClone021016	1	6	0	clone021_027	1			
Leader_clone021_028	TeamLeaderNpc	吴天众4	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone021015;NpcClone021015;NpcClone021015	1	6	0	clone021_028	1			
Leader_clone021_029	TeamLeaderNpc	暗卫伏兵左	npc\itemnpc057e	100	11	3	5	"0,0;1,0;0,1"	NpcClone021021;NpcClone021021;NpcClone021021	1	6	0	clone021_047	1			
Leader_clone021_030	TeamLeaderNpc	暗卫伏兵右	npc\itemnpc057e	100	11	3	5	"0,0;1,0;0,1"	NpcClone021021;NpcClone021021;NpcClone021021	1	6	0	clone021_048	1			
Leader_clone021_031	TeamLeaderNpc	入口火使巡逻（2）	npc\itemnpc057e		11	3	5	"0,0;-1,0;1,1"	NpcClone021501;NpcClone021502;NpcClone021502	1	6	0	clone021_001	1			
Leader_clone021_032	TeamLeaderNpc	墙上水使（2）	npc\itemnpc057e		11	3	5	"0,0;0,1;-1,0"	NpcClone021507;NpcClone021508;NpcClone021508	1	6	0	clone021_002	1			
Leader_clone021_033	TeamLeaderNpc	墙上木使（2）	npc\itemnpc057e		11	3	5	"0,0;0,-1;1,1"	NpcClone021509;NpcClone021510;NpcClone021507	1	6	0	clone021_003	1			
Leader_clone021_034	TeamLeaderNpc	前院木使（2）	npc\itemnpc057e		11	3	5	"0,0;0,1;-1,0"	NpcClone021510;NpcClone021510;NpcClone021508	1	6	0	clone021_004	1			
Leader_clone021_035	TeamLeaderNpc	前院火使（2）	npc\itemnpc057e		11	3	5	"1,0;0,-1;0,1"	NpcClone021507;NpcClone021508;NpcClone021508	1	6	0	clone021_005	1			
Leader_clone021_036	TeamLeaderNpc	前院土使（2）	npc\itemnpc057e		11	3	5	"0,0;0,1;-1,0"	NpcClone021506;NpcClone021506;NpcClone021507	1	6	0	clone021_006	1			
Leader_clone021_037	TeamLeaderNpc	前院金使（2）	npc\itemnpc057e		11	3	5	"0,0;1,0;-1,0"	NpcClone021504;NpcClone021504;NpcClone021501	1	6	0	clone021_007	1			
Leader_clone021_038	TeamLeaderNpc	前院水使（2）	npc\itemnpc057e		11	3	5	"0,1;0,0;-1,0"	NpcClone021508;NpcClone021508;NpcClone021503	1	6	0	clone021_008	1			
																	
																	
																	
																	
																	
Leader_clone011_001	TeamLeaderNpc	丐帮巡逻1	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone011009;NpcClone011010	1	6	0	clone011_001	1			
Leader_clone011_002	TeamLeaderNpc	丐帮巡逻2	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011010;NpcClone011011;NpcClone011012	1	6	0	clone011_002	1			
Leader_clone011_003	TeamLeaderNpc	丐帮巡逻3	npc\itemnpc057e		11	3	5	"0,0;0,1"	NpcClone011009;NpcClone011012	1	6	0	clone011_003	1			
Leader_clone011_004	TeamLeaderNpc	丐帮巡逻4	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011009;NpcClone011010;NpcClone011012	1	6	0	clone011_004	1			
Leader_clone011_005	TeamLeaderNpc	丐帮巡逻5	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone011009;NpcClone011010	1	6	0	clone011_005	1			
Leader_clone011_006	TeamLeaderNpc	丐帮巡逻6	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011010;NpcClone011011;NpcClone011012	1	6	0	clone011_006	1			
Leader_clone011_007	TeamLeaderNpc	丐帮巡逻7	npc\itemnpc057e		11	3	5	"0,0;0,1"	NpcClone011009;NpcClone011012	1	6	0	clone011_007	1			
Leader_clone011_008	TeamLeaderNpc	丐帮巡逻8	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011009;NpcClone011010;NpcClone011012	1	6	0	clone011_008	1			
Leader_clone011_009	TeamLeaderNpc	丐帮巡逻9	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone011009;NpcClone011010	1	6	0	clone011_009	1			
Leader_clone011_010	TeamLeaderNpc	丐帮巡逻10	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011010;NpcClone011011;NpcClone011012	1	6	0	clone011_010	1			
Leader_clone011_011	TeamLeaderNpc	丐帮巡逻11	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011009;NpcClone011010;NpcClone011012	1	6	0	clone011_011	1			
Leader_clone011_012	TeamLeaderNpc	丐帮巡逻12	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011009;NpcClone011010;NpcClone011012	1	6	0	clone011_012	1			
Leader_clone011_013	TeamLeaderNpc	丐帮巡逻13	npc\itemnpc057e		11	3	5	"0,0;0,1"	NpcClone011009;NpcClone011012	1	6	0	clone011_013	1			
Leader_clone011_014	TeamLeaderNpc	丐帮巡逻14	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011010;NpcClone011011;NpcClone011012	1	6	0	clone011_014	1			
Leader_clone011_015	TeamLeaderNpc	丐帮巡逻15	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone011009;NpcClone011010	1	6	0	clone011_015	1			
Leader_clone011_016	TeamLeaderNpc	丐帮巡逻16	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011010;NpcClone011011;NpcClone011012	1	6	0	clone011_016	1			
Leader_clone011_017	TeamLeaderNpc	丐帮巡逻17	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011006;NpcClone011002;NpcClone011001	1	6	0	clone011_017	1			
Leader_clone011_018	TeamLeaderNpc	丐帮巡逻18	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011006;NpcClone011002;NpcClone011005	1	6	0	clone011_018	1			
Leader_clone011_019	TeamLeaderNpc	丐帮巡逻19	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011003;NpcClone011002;NpcClone011002	1	6	0	clone011_019	1			
Leader_clone011_020	TeamLeaderNpc	丐帮巡逻20	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011003;NpcClone011002;NpcClone011002	1	6	0	clone011_020	1			
Leader_clone011_021	TeamLeaderNpc	丐帮巡逻21	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011003;NpcClone011001;NpcClone011001	1	6	0	clone011_021	1			
Leader_clone011_022	TeamLeaderNpc	丐帮巡逻22	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011006;NpcClone011005;NpcClone011005	1	6	0	clone011_022	1			
Leader_clone011_023	TeamLeaderNpc	丐帮巡逻23	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011006;NpcClone011002;NpcClone011002	1	6	0	clone011_023	1			
Leader_clone011_024	TeamLeaderNpc	丐帮巡逻24	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011006;NpcClone011001;NpcClone011001	1	6	0	clone011_024	1			
Leader_clone011_025	TeamLeaderNpc	丐帮巡逻25	npc\itemnpc057e		11	3	5	"0,1;-1,0"	NpcClone011023;NpcClone011024	1	6	0	clone011_025	1			
Leader_clone011_026	TeamLeaderNpc	丐帮巡逻26	npc\itemnpc057e		11	3	5	"0,0;0,-1"	NpcClone011003;NpcClone011001	1	6	0	clone011_026	1			
Leader_clone011_027	TeamLeaderNpc	丐帮巡逻27	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone011002;NpcClone011002	1	6	0	clone011_027	1			
Leader_clone011_028	TeamLeaderNpc	丐帮巡逻28	npc\itemnpc057e		11	3	5	"0,0;0,-1"	NpcClone011003;NpcClone011001	1	6	0	clone011_028	1			
Leader_clone011_029	TeamLeaderNpc	丐帮巡逻29	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone011002;NpcClone011002	1	6	0	clone011_029	1			
Leader_clone011_030	TeamLeaderNpc	丐帮巡逻30	npc\itemnpc057e		11	3	5	"0,0;0,-1"	NpcClone011002;NpcClone011001	1	6	0	clone011_030	1			
Leader_clone011_031	TeamLeaderNpc	丐帮巡逻31	npc\itemnpc057e		11	3	5	"0,0;0,-1"	NpcClone011003;NpcClone011001	1	6	0	clone011_031	1			
Leader_clone011_032	TeamLeaderNpc	丐帮巡逻32	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011004;NpcClone011005;NpcClone011005	1	6	0	clone011_032	1			
Leader_clone011_033	TeamLeaderNpc	丐帮巡逻33	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011006;NpcClone011002;NpcClone011002	1	6	0	clone011_033	1			
Leader_clone011_034	TeamLeaderNpc	丐帮巡逻34	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone011003;NpcClone011004	1	6	0	clone011_034	1			
Leader_clone011_035	TeamLeaderNpc	丐帮巡逻35	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone011002;NpcClone011002	1	6	0	clone011_035	1			
Leader_clone011_036	TeamLeaderNpc	丐帮巡逻36	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011006;NpcClone011005;NpcClone011005	1	6	0	clone011_036	1			
Leader_clone011_037	TeamLeaderNpc	丐帮巡逻37	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011003;NpcClone011004;NpcClone011004	1	6	0	clone011_037	1			
Leader_clone011_038	TeamLeaderNpc	丐帮巡逻38	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone011004;NpcClone011004	1	6	0	clone011_038	1			
Leader_clone011_039	TeamLeaderNpc	丐帮巡逻39	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011004;NpcClone011005;NpcClone011001	1	6	0	clone011_039	1			
Leader_clone011_040	TeamLeaderNpc	丐帮巡逻40	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone011007;NpcClone011008	1	6	0	clone011_040	1			
Leader_clone011_041	TeamLeaderNpc	丐帮巡逻41	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	bossclone011001;NpcClone011007;NpcClone011008	1	6	0	clone011_041	1			
Leader_clone011_042	TeamLeaderNpc	丐帮五大舵主	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0;-1,-1;1,-1"	funnpcclone011017;funnpcclone011013;funnpcclone011014;funnpcclone011015;funnpcclone011016	1	6	0	clone011_042	1			
Leader_clone011_043	TeamLeaderNpc	丐帮五大舵主	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0;-1,-1;1,-1"	funnpcclone011017;funnpcclone011013;funnpcclone011014;funnpcclone011015;funnpcclone011016	1	6	0	clone011_043	1			
Leader_clone011_044	TeamLeaderNpc	小王爷精兵	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0;-1,-1;1,-1"	NpcClone011004;NpcClone011054;NpcClone011054;NpcClone011054;NpcClone011049	1	6	0	clone011_045	1			
Leader_clone011_045	TeamLeaderNpc	丐帮巡逻41	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone011009;NpcClone011010	1	6	0	clone011_046	1			
Leader_clone011_046	TeamLeaderNpc	丐帮巡逻42	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone011009;NpcClone011010	1	6	0	clone011_047	1			
Leader_clone011_047	TeamLeaderNpc	丐帮巡逻43	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone011009;NpcClone011010	1	6	0	clone011_048	1			
Leader_clone011_048	TeamLeaderNpc	丐帮巡逻44	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone011009;NpcClone011010	1	6	0	clone011_049	1			
Leader_clone011_049	TeamLeaderNpc	丐帮巡逻44	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone011009;NpcClone011010	1	6	0	clone011_050	1			
Leader_clone011_050	TeamLeaderNpc	丐帮巡逻44	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone011009;NpcClone011010	1	6	0	clone011_051	1			
Leader_clone011_051	TeamLeaderNpc	丐帮巡逻44	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone011009;NpcClone011010	1	6	0	clone011_052	1			
Leader_clone011_053	TeamLeaderNpc	密道全志行亲信	npc\itemnpc057e		11	3	5	"0,0;1,0"	NpcClone011061;NpcClone011062	1	6	0	clone011_053	1			
Leader_clone011_054	TeamLeaderNpc	密道老鼠	npc\itemnpc057e		11	5	5	"1,1;-1,1;-1,-1;1,-1"	NpcClone011069;NpcClone011069;NpcClone011069;NpcClone011069	1	6	0	clone011_054	1			
Leader_clone011_055	TeamLeaderNpc	密道老鼠	npc\itemnpc057e		11	5	5	"1,1;-1,1;-1,-1;1,-1"	NpcClone011069;NpcClone011069;NpcClone011069;NpcClone011069	1	6	0	clone011_055	1			
																	
Leader_clone011_101	TeamLeaderNpc	丐帮巡逻101	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_101	1			
Leader_clone011_102	TeamLeaderNpc	丐帮巡逻102	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_102	1			
Leader_clone011_103	TeamLeaderNpc	丐帮巡逻103	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_103	1			
Leader_clone011_104	TeamLeaderNpc	丐帮巡逻104	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_104	1			
Leader_clone011_105	TeamLeaderNpc	丐帮巡逻105	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_105	1			
Leader_clone011_106	TeamLeaderNpc	丐帮巡逻106	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_106	1			
Leader_clone011_107	TeamLeaderNpc	丐帮巡逻107	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_107	1			
Leader_clone011_108	TeamLeaderNpc	丐帮巡逻108	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_108	1			
Leader_clone011_109	TeamLeaderNpc	丐帮巡逻109	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_109	1			
Leader_clone011_110	TeamLeaderNpc	丐帮巡逻110	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_110	1			
Leader_clone011_111	TeamLeaderNpc	丐帮巡逻111	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_111	1			
Leader_clone011_112	TeamLeaderNpc	丐帮巡逻112	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_112	1			
Leader_clone011_113	TeamLeaderNpc	丐帮巡逻113	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_113	1			
Leader_clone011_114	TeamLeaderNpc	丐帮巡逻114	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_114	1			
Leader_clone011_115	TeamLeaderNpc	丐帮巡逻115	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_115	1			
Leader_clone011_116	TeamLeaderNpc	丐帮巡逻116	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_116	1			
Leader_clone011_117	TeamLeaderNpc	丐帮巡逻117	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_117	1			
Leader_clone011_118	TeamLeaderNpc	丐帮巡逻118	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_118	1			
Leader_clone011_119	TeamLeaderNpc	丐帮巡逻119	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_119	1			
Leader_clone011_120	TeamLeaderNpc	丐帮巡逻120	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_120	1			
Leader_clone011_121	TeamLeaderNpc	丐帮巡逻121	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_121	1			
Leader_clone011_122	TeamLeaderNpc	丐帮巡逻122	npc\itemnpc057e		11	3	5	"0,1;-1,0;1,0"	NpcClone011085;NpcClone011088;NpcClone011089	1	6	0	clone011_122	1			
																	
Leader_clone003_01	TeamLeaderNpc	渔村巡逻	npc\itemnpc057e		11	3	5	"0,0;1,0;-1,0"	NpcClone003036;NpcClone003036;NpcClone003037	1	6	0	clone003_023	1			
Leader_clone003_02	TeamLeaderNpc	渔村巡逻	npc\itemnpc057e		11	3	5	"0,0;1,0;-1,0"	NpcClone003036;NpcClone003036;NpcClone003037	1	6	0	clone003_024	1			
Leader_clone003_03	TeamLeaderNpc	渔村巡逻	npc\itemnpc057e		11	3	5	"0,0;1,0;-1,0"	NpcClone003036;NpcClone003037;NpcClone003036	1	6	0	clone003_025	1			
Leader_clone003_04	TeamLeaderNpc	渔村巡逻	npc\itemnpc057e		11	3	5	"0,0;1,0;-1,0"	NpcClone003036;NpcClone003036;NpcClone003037	1	6	0	clone003_026	1			
Leader_clone003_05	TeamLeaderNpc	渔村巡逻	npc\itemnpc057e		11	3	5	"0,0;1,0;-1,0"	NpcClone003036;NpcClone003037;NpcClone003036	1	6	0	clone003_027	1			
Leader_clone003_06	TeamLeaderNpc	渔村巡逻	npc\itemnpc057e		11	3	5	"0,0;1,0;-1,0"	NpcClone003036;NpcClone003036;NpcClone003037	1	6	0	clone003_028	1			
Leader_clone003_07	TeamLeaderNpc	渔村巡逻	npc\itemnpc057e		11	3	5	"0,0;1,0;-1,0"	NpcClone003036;NpcClone003037;NpcClone003036	1	6	0	clone003_029	1			
																	
Leader_NPC_001	TeamLeaderNpc	千灯镇跑路	npc\itemnpc057e		11	5.5	5.5	"0,0"	NpcQYTM011	1	6	0	AI_qdz_73	1			
																	
Leader_event_japan01	TeamLeaderNpc	三内事件巡逻倭寇1队	npc\itemnpc057		11	1.25	6	"0,2;0,0;0,-2"	World_japan18_1;World_japan19;World_japan19	1	6	0	event_japan_01	1			-1
Leader_event_japan02	TeamLeaderNpc	三内事件巡逻倭寇2队	npc\itemnpc057		11	1.25	6	"0,2;0,0;0,-2"	World_japan18_2;World_japan19;World_japan19	1	6	0	event_japan_02	1			-1
Leader_event_japan03	TeamLeaderNpc	三内事件巡逻倭寇3队	npc\itemnpc057		11	1.25	6	"0,2;0,0;0,-2"	World_japan18_3;World_japan19;World_japan19	1	6	0	event_japan_03	1			-1
Leader_event_japan04	TeamLeaderNpc	三内事件巡逻倭寇4队	npc\itemnpc057		11	1.25	6	"0,2;0,0;0,-2"	World_japan18_4;World_japan19;World_japan19	1	6	0	event_japan_04	1			-1
Leader_event_japan05	TeamLeaderNpc	三内事件巡逻倭寇5队	npc\itemnpc057		11	1.25	6	"0,2;0,0;0,-2"	World_japan18_5;World_japan19;World_japan19	1	6	0	event_japan_05	1			-1
Leader_event_japan06	TeamLeaderNpc	三内事件巡逻倭寇6队	npc\itemnpc057		11	1.25	6	"0,2;0,0;0,-2"	World_japan18_6;World_japan19;World_japan19	1	6	0	event_japan_06	1			-1
