NPC编号	对象类型	名称	模型编号	头像	NPC类型	NPC种类ID	响应范围	脚本编号	采集范围	采集动作名	读条时间(ms)	掉落	掉落数量	无拾取物消失时间/秒	最大消失时间/秒	刷新时间	存在时间	宝箱开启前特效	宝箱开启后特效	钥匙数量	钥匙id	NPC特效名称	是否可选中	鼠标形状	模型缩放	开启条件	AI编辑包	拾取规则（0为自由拾取，1为系统分配，2为队伍分配，不填默认为0）	级别	怪物强度	限制创建次数	拾取锁定时间（防止拾取者见利踢人，单位：s）
BossBoxadv009004	BoxNpc		npc\itemboxnpc002		161		3		3	interact041	5000	Comb_DuchuanBoss004	8			-1							2	9				2	100	10	1	5
BossBoxadv009005	BoxNpc		npc\itemboxnpc002		161		3		3	interact041	5000	Comb_DuchuanBoss005	8			-1							2	9				2	100	10	1	5
BossBoxadv009006	BoxNpc		npc\itemboxnpc002		161		3		3	interact041	5000	Comb_DuchuanBoss006	8			-1							2	9				2	100	10	1	5
																																
		//快活岛																														
box_khd_ratrace_01	BoxNpc	宝箱争夺	npc\itemnpc005a		161		3		3	interact041	100	Drop_khd_ratrace_01				-1							2	9		106859						3
box_khd_ratrace_02	BoxNpc	花球	npc\npcitem681		161		3		3	interact041	10000	Drop_khd_ratrace_03				-1							2	9	"1.5,1.5,1.5"	106859						3
box_khd_xld_001	BoxNpc	掉落宝箱	npc\itemnpc057v		161		3		3	interact041	2000	Drop_khd_xld_01				-1							2	9								3
box_khd_xld_002	BoxNpc	布置宝箱	npc\itemboxnpc002		161		3		3	interact041	2000	Drop_khd_xld_02				-1				1	item_khd_xld_002		2	9		107045						3
box_khd_xld_003	BoxNpc	终极宝箱	npc\itemboxnpc003_yunbiao		161		3		3	interact041	2000	Drop_khd_xld_06				-1				1	item_khd_xld_005		2	9		107046						3
box_khd_xld_004	BoxNpc	钥匙-左	npc\itemboxnpc002		161		3		3	interact041	2000	Drop_khd_xld_03				-1				1	item_khd_xld_002		2	9								3
box_khd_xld_005	BoxNpc	钥匙-右	npc\itemboxnpc002		161		3		3	interact041	2000	Drop_khd_xld_05				-1				1	item_khd_xld_005		2	9								3
box_khd_xld_006	BoxNpc	玉佩钥匙	npc\itemboxnpc002		161		3		3	interact041	2000	Drop_khd_xld_03				-1				1			2	9								3
box_khd_xld_007	BoxNpc	终极宝箱	npc\itemboxnpc003_yunbiao		161		3		3	interact041	2000	Drop_khd_xld_10				-1				1			2	9								3
																																
box_khd_boss_01	BoxNpc	苏菲	npc\itemnpc005a		161		3		3	interact041	5000	drop_happyislandboss_010				-1							2	9				2	80	10		
																																
		//快活岛禁地																														
GatherClone031_001	BoxNpc	炸药桶	npc\itemnpc891		161		3		3	interact017	2000	drop_clone031_01				10							2	9								
GatherClone031_002	BoxNpc	毒药盒子	npc\itemnpc005a		161		3		3	interact017	2000	drop_clone031_03				-1							2	9								
GatherClone031_003	BoxNpc	酒壶	npc\itemnpc001		161		3		3	interact017	2000	drop_clone031_02				-1							2	9								
GatherClone031_004	BoxNpc	宝箱	npc\itemnpc005		161		3		3	interact017	2000	drop_clone031_02				-1							2	9								
GatherClone031_005	BoxNpc	酒杯	npc\itemnpc034		161		3		3	interact017	2000	drop_clone031_02				-1							2	9	"0.5,0.5,0.5"							
GatherClone031_006	BoxNpc	小佛像	npc\itemnpc071		161		3		3	interact017	2000	drop_clone031_02				-1							2	9								
GatherClone031_007	BoxNpc	小香炉	npc\itemnpc1041		161		3		3	interact017	2000	drop_clone031_02				-1							2	9								
GatherClone031_008	BoxNpc	花盆	npc\itemnpc1072		161		3		3	interact017	2000	drop_clone031_02				-1							2	9								
GatherClone031_009	BoxNpc	小香囊	npc\itemnpc439		161		3		3	interact017	2000	drop_clone031_02				-1							2	9								
																																
		//金陵变																														
BoxClone033001	BoxNpc	尸体1	npc\kqshiti01	icon\monster\fbnpc00001.png	161		3		2	interact041	5000	drop_clone033_ck_1	1			-1							2	9								
BoxClone033002	BoxNpc	尸体2	npc\kqshiti02	icon\monster\fbnpc00001.png	161		3		2	interact041	5000	drop_clone033_ck_1	1			-1							2	9								
BoxClone033003	BoxNpc	尸体3	npc\kqshiti03	icon\monster\fbnpc00001.png	161		3		2	interact041	5000	drop_clone033_ck_1	1			-1							2	9								
																																
		//大侠养成																														
box_5nei_zy_dxyc_tyc	BoxNpc	铁钥匙	npc\itemboxnpc003_yunbiao		161		2		2	interact017	5000	drop_5nei_zy_dxyc_tyc		30	50	-1							2	9	"0.3,0.3,0.3"							
box_5nei_zy_dxyc_htyc	BoxNpc	黄铜钥匙	npc\itemboxnpc003_yunbiao		161		2		2	interact017	5000	drop_5nei_zy_dxyc_htyc		30	50	-1							2	9	"0.3,0.3,0.3"							
box_5nei_zy_dxyc_hg	BoxNpc	宝藏皇岗	npc\itemboxnpc003_yunbiao		161		2		2	interact017	5000	drop_5nei_zy_dxyc_hg		30	50	-1							2	9	"0.3,0.3,0.3"							
																																
		//快活岛																														
BoxBossClone031001	BoxNpc	BOSS掉落	npc\itemboxnpc002	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	KuaihuoBoss001	6			-1							2	9				2	70	10	1	
BoxBossClone031002	BoxNpc	BOSS掉落	npc\itemboxnpc002	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	KuaihuoBoss002	6			-1							2	9				2	70	10	1	
BoxBossClone031003	BoxNpc	BOSS掉落	npc\itemboxnpc002	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	KuaihuoBoss003	6			-1							2	9				2	70	10	1	
BoxBossClone031004	BoxNpc	BOSS掉落	npc\itemboxnpc002	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	KuaihuoBoss004	6			-1							2	9				2	70	10	1	
BoxBossClone031005	BoxNpc	BOSS掉落	npc\itemboxnpc002	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	KuaihuoBoss005	6			-1							2	9				2	70	10	1	
BoxBossClone031006	BoxNpc	BOSS掉落	npc\itemboxnpc002	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	KuaihuoBoss006	6			-1							2	9				2	70	10	1	
																																
		//金陵变																														
BoxBossClone033001	BoxNpc	BOSS掉落	npc\itemboxnpc002	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	JinlingBoss001	6			-1							2	9				2	70	10	1	
BoxBossClone033002	BoxNpc	BOSS掉落	npc\itemboxnpc002	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	JinlingBoss002	6			-1							2	9				2	70	10	1	
BoxBossClone033003	BoxNpc	BOSS掉落	npc\itemboxnpc002	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	JinlingBoss003	6			-1							2	9				2	70	10	1	
BoxBossClone033004	BoxNpc	BOSS掉落	npc\itemboxnpc002	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	JinlingBoss004	6			-1							2	9				2	70	10	1	
BoxBossClone033005	BoxNpc	BOSS掉落	npc\itemboxnpc002	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	JinlingBoss005	6			-1							2	9				2	70	10	1	
																																
		//宠物采集物																														
BoxPet0101	BoxNpc	新江湖-狗的宝箱1	npc\itemnpc592	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	drop_jycl_dw001		5	900	-1	900000						2	9					70	10		
BoxPet0102	BoxNpc	新江湖-猴子宝箱1	npc\itemnpc592	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	drop_jycl_sc001		5	900	-1	900000						2	9					70	10		
BoxPet0103	BoxNpc	新江湖-貂的宝箱1	npc\itemnpc592	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	drop_jycl_cy001		5	900	-1	900000						2	9					70	10		
BoxPet0201	BoxNpc	新江湖-狗的宝箱2	npc\itemnpc592	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	drop_jycl_dw002		5	900	-1	900000						2	9					70	10		
BoxPet0202	BoxNpc	新江湖-猴子宝箱2	npc\itemnpc592	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	drop_jycl_sc002		5	900	-1	900000						2	9					70	10		
BoxPet0203	BoxNpc	新江湖-貂的宝箱2	npc\itemnpc592	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	drop_jycl_cy002		5	900	-1	900000						2	9					70	10		
BoxPet0301	BoxNpc	新江湖-狗的宝箱3	npc\itemnpc592	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	drop_jycl_dw003		5	900	-1	900000						2	9					70	10		
BoxPet0302	BoxNpc	新江湖-猴子宝箱3	npc\itemnpc592	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	drop_jycl_sc003		5	900	-1	900000						2	9					70	10		
BoxPet0303	BoxNpc	新江湖-貂的宝箱3	npc\itemnpc592	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	drop_jycl_cy003		5	900	-1	900000						2	9					70	10		
																																
		//师门大会宝箱																														
Box_xdm_sddh_001	BoxNpc	师门大会	npc\itemboxnpc003_yunbiao		161		3		3	interact041	2000	drop_xdm_smdh_001				-1							2	9	"0.5,0.5,0.5"	27242			10	10		3
Box_xdm_sddh_002	BoxNpc	师门大会	npc\itemboxnpc003_yunbiao		161		3		3	interact041	2000	drop_xdm_smdh_002				-1							2	9	"0.5,0.5,0.5"	27242			10	10		3
Box_xdm_sddh_003	BoxNpc	师门大会	npc\itemboxnpc003_yunbiao		161		3		3	interact041	2000	drop_xdm_smdh_003				-1							2	9	"0.5,0.5,0.5"	27242			10	10		3
Box_xdm_sddh_004	BoxNpc	师门大会	npc\itemboxnpc003_yunbiao		161		3		3	interact041	2000	drop_xdm_smdh_004				-1							2	9	"0.5,0.5,0.5"	27242			10	10		3
Box_xdm_sddh_005	BoxNpc	师门大会	npc\itemboxnpc003_yunbiao		161		3		3	interact041	2000	drop_xdm_smdh_005				-1							2	9	"0.5,0.5,0.5"	27242			10	10		3
Box_xdm_sddh_006	BoxNpc	师门大会	npc\itemboxnpc003_yunbiao		161		3		3	interact041	2000	drop_xdm_smdh_006				-1							2	9	"0.5,0.5,0.5"	27242			10	10		3
Box_xdm_sddh_007	BoxNpc	师门大会	npc\itemboxnpc003_yunbiao		161		3		3	interact041	2000	drop_xdm_smdh_007				-1							2	9	"0.5,0.5,0.5"	27242			10	10		3
																																
box_nlb_huak_01	BoxNpc	花魁绣球	npc\npcitem681		161		3		3	interact041	1000	Drop_nlb_huak_01				-1							2	9		27517						3
box_nlb_huak_02	BoxNpc	花魁绣球	npc\npcitem681		161		3		3	interact042	1000	Drop_nlb_huak_02				-1							2	9		27517						3
box_nlb_huak_03	BoxNpc	花魁绣球	npc\npcitem681		161		3		3	interact043	1000	Drop_nlb_huak_03				-1							2	9		27517						3
																																
		//晴瑶宫																														
BoxBossadv040001	BoxNpc	BOSS掉落	npc\itemboxnpc002	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	Comb_QingyaoBoss001	6			-1							2	9				2	70	10	1	
BoxBossadv040002	BoxNpc	BOSS掉落	npc\itemboxnpc002	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	Comb_QingyaoBoss002	6			-1							2	9				2	70	10	1	
BoxBossadv040003	BoxNpc	BOSS掉落	npc\itemboxnpc002	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	Comb_QingyaoBoss003	6			-1							2	9				2	70	10	1	
BoxBossadv040004	BoxNpc	BOSS掉落	npc\itemboxnpc002	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	Comb_QingyaoBoss004	6			-1							2	9				2	70	10	1	
BoxBossadv040005	BoxNpc	BOSS掉落	npc\itemboxnpc002	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	Comb_QingyaoBoss005	6			-1							2	9				2	70	10	1	
BoxBossadv040006	BoxNpc	BOSS掉落	npc\itemboxnpc002	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	Comb_QingyaoBoss006	6			-1							2	9				2	70	10	1	
																																
Box_pld_xu01	BoxNpc		npc\itemboxnpc002		161		3		3	interact041	1000	drop_box_pld_xu01	1			-1							2	9		112224						
Box_pld_xu02	BoxNpc		npc\itemboxnpc002		161		3		3	interact041	1000	drop_box_pld_xu01	1			-1							2	9		112224						
Box_pld_xu03	BoxNpc		npc\itemboxnpc002		161		3		3	interact041	1000	drop_box_pld_xu01	1			-1							2	9		112224						
Box_pld_xu04	BoxNpc		npc\itemboxnpc002		161		3		3	interact041	1000	drop_box_pld_xu01	1			-1							2	9		112224						
Box_pld_xu05	BoxNpc		npc\itemboxnpc002		161		3		3	interact041	1000	drop_box_pld_xu01	1			-1							2	9		112224						
																																
		//蝙蝠岛禁地掉落																														
boxnpc_bianfuboss01e11	BoxNpc	BOSS掉落	npc\itemnpc588		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuboss02e11	BoxNpc	BOSS掉落	npc\itemnpc588		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuboss03e11	BoxNpc	BOSS掉落	npc\itemnpc588		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuboss04e11	BoxNpc	BOSS掉落	npc\itemnpc588		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuboss05e11	BoxNpc	BOSS掉落	npc\itemnpc588		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuboss06e11	BoxNpc	BOSS掉落	npc\itemnpc588		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuboss07e11	BoxNpc	BOSS掉落	npc\itemnpc588		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuboss08e11	BoxNpc	BOSS掉落	npc\itemnpc588		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuboss09e11	BoxNpc	BOSS掉落	npc\itemnpc588		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuboss10e11	BoxNpc	BOSS掉落	npc\itemnpc588		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuboss01h11	BoxNpc	BOSS掉落	npc\itemnpc589		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuboss02h11	BoxNpc	BOSS掉落	npc\itemnpc589		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuboss03h11	BoxNpc	BOSS掉落	npc\itemnpc589		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuboss04h11	BoxNpc	BOSS掉落	npc\itemnpc589		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuboss05h11	BoxNpc	BOSS掉落	npc\itemnpc589		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuboss06h11	BoxNpc	BOSS掉落	npc\itemnpc589		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuboss07h11	BoxNpc	BOSS掉落	npc\itemnpc589		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuboss08h11	BoxNpc	BOSS掉落	npc\itemnpc589		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuboss09h11	BoxNpc	BOSS掉落	npc\itemnpc589		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuboss10h11	BoxNpc	BOSS掉落	npc\itemnpc589		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuzboss01e11	BoxNpc	BOSS掉落	npc\itemnpc589		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
boxnpc_bianfuzboss01h11	BoxNpc	BOSS掉落	npc\itemnpc589		161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
																																
Boxnpc_wjd_getweapon	BoxNpc	无极岛--武器	npc\fbmac00040	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	5000	drop_wjd_stealweapon	1			-1				1	item_wjd_27_01		2	9				2	70	10	1	5
																																
		//无争秘境禁地掉落																														
11boxnpc_bianfugongboss01e	BoxNpc	BOSS掉落	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongboss02e	BoxNpc	BOSS掉落	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongboss03e	BoxNpc	BOSS掉落	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongboss04e	BoxNpc	BOSS掉落	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongboss05e	BoxNpc	BOSS掉落	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongboss06e	BoxNpc	BOSS掉落	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongboss07e	BoxNpc	BOSS掉落	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongboss08e	BoxNpc	BOSS掉落	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongboss09e	BoxNpc	BOSS掉落	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongboss10e	BoxNpc	BOSS掉落	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongboss01h	BoxNpc	BOSS掉落	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongboss02h	BoxNpc	BOSS掉落	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongboss03h	BoxNpc	BOSS掉落	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongboss04h	BoxNpc	BOSS掉落	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongboss05h	BoxNpc	BOSS掉落	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongboss06h	BoxNpc	BOSS掉落	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongboss07h	BoxNpc	BOSS掉落	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongboss08h	BoxNpc	BOSS掉落	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongboss09h	BoxNpc	BOSS掉落	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongboss10h	BoxNpc	BOSS掉落	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongzboss01e	BoxNpc	BOSS掉落	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
11boxnpc_bianfugongzboss01h	BoxNpc	BOSS掉落	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000		6			-1							2	9	"1.3,1.3,1.3"			2	60	10	1	3
																																
																																
		//守军线（地狱）																														
BossBox004301D	BoxNpc	呼延晓	npc\itemnpc590		161		3		3	interact041	5000	Comb_YMGBoss301_shoujun	6			-1							2	9	"1.3,1.3,1.3"			2	90	10	1	5
BossBox004302D	BoxNpc	卢仲	npc\itemnpc590		161		3		3	interact041	5000	Comb_YMGBoss302_shoujun	6			-1							2	9	"1.3,1.3,1.3"			2	90	10	1	5
BossBox004303D	BoxNpc	马吉尔	npc\itemnpc590		161		3		3	interact041	5000	Comb_YMGBoss303_shoujun	6			-1							2	9	"1.3,1.3,1.3"			2	90	10	1	5
BossBox004304D	BoxNpc	完颜拉索	npc\itemnpc590		161		3		3	interact041	5000	Comb_YMGBoss304_shoujun	6			-1							2	9	"1.3,1.3,1.3"			2	90	10	1	5
BossBox004305D	BoxNpc	阿鲁台	npc\itemnpc590		161		3		3	interact041	5000	Comb_YMGBoss305_shoujun	6			-1							2	9	"1.3,1.3,1.3"			2	90	10	1	5
BossBox004309D	BoxNpc	禅耶纳	npc\itemnpc590		161		3		3	interact041	5000	Comb_YMGBoss306_shoujun	6			-1							2	9	"1.3,1.3,1.3"			2	90	10	1	5
BossBox004306D	BoxNpc	忽尔特	npc\itemnpc590		161		3		3	interact041	5000	Comb_YMGBoss309_shoujun	6			-1							2	9	"1.3,1.3,1.3"			2	90	10	1	5
BossBox004310D	BoxNpc	拉忽而托	npc\itemnpc590		161		3		3	interact041	5000	Comb_YMGBoss313_shoujun	6			-1							2	9	"1.3,1.3,1.3"			2	90	10	1	5
BossBox004308D	BoxNpc	邢中天	npc\itemnpc590		161		3		3	interact041	5000	Comb_YMGBoss311_shoujun	6			-1							2	9	"1.3,1.3,1.3"			2	90	10	1	5
																																
box_lxxz_cc_01	BoxNpc	庆典宝箱-陈宸	npc\itemnpc201		161		3		3	interact041	2000	drop_lxxz_cc_01	1			-1	7200000						2	9								
																																
		//晴瑶宫(单人)																														
BoxBossClone035001	BoxNpc	BOSS掉落	npc\itemboxnpc002	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	QingyaoBoss101	6			-1							2	9				2	70	10	1	
BoxBossClone035002	BoxNpc	BOSS掉落	npc\itemboxnpc002	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	QingyaoBoss103	6			-1							2	9				2	70	10	1	
BoxBossClone035003	BoxNpc	BOSS掉落	npc\itemboxnpc002	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	QingyaoBoss106	6			-1							2	9				2	70	10	1	
																																
		//天隐谷禁地掉落																														
boxnpc_tianyinguboss01e	BoxNpc	BOSS掉落(清风崖)	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	Comb_Tianyin_Boss001	6			-1							2	9	"1.3,1.3,1.3"			2	120	10	1	5
boxnpc_tianyinguboss02e	BoxNpc	BOSS掉落(司徒玦)	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	Comb_Tianyin_Boss002	6			-1							2	9	"1.3,1.3,1.3"			2	120	10	1	5
boxnpc_tianyinguboss03e	BoxNpc	BOSS掉落(祈帝)	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	Comb_Tianyin_Boss003	6			-1							2	9	"1.3,1.3,1.3"			2	120	10	1	5
boxnpc_tianyinguboss04e	BoxNpc	BOSS掉落(烟风)	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	Comb_Tianyin_Boss004	6			-1							2	9	"1.3,1.3,1.3"			2	120	10	1	5
boxnpc_tianyinguboss05e	BoxNpc	BOSS掉落(云无心)	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	Comb_Tianyin_Boss005	6			-1							2	9	"1.3,1.3,1.3"			2	120	10	1	5
boxnpc_tianyinguboss06e	BoxNpc	BOSS掉落(玄机)	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	Comb_Tianyin_Boss006	6			-1							2	9	"1.3,1.3,1.3"			2	120	10	1	5
boxnpc_tianyinguboss07e	BoxNpc	BOSS掉落(生死断)	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	Comb_Tianyin_Boss007	6			-1							2	9	"1.3,1.3,1.3"			2	120	10	1	5
boxnpc_tianyinguboss08e	BoxNpc	BOSS掉落(四象剑阵)	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	Comb_Tianyin_Boss008	6			-1							2	9	"1.3,1.3,1.3"			2	120	10	1	5
		//帮会禁地宝箱																														
BoxNpc_guild_jitian_diji	BoxNpc	事件玉宝箱	npc\itemnpc591		161		3		3	interact041	5000	comd_drop_guild_boss_diji	6			-1							2	9		115222		2	75	10		5
BoxNpc_guild_jitian_zhongji	BoxNpc	事件玉宝箱	npc\itemnpc591		161		3		3	interact041	5000	comd_drop_guild_boss_zhongji	6			-1							2	9		115222		2	75	10		5
BoxNpc_guild_jitian_gaoji	BoxNpc	事件玉宝箱	npc\itemnpc591		161		3		3	interact041	5000	comd_drop_guild_boss_dingji	6			-1							2	9		115222		2	75	10		5
																																
		//大漠鬼城禁地掉落																														
boxnpc_guichengboss01e	BoxNpc	BOSS掉落(铁尺妖僧)	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	Comb_DMGC_Boss002	6			-1							2	9				2	60	10	1	
boxnpc_guichengboss02e	BoxNpc	BOSS掉落(万蛊毒人)	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	Comb_DMGC_Boss003	6			-1							2	9				2	60	10	1	
boxnpc_guichengboss03e	BoxNpc	BOSS掉落(雷行空)	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	Comb_DMGC_Boss005	6			-1							2	9				2	60	10	1	
boxnpc_guichengboss04e	BoxNpc	BOSS掉落(黑莫尔)	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	Comb_DMGC_Boss001	6			-1							2	9				2	60	10	1	
