NPC编号	对象类型	名称	模型编号	NPC类型	NPC种类ID	响应范围	触发事件编号	触发类型	触发任务ID	是否可见	交互顺序	脚本编号	触发条件	AI编辑包
TriggerSchool000003	EventNpc	进入分组场景8024 遇见武当弟子	npc\itemnpc057	47	4	2		6		1				1811
TriggerSchool000004	EventNpc	退出分组场景8024 遇见武当弟子	npc\itemnpc057	47	4	2		6		1				1812
TriggerSchool000005	EventNpc	峨眉遇蛇	npc\itemnpc057	202	4	2				1				
EventNpc_nmp_sj002	EventNpc	金针沈家触发老园丁	npc\itemnpc057e	47	4	2		2	41648	1				
EventNpc_nmp_sj001	EventNpc	金针沈家触发老乞丐动画	npc\itemnpc057e	47	4	2	4002	4	41635	1				
EventNpc_nmp_sj101	EventNpc	金针沈家触发进入分组场景	npc\itemnpc057e	47	4	10				1				2292
EventNpc_nmp_sj102	EventNpc	金针沈家触发进入分组场景	npc\itemnpc057e	47	4	20				1		Adventure\em3n\EventNpc_qy_em7086_02.lua		
EventNpc_nmp_sj103	EventNpc	金针沈家触发创建病人A	npc\itemnpc057e	47	4	10				1				2304
														
														
														
														
trig_szwe01_9	EventNpc	退出活动分组	npc\itemnpc057e	202	4	30		10		1				
trig_szwe01_10	EventNpc	活动开始进入	npc\itemnpc057e	202	4	30		10		1				
														
	//万兽山庄													
EventNpc_wssz_boss_001	EventNpc	3人boss	npc\worldnpc140	47	4	4		2		1				
EventNpc_wssz_boss_002	EventNpc	3人boss	npc\worldnpc140	47	4	4		2		1				
EventNpc_wssz_boss_003	EventNpc	3人boss	npc\worldnpc140	47	4	4		2		1				
EventNpc_wssz_boss_004	EventNpc	3人boss	npc\worldnpc140	47	4	4		2		1				
EventNpc_wssz_boss_005	EventNpc	儿童说话	npc\worldnpc140	47	4	4		2		1				
EventNpc_wssz_boss_006	EventNpc	49301任务	npc\worldnpc140	47	4	4		2	49301	1				
EventNpc_wssz_boss_007	EventNpc	万兽山庄007	npc\worldnpc140	47	4	4		2		1				
EventNpc_wssz_boss_008	EventNpc	万兽山庄008	npc\worldnpc140	47	4	4		2		1				
EventNpc_wssz_boss_009	EventNpc	万兽山庄009	npc\worldnpc140	47	4	4		2		1				
EventNpc_wssz_boss_010	EventNpc	万兽山庄010	npc\worldnpc140	47	4	4		2		1				
EventNpc_wssz_boss_011	EventNpc	万兽山庄011	npc\worldnpc140	47	4	4		2		1				
EventNpc_wssz_boss_012	EventNpc	万兽山庄012	npc\worldnpc140	47	4	4		2		1				
EventNpc_wssz_boss_013	EventNpc	万兽山庄013	npc\worldnpc140	47	4	4		2		1				
EventNpc_wssz_boss_014	EventNpc	万兽山庄014	npc\worldnpc140	47	4	4		2		1				
EventNpc_wssz_boss_015	EventNpc	万兽山庄015	npc\worldnpc140	47	4	4		2		1				
														
EventNpc_nmp_wgm001	EventNpc	无根门主线第1个动画	npc\itemnpc057e	47	4	2	4051	4	49528	1				
EventNpc_nmp_wgm002	EventNpc	无根门主线第2个动画	npc\itemnpc057e	47	4	2	4052	4	49529	1				
EventNpc_nmp_wgm003	EventNpc	无根门主线第3个动画	npc\itemnpc057e	47	4	2	4053	4	49533	1				
EventNpc_nmp_wgm004	EventNpc	无根门主线第4个动画	npc\itemnpc057e	47	4	2	4055	4	49534	1				
EventNpc_nmp_wgm005	EventNpc	无根门主线触发对话	npc\itemnpc057_wgm01	47	4	8		2						
EventNpc_wgm_pm001	EventNpc	无根门叛门	npc\itemnpc057	47	4	5		2	49651	1	1			
														
EventAdv100clone001	EventNpc	删除看守	npc\itemnpc057e	47	4	3		6		1				
EventAdv_clone002	EventNpc	清楚小怪	npc\itemnpc057e	47	4	50		6		1				
														
EventNpc_wmp_hsin_new	EventNpc	华山分组新入口	npc\itemnpc057k	202	4	3		6				npc\yd\hszd_door_in_1.lua		
npc_qy_luxia_e01	EventNpc	卢夏奇遇	npc\itemnpc057e	47	4	2		4		1				
npc_qy_luxia_e02	EventNpc	卢夏奇遇	npc\itemnpc057e	47	4	2		4		1				
npc_qy_luxia_e03	EventNpc	卢夏奇遇	npc\itemnpc057e	47	4	2		4		1				
npc_qy_luxia_e04	EventNpc	卢夏奇遇	npc\itemnpc057e	47	4	2		4		1				
npc_qy_luxia_e05	EventNpc	卢夏奇遇	npc\itemnpc057e	47	4	2		4		1				
npc_qy_luxia_e06	EventNpc	卢夏奇遇	npc\itemnpc057e	47	4	2		4		1				
npc_qy_luxia_e07	EventNpc	卢夏奇遇	npc\itemnpc057e	47	4	2		4		1				
npc_qy_luxia_e08	EventNpc	卢夏奇遇	npc\itemnpc057e	47	4	2		4		1				
npc_qy_luxia_e09	EventNpc	卢夏奇遇	npc\itemnpc057e	47	4	2		4		1				
npc_qy_luxia_e10	EventNpc	卢夏奇遇	npc\itemnpc057e	47	4	2		4		1				
npc_qy_luxia_e11	EventNpc	卢夏奇遇	npc\itemnpc057e	47	4	2		4		1				
npc_qy_luxia_e12	EventNpc	卢夏奇遇	npc\itemnpc057e	47	4	2		4		1				
npc_qy_luxia_e13	EventNpc	卢夏奇遇	npc\itemnpc057e	47	4	2		4		1				
npc_qy_luxia_e14	EventNpc	卢夏奇遇	npc\itemnpc057e	47	4	2		4		1				
npc_qy_luxia_e15	EventNpc	卢夏奇遇	npc\itemnpc057e	47	4	2		4		1				
Npc_snst_event_01	EventNpc	卢夏奇遇	npc\itemnpc057_tg2	202	4	2		4		1				
Npc_snst_event_02	EventNpc	卢夏奇遇	npc\itemnpc057_tg2	202	4	2		4		1				
Npc_snst_event_03	EventNpc	卢夏奇遇	npc\itemnpc057_tg2	202	4	2		4		1				
Npc_snst_event_04	EventNpc	卢夏奇遇	npc\itemnpc057_tg2	202	4	2		4		1				
Npc_snst_event_05	EventNpc	卢夏奇遇	npc\itemnpc057_tg2	202	4	2		4		1				
Npc_snst_event_06	EventNpc	卢夏奇遇	npc\itemnpc057_tg2	202	4	2		4		1				
Npc_snst_event_07	EventNpc	卢夏奇遇	npc\itemnpc057_tg2	202	4	2		4		1				
Npc_snst_event_08	EventNpc	卢夏奇遇	npc\itemnpc057_tg2	202	4	2		4		1				
Npc_snst_event_09	EventNpc	卢夏奇遇	npc\itemnpc057_tg2	202	4	2		4		1				
Npc_snst_event_10	EventNpc	卢夏奇遇	npc\itemnpc057_tg2	202	4	2		4		1				
														
		//长乐舫												
EventNpc_clf_qz001	EventNpc	长乐舫任务1	npc\itemnpc057	47	4	5		2	49021	1	1			
														
Npc_event_spa_001	EventNpc	暗器之王入口	npc\worldnpc140	47	4	27		10		1				
														
		//五内前传												
EventNpc_5nei_gb001	EventNpc	触发动画-酒楼动画	npc\itemnpc057e	47	4	2		4		1				
EventNpc_5nei_gb002	EventNpc	触发动画-酒楼动画	npc\itemnpc057e	47	4	2		2	56551	1				
EventNpc_5nei_gb003	EventNpc	触发动画-酒楼动画	npc\itemnpc057e	47	4	2		2	56558	1				
EventNpc_5nei_gb004	EventNpc	触发动画-酒楼动画	npc\itemnpc057e	47	4	2		2	56559	1				
EventNpc_5nei_gb005	EventNpc	触发动画-酒楼动画	npc\itemnpc057e	47	4	2		4		1				
														
		//唐门5内												
EventNpc_tm5nei_xiansuo01	EventNpc	追踪毒气	npc\itemnpc057_jlg01	47	4	5		2	57553	0	1			
EventNpc_tm5nei_xiansuo02	EventNpc	追踪毒气	npc\itemnpc057_jlg01	47	4	5		2	57553	0	2			
EventNpc_tm5nei_dog	EventNpc	狗咬人	npc\itemnpc057_jlg01	47	4	5		2	57557	1	1			
EventNpc_tm5nei_down	EventNpc	被击倒	npc\itemnpc057_jlg01	47	4	5		2	57559	1	3			
EventNpc_tm5nei_fight	EventNpc	大战	npc\itemnpc057_jlg01	47	4	5	5815	4	57559	1	4			
EventNpc_0tm5nei_mountain01	EventNpc	进入华山	npc\fbmac004012	47	4	5		2	57561	1	1			
EventNpc_0tm5nei_mountain02	EventNpc	华山之巅	npc\fbmac004012	47	4	15		2	57562	1	1			
EventNpc_0tm5nei_jzt01	EventNpc	君子堂追击化地	npc\fbmac004012	47	4	6		2	57567	1	4			
														
		//快活岛禁地												
EventNpc_clone031_001	EventNpc	快活岛01	npc\itemnpc057e	47	4	5		10		1				
EventNpc_clone031_002	EventNpc	快活岛02	npc\itemnpc057e	47	4	5		10		1				
EventNpc_clone031_003	EventNpc	快活岛03	npc\itemnpc057e	47	4	5		10		1				
EventNpc_clone031_004	EventNpc	快活岛04	npc\itemnpc057e	47	4	25		10		1				
EventNpc_clone031_005	EventNpc	快活岛05	npc\itemnpc057e	47	4	5		10		1				
EventNpc_clone031_006	EventNpc	快活岛06	npc\itemnpc057e	47	4	5		10		1				
EventNpc_clone031_007	EventNpc	快活岛07	npc\itemnpc057e	47	4	5		10		1				
EventNpc_clone031_008	EventNpc	快活岛08	npc\itemnpc057e	47	4	5		10		1				
EventNpc_clone031_009	EventNpc	快活岛09	npc\itemnpc057e	47	4	5		10		1				
EventNpc_clone031_010	EventNpc	快活岛10	npc\itemnpc057e	47	4	5		10		1				
														
Npc_5neijz_57034e_01	EventNpc	取水触发动画	npc\itemnpc057e	47	4	2	5709	4	57034	1				
npc_5neijy_58533event01	EventNpc	唐门3内奇遇任务	npc\itemnpc057e	47	4	8		2	58533	1	2			
npc_5neijy_58535event01	EventNpc	唐门3内奇遇任务	npc\itemnpc057e	47	4	8		2	58535	1	1			
npc_5n_em_11	EventNpc	五内峨眉	npc\itemnpc057e	47	4	8		2	56088	1				
npc_5n_em_12	EventNpc	五内峨眉	npc\itemnpc057e	47	4	8		2	56089	1				
EventNpc_5n_zx_01	EventNpc	五内主线第一段	npc\itemnpc057e	47	4	8		2	56102	1				
EventNpc_5n_zx_02	EventNpc	五内主线第一段	npc\itemnpc057e	47	4	8		2	56103	1				
EventNpc_5n_zx_03	EventNpc	五内主线第一段	npc\itemnpc057e	47	4	8		2	56105	1				
EventNpc_5n_zx_04	EventNpc	五内主线第一段	npc\itemnpc057e	47	4	8		2	56107	1				
EventNpc_5n_zx_05	EventNpc	五内主线第一段	npc\itemnpc057e	47	4	8		2	56107	1				
EventNpc_5n_zx_06	EventNpc	五内主线第一段	npc\itemnpc057e	47	4	8		2	56107	1				
EventNpc_5n_zx_07	EventNpc	五内主线第一段	npc\itemnpc057e	47	4	8		2	56106	1				
EventNpc_5n_zx_08	EventNpc	锦衣夜行进场景播放动画	npc\itemnpc057e	47	4	8	5609	4	56072	1				
		//千灯劫												
Npc_event_qdj_001	EventNpc	第二关	npc\worldnpc140	47	4	5		10		1				
Npc_event_qdj_002	EventNpc	第二关	npc\worldnpc140	47	4	5		10		1				
Npc_event_qdj_003	EventNpc	第二关	npc\worldnpc140	47	4	5		10		1				
Npc_event_qdj_004	EventNpc	第二关	npc\worldnpc140	47	4	5		10		1				
Npc_event_qdj_005	EventNpc	第二关	npc\worldnpc140	47	4	5		10		1				
Npc_event_qdj_006	EventNpc	第二关	npc\worldnpc140	47	4	5		10		1				
Npc_event_qdj_007	EventNpc	第二关	npc\worldnpc140	47	4	5		10		1				
														
		//血刀门												
EventNpc_xuedao_001	EventNpc	试刀大会	npc\itemnpc057e	47	4	5		10		1				
EventNpc_xuedao_002	EventNpc	试刀大会	npc\itemnpc057e	47	4	5		10		1				
EventNpc_xuedao_003	EventNpc	师门大会	npc\itemnpc057e	47	4	5		10		1				
		//血刀门奇遇												
EventNpc_qy_xdm_01	EventNpc	血刀门地图奇遇	npc\itemnpc057e	47	4	5		2	20961	1	1			
EventNpc_qy_xdm_02	EventNpc	血刀门地图奇遇	npc\itemnpc057e	47	4	5		2	20961	1	2			
		//念萝坝												
EventNpc_nianluoba_001	EventNpc	花圃之战	npc\itemnpc057e	47	4	1		10		1				
EventNpc_nianluoba_002	EventNpc	花圃之战	npc\itemnpc057e	47	4	1		10		1				
EventNpc_nianluoba_003	EventNpc	花圃之战	npc\itemnpc057e	47	4	1		10		1				
npc_nlb_brhbz	EventNpc	百荣花孢子	npc\itemnpc1402	47	4	1		10		0				3356
		//华山魔教入侵												
EventNpc_hsp_001	CommonNpc	魔教入侵	npc\itemnpc057	202	4	1		10		0				
EventNpc_hsp_002	EventNpc	魔教入侵	npc\itemnpc057e	47	4	1		10		1				
EventNpc_hsp_003	EventNpc	魔教入侵	npc\itemnpc057e	47	4	1		10		1				
														
EventNpc_hsp_smdh_001	EventNpc	师门大会	npc\itemnpc057e	47	4	1		10		1				
EventNpc_hsp_wxjz_001	EventNpc	五行剑阵	npc\itemnpc057e	47	4	1		10		1				
														
		//华山派灵剑台												
EventNpc_hsp_ljt_muse	EventNpc	华山派打坐	npc\itemnpc057e	47	4	4		2	30353	1	1			
														
		//晴瑶宫												
EventNpc_qyg_001	EventNpc	晴瑶宫-程坚	npc\itemnpc057e	47	4	1		10		1				
EventNpc_qyg_002	EventNpc	晴瑶宫-青罴	npc\itemnpc057e	47	4	1		10		1				
EventNpc_qyg_003	EventNpc	晴瑶宫-双魂狼王	npc\itemnpc057e	47	4	1		10		1				
EventNpc_qyg_004	EventNpc	桃花阵1	npc\itemnpc057e	47	4	10		10		1				
EventNpc_qyg_005	EventNpc	桃花阵2	npc\itemnpc057e	47	4	10		10		1				
EventNpc_qyg_006	EventNpc	桃花阵3	npc\itemnpc057e	47	4	10		10		1				
EventNpc_qyg_007	EventNpc	桃花阵4	npc\itemnpc057e	47	4	10		10		1				
EventNpc_qyg_008	EventNpc	桃花阵5	npc\itemnpc057e	47	4	10		10		1				
														
		//皇家秘境												
EventNpc_wyhs_lh_001	EventNpc	场景传送	npc\itemnpc057e	47	4	100		10		1				
EventNpc_wyhs_lh_002	EventNpc	水银池传送	npc\itemnpc057e	47	4	8		10		1				
														
		//晴瑶别院												
event_qyby01	EventNpc	晴瑶别院	npc\itemnpc057e	47	4	3		10		1				
event_qyby02	EventNpc	晴瑶别院	npc\itemnpc057e	47	4	3		10		1				
event_qyby03	EventNpc	晴瑶别院	npc\itemnpc057e	47	4	3		10		1				
event_qyby04	EventNpc	晴瑶别院	npc\itemnpc057e	47	4	3		10		1				
event_qyby05	EventNpc	晴瑶别院	npc\itemnpc057e	47	4	3		10		1				
event_qyby06	EventNpc	晴瑶别院	npc\itemnpc057e	47	4	3		10		1				
event_qyby07	EventNpc	晴瑶别院	npc\itemnpc057e	47	4	3		10		1				
event_qyby08	EventNpc	晴瑶别院	npc\itemnpc057e	47	4	3		10		1				
														
		//动态副本												
clonezone_boss_build	EventNpc	刷BOSS点	npc\itemnpc057e	47	4	1		10		1				
														
		//凌霄仙主												
eventnpc_lxxz_xu_001	EventNpc	凌霄城触发NPC	npc\itemnpc057e	47	4	10		2	27553	1				
eventnpc_lxxz_xu_002	EventNpc	凌霄城触发NPC	npc\itemnpc057e	47	4	10		2	27553	1				
eventnpc_lxxz_xu_003	EventNpc	凌霄城触发NPC	npc\itemnpc057e	47	4	10		2	27553	1				
eventnpc_lxxz_xu_004	EventNpc	凌霄城触发NPC	npc\itemnpc057e	47	4	10		2	27553	1				
eventnpc_lxxz_xu_005	EventNpc	凌霄城触发NPC	npc\itemnpc057e	47	4	10		2	27553	1				
eventnpc_lxxz_xu_006	EventNpc	凌霄城触发NPC	npc\itemnpc057e	47	4	10		2	27558	1				
eventnpc_lxxz_xu_007	EventNpc	凌霄城触发NPC	npc\itemnpc057e	47	4	10		2	27558	1				
eventnpc_lxxz_xu_008	EventNpc	凌霄城触发NPC	npc\itemnpc057e	47	4	10		2	27558	1				
eventnpc_lxxz_xu_009	EventNpc	凌霄城触发NPC	npc\itemnpc057e	47	4	10		2	27558	1				
eventnpc_lxxz_xu_010	EventNpc	凌霄城触发NPC	npc\itemnpc057e	47	4	10		2	27558	1				
														
eventnpc_clone035_001	EventNpc	单人包子HP	npc\itemnpc057_city05war_baozi	202	4	1		10		0				4198
eventnpc_clone035_002	EventNpc	单人人参MP	npc\itemnpc057_city05war_renshen	202	4	1		10		0				4199
														
Event_clone034_jin1	EventNpc	前往金行台	npc\itemnpc057_yhg08	47	4	1				0				4352
Event_clone034_jin2	EventNpc	金行台返回	npc\itemnpc057_yhg08	47	4	1				0				4342
Event_clone034_mu1	EventNpc	前往木行台	npc\itemnpc057_yhg08	47	4	1				0				4353
Event_clone034_mu2	EventNpc	木行台返回	npc\itemnpc057_yhg08	47	4	1				0				4334
Event_clone034_shui1	EventNpc	前往水行台	npc\itemnpc057_yhg08	47	4	1				0				4349
Event_clone034_shui2	EventNpc	水行台返回	npc\itemnpc057_yhg08	47	4	1				0				4336
Event_clone034_huo1	EventNpc	前往火行台	npc\itemnpc057_yhg08	47	4	1				0				4350
Event_clone034_huo2	EventNpc	火行台返回	npc\itemnpc057_yhg08	47	4	1				0				4338
Event_clone034_tu1	EventNpc	前往土行台	npc\itemnpc057_yhg08	47	4	1				0				4351
Event_clone034_tu2	EventNpc	土行台返回	npc\itemnpc057_yhg08	47	4	1				0				4340
														
		//天隐谷禁地												
EventNpc_clone034_lh_001	CommonNpc	清风谷跳跃圆台3(NPC名字必须配置）	npc\itemnpc057	202	4	2		10		0				4180
EventNpc_clone034_lh_002	CommonNpc	禁地加速	npc\itemnpc057	202	4	2		10		0				4184
EventNpc_clone034_lh_003	CommonNpc	清风谷跳跃2	npc\itemnpc057	202	4	2		10		0				4181
EventNpc_clone034_lh_004	CommonNpc	清风谷跳跃3	npc\itemnpc057	202	4	2		10		0				4182
EventNpc_clone034_lh_005	CommonNpc	月华池跳跃1	npc\itemnpc057	202	4	2		10		0				4183
EventNpc_clone034_lh_006	CommonNpc	月华池跳跃2	npc\itemnpc057	202	4	2		10		0				4283
EventNpc_clone034_lh_007	CommonNpc	月华池跳跃3	npc\itemnpc057	202	4	2		10		0				4284
EventNpc_clone034_lh_008	CommonNpc	月华池跳跃4	npc\itemnpc057	202	4	2		10		0				4285
EventNpc_clone034_lh_009	CommonNpc	月华池跳跃5	npc\itemnpc057	202	4	2		10		0				4286
EventNpc_clone034_lh_010	CommonNpc	月华池跳跃6	npc\itemnpc057	202	4	2		10		0				4287
EventNpc_clone034_lh_011	CommonNpc	月华池跳跃7	npc\itemnpc057	202	4	2		10		0				4288
EventNpc_clone034_lh_012	CommonNpc	清风谷崖底跳跃1	npc\itemnpc057	202	4	2		10		0				4187
EventNpc_clone034_lh_013	CommonNpc	清风谷跳跃圆台1	npc\itemnpc057	202	4	2		10		0				4281
EventNpc_clone034_lh_014	CommonNpc	清风谷跳跃圆台2	npc\itemnpc057	202	4	2		10		0				4282
														
EventNpc_clone034_lh_001a	CommonNpc	清风谷跳跃失败	npc\itemnpc057	202	4	2		10		0				4280
														
EventNpc_clone034_lh_015	EventNpc	玄机堡关卡触发	npc\itemnpc057e	47	4	8		10		1				
														
														
	//通天峰													
Event_clonetower001_xwgsz001	CommonNpc	龟蛇阵	npc\itemnpc057	202	4	5		10		0				
Event_clonetower001_ys001	CommonNpc	御兽1	npc\itemnpc057	202	4	1		10		1				
Event_clonetower001_ys002	CommonNpc	御兽2	npc\itemnpc057	202	4	1		10		1				
Event_clonetower001_ys003	CommonNpc	御兽3	npc\itemnpc057	202	4	1		10		1				
Event_clonetower001_ys004	CommonNpc	御兽4	npc\itemnpc057	202	4	1		10		1				
Event_clonetower001_ys005	CommonNpc	御兽5	npc\itemnpc057	202	4	1		10		1				
Event_clonetower001_ys006	CommonNpc	御兽5	npc\itemnpc057	202	4	1		10		1				
Event_clonetower001_zhch001	CommonNpc	侦查1	npc\itemnpc057	202	4	1		10		1				
Event_clonetower001_zhch002	CommonNpc	侦查点1	npc\itemnpc057	202	4	3		10		0				
Event_clonetower001_zhch003	CommonNpc	侦查点2	npc\itemnpc057	202	4	3		10		0				
Event_clonetower001_zhch004	CommonNpc	侦查点3	npc\itemnpc057	202	4	3		10		0				
Event_clonetower001_zhch	CommonNpc	侦查销毁标记	npc\itemnpc057	202	4	3		10		0				
Event_clonetower001_shw	CommonNpc	御敌销毁标记	npc\itemnpc057	202	4	3		10		0				
Event_clonetower001_shw002	CommonNpc	御敌刷怪点1	npc\itemnpc057	202	4	3		10		0				
Event_clonetower001_shw003	CommonNpc	御敌刷怪点2	npc\itemnpc057	202	4	3		10		0				
Event_clonetower001_shw004	CommonNpc	御敌刷怪点3	npc\itemnpc057	202	4	3		10		0				
Event_clonetower001_shw005	CommonNpc	御敌刷怪点4	npc\itemnpc057	202	4	3		10		0				
Event_clonetower001_shw006	CommonNpc	御敌刷怪点5	npc\itemnpc057	202	4	3		10		0				
Event_clonetower001_shw007	CommonNpc	御敌刷怪点6	npc\itemnpc057	202	4	3		10		0				
Event_clonetower001_shw008	CommonNpc	御敌刷怪点7	npc\itemnpc057	202	4	3		10		0				
Event_clonetower001_shw009	CommonNpc	御敌刷怪点8	npc\itemnpc057	202	4	3		10		0				
Event_clonetower001_star001	CommonNpc	星石迷阵1	npc\itemnpc057	202	4	3		10		0				
Event_clonetower001_tx_001	CommonNpc	清心檀香	npc\itemnpc057	47	4	3		10		0				
Event_clonetower001_tx_002	CommonNpc	镇魂檀香	npc\itemnpc057	47	4	3		10		1				
Event_clonetower001_tx_003	CommonNpc	神行檀香	npc\itemnpc057	47	4	3		10		1				
														
		//通天峰-开亦飞												
Event_clonetower001_hyjj01	EventNpc	火眼金睛1	npc\itemnpc057e	47	4	1		10		1				
Event_clonetower001_hyjj02	EventNpc	火眼金睛2	npc\itemnpc057e	47	4	1		10		1				
Event_clonetower001_hyjj03	EventNpc	火眼金睛3	npc\itemnpc057e	47	4	1		10		1				
Event_clonetower001_hyjj04	EventNpc	火眼金睛4	npc\itemnpc057e	47	4	1		10		1				
														
		//通天峰-杨振中												
Event_clonetower001_mjqy001	EventNpc	魔教前营1	npc\itemnpc057e	47	4	1		10		1				
														
eventnpc_clonetower001_xianjin	EventNpc	陷进	npc\hw_xj003	202	4	1		10		0				
														
EventNpc_clonetower001_lh_001	EventNpc	通天峰打地鼠玩法	npc\itemnpc057e	47	4	10		10		1				
														
		//大漠鬼城-陆文信												
EventNpcClone038_liusha1	CommonNpc	流沙阵入阵	npc\itemnpc057	202	4	3		6		0				4947
EventNpcClone038_liusha2	EventNpc	流沙阵出阵	npc\itemnpc057	202	4	3		6		1				
EventNpcClone038_movie	EventNpc	大漠鬼城电影触发NPC	npc\itemnpc057e	47	4	10		10		1				
EventNpcClone038_movie_2	EventNpc	大漠鬼城电影触发NPC	npc\itemnpc057e	47	4	10		10		1				
EventNpcClone038_movie_3	EventNpc	大漠鬼城电影触发NPC	npc\itemnpc057e	47	4	10		10		1				
														
Eventnpc_qynew_dy_01	EventNpc	触发NPC（71059）	npc\itemnpc057	202	4	5		2	71080	1				
Eventnpc_qynew_dy_02	EventNpc	触发NPC（71059）	npc\itemnpc057	202	4	5		2	71081	1				
Eventnpc_qynew_dy_03	EventNpc	触发NPC（71059）	npc\itemnpc057	202	4	5		2	71082	1				
Eventnpc_qynew_dy_08	EventNpc	触发NPC（71059）	npc\itemnpc057	202	4	5		2	71083	1				
Eventnpc_qynew_dy_04	EventNpc	触发NPC（71059）	npc\itemnpc057	202	4	5		2	71085	1				
Eventnpc_qynew_dy_05	EventNpc	触发NPC（71059）	npc\itemnpc057	202	4	5		2	71085	1				
Eventnpc_qynew_dy_06	EventNpc	触发NPC（71059）	npc\itemnpc057	202	4	5		2	71085	1				
Eventnpc_qynew_dy_07	EventNpc	触发NPC（71059）	npc\itemnpc057	202	4	5		2	71086	1				
														
EventNpcClone039_movie_1	EventNpc	千苍峡电影触发NPC	npc\itemnpc057e	47	4	10		10		1				
EventNpcClone039_movie_2	EventNpc	千苍峡电影触发NPC	npc\itemnpc057e	47	4	10		10		1				
EventNpcClone039_movie_3	EventNpc	千苍峡电影触发NPC	npc\itemnpc057e	47	4	10		10		1				
EventNpcClone039_movie_4	EventNpc	千苍峡电影触发NPC	npc\itemnpc057e	47	4	10		10		1				
														
EventNpcClone002n_movie_1	EventNpc	龙门客栈电影触发NPC	npc\itemnpc057e	47	4	10		10		1				
														
EventNpcClone004yin001	EventNpc	雁门引通关动画	npc\itemnpc057e	47	4	10		10		1				
														
EventNpcClone041	EventNpc	隐岐群岛	npc\itemnpc057e	47	4	20		10		1				
														
Eventnpc_xmg_dy_01	EventNpc	触发NPC（74301）	npc\itemnpc057	202	4	5		2	74331	1	2			
Eventnpc_xmg_dy_02	EventNpc	触发NPC（74301）	npc\itemnpc057	202	4	5		2	74332	1	1			
Eventnpc_xmg_dy_03	EventNpc	触发NPC（74301）	npc\itemnpc057	202	4	5		2	74332	1	2			
Eventnpc_xmg_dy_04	EventNpc	触发NPC（74301）	npc\itemnpc057	202	4	5		2	74332	1	3			
Eventnpc_xmg_dy_05	EventNpc	触发NPC（74301）	npc\itemnpc057	202	4	5		2	74332	1	4			
Eventnpc_xmg_dy_06	EventNpc	触发NPC（74301）	npc\itemnpc057	202	4	5		2	74332	1	5			
Eventnpc_xmg_dy_07	EventNpc	触发NPC（74366）	npc\itemnpc057	202	4	5		2	74336	1	3			
Eventnpc_xmg_dy_08	EventNpc	触发NPC（74366）	npc\itemnpc057	202	4	5		2	74336	1	4			
Eventnpc_xmg_dy_09	EventNpc	触发NPC（74366）	npc\itemnpc057	202	4	5		2	74336	1	5			
Eventnpc_xmg_dy_10	EventNpc	触发NPC（74366）	npc\itemnpc057	202	4	5		2	74342	1	2			
Eventnpc_xmg_dy_11	EventNpc	触发NPC（74366）	npc\itemnpc057	202	4	5		2	74343	1	3			
Eventnpc_xmg_dy_12	EventNpc	触发NPC（74366）	npc\itemnpc057	202	4	5		2	74342	1	1			
														
EventNpcClone043	EventNpc	隐王峰	npc\itemnpc057e	47	4	15		10		1				
